essay_id,prompt_id,organization_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,question11,question12,question13,question14
19478,7,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
19479,7,2.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
19480,7,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
19481,7,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
19482,7,3.0,medium,low,medium,medium,medium,low,medium,low,low,medium,medium,medium,medium,medium
19484,7,3.0,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
19485,7,2.0,low,low,low,medium,medium,low,medium,low,low,medium,low,low,medium,medium
19488,7,3.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
19489,7,1.0,medium,low,low,medium,medium,low,medium,low,low,medium,low,low,medium,medium
19490,7,2.0,low,low,low,medium,low,low,medium,low,low,medium,low,low,low,medium
19491,7,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
19492,7,1.0,low,low,low,medium,low,low,low,low,low,medium,low,low,medium,medium
19493,7,0.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
19494,7,2.0,low,low,low,medium,low,low,low,low,low,medium,low,low,low,low
19495,7,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
19496,7,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
19497,7,1.0,low,low,low,medium,low,low,low,low,low,low,low,low,low,low
19498,7,2.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium,low,medium,medium
19499,7,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
19500,7,1.0,low,low,low,medium,low,low,medium,low,low,low,low,low,low,low
19501,7,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
19502,7,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
19503,7,2.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
19504,7,2.0,low,medium,medium,medium,medium,medium,medium,low,low,medium,medium,low,medium,medium
19505,7,2.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium,medium,medium
19506,7,2.0,medium,low,medium,medium,medium,low,medium,low,low,medium,medium,medium,medium,medium
19507,7,2.0,medium,medium,low,medium,medium,low,medium,low,low,medium,low,low,low,medium
19508,7,1.0,medium,low,medium,medium,medium,low,medium,low,low,medium,medium,medium,medium,medium
19509,7,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
19510,7,2.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
19511,7,1.0,medium,low,low,medium,medium,low,medium,low,low,medium,low,medium,medium,medium
19512,7,3.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
19513,7,3.0,medium,medium,low,medium,medium,low,medium,low,low,medium,low,low,medium,medium
19514,7,3.0,low,low,low,medium,low,low,medium,low,low,medium,low,low,low,medium
19515,7,3.0,low,low,medium,medium,medium,low,medium,low,low,medium,medium,low,medium,medium
19516,7,3.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
19517,7,2.0,medium,low,low,medium,medium,low,medium,low,low,medium,low,low,medium,medium
19518,7,3.0,low,low,low,medium,low,low,low,low,low,low,low,low,low,low
19519,7,3.0,low,low,low,medium,low,low,low,low,low,medium,low,low,low,low
19520,7,2.0,medium,low,low,medium,low,low,medium,low,low,medium,low,low,low,low
19521,7,1.0,low,low,low,medium,low,low,low,low,low,medium,low,low,medium,medium
19522,7,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
19523,7,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
19524,7,1.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
19525,7,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
19526,7,1.0,medium,medium,low,medium,medium,low,medium,low,low,medium,medium,low,medium,medium
19527,7,1.0,medium,low,low,medium,low,low,medium,low,low,medium,medium,low,low,low
19528,7,2.0,low,low,low,medium,low,low,medium,low,low,medium,low,low,low,low
19529,7,3.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
19530,7,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
19533,7,2.0,low,low,low,medium,medium,low,high,low,low,medium,low,low,medium,low
19534,7,3.0,medium,medium,medium,medium,medium,low,high,medium,low,medium,medium,medium,medium,medium
19535,7,2.0,medium,low,low,medium,medium,low,medium,low,low,medium,low,medium,medium,medium
19536,7,2.0,low,low,low,medium,low,low,low,low,low,medium,low,low,low,low
19537,7,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
19538,7,2.0,medium,low,low,medium,medium,low,medium,low,low,medium,medium,low,low,medium
19539,7,2.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
19540,7,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
19541,7,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
19542,7,2.0,medium,low,low,medium,medium,low,medium,low,low,medium,low,low,medium,medium
19543,7,2.0,medium,low,low,medium,low,low,medium,low,low,medium,medium,low,medium,medium
19544,7,1.0,low,low,low,medium,low,low,low,low,low,low,low,low,low,low
19545,7,2.0,low,low,low,medium,low,low,low,low,low,low,low,low,low,low
19546,7,2.0,low,low,low,medium,low,low,low,low,low,medium,low,low,low,low
19547,7,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
19548,7,2.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
19549,7,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
19550,7,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
19553,7,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
19554,7,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
19555,7,2.0,low,low,low,medium,low,low,low,low,low,medium,low,low,low,medium
19556,7,2.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low,medium,medium
19557,7,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
19558,7,2.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
19559,7,1.0,medium,low,low,medium,medium,low,medium,low,low,medium,medium,low,medium,medium
19561,7,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
19562,7,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
19563,7,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20716,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20717,8,6.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20718,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20719,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20721,8,3.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,low
20722,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20723,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20724,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20725,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20726,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20727,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20728,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20732,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low,medium,low
20733,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20734,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20735,8,2.0,medium,medium,medium,medium,medium,low,medium,medium,low,medium,low,medium,medium,medium
20736,8,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20737,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20739,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20741,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20742,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20743,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
20745,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low,medium,medium
20746,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20747,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20748,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20751,8,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20754,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20755,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low,medium,medium
20756,8,3.0,low,low,low,medium,low,low,low,low,low,medium,low,low,low,medium
20757,8,4.0,medium,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
20758,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20759,8,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20760,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20761,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20762,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20763,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20764,8,3.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
20765,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20766,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20767,8,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20768,8,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20769,8,6.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low,medium,medium
20770,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20771,8,3.0,low,medium,low,medium,medium,medium,medium,medium,low,medium,low,low,medium,medium
20772,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
20773,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
20774,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20775,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20776,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20777,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20778,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20779,8,4.0,medium,medium,low,medium,medium,medium,medium,medium,low,medium,low,low,medium,medium
20781,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20783,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
20784,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20785,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
20787,8,4.0,medium,low,low,medium,medium,medium,medium,low,low,medium,medium,low,medium,medium
20790,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20791,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20792,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20793,8,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20794,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20795,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20796,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
20797,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium,medium,medium
20800,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20802,8,3.0,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,medium
20803,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
20804,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20805,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20806,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20807,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20808,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20809,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20812,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20813,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20814,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20815,8,4.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20817,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20818,8,4.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
20819,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20821,8,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20822,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20823,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20824,8,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20825,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20826,8,6.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20827,8,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
20828,8,3.0,medium,medium,low,medium,medium,low,medium,low,low,medium,medium,low,medium,low
20829,8,5.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20830,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
20831,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20832,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
20833,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20835,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20836,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20838,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20839,8,3.0,low,low,low,medium,low,low,medium,low,low,medium,low,low,medium,low
20840,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20841,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20842,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20844,8,4.0,medium,medium,low,medium,medium,low,medium,medium,low,medium,low,low,medium,medium
20846,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20847,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20848,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20849,8,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20850,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low,medium,medium
20851,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20852,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20853,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20856,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20857,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20859,8,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
20860,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20861,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20862,8,5.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20863,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20865,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20866,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
20869,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20870,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20871,8,3.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
20872,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20874,8,4.0,low,low,low,medium,low,low,medium,low,low,medium,low,low,low,low
20876,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20877,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low,medium,medium
20878,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20879,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20881,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20882,8,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20883,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20884,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20885,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20887,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20888,8,5.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20889,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20892,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20893,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20894,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
20895,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20896,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
20897,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
20898,8,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20899,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
20900,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20901,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20902,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20904,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20905,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20906,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20907,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20908,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20909,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20910,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20911,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
20913,8,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20914,8,4.0,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20915,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low,medium,medium
20916,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20917,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20918,8,3.0,low,low,low,low,low,low,medium,low,low,low,low,low,low,low
20919,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
20920,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low,medium,medium
20921,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20922,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20923,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20924,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20925,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20926,8,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20927,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20928,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20929,8,3.0,low,low,low,medium,low,low,medium,low,low,low,low,low,low,low
20930,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20931,8,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20932,8,4.0,medium,medium,medium,high,medium,medium,medium,medium,medium,high,medium,medium,high,high
20933,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20935,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20936,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
20938,8,4.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
20939,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
20940,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20942,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20943,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20944,8,3.0,medium,low,low,medium,medium,medium,medium,medium,low,medium,medium,low,medium,medium
20945,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20946,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20947,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20948,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20949,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20953,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
20954,8,1.0,low,low,low,medium,low,low,medium,low,low,medium,low,low,low,low
20955,8,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20956,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20957,8,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20958,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20959,8,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20962,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20963,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20964,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20965,8,3.0,low,low,low,medium,medium,low,low,low,low,medium,low,low,low,low
20966,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20967,8,2.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
20968,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20971,8,5.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20972,8,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20973,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20974,8,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20975,8,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
