essay_id,prompt_id,organization_score,question1,question2,question3
3945,2,3.0,low,low,low
3946,2,3.0,low,low,medium
3947,2,2.0,low,low,low
3948,2,3.0,low,low,low
3949,2,4.0,medium,medium,medium
3950,2,2.0,low,low,low
3951,2,5.0,medium,medium,medium
3952,2,1.0,low,low,low
3953,2,3.0,low,low,low
3954,2,3.0,low,low,low
3955,2,3.0,low,low,low
3956,2,3.0,medium,medium,medium
3957,2,2.0,low,low,low
3958,2,4.0,low,low,low
3959,2,4.0,low,low,low
3960,2,3.0,low,low,low
3961,2,5.0,low,low,low
3962,2,4.0,medium,medium,medium
3963,2,3.0,medium,medium,medium
3964,2,2.0,low,low,low
3965,2,3.0,low,low,low
3966,2,2.0,low,low,low
3967,2,2.0,low,low,low
3968,2,2.0,low,low,low
3969,2,2.0,low,low,low
3970,2,4.0,low,low,low
3971,2,2.0,medium,medium,medium
3972,2,3.0,low,low,low
3973,2,2.0,medium,medium,low
3974,2,1.0,low,low,low
3975,2,4.0,low,low,low
3976,2,3.0,medium,medium,medium
3977,2,4.0,medium,medium,medium
3978,2,3.0,low,low,low
3979,2,2.0,low,low,low
3980,2,2.0,low,low,low
3981,2,3.0,medium,medium,medium
3982,2,3.0,low,low,low
3983,2,4.0,low,low,medium
3984,2,3.0,medium,medium,medium
3985,2,2.0,low,low,low
3986,2,4.0,low,low,low
3987,2,3.0,low,low,low
3988,2,5.0,low,low,low
3989,2,3.0,low,low,low
3990,2,4.0,medium,medium,medium
3991,2,3.0,low,low,low
3992,2,4.0,medium,medium,medium
3993,2,2.0,low,low,low
3994,2,3.0,medium,medium,medium
3995,2,2.0,medium,medium,medium
3996,2,3.0,low,low,low
3997,2,2.0,low,low,low
3998,2,3.0,low,low,low
3999,2,3.0,low,low,low
4000,2,2.0,low,low,low
4001,2,4.0,low,low,medium
4002,2,2.0,low,low,low
4003,2,4.0,low,low,low
4004,2,2.0,low,low,low
4005,2,5.0,low,low,medium
4006,2,2.0,low,low,low
4007,2,2.0,low,low,low
4008,2,1.0,low,low,low
4009,2,1.0,low,low,low
4010,2,4.0,low,medium,medium
4011,2,3.0,low,low,low
4012,2,3.0,low,low,medium
4013,2,3.0,low,low,low
4014,2,4.0,low,low,low
4015,2,4.0,low,low,low
4016,2,4.0,low,low,low
4017,2,2.0,low,low,low
4018,2,4.0,low,medium,medium
4019,2,4.0,low,low,low
4020,2,3.0,low,low,low
4021,2,3.0,medium,medium,medium
4022,2,4.0,low,low,medium
4023,2,3.0,low,low,low
4024,2,1.0,low,low,low
4025,2,3.0,low,low,low
4026,2,5.0,medium,medium,medium
4027,2,2.0,low,low,low
4028,2,3.0,low,low,low
4029,2,2.0,low,low,low
4030,2,3.0,low,low,low
4031,2,2.0,low,low,low
4032,2,3.0,medium,medium,medium
4033,2,5.0,medium,medium,medium
4034,2,3.0,low,low,low
4035,2,5.0,low,medium,medium
4036,2,3.0,low,low,low
4037,2,4.0,low,low,low
4038,2,3.0,low,low,low
4039,2,3.0,low,low,low
4040,2,3.0,low,low,low
4041,2,2.0,low,low,low
4042,2,2.0,low,low,low
4043,2,2.0,low,low,low
4044,2,5.0,medium,medium,medium
4045,2,4.0,low,low,low
4046,2,5.0,medium,medium,medium
4047,2,2.0,medium,low,low
4048,2,2.0,low,low,low
4049,2,5.0,low,medium,medium
4050,2,2.0,low,low,low
4051,2,2.0,low,low,low
4052,2,3.0,low,low,low
4053,2,2.0,low,low,low
4054,2,2.0,low,low,low
4055,2,4.0,medium,medium,medium
4056,2,2.0,medium,medium,medium
4057,2,3.0,low,low,low
4058,2,3.0,low,low,low
4059,2,4.0,low,low,medium
4060,2,3.0,medium,medium,medium
4061,2,4.0,medium,medium,medium
4062,2,4.0,low,low,medium
4063,2,3.0,low,low,low
4064,2,4.0,medium,medium,medium
4065,2,2.0,low,low,low
4066,2,2.0,low,low,low
4067,2,3.0,medium,medium,medium
4068,2,2.0,low,low,low
4069,2,3.0,low,low,low
4070,2,3.0,low,low,low
4071,2,3.0,low,medium,medium
4072,2,5.0,medium,medium,medium
4073,2,5.0,medium,medium,medium
4074,2,5.0,medium,medium,medium
4075,2,4.0,low,low,low
4076,2,4.0,low,low,low
4077,2,2.0,low,low,low
4078,2,4.0,low,low,low
4079,2,3.0,medium,medium,medium
4080,2,4.0,medium,medium,medium
4081,2,3.0,medium,medium,medium
4082,2,4.0,low,low,low
4083,2,3.0,medium,medium,medium
4084,2,4.0,low,low,low
4085,2,2.0,low,low,low
4086,2,2.0,medium,medium,medium
4087,2,3.0,low,low,medium
4088,2,5.0,medium,medium,medium
4089,2,4.0,low,low,low
4090,2,3.0,low,low,low
4091,2,2.0,low,low,low
4092,2,4.0,low,low,low
4093,2,3.0,medium,medium,medium
4094,2,4.0,low,low,low
4095,2,4.0,low,low,low
4096,2,2.0,low,low,low
4097,2,1.0,low,low,low
4098,2,2.0,low,low,low
4099,2,4.0,medium,medium,medium
4100,2,2.0,low,low,low
4101,2,4.0,medium,medium,medium
4102,2,3.0,medium,medium,medium
4103,2,3.0,medium,medium,medium
4104,2,2.0,low,low,low
4105,2,2.0,medium,medium,medium
4106,2,2.0,low,low,low
4107,2,2.0,low,low,low
4108,2,6.0,low,low,low
4109,2,3.0,low,low,low
4110,2,3.0,low,low,low
4111,2,3.0,medium,medium,medium
4112,2,1.0,low,low,low
4113,2,2.0,low,low,low
4114,2,3.0,low,low,low
4115,2,1.0,low,low,low
4116,2,3.0,low,medium,low
4117,2,4.0,low,medium,medium
4118,2,2.0,low,low,low
4119,2,2.0,low,low,low
4120,2,2.0,low,low,low
4121,2,2.0,low,low,low
4122,2,2.0,low,low,low
4123,2,3.0,medium,medium,medium
4124,2,1.0,low,low,low
4125,2,5.0,medium,medium,medium
4126,2,5.0,medium,medium,medium
4127,2,5.0,low,low,medium
4128,2,3.0,medium,medium,medium
4129,2,4.0,low,low,low
4130,2,4.0,low,low,low
4131,2,2.0,low,low,low
4132,2,2.0,low,low,low
4133,2,5.0,medium,medium,medium
4134,2,2.0,medium,medium,medium
4135,2,1.0,low,low,low
4136,2,2.0,low,low,low
4137,2,3.0,low,low,low
4138,2,3.0,medium,medium,medium
4139,2,3.0,low,low,medium
4140,2,1.0,low,low,low
4141,2,4.0,medium,medium,medium
4142,2,3.0,low,low,low
4143,2,2.0,medium,medium,medium
4144,2,3.0,medium,medium,medium
4145,2,5.0,medium,medium,medium
4146,2,2.0,low,low,low
4147,2,3.0,medium,medium,medium
4148,2,3.0,medium,medium,medium
4149,2,2.0,low,low,low
4150,2,2.0,low,low,low
4151,2,2.0,low,low,low
4152,2,3.0,low,medium,low
4153,2,3.0,low,low,low
4154,2,4.0,low,low,low
4155,2,2.0,low,low,low
4156,2,2.0,low,low,low
4157,2,4.0,low,low,low
4158,2,3.0,low,low,low
4159,2,4.0,medium,medium,medium
4160,2,2.0,low,low,low
4161,2,2.0,low,low,low
4162,2,5.0,low,low,medium
4163,2,2.0,low,low,low
4164,2,2.0,low,low,low
4165,2,4.0,low,low,low
4166,2,3.0,medium,medium,medium
4167,2,2.0,low,low,low
4168,2,3.0,low,low,low
4169,2,3.0,medium,medium,medium
4170,2,1.0,low,low,low
4171,2,3.0,medium,medium,medium
4172,2,3.0,medium,medium,medium
4173,2,2.0,low,low,low
4174,2,3.0,medium,medium,medium
4175,2,2.0,low,low,low
4176,2,4.0,low,low,medium
4177,2,5.0,medium,medium,medium
4178,2,3.0,low,low,low
4179,2,3.0,low,low,low
4180,2,5.0,low,low,low
4181,2,2.0,low,low,low
4182,2,3.0,medium,medium,medium
4183,2,5.0,low,low,low
4184,2,4.0,low,low,low
4185,2,5.0,low,low,low
4186,2,3.0,low,low,low
4187,2,2.0,low,low,low
4188,2,2.0,low,low,low
4189,2,2.0,low,low,low
4190,2,3.0,low,low,low
4191,2,1.0,low,low,low
4192,2,2.0,low,low,low
4193,2,3.0,low,low,low
4194,2,5.0,low,medium,medium
4195,2,4.0,low,low,low
4196,2,3.0,low,low,low
4197,2,2.0,low,low,low
4198,2,3.0,low,low,low
4199,2,4.0,medium,medium,medium
4200,2,1.0,low,low,low
4201,2,3.0,medium,medium,medium
4202,2,5.0,medium,medium,medium
4203,2,3.0,low,low,low
4204,2,2.0,low,low,low
4205,2,3.0,low,low,low
4206,2,2.0,low,low,low
4207,2,2.0,low,low,low
4208,2,4.0,low,low,medium
4209,2,5.0,medium,medium,medium
4210,2,1.0,low,low,low
4211,2,2.0,low,low,low
4212,2,3.0,low,low,low
4213,2,4.0,medium,medium,medium
4214,2,3.0,low,low,low
4215,2,3.0,low,low,low
4216,2,2.0,low,medium,medium
4217,2,5.0,medium,medium,medium
4218,2,3.0,medium,medium,medium
4219,2,5.0,low,low,low
4220,2,4.0,low,low,low
4221,2,1.0,low,low,low
4222,2,4.0,low,low,low
4223,2,1.0,low,low,low
4224,2,3.0,low,low,low
4225,2,2.0,low,low,low
4226,2,4.0,low,low,low
4227,2,3.0,medium,medium,medium
4228,2,4.0,medium,medium,medium
4229,2,4.0,medium,medium,medium
4230,2,5.0,low,low,low
4231,2,1.0,low,low,low
4232,2,4.0,low,low,low
4233,2,2.0,low,low,low
4234,2,2.0,low,low,low
4235,2,4.0,medium,medium,medium
4236,2,1.0,low,low,low
4237,2,2.0,low,low,low
4238,2,2.0,low,medium,low
4239,2,2.0,low,low,low
4240,2,2.0,low,low,low
4241,2,4.0,low,low,low
4242,2,3.0,low,low,low
4243,2,2.0,low,low,low
4244,2,4.0,medium,medium,medium
4245,2,1.0,low,low,low
4246,2,4.0,medium,medium,medium
4247,2,2.0,low,low,low
4248,2,2.0,low,low,low
4249,2,4.0,low,low,medium
4250,2,5.0,medium,medium,medium
4251,2,4.0,low,low,low
4252,2,4.0,low,low,medium
4253,2,1.0,low,low,low
4254,2,5.0,medium,medium,medium
4255,2,2.0,low,low,low
4256,2,2.0,low,low,low
4257,2,3.0,low,low,low
4258,2,1.0,low,low,low
4259,2,2.0,low,low,low
4260,2,4.0,low,low,medium
4261,2,6.0,medium,medium,medium
4262,2,5.0,low,low,low
4263,2,2.0,low,low,low
4264,2,1.0,low,low,low
4265,2,4.0,low,low,low
4266,2,3.0,low,low,medium
4267,2,5.0,low,low,low
4268,2,2.0,low,low,low
4269,2,2.0,low,medium,medium
4270,2,5.0,medium,low,medium
4271,2,4.0,low,low,low
4272,2,3.0,medium,medium,medium
4273,2,2.0,low,low,low
4274,2,2.0,low,low,low
4275,2,4.0,medium,medium,medium
4276,2,4.0,low,low,low
4277,2,3.0,low,low,low
4278,2,3.0,low,low,low
4279,2,2.0,low,low,low
4280,2,2.0,low,low,low
4281,2,2.0,low,low,low
4282,2,2.0,low,low,low
4283,2,3.0,medium,medium,medium
4284,2,1.0,low,low,low
4285,2,2.0,low,low,low
4286,2,2.0,low,low,low
4287,2,3.0,medium,medium,medium
4288,2,4.0,low,low,low
4289,2,4.0,medium,medium,medium
4290,2,5.0,low,medium,medium
4291,2,4.0,low,low,low
4292,2,2.0,low,low,low
4293,2,5.0,medium,medium,medium
4294,2,5.0,low,medium,medium
4295,2,1.0,low,low,low
4296,2,4.0,low,medium,medium
4297,2,2.0,low,low,low
4298,2,3.0,low,low,low
4299,2,2.0,low,low,low
4300,2,5.0,low,low,low
4301,2,4.0,low,low,low
4302,2,2.0,low,low,low
4303,2,5.0,low,low,medium
4304,2,3.0,medium,medium,medium
4305,2,4.0,low,low,medium
4306,2,5.0,medium,medium,medium
4307,2,3.0,medium,medium,medium
4308,2,5.0,low,low,low
4309,2,1.0,low,low,low
4310,2,2.0,low,low,low
4311,2,3.0,low,low,low
4312,2,3.0,low,medium,low
4313,2,2.0,low,low,low
4314,2,2.0,low,low,low
4315,2,2.0,low,low,low
4316,2,3.0,low,low,low
4317,2,2.0,low,low,low
4318,2,3.0,low,low,low
4319,2,1.0,low,low,low
4320,2,1.0,low,low,low
4321,2,3.0,low,low,low
4322,2,2.0,low,low,low
4323,2,3.0,low,low,low
4324,2,2.0,low,low,low
4325,2,4.0,low,low,low
4326,2,4.0,low,low,medium
4327,2,1.0,low,low,low
4328,2,3.0,low,low,low
4329,2,4.0,medium,medium,medium
4330,2,2.0,low,low,low
4331,2,1.0,low,low,low
4332,2,5.0,low,low,low
4333,2,2.0,low,low,low
4334,2,2.0,low,low,low
4335,2,1.0,low,low,low
4336,2,2.0,low,low,low
4337,2,5.0,low,low,low
4338,2,2.0,low,low,low
4339,2,1.0,low,low,low
4340,2,2.0,low,low,low
4341,2,2.0,low,low,low
4342,2,3.0,low,low,low
4343,2,1.0,low,low,low
4344,2,4.0,low,low,low
4345,2,4.0,medium,medium,medium
4346,2,2.0,low,low,low
4347,2,2.0,medium,medium,medium
4348,2,3.0,medium,medium,medium
4349,2,4.0,low,low,low
4350,2,5.0,low,low,low
4351,2,5.0,medium,medium,medium
4352,2,3.0,medium,medium,medium
4353,2,1.0,low,low,low
4354,2,2.0,low,low,low
4355,2,6.0,medium,medium,medium
4356,2,1.0,low,low,low
4357,2,2.0,low,low,low
4358,2,5.0,low,low,low
4359,2,4.0,low,low,low
4360,2,2.0,low,medium,low
4361,2,3.0,low,low,low
4362,2,1.0,low,low,low
4363,2,2.0,low,low,low
4364,2,1.0,low,low,low
4365,2,,low,medium,medium
4366,2,3.0,low,low,low
4367,2,4.0,low,medium,medium
4368,2,2.0,low,low,low
4369,2,1.0,low,low,low
4370,2,3.0,low,medium,medium
4371,2,4.0,low,medium,medium
4372,2,4.0,medium,medium,medium
4373,2,3.0,medium,medium,medium
4374,2,1.0,low,low,low
4375,2,4.0,low,low,medium
4376,2,3.0,low,low,low
4377,2,3.0,low,low,low
4378,2,3.0,low,low,low
4379,2,4.0,low,low,low
4380,2,4.0,medium,medium,medium
4381,2,3.0,low,low,low
4382,2,1.0,low,low,low
4383,2,2.0,low,low,low
4384,2,4.0,medium,medium,medium
4385,2,3.0,medium,medium,medium
4386,2,2.0,low,low,low
4387,2,2.0,low,low,low
4388,2,5.0,medium,medium,medium
4389,2,3.0,low,low,low
4390,2,3.0,low,medium,medium
4391,2,2.0,low,low,low
4392,2,3.0,low,low,low
4393,2,3.0,low,low,low
4394,2,3.0,low,low,low
4395,2,2.0,low,low,low
4396,2,2.0,medium,medium,medium
4397,2,3.0,low,low,low
4398,2,3.0,medium,medium,medium
4399,2,2.0,low,low,low
4400,2,3.0,low,low,low
4401,2,5.0,low,low,low
4402,2,3.0,low,low,low
4403,2,3.0,medium,medium,medium
4404,2,3.0,low,low,low
4405,2,4.0,low,low,low
4406,2,3.0,low,low,low
4407,2,2.0,low,low,low
4408,2,3.0,low,low,low
4409,2,2.0,low,low,low
4410,2,4.0,medium,medium,medium
4411,2,3.0,low,low,low
4412,2,3.0,medium,medium,medium
4413,2,3.0,low,medium,medium
4414,2,4.0,medium,medium,medium
4415,2,5.0,low,low,low
4416,2,3.0,low,low,low
4417,2,5.0,medium,medium,medium
4418,2,3.0,low,medium,medium
4419,2,5.0,low,low,low
4420,2,5.0,medium,medium,medium
4421,2,4.0,low,medium,medium
4422,2,3.0,low,low,low
4423,2,2.0,low,low,low
4424,2,1.0,low,low,low
4425,2,3.0,low,medium,medium
4426,2,3.0,low,low,low
4427,2,3.0,low,low,low
4428,2,5.0,medium,medium,medium
4429,2,4.0,medium,medium,medium
4430,2,5.0,medium,medium,medium
4431,2,3.0,low,low,low
4432,2,3.0,low,low,low
4433,2,3.0,low,low,low
4434,2,3.0,low,low,low
4435,2,5.0,medium,medium,medium
4436,2,3.0,medium,medium,medium
4437,2,2.0,low,low,low
4438,2,3.0,low,low,low
4439,2,3.0,low,low,low
4440,2,4.0,medium,medium,medium
4441,2,3.0,low,low,low
4442,2,4.0,low,low,low
4443,2,3.0,low,medium,medium
4444,2,2.0,low,low,low
4445,2,3.0,low,low,low
4446,2,2.0,low,low,low
4447,2,4.0,low,medium,medium
4448,2,5.0,medium,medium,medium
4449,2,3.0,low,low,low
4450,2,2.0,low,low,low
4451,2,4.0,low,low,low
4452,2,2.0,low,low,low
4453,2,2.0,low,low,low
4454,2,1.0,low,low,low
4455,2,4.0,medium,low,medium
4456,2,2.0,low,low,low
4457,2,2.0,medium,medium,medium
4458,2,5.0,medium,medium,medium
4459,2,4.0,low,low,low
4460,2,4.0,low,low,low
4461,2,3.0,low,low,low
4462,2,3.0,low,low,low
4463,2,3.0,low,low,low
4464,2,1.0,low,low,low
4465,2,2.0,low,low,low
4466,2,1.0,low,low,low
4467,2,2.0,low,low,low
4468,2,3.0,medium,medium,medium
4469,2,4.0,medium,medium,medium
4470,2,3.0,low,low,low
4471,2,5.0,medium,medium,medium
4472,2,2.0,low,low,low
4473,2,3.0,low,low,low
4474,2,3.0,low,low,low
4475,2,2.0,low,low,low
4476,2,2.0,low,low,low
4477,2,2.0,medium,medium,medium
4478,2,3.0,low,medium,medium
4479,2,3.0,low,low,low
4480,2,4.0,medium,medium,medium
4481,2,4.0,low,low,low
4482,2,2.0,low,low,low
4483,2,2.0,low,low,low
4484,2,4.0,low,low,low
4485,2,3.0,low,low,low
4486,2,4.0,medium,medium,medium
4487,2,3.0,low,low,low
4488,2,3.0,low,low,low
4489,2,4.0,low,low,low
4490,2,4.0,low,low,low
4491,2,3.0,low,low,low
4492,2,2.0,low,low,low
4493,2,3.0,low,low,low
4494,2,3.0,medium,medium,medium
4495,2,3.0,medium,medium,medium
4496,2,3.0,low,low,low
4497,2,5.0,medium,medium,medium
4498,2,3.0,low,low,low
4499,2,3.0,low,low,low
4500,2,1.0,low,low,low
4501,2,5.0,low,low,medium
4502,2,4.0,low,low,low
4503,2,3.0,low,low,low
4504,2,3.0,low,low,medium
4505,2,2.0,low,low,low
4506,2,3.0,medium,medium,medium
4507,2,2.0,low,low,low
4508,2,4.0,low,medium,medium
4509,2,1.0,low,low,low
4510,2,3.0,low,low,low
4511,2,5.0,low,low,low
4512,2,4.0,medium,medium,medium
4513,2,5.0,medium,medium,medium
4514,2,5.0,medium,medium,medium
4515,2,3.0,low,low,medium
4516,2,3.0,low,low,low
4517,2,3.0,low,low,low
4518,2,2.0,low,low,low
4519,2,3.0,medium,medium,medium
4520,2,4.0,medium,medium,medium
4521,2,5.0,low,low,low
4522,2,2.0,low,low,low
4523,2,5.0,medium,medium,medium
4524,2,3.0,low,low,low
4525,2,2.0,low,low,medium
4526,2,2.0,low,low,low
4527,2,4.0,medium,medium,medium
4528,2,3.0,medium,medium,medium
4529,2,2.0,low,low,low
4530,2,2.0,low,low,low
4531,2,3.0,low,low,low
4532,2,3.0,low,low,low
4533,2,2.0,low,low,low
4534,2,4.0,low,medium,low
4535,2,3.0,low,low,low
4536,2,3.0,low,low,low
4537,2,4.0,low,medium,medium
4538,2,4.0,low,low,low
4539,2,4.0,low,low,low
4540,2,5.0,low,medium,medium
4541,2,5.0,medium,medium,medium
4542,2,5.0,medium,medium,medium
4543,2,4.0,low,low,low
4544,2,2.0,low,low,low
4545,2,3.0,medium,medium,medium
4546,2,4.0,medium,medium,medium
4547,2,1.0,low,low,low
4548,2,1.0,low,low,low
4549,2,2.0,low,low,low
4550,2,2.0,low,low,low
4551,2,2.0,low,low,low
4552,2,3.0,low,low,low
4553,2,4.0,low,low,low
4554,2,3.0,low,low,low
4555,2,2.0,medium,medium,medium
4556,2,3.0,medium,medium,medium
4557,2,3.0,low,low,low
4558,2,4.0,low,low,low
4559,2,3.0,medium,medium,medium
4560,2,1.0,low,low,low
4561,2,2.0,low,low,low
4562,2,4.0,medium,medium,low
4563,2,3.0,medium,medium,medium
4564,2,3.0,low,low,low
4565,2,3.0,low,low,low
4566,2,2.0,medium,medium,medium
4567,2,4.0,low,low,medium
4568,2,3.0,medium,medium,medium
4569,2,3.0,medium,medium,medium
4570,2,2.0,low,low,low
4571,2,3.0,low,low,low
4572,2,1.0,low,low,low
4573,2,2.0,low,low,low
4574,2,3.0,low,low,low
4575,2,3.0,low,low,low
4576,2,3.0,low,low,medium
4577,2,4.0,low,low,low
4578,2,3.0,low,low,low
4579,2,3.0,low,low,low
4580,2,1.0,low,low,low
4581,2,3.0,low,low,low
4582,2,2.0,low,low,low
4583,2,2.0,low,low,low
4584,2,3.0,medium,medium,medium
4585,2,4.0,low,low,low
4586,2,5.0,medium,medium,medium
4587,2,2.0,low,low,low
4588,2,4.0,low,low,low
4589,2,3.0,low,low,low
4590,2,2.0,low,low,low
4591,2,2.0,low,low,low
4592,2,3.0,low,low,low
4593,2,2.0,low,low,low
4594,2,2.0,low,low,low
4595,2,2.0,low,low,low
4596,2,2.0,low,low,low
4597,2,2.0,low,low,low
4598,2,2.0,low,low,low
4599,2,2.0,low,low,low
4600,2,3.0,low,low,low
4601,2,4.0,low,low,low
4602,2,4.0,low,low,low
4603,2,2.0,low,low,low
4604,2,3.0,medium,medium,medium
4605,2,3.0,low,low,low
4606,2,2.0,low,low,low
4607,2,2.0,low,low,low
4608,2,2.0,low,low,low
4609,2,3.0,medium,medium,medium
4610,2,1.0,low,low,low
4611,2,2.0,low,low,low
4612,2,4.0,low,medium,medium
4613,2,3.0,medium,medium,medium
4614,2,3.0,low,low,low
4615,2,3.0,low,low,low
4616,2,3.0,low,low,low
4617,2,4.0,low,low,low
4618,2,2.0,low,low,low
4619,2,3.0,low,low,low
4620,2,3.0,low,low,medium
4621,2,3.0,low,low,medium
4622,2,2.0,low,low,low
4623,2,3.0,low,low,low
4624,2,6.0,medium,medium,medium
4625,2,4.0,low,low,low
4626,2,3.0,medium,medium,medium
4627,2,4.0,low,low,medium
4628,2,2.0,low,low,low
4629,2,5.0,medium,medium,medium
4630,2,4.0,low,low,low
4631,2,2.0,low,low,low
4632,2,5.0,low,low,low
4633,2,2.0,low,low,low
4634,2,5.0,medium,medium,medium
4635,2,2.0,low,low,low
4636,2,3.0,medium,medium,medium
4637,2,2.0,low,low,low
4638,2,2.0,low,low,low
4639,2,3.0,low,low,low
4640,2,3.0,medium,medium,medium
4641,2,3.0,low,low,low
4642,2,4.0,low,low,low
4643,2,2.0,low,low,low
4644,2,3.0,low,low,low
4645,2,3.0,low,low,low
4646,2,1.0,low,low,low
4647,2,5.0,low,low,low
4648,2,5.0,medium,medium,medium
4649,2,5.0,low,low,low
4650,2,3.0,low,low,low
4651,2,3.0,low,low,low
4652,2,5.0,medium,medium,medium
4653,2,3.0,medium,medium,medium
4654,2,2.0,low,low,low
4655,2,3.0,low,low,low
4656,2,3.0,medium,medium,medium
4657,2,1.0,low,low,low
4658,2,2.0,low,low,low
4659,2,3.0,low,low,medium
4660,2,3.0,medium,medium,medium
4661,2,5.0,medium,medium,medium
4662,2,4.0,low,low,low
4663,2,4.0,low,low,low
4664,2,2.0,low,low,low
4665,2,1.0,low,low,low
4666,2,4.0,low,low,low
4667,2,5.0,low,low,low
4668,2,2.0,low,low,low
4669,2,4.0,low,low,low
4670,2,2.0,low,low,low
4671,2,5.0,medium,medium,medium
4672,2,2.0,low,low,low
4673,2,2.0,low,low,low
4674,2,4.0,medium,medium,medium
4675,2,1.0,low,low,low
4676,2,2.0,low,low,low
4677,2,5.0,low,low,low
4678,2,4.0,low,medium,low
4679,2,3.0,low,low,low
4680,2,4.0,low,low,low
4681,2,2.0,low,low,low
4682,2,3.0,medium,medium,medium
4683,2,3.0,medium,medium,medium
4684,2,4.0,medium,medium,medium
4685,2,5.0,low,low,low
4686,2,4.0,low,medium,medium
4687,2,3.0,medium,medium,medium
4688,2,2.0,low,low,low
4689,2,3.0,low,low,low
4690,2,2.0,low,low,low
4691,2,2.0,low,low,low
4692,2,3.0,low,low,low
4693,2,2.0,low,low,low
4694,2,2.0,medium,medium,medium
4695,2,5.0,low,low,low
4696,2,3.0,low,low,low
4697,2,4.0,medium,medium,medium
4698,2,5.0,medium,medium,medium
4699,2,2.0,low,low,low
4700,2,5.0,medium,medium,medium
4701,2,2.0,low,low,low
4702,2,3.0,medium,medium,medium
4703,2,3.0,low,low,low
4704,2,3.0,medium,medium,medium
4705,2,4.0,medium,medium,medium
4706,2,4.0,low,low,low
4707,2,2.0,low,low,low
4708,2,3.0,low,low,low
4709,2,2.0,low,low,low
4710,2,1.0,low,low,low
4711,2,3.0,low,low,low
4712,2,2.0,low,low,low
4713,2,3.0,medium,medium,medium
4714,2,3.0,low,low,low
4715,2,4.0,medium,medium,medium
4716,2,1.0,low,low,low
4717,2,2.0,low,low,low
4718,2,4.0,low,low,low
4719,2,5.0,low,low,medium
4720,2,2.0,low,low,low
4721,2,3.0,low,low,low
4722,2,1.0,low,low,low
4723,2,4.0,low,low,medium
4724,2,2.0,low,low,low
4725,2,3.0,low,low,low
4726,2,3.0,low,low,low
4727,2,2.0,low,low,low
4728,2,3.0,low,low,low
4729,2,3.0,medium,medium,medium
4730,2,2.0,low,low,low
4731,2,1.0,low,low,low
4732,2,3.0,low,medium,medium
4733,2,3.0,low,low,low
4734,2,2.0,low,low,low
4735,2,1.0,low,low,low
4736,2,2.0,low,low,low
4737,2,4.0,low,low,low
4738,2,4.0,low,low,low
4739,2,4.0,medium,medium,medium
4740,2,5.0,low,low,low
4741,2,1.0,low,low,low
4742,2,5.0,low,low,low
4743,2,5.0,medium,medium,medium
4744,2,1.0,low,low,low
4745,2,4.0,low,low,low
4746,2,5.0,medium,medium,medium
4747,2,5.0,medium,medium,medium
4748,2,3.0,low,low,low
4749,2,3.0,low,low,low
4750,2,1.0,low,low,low
4751,2,5.0,low,low,low
4752,2,5.0,medium,medium,medium
4753,2,3.0,low,low,low
4754,2,5.0,medium,medium,medium
4755,2,4.0,low,low,low
4756,2,4.0,low,low,low
4757,2,4.0,low,low,low
4758,2,5.0,low,medium,medium
4759,2,5.0,low,low,low
4760,2,4.0,low,low,low
4761,2,2.0,low,low,low
4762,2,3.0,low,low,low
4763,2,2.0,low,low,low
4764,2,3.0,low,low,low
4765,2,4.0,low,low,low
4766,2,4.0,medium,medium,medium
4767,2,2.0,low,low,low
4768,2,4.0,low,low,medium
4769,2,2.0,low,low,low
4770,2,5.0,low,low,low
4771,2,3.0,low,low,low
4772,2,4.0,medium,medium,medium
4773,2,1.0,low,low,low
4774,2,3.0,low,low,low
4775,2,1.0,low,low,low
4776,2,4.0,low,low,low
4777,2,3.0,low,low,low
17834,7,2.0,low,low,medium
17836,7,2.0,low,low,low
17837,7,2.0,low,low,low
17838,7,2.0,medium,medium,medium
17839,7,2.0,medium,medium,low
17840,7,3.0,low,low,low
17841,7,2.0,low,low,low
17842,7,2.0,low,low,low
17843,7,1.0,low,low,low
17844,7,1.0,low,low,low
17845,7,2.0,low,low,low
17846,7,2.0,low,low,low
17847,7,2.0,medium,medium,medium
17849,7,2.0,low,low,low
17850,7,2.0,low,low,low
17851,7,2.0,low,low,low
17852,7,2.0,low,low,low
17853,7,2.0,low,low,low
17854,7,3.0,low,medium,low
17856,7,2.0,low,low,low
17857,7,2.0,medium,medium,medium
17858,7,3.0,medium,medium,medium
17859,7,2.0,medium,medium,medium
17860,7,2.0,low,low,low
17861,7,2.0,low,low,low
17862,7,1.0,low,low,low
17863,7,1.0,low,low,low
17864,7,1.0,low,low,low
17865,7,2.0,low,low,low
17867,7,2.0,low,low,low
17868,7,2.0,low,low,low
17869,7,1.0,low,low,low
17870,7,2.0,low,low,low
17871,7,3.0,low,low,low
17872,7,2.0,low,medium,low
17873,7,1.0,medium,medium,low
17874,7,2.0,low,low,low
17875,7,1.0,low,low,low
17876,7,3.0,low,medium,low
17878,7,1.0,low,low,low
17879,7,1.0,low,low,low
17880,7,2.0,low,low,low
17881,7,1.0,low,low,low
17882,7,2.0,low,low,medium
17883,7,3.0,low,low,low
17884,7,3.0,low,low,low
17885,7,2.0,low,low,low
17886,7,1.0,low,medium,medium
17887,7,3.0,medium,medium,medium
17888,7,2.0,medium,medium,medium
17889,7,1.0,low,low,low
