essay_id,prompt_id,conventions_score,question1,question2,question3,question4,question5
18910,7,3,medium,medium,medium,medium,medium
18911,7,1,medium,medium,medium,medium,low
18912,7,3,medium,medium,medium,medium,medium
18913,7,3,low,low,low,low,low
18914,7,2,medium,low,medium,medium,low
18915,7,3,medium,medium,medium,medium,medium
18916,7,2,medium,low,low,medium,low
18917,7,3,medium,medium,medium,medium,medium
18919,7,2,medium,medium,medium,medium,medium
18920,7,2,medium,medium,medium,medium,low
18921,7,2,low,low,low,low,low
18922,7,2,medium,medium,medium,medium,medium
18923,7,3,medium,medium,medium,medium,medium
18924,7,2,medium,medium,medium,medium,medium
18925,7,3,medium,medium,medium,medium,medium
18926,7,2,medium,medium,medium,medium,medium
18927,7,1,medium,medium,medium,medium,medium
18928,7,3,medium,medium,medium,medium,medium
18929,7,2,low,low,low,low,low
18930,7,2,low,low,low,medium,low
18931,7,3,medium,medium,medium,medium,medium
18932,7,2,medium,medium,medium,medium,medium
18933,7,2,medium,low,low,medium,low
18934,7,3,medium,low,medium,medium,low
18935,7,2,medium,medium,medium,medium,low
18936,7,2,medium,medium,medium,medium,medium
18937,7,1,medium,medium,medium,medium,low
18938,7,3,low,low,low,low,low
18939,7,2,medium,medium,medium,medium,medium
18940,7,3,medium,medium,medium,medium,medium
18941,7,3,medium,low,medium,medium,low
18942,7,3,medium,medium,medium,medium,medium
18943,7,3,medium,medium,medium,medium,low
18944,7,2,medium,medium,medium,medium,medium
18945,7,3,medium,medium,medium,medium,medium
18946,7,3,medium,medium,medium,medium,medium
18947,7,3,low,low,low,low,low
18949,7,2,medium,medium,medium,medium,medium
18950,7,3,medium,medium,medium,medium,medium
18951,7,2,medium,medium,medium,medium,medium
18952,7,1,low,low,low,low,low
18954,7,3,medium,medium,medium,medium,medium
18955,7,2,medium,low,low,medium,low
18956,7,1,low,low,low,low,low
18957,7,3,medium,medium,medium,medium,medium
18958,7,1,low,low,low,medium,low
18959,7,3,medium,medium,medium,medium,medium
18960,7,3,medium,low,medium,medium,medium
18961,7,1,medium,medium,medium,medium,medium
18962,7,3,medium,medium,medium,medium,medium
18963,7,3,medium,low,low,medium,low
18964,7,3,medium,medium,medium,medium,medium
18965,7,2,medium,low,low,medium,low
18967,7,3,medium,low,low,medium,low
18968,7,2,medium,low,medium,medium,low
18969,7,2,medium,medium,medium,medium,medium
18970,7,2,medium,medium,medium,medium,medium
18971,7,3,low,low,low,low,low
18972,7,3,medium,low,medium,medium,low
18973,7,2,medium,medium,medium,medium,medium
18974,7,3,medium,low,low,medium,low
18976,7,2,medium,medium,medium,medium,medium
18977,7,3,medium,medium,medium,medium,low
18978,7,3,medium,low,medium,medium,medium
18979,7,2,medium,medium,medium,medium,medium
18980,7,1,medium,low,medium,medium,low
18981,7,2,medium,medium,medium,medium,low
18982,7,2,medium,medium,medium,medium,medium
18983,7,3,medium,low,medium,medium,medium
18984,7,2,medium,medium,medium,medium,medium
18985,7,3,medium,low,low,medium,low
18986,7,3,medium,medium,medium,medium,medium
18987,7,3,medium,medium,medium,medium,medium
18988,7,2,medium,low,medium,medium,low
18989,7,3,medium,medium,medium,medium,medium
18990,7,3,medium,medium,medium,medium,medium
18991,7,3,low,low,low,low,low
18993,7,2,medium,low,medium,medium,low
18994,7,1,medium,medium,medium,medium,medium
18995,7,2,medium,medium,medium,medium,medium
18996,7,2,medium,medium,medium,medium,medium
18997,7,1,low,low,low,low,low
18998,7,1,medium,medium,medium,medium,medium
18999,7,2,medium,low,medium,medium,low
19000,7,3,medium,medium,medium,medium,low
19001,7,2,medium,medium,medium,medium,medium
19002,7,3,medium,medium,medium,medium,medium
19003,7,3,medium,medium,medium,medium,medium
19004,7,2,low,low,low,medium,low
19005,7,3,medium,medium,medium,medium,medium
19006,7,3,medium,low,medium,medium,low
19007,7,3,medium,low,medium,medium,low
19008,7,2,medium,medium,medium,medium,medium
19009,7,2,medium,low,medium,medium,low
19010,7,1,medium,low,low,high,low
19011,7,2,medium,medium,medium,medium,medium
19012,7,3,medium,medium,medium,medium,medium
19013,7,3,medium,medium,medium,medium,medium
19015,7,3,medium,medium,medium,medium,medium
19017,7,3,medium,medium,medium,medium,medium
19018,7,3,medium,medium,medium,medium,medium
19020,7,2,medium,medium,medium,medium,medium
19022,7,3,medium,medium,medium,medium,medium
19023,7,2,low,low,low,low,low
19024,7,2,medium,medium,medium,medium,medium
19025,7,2,medium,medium,medium,medium,medium
19026,7,3,medium,medium,medium,medium,medium
19027,7,3,medium,medium,medium,medium,medium
19028,7,3,medium,medium,medium,medium,medium
19029,7,3,medium,medium,medium,medium,medium
19030,7,2,medium,medium,medium,medium,medium
19031,7,3,medium,medium,medium,medium,medium
19032,7,2,medium,medium,medium,medium,low
19033,7,2,medium,medium,medium,medium,medium
19034,7,3,medium,medium,medium,medium,medium
19035,7,2,medium,medium,medium,medium,medium
19036,7,1,medium,low,low,medium,low
19037,7,2,medium,medium,medium,medium,medium
19038,7,2,medium,low,medium,medium,low
19039,7,3,medium,low,medium,medium,low
19041,7,2,medium,medium,medium,medium,low
19042,7,1,medium,low,low,medium,low
19044,7,1,medium,medium,medium,medium,low
19046,7,2,medium,low,medium,medium,low
19047,7,2,medium,medium,medium,medium,medium
19048,7,2,medium,medium,medium,medium,medium
19049,7,3,medium,medium,medium,medium,medium
19050,7,3,medium,low,low,medium,low
19051,7,2,low,low,low,low,low
19052,7,3,medium,medium,medium,medium,medium
19054,7,3,medium,medium,medium,medium,medium
19055,7,3,medium,medium,medium,medium,medium
19056,7,2,medium,low,medium,medium,medium
19057,7,2,medium,medium,medium,medium,low
19058,7,2,medium,medium,medium,medium,medium
19059,7,3,medium,low,medium,medium,low
19060,7,3,medium,medium,medium,medium,medium
19061,7,3,medium,medium,medium,medium,medium
19062,7,3,medium,medium,medium,medium,medium
19063,7,3,low,low,low,low,low
19064,7,1,medium,medium,medium,medium,low
19065,7,3,medium,medium,medium,medium,low
19068,7,3,medium,medium,medium,medium,medium
19069,7,3,medium,low,medium,medium,medium
19070,7,2,low,low,low,low,low
19071,7,2,medium,medium,medium,medium,medium
19072,7,3,medium,medium,medium,medium,medium
19073,7,3,medium,low,medium,medium,low
19076,7,3,medium,medium,medium,medium,low
19077,7,3,medium,low,medium,medium,low
19078,7,3,medium,medium,medium,medium,medium
19079,7,2,medium,medium,medium,medium,medium
19080,7,2,medium,medium,low,medium,low
19081,7,2,medium,low,low,medium,low
19082,7,2,medium,medium,medium,medium,low
19083,7,3,medium,low,medium,medium,low
19084,7,2,medium,medium,medium,medium,medium
19085,7,2,medium,medium,medium,medium,medium
19086,7,3,medium,low,medium,medium,low
19087,7,3,medium,medium,medium,medium,medium
19089,7,3,medium,medium,medium,medium,medium
19090,7,2,medium,medium,medium,medium,medium
19091,7,2,medium,medium,medium,medium,low
19092,7,2,medium,medium,low,medium,low
19093,7,2,medium,low,medium,medium,low
19094,7,3,medium,medium,medium,medium,medium
19095,7,2,medium,medium,medium,medium,medium
19096,7,3,medium,medium,medium,medium,medium
19097,7,2,medium,medium,medium,medium,low
19098,7,2,medium,medium,medium,medium,medium
19099,7,3,low,low,low,low,low
19100,7,3,medium,medium,medium,medium,medium
19101,7,2,low,low,low,low,low
19102,7,2,medium,medium,medium,medium,medium
19103,7,3,medium,low,medium,medium,low
19104,7,3,medium,medium,medium,medium,medium
19105,7,3,medium,medium,medium,medium,medium
19106,7,3,medium,medium,medium,medium,medium
19107,7,2,medium,medium,medium,medium,medium
19108,7,2,medium,medium,medium,medium,medium
19109,7,3,medium,medium,medium,medium,medium
19110,7,2,medium,low,low,medium,low
19111,7,2,medium,medium,medium,medium,low
19112,7,2,medium,medium,medium,medium,low
19113,7,3,medium,medium,medium,medium,medium
19114,7,3,medium,low,medium,medium,low
19116,7,3,medium,medium,medium,medium,medium
19117,7,2,medium,low,low,medium,low
19118,7,3,medium,medium,medium,medium,medium
19119,7,2,medium,medium,medium,medium,medium
19120,7,3,medium,low,medium,medium,medium
19122,7,1,medium,medium,medium,medium,low
19123,7,3,medium,medium,medium,medium,medium
19124,7,3,medium,medium,medium,medium,low
19125,7,3,medium,medium,medium,medium,medium
19126,7,2,medium,medium,medium,medium,medium
19127,7,2,medium,medium,medium,medium,medium
19129,7,2,medium,low,low,medium,low
19130,7,1,medium,medium,medium,medium,medium
19131,7,1,medium,medium,medium,medium,medium
19132,7,2,medium,medium,medium,medium,medium
19134,7,2,medium,low,medium,medium,medium
19135,7,2,medium,medium,medium,medium,low
19136,7,2,medium,low,medium,medium,medium
19137,7,3,medium,medium,medium,medium,medium
19138,7,3,medium,medium,medium,medium,medium
19139,7,3,medium,medium,medium,medium,medium
19140,7,3,medium,low,medium,medium,medium
19141,7,3,medium,medium,medium,medium,medium
19143,7,2,medium,low,low,low,low
19144,7,2,medium,medium,medium,medium,medium
19145,7,3,high,high,medium,medium,medium
19146,7,3,medium,medium,medium,medium,medium
19147,7,2,medium,medium,medium,medium,medium
19148,7,2,medium,low,low,low,low
19149,7,1,medium,medium,medium,medium,medium
19150,7,2,medium,low,medium,medium,low
19151,7,2,medium,medium,medium,medium,low
19152,7,3,medium,medium,medium,medium,medium
19153,7,2,medium,medium,medium,medium,medium
19154,7,2,medium,medium,medium,medium,low
19155,7,2,low,low,low,low,low
19156,7,2,medium,medium,medium,medium,medium
19158,7,2,medium,medium,medium,medium,medium
19159,7,2,low,low,low,low,low
19160,7,3,medium,medium,medium,medium,medium
19161,7,2,medium,medium,medium,medium,medium
19162,7,1,medium,medium,medium,medium,low
19163,7,1,medium,medium,medium,medium,medium
19164,7,3,medium,medium,medium,medium,medium
19165,7,2,medium,medium,medium,medium,medium
19166,7,2,medium,medium,medium,medium,low
19167,7,3,medium,medium,medium,medium,medium
19168,7,2,medium,medium,low,medium,low
19169,7,3,medium,medium,medium,medium,medium
19170,7,3,medium,medium,medium,medium,medium
19171,7,1,low,low,low,low,low
19172,7,2,low,low,low,medium,low
19173,7,2,medium,medium,medium,medium,medium
19174,7,3,medium,low,medium,medium,low
19175,7,3,medium,medium,medium,medium,low
19176,7,3,medium,medium,medium,medium,medium
19177,7,3,medium,medium,medium,medium,medium
19178,7,2,medium,medium,medium,medium,medium
19179,7,3,medium,low,medium,medium,medium
19180,7,2,low,low,low,low,low
19181,7,2,medium,medium,medium,medium,medium
19183,7,2,medium,medium,medium,medium,low
19184,7,2,medium,medium,medium,medium,low
19185,7,2,medium,medium,medium,medium,low
19186,7,3,medium,medium,medium,medium,medium
19187,7,3,medium,medium,medium,medium,medium
19188,7,2,medium,medium,medium,medium,medium
19189,7,2,medium,low,low,medium,low
19190,7,3,medium,low,medium,medium,low
19191,7,2,low,low,low,low,low
19192,7,3,medium,medium,medium,medium,medium
19193,7,3,medium,medium,medium,medium,low
19194,7,2,medium,medium,medium,medium,low
19195,7,3,medium,medium,medium,medium,medium
19196,7,3,medium,medium,medium,medium,medium
19197,7,3,medium,low,medium,medium,medium
19198,7,3,medium,medium,medium,medium,medium
19199,7,3,medium,medium,medium,medium,medium
19200,7,3,medium,medium,medium,medium,medium
19201,7,3,medium,low,low,low,low
19202,7,3,medium,medium,medium,medium,medium
19203,7,2,medium,medium,medium,medium,low
19204,7,2,medium,medium,medium,medium,medium
19205,7,3,medium,medium,medium,medium,medium
19206,7,2,medium,medium,medium,medium,medium
19207,7,3,medium,low,medium,medium,medium
19208,7,3,medium,medium,medium,medium,low
19209,7,3,medium,medium,medium,medium,medium
19210,7,3,medium,medium,medium,medium,medium
19211,7,3,medium,low,low,low,low
19212,7,3,medium,medium,medium,medium,medium
19213,7,3,medium,medium,medium,medium,medium
19214,7,2,medium,medium,medium,medium,medium
19215,7,3,medium,medium,medium,medium,medium
19216,7,3,medium,medium,medium,medium,medium
19217,7,2,medium,medium,medium,medium,medium
19219,7,2,medium,medium,medium,medium,medium
19220,7,1,medium,medium,medium,medium,medium
19221,7,1,low,low,low,low,low
19222,7,3,medium,medium,medium,medium,medium
19223,7,3,medium,medium,medium,medium,medium
19224,7,2,medium,medium,medium,medium,medium
19225,7,2,medium,low,medium,medium,low
19226,7,2,medium,low,low,medium,low
19227,7,3,medium,medium,medium,medium,medium
19228,7,2,medium,low,low,medium,low
19229,7,3,medium,low,medium,medium,low
19230,7,2,low,low,low,low,low
19231,7,2,medium,medium,low,medium,low
19232,7,2,medium,medium,medium,medium,low
19233,7,3,medium,low,low,medium,low
19234,7,2,medium,medium,medium,medium,medium
19236,7,2,medium,medium,medium,medium,medium
19237,7,3,medium,medium,medium,medium,medium
19238,7,3,medium,low,low,medium,low
19239,7,3,medium,medium,medium,medium,medium
19240,7,3,medium,medium,medium,medium,medium
19241,7,2,medium,medium,medium,medium,medium
19242,7,2,medium,low,low,medium,low
19243,7,3,medium,medium,medium,medium,medium
19244,7,3,medium,medium,medium,medium,medium
19245,7,2,medium,medium,medium,medium,medium
19246,7,2,medium,medium,medium,medium,low
19247,7,2,medium,medium,medium,medium,medium
19248,7,3,medium,medium,medium,medium,medium
19249,7,3,medium,medium,medium,medium,low
19250,7,3,medium,medium,medium,medium,medium
19251,7,2,low,low,low,low,low
19253,7,2,medium,medium,medium,medium,medium
19254,7,2,medium,medium,medium,medium,low
19255,7,2,low,low,low,low,low
19256,7,2,medium,low,medium,medium,low
19257,7,2,medium,medium,medium,medium,medium
19258,7,3,medium,low,low,medium,low
19259,7,2,medium,medium,medium,medium,medium
19260,7,3,medium,medium,medium,medium,medium
19261,7,3,medium,medium,medium,medium,medium
19262,7,3,medium,low,medium,medium,low
19263,7,3,medium,low,medium,medium,low
19264,7,2,low,low,low,low,low
19265,7,3,medium,low,medium,medium,medium
19266,7,3,medium,medium,medium,medium,medium
19267,7,1,medium,low,medium,medium,low
19268,7,2,medium,medium,medium,medium,low
19270,7,3,medium,low,medium,medium,medium
19271,7,3,medium,medium,medium,medium,medium
19272,7,2,medium,medium,medium,medium,medium
19273,7,3,medium,medium,medium,medium,medium
19274,7,3,medium,medium,medium,medium,low
19275,7,3,low,low,low,low,low
19276,7,2,medium,low,low,medium,low
19277,7,3,medium,medium,medium,medium,medium
19278,7,3,medium,low,medium,medium,medium
19280,7,2,medium,medium,medium,medium,low
19281,7,3,medium,medium,medium,medium,medium
19282,7,2,medium,medium,medium,medium,medium
19283,7,3,medium,medium,medium,medium,medium
19285,7,3,medium,medium,medium,medium,medium
19286,7,2,medium,low,low,medium,low
19287,7,2,medium,medium,medium,medium,low
19289,7,3,medium,medium,medium,medium,medium
19290,7,3,medium,medium,medium,medium,medium
19291,7,2,medium,low,medium,medium,low
19292,7,2,medium,low,medium,medium,low
19293,7,3,medium,medium,medium,medium,medium
19294,7,3,medium,medium,medium,medium,medium
19295,7,2,medium,low,low,medium,low
19296,7,2,medium,medium,medium,medium,medium
19297,7,3,medium,medium,medium,medium,medium
19298,7,2,low,low,low,low,low
19300,7,1,low,low,low,low,low
19301,7,3,medium,medium,medium,medium,medium
19302,7,3,medium,medium,medium,medium,medium
19303,7,2,medium,medium,medium,medium,low
19304,7,2,medium,medium,medium,medium,medium
19305,7,3,medium,medium,medium,medium,medium
19306,7,3,medium,medium,medium,medium,medium
19307,7,3,medium,medium,medium,medium,medium
19308,7,3,medium,medium,medium,medium,medium
19310,7,2,medium,medium,medium,medium,low
19311,7,3,medium,medium,medium,medium,medium
19312,7,3,medium,low,medium,medium,medium
19313,7,3,medium,low,medium,medium,medium
19314,7,2,low,low,low,low,low
19315,7,3,medium,medium,medium,medium,medium
19316,7,1,medium,medium,medium,medium,low
19317,7,3,medium,low,low,medium,low
19318,7,2,medium,medium,medium,medium,medium
19319,7,1,low,low,low,low,low
19320,7,2,low,low,low,medium,low
19321,7,2,medium,low,medium,medium,low
19322,7,3,medium,low,medium,medium,low
19323,7,2,medium,medium,low,medium,low
19324,7,2,medium,medium,medium,medium,medium
19326,7,2,medium,medium,medium,medium,medium
19327,7,2,medium,medium,medium,medium,medium
19328,7,1,low,low,low,low,low
19329,7,2,medium,low,low,medium,low
19330,7,2,medium,low,medium,medium,medium
19331,7,3,medium,medium,medium,medium,medium
19332,7,2,medium,medium,medium,medium,low
19333,7,2,medium,medium,medium,medium,medium
19334,7,2,medium,medium,medium,medium,medium
19335,7,2,medium,low,low,medium,low
19336,7,2,medium,medium,medium,medium,medium
19337,7,0,low,low,low,low,low
19338,7,2,medium,low,medium,medium,low
19339,7,2,medium,low,medium,medium,low
19340,7,2,medium,low,low,medium,low
19341,7,2,medium,medium,medium,medium,medium
19342,7,3,medium,low,medium,medium,low
19343,7,3,medium,medium,medium,medium,medium
19344,7,3,medium,medium,medium,medium,medium
19345,7,2,medium,medium,medium,medium,medium
19346,7,3,medium,medium,medium,medium,medium
19348,7,1,medium,medium,medium,medium,medium
19349,7,1,medium,medium,medium,medium,low
19350,7,2,medium,medium,medium,medium,medium
19351,7,3,medium,medium,medium,medium,medium
19352,7,3,medium,medium,medium,medium,medium
19353,7,1,medium,low,low,medium,low
19354,7,2,medium,medium,medium,medium,low
19355,7,3,medium,medium,medium,medium,medium
19356,7,2,low,low,low,low,low
19357,7,2,medium,medium,medium,medium,medium
19358,7,1,medium,medium,medium,high,medium
19359,7,3,medium,low,medium,medium,medium
19360,7,2,medium,medium,medium,medium,medium
19361,7,3,medium,medium,medium,medium,low
19362,7,2,medium,medium,medium,medium,low
19363,7,3,medium,medium,medium,medium,medium
19364,7,3,medium,medium,medium,medium,low
19366,7,3,medium,medium,medium,medium,medium
19368,7,2,medium,medium,medium,medium,medium
19369,7,2,medium,low,low,medium,low
19371,7,2,medium,medium,medium,medium,medium
19372,7,2,medium,low,medium,medium,low
19373,7,1,medium,medium,medium,medium,low
19374,7,2,medium,medium,medium,medium,medium
19375,7,3,medium,medium,medium,medium,medium
19376,7,2,low,low,low,medium,low
19377,7,2,low,low,low,low,low
19378,7,3,medium,low,low,medium,low
19379,7,3,medium,low,medium,medium,low
19380,7,2,medium,medium,medium,medium,medium
19381,7,3,medium,low,low,low,low
19382,7,3,medium,medium,medium,medium,medium
19383,7,2,medium,medium,medium,medium,low
19384,7,2,medium,low,low,medium,low
19385,7,2,medium,medium,medium,medium,medium
19386,7,3,medium,medium,medium,medium,medium
19387,7,2,medium,medium,medium,medium,medium
19388,7,3,medium,medium,medium,medium,medium
19389,7,2,medium,medium,medium,medium,medium
19390,7,2,medium,medium,medium,medium,low
19391,7,3,medium,medium,medium,medium,medium
19392,7,2,low,low,low,medium,low
19393,7,1,low,low,low,medium,low
19394,7,2,medium,medium,medium,medium,medium
19395,7,3,medium,medium,medium,medium,medium
19396,7,3,medium,medium,medium,medium,medium
19397,7,2,low,low,low,medium,low
19398,7,1,low,low,low,low,low
19400,7,2,low,low,low,medium,low
19401,7,2,medium,medium,medium,medium,low
19402,7,2,medium,medium,medium,medium,medium
19403,7,2,medium,low,medium,medium,low
19404,7,1,low,low,low,medium,low
19405,7,2,low,low,low,medium,low
19406,7,3,medium,medium,medium,medium,medium
19408,7,2,medium,medium,medium,medium,medium
19409,7,3,medium,medium,medium,medium,medium
19410,7,2,medium,medium,medium,medium,medium
19411,7,1,medium,medium,medium,medium,low
19412,7,3,medium,medium,medium,medium,medium
19413,7,3,medium,medium,medium,medium,medium
19414,7,3,medium,low,medium,medium,medium
19415,7,3,medium,medium,medium,medium,medium
19416,7,2,medium,medium,medium,medium,medium
19417,7,2,medium,low,medium,medium,low
19419,7,3,medium,low,medium,medium,low
19420,7,2,medium,medium,medium,medium,low
19421,7,3,medium,low,low,low,low
19422,7,3,medium,medium,medium,medium,medium
19423,7,3,medium,medium,medium,medium,medium
19424,7,1,low,low,low,low,low
19425,7,1,medium,low,medium,medium,low
19427,7,3,medium,low,medium,medium,medium
19428,7,2,medium,medium,medium,medium,low
19429,7,3,low,low,low,low,low
19430,7,2,medium,medium,medium,medium,medium
19431,7,3,medium,medium,medium,medium,low
19432,7,3,medium,medium,medium,medium,medium
19433,7,3,medium,medium,medium,medium,medium
19434,7,1,low,low,low,medium,low
19435,7,3,medium,low,low,low,low
19436,7,1,medium,medium,medium,medium,low
19437,7,2,medium,medium,medium,medium,medium
19438,7,2,medium,medium,medium,medium,low
19439,7,3,medium,medium,medium,medium,medium
19440,7,2,medium,medium,medium,medium,low
19441,7,3,medium,low,medium,medium,low
19442,7,2,medium,medium,medium,medium,low
19443,7,3,medium,medium,medium,medium,medium
19444,7,2,low,low,low,low,low
19445,7,3,medium,low,medium,medium,low
19446,7,3,medium,medium,medium,medium,medium
19447,7,3,medium,medium,medium,medium,low
19448,7,2,medium,low,medium,medium,low
19449,7,3,medium,medium,medium,medium,medium
19450,7,1,medium,medium,medium,medium,low
19451,7,3,medium,low,medium,medium,low
19454,7,2,medium,medium,medium,medium,medium
19455,7,2,medium,medium,medium,medium,medium
19456,7,1,low,low,low,low,low
19457,7,2,medium,medium,medium,medium,medium
19458,7,2,low,low,low,low,low
19459,7,3,medium,medium,medium,medium,medium
19460,7,2,medium,medium,medium,medium,medium
19462,7,2,medium,medium,medium,medium,medium
19463,7,2,medium,medium,medium,medium,medium
19464,7,3,medium,medium,medium,medium,medium
19465,7,1,medium,low,low,medium,low
19466,7,2,medium,low,low,medium,low
19467,7,2,medium,medium,medium,medium,medium
19468,7,3,medium,low,medium,medium,medium
19469,7,2,medium,medium,medium,medium,low
19470,7,3,medium,medium,medium,medium,medium
19471,7,3,medium,low,medium,medium,medium
19472,7,3,low,low,low,medium,low
19473,7,3,medium,low,medium,medium,low
19474,7,3,medium,low,low,medium,low
19475,7,2,medium,low,low,low,low
19476,7,2,medium,medium,medium,medium,medium
19477,7,2,medium,medium,medium,medium,medium
19478,7,3,low,low,low,low,low
19479,7,2,low,low,low,low,low
19480,7,1,medium,medium,medium,medium,medium
19481,7,3,medium,low,low,low,low
19482,7,3,medium,medium,medium,medium,medium
19484,7,2,medium,medium,medium,medium,low
19485,7,3,medium,medium,medium,medium,medium
19488,7,3,low,low,low,medium,low
19489,7,2,medium,medium,medium,medium,medium
19490,7,2,medium,low,low,medium,low
19491,7,2,medium,medium,low,medium,low
19492,7,2,medium,medium,medium,medium,medium
19493,7,2,medium,medium,medium,medium,low
19494,7,2,medium,low,low,medium,low
19495,7,2,medium,medium,medium,medium,low
19496,7,2,medium,low,medium,medium,medium
19497,7,1,medium,low,medium,medium,low
19498,7,2,medium,medium,medium,medium,low
19499,7,3,medium,medium,medium,medium,medium
19500,7,2,medium,low,low,medium,low
19501,7,3,medium,low,medium,medium,medium
19502,7,3,medium,medium,medium,medium,medium
19503,7,2,low,low,low,low,low
19504,7,3,medium,medium,medium,medium,medium
19505,7,3,medium,medium,medium,medium,medium
19506,7,3,medium,low,medium,medium,medium
19507,7,3,medium,medium,medium,medium,medium
19508,7,2,medium,low,low,medium,low
19509,7,2,medium,medium,medium,medium,medium
19510,7,2,medium,medium,medium,medium,low
19511,7,2,medium,low,medium,medium,low
19512,7,3,medium,medium,medium,medium,medium
19513,7,2,medium,medium,medium,medium,medium
19514,7,3,medium,low,low,medium,low
19515,7,3,medium,medium,medium,medium,medium
19516,7,3,medium,low,low,low,low
19517,7,2,medium,medium,medium,medium,low
19518,7,3,low,low,low,low,low
19519,7,3,low,low,low,low,low
19520,7,3,medium,medium,medium,medium,medium
19521,7,2,medium,medium,medium,medium,medium
19522,7,3,medium,low,medium,medium,medium
19523,7,3,medium,medium,medium,medium,medium
19524,7,3,medium,medium,medium,medium,medium
19525,7,3,medium,medium,medium,medium,medium
19526,7,2,medium,medium,medium,medium,medium
19527,7,2,medium,medium,medium,medium,low
19528,7,1,medium,medium,medium,medium,medium
19529,7,3,medium,low,medium,medium,medium
19530,7,3,medium,medium,medium,medium,medium
19533,7,2,medium,low,medium,medium,low
19534,7,2,medium,medium,medium,medium,medium
19535,7,2,medium,medium,medium,medium,medium
19536,7,2,medium,medium,medium,medium,medium
19537,7,2,medium,medium,medium,medium,medium
19538,7,2,medium,medium,medium,medium,medium
19539,7,2,medium,medium,medium,medium,medium
19540,7,3,medium,low,medium,medium,low
19541,7,1,medium,medium,medium,medium,medium
19542,7,2,medium,medium,medium,medium,medium
19543,7,2,medium,medium,medium,medium,medium
19544,7,2,low,low,low,low,low
19545,7,2,medium,medium,medium,medium,medium
19546,7,2,medium,medium,medium,medium,low
19547,7,2,medium,medium,medium,medium,medium
19548,7,3,medium,medium,medium,medium,low
19549,7,1,low,low,low,low,low
19550,7,1,low,low,low,low,low
19553,7,3,medium,medium,medium,medium,medium
19554,7,2,low,low,low,low,low
19555,7,3,medium,medium,medium,medium,medium
19556,7,2,medium,medium,medium,medium,medium
19557,7,3,medium,low,medium,medium,medium
19558,7,1,medium,medium,medium,medium,low
19559,7,3,medium,medium,medium,medium,low
19561,7,3,medium,medium,medium,medium,medium
19562,7,3,low,low,low,low,low
19563,7,2,medium,medium,medium,medium,medium
20716,8,3,medium,medium,medium,medium,medium
20717,8,5,medium,medium,medium,medium,medium
20718,8,4,medium,medium,medium,medium,medium
20719,8,3,medium,low,medium,medium,low
20721,8,3,medium,low,low,low,low
20722,8,4,medium,low,low,low,medium
20723,8,4,medium,low,medium,medium,medium
20724,8,4,medium,medium,medium,medium,low
20725,8,4,medium,medium,medium,medium,medium
20726,8,4,low,low,low,low,low
20727,8,3,medium,low,medium,medium,medium
20728,8,4,medium,low,medium,medium,medium
20732,8,3,medium,low,low,medium,low
20733,8,4,medium,low,medium,medium,medium
20734,8,5,medium,low,medium,medium,medium
20735,8,2,medium,medium,low,medium,low
20736,8,5,medium,low,medium,medium,medium
20737,8,4,medium,medium,medium,medium,medium
20739,8,3,medium,medium,medium,medium,medium
20741,8,4,medium,medium,medium,medium,medium
20742,8,4,medium,medium,medium,medium,medium
20743,8,4,medium,low,low,medium,low
20745,8,3,medium,low,medium,medium,low
20746,8,3,medium,medium,medium,medium,medium
20747,8,4,medium,medium,medium,medium,medium
20748,8,4,medium,low,medium,medium,medium
20751,8,5,medium,medium,medium,medium,medium
20754,8,3,medium,medium,medium,medium,medium
20755,8,3,low,low,low,low,low
20756,8,3,medium,low,medium,medium,medium
20757,8,3,medium,low,medium,medium,medium
20758,8,4,medium,low,low,medium,medium
20759,8,5,medium,low,medium,medium,medium
20760,8,3,medium,low,medium,medium,medium
20761,8,4,medium,low,medium,medium,medium
20762,8,3,medium,medium,medium,medium,medium
20763,8,4,medium,low,medium,medium,medium
20764,8,3,medium,low,low,medium,low
20765,8,4,medium,low,medium,medium,medium
20766,8,5,medium,medium,medium,medium,medium
20767,8,5,medium,low,low,low,medium
20768,8,5,medium,low,medium,medium,medium
20769,8,5,medium,low,medium,medium,medium
20770,8,4,medium,medium,medium,medium,medium
20771,8,4,medium,low,medium,medium,medium
20772,8,4,medium,low,low,low,low
20773,8,3,medium,low,low,medium,medium
20774,8,4,medium,low,medium,medium,medium
20775,8,3,medium,low,medium,medium,medium
20776,8,4,medium,low,medium,medium,medium
20777,8,4,medium,low,medium,medium,medium
20778,8,4,medium,low,medium,medium,medium
20779,8,4,medium,low,medium,medium,medium
20781,8,4,medium,low,medium,medium,medium
20783,8,3,medium,low,medium,medium,medium
20784,8,4,medium,medium,medium,medium,medium
20785,8,4,medium,low,medium,medium,medium
20787,8,4,low,low,low,medium,low
20790,8,4,medium,low,medium,medium,medium
20791,8,4,medium,low,medium,medium,medium
20792,8,3,medium,low,medium,medium,medium
20793,8,4,medium,low,medium,medium,medium
20794,8,4,medium,medium,medium,medium,medium
20795,8,3,medium,medium,medium,medium,medium
20796,8,3,medium,low,low,low,low
20797,8,4,medium,medium,medium,medium,medium
20800,8,3,medium,low,medium,medium,medium
20802,8,3,medium,low,medium,medium,medium
20803,8,4,medium,low,medium,medium,low
20804,8,4,medium,medium,medium,medium,medium
20805,8,4,medium,medium,medium,medium,medium
20806,8,3,medium,medium,medium,medium,medium
