essay_id,prompt_id,sentence_fluency_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
4450,2,3,low,low,low,low,low,low,low,low,low,low
4451,2,4,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4452,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4453,2,3,low,medium,low,medium,medium,low,low,low,medium,low
4454,2,1,low,low,low,low,low,low,low,low,low,low
4455,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4456,2,2,low,low,low,low,low,low,low,low,low,low
4457,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4458,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4459,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4460,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
4461,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4462,2,4,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4463,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
4464,2,1,low,medium,low,low,medium,low,low,low,medium,low
4465,2,2,low,low,low,low,low,low,low,low,low,low
4466,2,2,low,medium,medium,medium,medium,low,low,medium,medium,low
4467,2,2,low,low,medium,low,medium,low,low,low,medium,low
4468,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4469,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4470,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4471,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4472,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4473,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4474,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4475,2,3,low,low,low,low,low,low,low,low,medium,low
4476,2,2,low,low,low,low,low,low,low,low,medium,low
4477,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4478,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4479,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4480,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4481,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4482,2,3,low,low,low,low,low,low,low,low,medium,low
4483,2,2,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4484,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4485,2,3,low,low,medium,medium,medium,low,medium,medium,medium,low
4486,2,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4487,2,2,low,medium,medium,medium,medium,medium,medium,medium,medium,low
4488,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4489,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4490,2,4,low,low,medium,medium,medium,low,medium,low,medium,low
4491,2,4,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4492,2,3,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
4493,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4494,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4495,2,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4496,2,4,medium,low,medium,medium,medium,medium,medium,medium,medium,medium
4497,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4498,2,3,low,low,medium,medium,medium,low,low,low,medium,low
4499,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
4500,2,1,low,low,low,low,low,low,low,low,low,low
4501,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4502,2,4,medium,low,medium,medium,medium,medium,medium,medium,medium,medium
4503,2,3,low,low,medium,medium,medium,medium,low,medium,medium,medium
4504,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4505,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
4506,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4507,2,2,low,low,low,medium,low,low,low,low,medium,low
4508,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4509,2,1,low,low,medium,low,medium,low,low,low,medium,low
4510,2,3,low,low,low,low,low,low,low,low,low,low
4511,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4512,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4513,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4514,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4515,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4516,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4517,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4518,2,2,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4519,2,4,low,low,medium,medium,medium,medium,medium,medium,medium,medium
4520,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4521,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4522,2,2,low,low,low,low,low,low,low,low,low,low
4523,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4524,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4525,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4526,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4527,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4528,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4529,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4530,2,2,low,low,low,low,low,low,low,low,low,low
4531,2,4,low,low,low,low,medium,low,medium,medium,medium,low
4532,2,4,low,low,low,medium,medium,low,medium,medium,medium,low
4533,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4534,2,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4535,2,4,low,low,medium,low,medium,low,low,medium,medium,low
4536,2,4,medium,low,medium,medium,medium,low,medium,medium,medium,low
4537,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4538,2,4,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
4539,2,4,low,low,low,low,low,low,low,low,low,low
4540,2,6,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4541,2,6,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4542,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4543,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4544,2,3,low,low,low,low,medium,low,low,low,low,low
4545,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4546,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4547,2,1,low,low,low,low,low,low,low,low,low,low
4548,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4549,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4550,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4551,2,2,low,low,low,medium,low,low,low,low,low,low
4552,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4553,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4554,2,4,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
4555,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4556,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4557,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4558,2,4,low,low,medium,medium,low,low,low,low,medium,low
4559,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4560,2,1,low,low,low,low,low,low,low,low,low,low
4561,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4562,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4563,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4564,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4565,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4566,2,2,low,medium,low,medium,medium,low,low,medium,medium,low
4567,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4568,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4569,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4570,2,2,low,medium,medium,medium,medium,low,low,low,medium,low
4571,2,3,low,low,low,low,low,low,low,low,low,low
4572,2,1,low,low,low,low,low,low,low,low,low,low
4573,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4574,2,3,low,low,low,low,low,low,low,low,low,low
4575,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4576,2,4,low,low,low,medium,medium,low,low,low,medium,low
4577,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4578,2,3,low,low,medium,medium,medium,low,low,medium,medium,low
4579,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4580,2,1,low,low,low,low,low,low,low,low,medium,low
4581,2,3,low,medium,medium,medium,low,low,low,low,medium,low
4582,2,2,low,medium,medium,low,medium,low,low,low,medium,low
4583,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
4584,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4585,2,3,medium,medium,medium,medium,medium,low,medium,medium,medium,low
4586,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4587,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4588,2,4,low,low,medium,medium,medium,low,low,low,medium,low
4589,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4590,2,2,low,low,low,low,low,low,low,low,low,low
4591,2,2,low,low,low,low,low,low,low,low,low,low
4592,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4593,2,3,low,medium,medium,medium,medium,low,low,medium,medium,medium
4594,2,2,low,low,low,low,low,low,low,low,medium,low
4595,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4596,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4597,2,2,low,low,low,low,low,low,low,low,medium,low
4598,2,4,low,low,low,medium,low,low,low,low,medium,low
4599,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
4600,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4601,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4602,2,5,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4603,2,2,low,medium,medium,medium,low,low,medium,medium,medium,low
4604,2,4,medium,low,medium,medium,medium,medium,medium,medium,medium,medium
4605,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4606,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4607,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4608,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4609,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4610,2,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4611,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4612,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4613,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4614,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4615,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4616,2,3,low,low,low,low,low,low,low,low,medium,low
4617,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4618,2,2,low,low,medium,medium,medium,medium,medium,medium,medium,medium
4619,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4620,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4621,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4622,2,3,low,low,medium,medium,medium,low,low,low,medium,low
4623,2,3,low,medium,medium,medium,medium,low,low,medium,medium,medium
4624,2,6,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
4625,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4626,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4627,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4628,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4629,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4630,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4631,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4632,2,5,low,low,low,medium,medium,low,low,low,medium,low
4633,2,2,low,low,medium,medium,medium,medium,low,medium,medium,medium
4634,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4635,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4636,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4637,2,3,low,low,medium,low,low,low,low,low,medium,low
4638,2,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4639,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4640,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4641,2,2,low,low,low,low,low,low,low,low,medium,low
4642,2,4,low,low,low,low,medium,low,low,low,medium,low
4643,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
4644,2,4,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
4645,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4646,2,1,low,low,low,medium,low,low,low,low,medium,low
4647,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4648,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4649,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4650,2,3,low,low,low,low,low,low,low,low,medium,low
4651,2,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4652,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4653,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4654,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4655,2,4,low,medium,medium,medium,medium,low,medium,low,medium,low
4656,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4657,2,1,low,low,low,low,low,low,low,low,low,low
4658,2,2,low,medium,medium,medium,medium,low,low,low,medium,low
4659,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4660,2,4,low,low,medium,medium,medium,low,low,medium,medium,low
4661,2,5,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
4662,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4663,2,5,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4664,2,3,low,low,medium,medium,medium,medium,medium,medium,medium,low
4665,2,2,low,low,low,low,low,low,low,low,medium,low
4666,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4667,2,5,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4668,2,3,low,medium,medium,medium,low,low,low,medium,medium,low
4669,2,4,low,low,medium,low,medium,low,low,medium,medium,low
4670,2,3,low,low,low,low,low,low,low,low,medium,low
4671,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4672,2,3,low,medium,medium,low,medium,low,low,low,medium,low
4673,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4674,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4675,2,2,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4676,2,2,low,low,low,low,low,low,low,low,low,low
4677,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4678,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4679,2,4,low,low,medium,medium,medium,low,low,medium,medium,low
4680,2,4,low,low,medium,medium,medium,medium,low,medium,medium,medium
4681,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4682,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4683,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4684,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4685,2,5,low,low,medium,medium,medium,medium,medium,medium,medium,medium
4686,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4687,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4688,2,2,low,low,medium,low,medium,low,low,low,medium,low
4689,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4690,2,3,low,low,low,low,low,low,low,low,low,low
4691,2,4,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4692,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4693,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4694,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4695,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4696,2,3,low,low,medium,medium,medium,low,low,low,medium,low
4697,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4698,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4699,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4700,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4701,2,2,low,low,low,medium,medium,low,low,low,medium,low
4702,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4703,2,4,low,low,medium,medium,medium,low,low,low,medium,low
4704,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4705,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4706,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4707,2,2,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4708,2,3,low,low,low,low,low,low,low,low,low,low
4709,2,2,low,medium,medium,medium,medium,low,medium,medium,medium,low
4710,2,2,low,low,medium,medium,medium,medium,low,medium,medium,medium
4711,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4712,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4713,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4714,2,4,low,low,low,medium,medium,low,low,low,medium,low
4715,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4716,2,1,low,low,medium,low,medium,low,low,low,medium,low
4717,2,2,low,medium,medium,medium,medium,low,low,medium,medium,medium
4718,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4719,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4720,2,2,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4721,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4722,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4723,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4724,2,3,low,medium,medium,medium,low,medium,low,medium,medium,medium
4725,2,4,low,medium,medium,medium,medium,low,low,medium,medium,medium
4726,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4727,2,3,low,low,medium,medium,medium,low,low,low,medium,low
4728,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4729,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4730,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4731,2,1,low,medium,medium,medium,low,low,low,low,medium,low
4732,2,4,low,low,medium,medium,medium,low,medium,medium,medium,low
4733,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4734,2,2,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
4735,2,2,medium,medium,medium,medium,medium,medium,low,medium,medium,low
4736,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4737,2,3,low,low,low,low,low,low,low,low,low,low
4738,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4739,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4740,2,4,low,low,low,low,low,low,low,low,low,low
4741,2,2,low,low,medium,medium,low,low,low,low,medium,low
4742,2,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4743,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4744,2,1,low,low,low,medium,low,low,low,low,low,low
4745,2,3,low,low,low,low,low,low,low,low,low,low
4746,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4747,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4748,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4749,2,2,low,low,medium,medium,medium,medium,low,medium,medium,medium
4750,2,2,low,low,medium,low,medium,low,low,low,medium,low
4751,2,5,low,medium,medium,medium,medium,medium,medium,medium,medium,low
4752,2,5,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4753,2,3,low,low,low,low,low,low,low,low,low,low
4754,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4755,2,3,low,low,low,low,low,low,low,low,low,low
4756,2,3,low,low,low,low,medium,low,low,low,medium,low
4757,2,3,low,low,low,low,low,low,low,low,medium,low
4758,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4759,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4760,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
4761,2,2,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
4762,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4763,2,2,low,medium,medium,medium,medium,low,low,medium,medium,low
4764,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4765,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4766,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4767,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4768,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4769,2,2,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
4770,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4771,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4772,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4773,2,1,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
4774,2,3,low,low,medium,medium,medium,medium,medium,medium,medium,medium
4775,2,1,low,medium,medium,medium,medium,low,low,medium,medium,low
4776,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
4777,2,2,low,medium,medium,medium,medium,medium,low,medium,medium,medium
20716,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20717,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20718,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20719,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20721,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20722,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20723,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20724,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20725,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20726,8,4,medium,medium,medium,medium,medium,low,medium,medium,low,medium
20727,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20728,8,4,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
20732,8,3,medium,medium,medium,medium,low,low,medium,medium,low,low
20733,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20734,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20735,8,2,low,medium,medium,low,medium,medium,medium,medium,medium,medium
20736,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20737,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20739,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20741,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20742,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20743,8,4,low,low,low,low,low,low,low,medium,low,low
20745,8,4,medium,medium,medium,medium,low,low,medium,medium,medium,low
20746,8,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
20747,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20748,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20751,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20754,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20755,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20756,8,4,low,low,medium,low,low,low,low,low,low,low
20757,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
20758,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20759,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20760,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20761,8,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
20762,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20763,8,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
20764,8,3,medium,medium,medium,low,medium,medium,low,medium,medium,medium
20765,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20766,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20767,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20768,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20769,8,5,medium,medium,medium,medium,low,medium,medium,medium,low,medium
20770,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20771,8,4,low,medium,medium,medium,medium,low,low,medium,medium,low
20772,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
20773,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20774,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20775,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20776,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20777,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20778,8,4,medium,medium,medium,medium,medium,low,medium,low,medium,low
20779,8,4,low,medium,low,low,low,low,low,low,medium,low
20781,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20783,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
20784,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20785,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20787,8,4,low,medium,medium,medium,medium,medium,medium,medium,medium,low
20790,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20791,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20792,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20793,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20794,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20795,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20796,8,4,medium,medium,medium,medium,medium,low,medium,medium,low,low
20797,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20800,8,4,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
20802,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20803,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20804,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20805,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20806,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
