essay_id,Grammar_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
31620DE4AA8B,2.0,low,low,low,low,low,low,low,low,low,low
316BC8F49C0A,4.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3182AA4DA49A,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
319547B4ABAA,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
31A831175A3F,2.5,low,low,low,low,low,low,low,low,low,low
31C1A9D7C580,3.5,medium,medium,medium,low,medium,medium,low,medium,medium,medium
31DEDD89C49A,3.5,medium,medium,low,low,medium,medium,low,low,low,medium
31FB79E16333,3.0,low,low,low,low,low,low,low,low,low,low
31FEDC6FC2BD,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3228D45E0F40,2.5,medium,medium,low,low,medium,low,low,low,medium,medium
322B89BDF743,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3237F0C6E955,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
324F067BAE52,3.0,low,low,low,low,low,low,low,low,low,low
32B2FDA9D3ED,4.0,medium,medium,low,low,medium,low,low,low,medium,medium
332921BEC390,3.5,medium,medium,low,low,medium,low,low,low,low,medium
332BE928E04A,2.5,medium,medium,low,low,medium,medium,low,medium,medium,medium
335697BE1F56,4.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
337A0B3AD1AE,2.0,low,low,low,low,low,low,low,low,low,low
3392251A95E6,2.5,low,low,low,low,low,low,low,low,low,medium
33967D70EEB9,2.5,low,low,low,low,low,low,low,low,low,low
33A839B24788,3.0,low,low,low,low,low,low,low,low,low,low
33B5A70B7B4B,4.0,low,low,low,low,medium,low,low,low,low,medium
33BE3319F46F,2.5,low,low,low,low,low,low,low,low,low,low
33DA094EF084,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
33E098BC4A83,4.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
33FD540FB9EA,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3457DFAD4CE1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
347C6FF60682,3.5,medium,low,low,low,medium,low,low,low,low,medium
3480D4CCF0B5,4.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
34A66EFBF3AA,2.5,low,low,low,low,low,low,low,low,low,low
34BE5F5D7B9E,2.0,low,low,low,low,low,low,low,low,low,low
34C40190E817,4.0,medium,high,medium,medium,medium,medium,medium,medium,medium,high
34C810F20E41,2.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
34D378212AD1,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
34DA35A20049,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
34E77A9B1136,3.0,medium,medium,low,low,medium,medium,medium,medium,medium,medium
3504E2757216,3.5,low,low,low,low,low,low,low,low,low,medium
35052A394131,2.5,low,low,low,low,low,low,low,low,low,low
353A36AE4FB3,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
353B54DDC133,3.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
355CF45A46B1,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
357A3AE05BE8,3.0,low,low,low,low,low,low,low,low,low,low
35A29947DE9F,4.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
35A63D4837BC,2.5,medium,medium,medium,low,medium,medium,medium,low,medium,medium
35B430A94449,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
35C91193E595,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
35D64739B0D2,3.0,low,low,low,low,medium,low,low,low,low,medium
3623A9D212EE,2.5,medium,medium,low,low,medium,medium,low,low,low,medium
36311D8E825C,2.0,low,low,low,low,low,low,low,low,low,medium
364285D0C33B,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
366725B151D7,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3670CB1DD363,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
367D082FB9F4,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
368EA4021349,3.0,medium,high,medium,medium,medium,medium,medium,medium,medium,high
36D2192013B8,2.5,low,low,low,low,low,low,low,low,low,low
36D44B34AE7B,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
36E2681A6C2F,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
36F119F39108,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
37155437896B,2.5,low,low,low,low,low,low,low,low,low,low
37344DDF73D9,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
37423449B879,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
374A3753D227,2.0,medium,low,low,low,medium,medium,low,low,medium,medium
3752FB872CE8,2.5,medium,medium,low,low,medium,medium,medium,low,medium,medium
3770DB4908FF,3.0,medium,low,low,low,medium,medium,low,low,medium,medium
37CCCFE419BC,2.5,low,low,low,low,low,low,low,low,low,low
37D4C99ADD01,3.5,low,low,low,low,low,low,low,low,low,low
37F461B99305,3.5,low,low,low,low,low,low,low,low,low,medium
38128326D4AD,3.0,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
38442D37BCD2,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
384ED93D297A,3.5,medium,high,medium,high,medium,medium,medium,medium,high,high
38584D59365A,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3867639DFCE4,3.5,low,medium,low,low,medium,medium,low,low,medium,medium
38733F6A4A36,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3875FD41B005,2.5,low,low,low,low,low,low,low,low,low,low
388F31A9A1A1,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
389B7B042C94,2.5,low,low,low,low,low,low,low,low,low,low
38A9AEE19B1D,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,high
38AE04AFEEFE,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
38B5AFD473E1,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
38C3001D7D16,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
38E03AE14C78,2.5,medium,high,low,low,medium,medium,low,medium,medium,medium
38ED687FAEEF,3.5,low,low,low,low,low,low,low,low,low,low
38F66216B09A,2.0,medium,medium,low,low,medium,medium,low,low,low,medium
38F68FC5317C,3.0,medium,medium,medium,low,medium,medium,low,low,medium,medium
38FBEA0DC086,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
38FD642A3223,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3930575684EB,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
394F40B7B922,2.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
3954DF9C83CD,3.0,medium,medium,low,low,medium,medium,low,low,medium,medium
39AEA114D356,2.5,low,low,low,low,low,low,low,low,low,low
39C054F7CF00,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
39C652D0822E,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3A05F3FA6052,3.0,low,low,low,low,low,low,low,low,low,medium
3A1556C9C275,4.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3A4198F3522B,2.5,low,low,low,low,low,low,low,low,low,low
3A4D3ABE5B2A,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3A4D49632B3B,2.0,low,low,low,low,low,low,low,low,low,low
3A6517C8AA39,2.5,low,low,low,low,low,low,low,low,low,low
3AB3FC197550,3.0,medium,medium,low,low,medium,medium,low,low,low,medium
3AD64B4E25CD,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3AD91D812260,2.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3AEBBDC0B4A2,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3B3E4BEBE32D,3.5,medium,low,low,low,low,low,low,low,low,medium
3B40A9710FBA,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3B4B3FC503DC,2.5,low,low,low,low,low,low,low,low,low,low
3B4F715F787B,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3B5F512BDE39,2.5,medium,medium,low,low,low,medium,low,low,low,medium
3B62370779A1,2.0,low,low,low,low,low,low,low,low,low,low
3B660D6010E3,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3B7430E38767,2.5,low,low,low,low,low,low,low,low,low,low
3B74F5C263C2,2.0,low,low,low,low,low,low,low,low,low,medium
3B91630212AF,2.0,low,low,low,low,low,low,low,low,low,low
3BB94ABF8E02,4.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3BCD9AA3A1F7,2.0,low,low,low,low,low,low,low,low,low,low
3C05F5FC558A,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3C133B27FD35,3.5,medium,medium,medium,low,medium,medium,low,medium,medium,medium
3C1BAB16C568,2.0,low,low,low,low,low,low,low,low,low,low
3C1FC3E5E3B4,3.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
3C2032CEEC9C,2.0,low,low,low,low,low,low,low,low,low,low
3C20C195AF66,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3C442451101C,3.0,low,low,low,low,low,low,low,low,low,low
3C7D5BB904A8,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3C818D5455E0,4.5,medium,high,medium,high,medium,medium,medium,medium,medium,high
3C9BB6363CD4,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3CA1A4324D53,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3CA8DFA49511,2.5,low,low,low,low,low,low,low,low,low,low
3CB1B6AACD95,2.5,low,low,low,low,low,low,low,low,low,medium
3CB26FC60794,3.0,low,low,low,low,low,low,low,low,low,low
3CCD9C6B5B7D,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3CD2C9F56CB1,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3CDE1D9E6E57,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3D09B9957F9C,2.0,low,low,low,low,low,low,low,low,low,low
3D0E5A23035C,3.0,medium,medium,low,low,medium,medium,low,low,medium,medium
3D24EE77F079,2.5,low,low,low,low,low,low,low,low,low,low
3D5A91F03F09,3.0,medium,medium,low,low,medium,medium,medium,medium,medium,medium
3D6C67E3EA20,3.5,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
3D73663FE12D,2.0,low,low,low,low,low,low,low,low,low,low
3D898B9B5708,2.0,medium,medium,low,low,medium,medium,medium,medium,medium,medium
3D941A609DDA,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3D96910E1239,2.5,medium,low,low,low,medium,low,low,low,medium,medium
3DEAB76EE0C4,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3E47DA330201,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3E5D59BA1440,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3E85CCEE0601,2.5,low,low,low,low,low,low,low,low,low,low
3E985C0CA51A,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3EE4C10E9149,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3EE9BA9B31D6,3.5,low,medium,low,low,low,low,low,low,low,medium
3F00345B8BA6,4.5,medium,high,medium,high,medium,medium,medium,medium,high,high
3F12BC08B53F,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3F443A810D91,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
3F7B0E366665,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3F8441CBAA82,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3FA34FE01526,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3FB14087996F,3.0,medium,medium,low,low,medium,medium,low,low,medium,medium
3FC799617EB3,2.0,low,low,low,low,low,low,low,low,low,low
3FFE3AFE2395,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
40007FDDC453,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
400B644C071E,3.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
4011A2544FDD,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
401217D9AB7B,3.5,low,low,low,low,low,low,low,low,low,medium
40179579DB49,3.5,medium,medium,low,low,medium,medium,low,medium,medium,medium
401DE7ACFA97,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4030DE7F410E,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
403A374940A6,3.0,low,low,low,low,low,low,low,low,low,medium
4066CB3792EA,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4071DCC4EF32,2.0,low,low,low,low,low,low,low,low,low,low
40B1E8E6BE6E,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
40D0F17FC41C,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
40F936ABBDFD,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
40F9DCD1794D,3.0,low,low,low,low,low,low,low,low,low,medium
412CC8B23027,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4130C1E55000,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
413E0A5AE69C,4.0,low,low,low,low,low,low,low,low,low,low
4146F6D6DA74,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4167630691D3,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
416BE2C0D3A1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4176E05183E0,2.5,low,low,low,low,low,low,low,low,low,medium
41AEF2D0D03E,2.5,medium,medium,low,low,low,medium,low,low,medium,medium
41CE9804B226,2.5,low,low,low,low,low,low,low,low,low,low
41E1F163E26E,2.5,low,low,low,low,low,low,low,low,low,medium
41E7B2A49FAF,2.5,low,low,low,low,low,low,low,low,low,low
41F11AC58B17,3.5,medium,medium,low,low,medium,medium,low,medium,medium,medium
41F41C454794,2.0,low,low,low,low,low,low,low,low,low,medium
41FEC0DBAA7F,3.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
42031E46ADA3,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
420B1BB01B16,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
42101819B738,4.0,medium,high,medium,high,medium,medium,medium,medium,high,high
4210C4CA9806,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
422E3DF5F244,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
425A82E1A7D8,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4271EB1D90F1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
42A8A8E04B3A,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
42D8CB22DADA,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
42FB6D5C60ED,3.0,low,low,low,low,low,low,low,low,low,low
4307357DB16A,2.0,low,low,low,low,low,low,low,low,low,low
430C1B16922B,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
434B89C9C323,2.5,low,medium,low,low,medium,medium,medium,medium,medium,medium
4354C616F94F,3.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
4362342B2DAB,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
43A49D21021B,2.5,low,low,low,low,low,low,low,low,low,medium
43B91A2F96F1,4.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
43E2BB02C59D,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
43F98D8020CF,3.0,medium,medium,low,low,medium,medium,medium,low,medium,medium
441BEC6F1FF5,2.0,low,low,low,low,low,low,low,low,low,low
441D491C3F2B,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
442DD1515A61,2.5,low,low,low,low,low,low,low,low,low,medium
4437878B088C,4.0,medium,high,medium,high,medium,medium,medium,medium,high,high
444EE58641C2,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
44612C7545E5,2.0,medium,low,low,low,medium,medium,low,low,medium,medium
44760E0F02B0,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4480C28C2FCB,3.5,medium,medium,medium,low,medium,medium,low,medium,medium,medium
44911FE6867D,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
44A96D63935A,3.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
44C1C893E1F4,4.5,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
44EBBDE247AD,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
44FD30777ED7,3.5,medium,high,medium,high,medium,medium,medium,high,high,high
450C5438A561,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4523C54AD30A,2.5,medium,medium,low,low,medium,medium,low,low,low,medium
4533273010BD,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
45378B25E66E,3.0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4545C3BA65E7,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
45487C53673C,2.5,medium,low,low,low,medium,low,low,low,medium,medium
454DEE35F518,2.5,medium,medium,low,low,medium,medium,medium,low,medium,medium
457549C51576,3.5,medium,medium,low,low,medium,medium,low,low,medium,medium
457B00D8B951,4.5,medium,high,medium,high,medium,medium,medium,medium,medium,medium
45A7755F4F43,3.0,low,low,low,low,low,low,low,low,low,low
45F2A76AD999,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
460BB140DB78,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
461478335BAB,2.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
4618DCF43061,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
462EC285B036,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4639878D6C17,2.5,medium,low,low,low,medium,medium,low,low,low,medium
4689DDBC445C,2.0,low,low,low,low,low,low,low,low,low,low
468BDD0CA1F5,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
468C4FFD8040,4.0,low,medium,low,low,medium,medium,low,low,medium,medium
468EF37C2F2C,3.0,medium,medium,low,low,medium,medium,low,low,medium,medium
468F72152475,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
46A763F7D942,2.0,medium,low,low,low,medium,low,low,low,medium,medium
47075653744C,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
471ADCA51497,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4723F83440D4,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
474CC11D250E,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
47925F54FD13,3.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
479D3ED0CC1E,2.5,low,medium,low,low,medium,medium,low,low,medium,medium
47A1277A181F,3.5,low,medium,low,low,medium,medium,low,low,low,medium
47A858ED385B,2.0,medium,medium,low,low,medium,low,low,low,medium,medium
47CA31054C81,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
47D079795DB3,2.5,low,medium,low,low,medium,low,low,low,low,medium
47DCB7763FF9,3.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
47DDBF9CA1A3,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,high
47E5F4259C34,4.5,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
480E59F42326,2.0,low,low,low,low,low,low,low,low,low,low
4836CEBE11E2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
48379FE11E37,2.5,low,medium,low,low,low,low,low,low,medium,medium
484434E30EE8,2.0,low,low,low,low,low,low,low,low,low,low
484D339A6831,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
484EA4DDA5D8,2.0,low,low,low,low,low,low,low,low,low,low
48600CC6449A,2.5,medium,medium,medium,low,medium,medium,medium,low,medium,medium
488512B6F0B8,3.0,medium,medium,low,low,medium,medium,medium,medium,medium,medium
48A4203A1A20,3.0,low,low,low,low,low,low,low,low,low,low
48CD3C2E57E9,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
48CE4CFF4C8E,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
48CFF85660F4,3.5,low,low,low,low,medium,low,low,low,medium,medium
48D37EF2FB73,3.0,low,low,low,low,low,low,low,low,low,low
48DAAFE10A02,4.5,medium,medium,low,low,medium,medium,low,low,low,medium
48DFA71F8A58,2.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
48E86A1D4331,3.5,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
48EE16BE5D49,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4926FE9DFB45,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
492ED47AC122,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
492FF7D7E726,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
494796746D6C,3.0,low,low,low,low,low,low,low,low,low,medium
495D19739645,3.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
496C82ED5C7D,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
49948514DE35,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4994A639ED75,3.0,medium,high,medium,medium,medium,medium,medium,medium,medium,high
4997306E980D,2.5,low,low,low,low,medium,low,low,low,low,medium
49B2F5E28A13,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
49BABF3BEF2F,4.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
49BEF8C33595,2.5,medium,medium,low,low,medium,medium,low,low,medium,medium
49EFF02DB815,2.0,medium,medium,low,low,medium,medium,low,low,medium,medium
4A072A1632BB,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4A10B3C41630,3.5,low,low,low,low,low,low,low,low,low,low
4A19AFC24A02,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4A250182282E,2.0,medium,low,low,low,low,medium,low,low,low,medium
4A2796E31DF2,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4A3A73608D0E,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4A44F1972288,3.0,medium,medium,low,low,medium,medium,low,low,medium,medium
4A4A4535C3B9,3.0,low,medium,low,low,medium,medium,low,low,medium,medium
4A5FFF41E5E7,2.5,medium,medium,low,low,medium,medium,medium,low,medium,medium
4A775DDDF0B1,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4A86F1C63480,4.5,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
4A8ED1FD3636,3.0,medium,medium,low,low,medium,medium,medium,medium,medium,medium
4A91B930DF29,3.5,medium,medium,medium,medium,medium,medium,low,low,medium,medium
4AE3CC96E33E,2.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4B25EDB36089,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4B5B210CB016,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4B7096501781,3.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
4B8BFC292EF5,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4B8DA6C2D322,3.0,medium,medium,low,low,low,medium,low,low,low,medium
4BB857FA140D,2.0,low,low,low,low,low,low,low,low,low,medium
4BDCC37EE2F3,2.5,low,low,low,low,low,low,low,low,low,low
4BDFD3B3C521,3.0,low,low,low,low,medium,low,low,low,medium,medium
4BE05E82E10B,2.5,low,low,low,low,low,low,low,low,low,low
4BEBAD919DE4,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4BF2F2E90758,3.0,medium,medium,low,low,medium,medium,medium,medium,medium,medium
4BF5BD48F3DB,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4BF751CE8F41,2.0,low,low,low,low,low,low,low,low,low,low
4C1783D806CE,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4C279C5BA0E5,2.5,low,low,low,low,low,low,low,low,low,low
4C6E08E611EA,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4CA9678B07BE,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4CB32D5E9E67,3.5,low,medium,low,low,medium,medium,low,low,medium,medium
4CBF3F0B2FCC,3.0,low,low,low,low,low,low,low,low,low,low
4CF311D90E96,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4CFCFA31F50D,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4CFFB607101B,3.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
4D24CE1CD162,3.0,medium,medium,low,low,medium,medium,medium,medium,medium,medium
4D4683449914,4.0,low,low,low,low,low,low,low,low,low,medium
4D48FC9FAED4,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4D50313E8495,2.0,low,low,low,low,low,low,low,low,low,low
4D60247D96CE,3.5,medium,medium,medium,low,medium,medium,medium,low,medium,medium
4D6545222FE4,3.0,low,low,low,low,low,low,low,low,low,medium
4D842289ADE3,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4DAECACDEFF2,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4DB504F8FFB3,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4DCDD74899A4,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4DFC3636D45C,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4E1D9FCFF386,2.5,low,low,low,low,low,low,low,low,low,medium
4E1FF7795A48,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4E3E28469C88,2.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4E3FEE69D23E,2.0,medium,low,low,low,medium,medium,medium,medium,medium,medium
4E6BBA69EAFC,3.5,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4E9FF907AB47,2.5,medium,medium,medium,low,medium,medium,low,low,medium,medium
4EA25671C1FA,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4EAE3326A33A,4.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4EBA44D861BE,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4ECF262EE305,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4ECF937899CF,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4ED60E89D535,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4EEBCFFE59EC,4.0,low,medium,low,low,medium,medium,medium,low,medium,medium
4F2124681E9A,3.0,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
4F3199E4F0E3,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4F3B770016BF,4.0,medium,medium,low,low,medium,medium,medium,medium,medium,medium
4F3D7B25DD69,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4F42DEFB0A1B,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4F66168C7DF8,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4F95D374C29F,2.5,low,low,low,low,low,low,low,low,low,low
4FA52B61777E,2.0,low,low,low,low,low,low,low,low,low,medium
4FC8D334EAA5,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4FCC4BEB161A,4.5,medium,low,low,low,medium,low,low,low,low,medium
