essay_id,prompt_id,word_choice_score,question1,question2,question3,question4,question5,question6,question7,question8
4498,2,3,medium,medium,low,low,low,medium,high,medium
4499,2,3,medium,medium,low,low,low,medium,medium,medium
4500,2,1,low,low,low,low,low,low,medium,high
4501,2,3,medium,medium,low,low,low,medium,medium,medium
4502,2,4,medium,low,low,low,low,medium,medium,medium
4503,2,3,medium,medium,low,low,low,medium,high,medium
4504,2,3,medium,medium,medium,medium,low,medium,medium,medium
4505,2,3,medium,medium,low,low,low,medium,medium,medium
4506,2,4,medium,medium,low,medium,low,medium,medium,medium
4507,2,1,low,low,low,low,low,low,medium,medium
4508,2,4,medium,medium,medium,medium,low,medium,medium,medium
4509,2,1,low,low,low,low,low,low,medium,medium
4510,2,3,medium,low,low,low,low,medium,high,medium
4511,2,5,medium,medium,medium,medium,low,medium,medium,medium
4512,2,5,medium,medium,medium,medium,medium,medium,medium,medium
4513,2,5,medium,medium,medium,medium,medium,medium,medium,medium
4514,2,4,medium,medium,medium,medium,medium,medium,medium,medium
4515,2,3,medium,medium,medium,medium,low,medium,medium,low
4516,2,3,medium,medium,low,low,low,medium,medium,medium
4517,2,3,medium,medium,low,low,low,medium,medium,medium
4518,2,2,medium,medium,low,low,low,medium,medium,medium
4519,2,4,medium,medium,medium,medium,medium,medium,medium,medium
4520,2,4,medium,medium,medium,medium,low,medium,medium,medium
4521,2,3,medium,medium,medium,medium,medium,medium,medium,medium
4522,2,2,medium,low,low,low,low,medium,medium,medium
4523,2,5,medium,medium,low,medium,low,medium,medium,medium
4524,2,2,medium,medium,low,low,low,medium,medium,medium
4525,2,3,medium,medium,medium,medium,low,medium,medium,medium
4526,2,2,medium,medium,low,low,low,medium,medium,medium
4527,2,5,medium,medium,medium,medium,medium,medium,medium,medium
4528,2,3,medium,medium,medium,medium,low,medium,medium,medium
4529,2,2,medium,low,low,low,low,low,medium,medium
4530,2,2,medium,low,low,low,low,low,medium,medium
4531,2,4,medium,medium,low,low,low,medium,medium,medium
4532,2,4,medium,medium,low,medium,medium,medium,high,medium
4533,2,3,low,low,low,low,low,low,medium,medium
4534,2,4,medium,medium,medium,medium,low,medium,medium,medium
4535,2,3,medium,medium,low,low,low,medium,medium,medium
4536,2,4,medium,medium,medium,medium,medium,medium,medium,medium
4537,2,4,medium,medium,medium,medium,medium,medium,medium,medium
4538,2,3,medium,medium,low,low,low,medium,medium,medium
4539,2,3,medium,medium,low,low,low,medium,high,medium
4540,2,6,medium,medium,medium,medium,medium,medium,medium,medium
4541,2,6,medium,medium,medium,medium,medium,medium,medium,medium
4542,2,5,medium,medium,medium,medium,medium,medium,medium,low
4543,2,4,medium,medium,low,medium,low,medium,medium,medium
4544,2,2,medium,low,low,low,low,medium,high,medium
4545,2,3,medium,medium,medium,medium,low,medium,medium,medium
4546,2,5,medium,medium,medium,medium,medium,medium,medium,low
4547,2,1,low,low,low,low,low,low,medium,medium
4548,2,1,low,low,low,low,low,low,medium,medium
4549,2,4,medium,medium,medium,medium,low,medium,medium,medium
4550,2,2,medium,low,low,low,low,medium,medium,medium
4551,2,2,low,low,low,low,low,low,high,medium
4552,2,3,medium,medium,medium,medium,low,medium,medium,medium
4553,2,5,medium,medium,medium,medium,low,medium,medium,medium
4554,2,4,medium,medium,low,medium,low,medium,medium,medium
4555,2,2,medium,medium,medium,medium,low,medium,medium,low
4556,2,4,medium,medium,medium,medium,medium,medium,medium,medium
4557,2,3,medium,medium,low,low,low,medium,medium,medium
4558,2,3,medium,medium,low,low,low,medium,medium,medium
4559,2,3,medium,medium,medium,medium,low,medium,medium,medium
4560,2,1,low,low,low,low,low,low,medium,medium
4561,2,2,medium,medium,low,low,low,medium,medium,medium
4562,2,4,medium,medium,medium,medium,medium,medium,medium,medium
4563,2,3,medium,medium,medium,medium,low,medium,medium,low
4564,2,3,medium,medium,low,low,low,medium,medium,medium
4565,2,4,medium,medium,medium,medium,low,medium,medium,medium
4566,2,2,medium,medium,low,medium,low,medium,medium,medium
4567,2,4,medium,medium,medium,medium,medium,medium,medium,medium
4568,2,3,medium,medium,medium,medium,medium,medium,medium,medium
4569,2,3,medium,medium,medium,medium,low,medium,medium,low
4570,2,1,medium,medium,low,low,low,medium,medium,medium
4571,2,2,medium,low,low,low,low,medium,high,high
4572,2,2,low,low,low,low,low,low,medium,medium
4573,2,2,medium,low,low,low,low,medium,medium,medium
4574,2,3,medium,low,low,low,low,medium,high,medium
4575,2,4,medium,medium,low,low,low,medium,medium,medium
4576,2,4,medium,medium,medium,medium,medium,medium,medium,medium
4577,2,4,medium,medium,medium,medium,low,medium,high,medium
4578,2,3,medium,medium,low,low,low,medium,high,medium
4579,2,3,medium,medium,medium,medium,low,medium,medium,medium
4580,2,1,low,low,low,low,low,low,medium,medium
4581,2,3,medium,low,low,low,low,medium,medium,medium
4582,2,2,medium,low,low,low,low,low,medium,medium
4583,2,3,medium,medium,low,medium,low,medium,medium,medium
4584,2,3,medium,medium,medium,medium,medium,medium,medium,medium
4585,2,4,medium,medium,low,low,low,medium,medium,medium
4586,2,5,medium,medium,medium,medium,medium,medium,medium,medium
4587,2,3,medium,low,low,low,low,medium,medium,medium
4588,2,4,medium,medium,medium,medium,low,medium,medium,medium
4589,2,3,medium,low,low,low,low,medium,medium,medium
4590,2,2,low,low,low,low,low,low,medium,medium
4591,2,2,low,low,low,low,low,low,high,medium
4592,2,3,medium,medium,low,low,low,medium,medium,medium
4593,2,2,low,low,low,low,low,low,high,high
4594,2,2,medium,low,low,low,low,low,high,high
4595,2,2,low,low,low,low,low,low,medium,medium
4596,2,2,low,low,low,low,low,medium,medium,medium
4597,2,2,low,low,low,low,low,low,medium,medium
4598,2,4,medium,medium,medium,medium,medium,medium,medium,medium
4599,2,2,medium,medium,low,low,low,medium,medium,medium
4600,2,3,medium,medium,low,low,low,medium,medium,medium
4601,2,4,medium,medium,low,medium,low,medium,medium,medium
4602,2,4,medium,medium,low,medium,low,medium,medium,medium
4603,2,2,medium,low,low,low,low,low,medium,medium
4604,2,3,medium,medium,medium,medium,low,medium,medium,medium
4605,2,3,medium,medium,low,low,low,medium,medium,medium
4606,2,2,medium,low,low,low,low,medium,medium,medium
4607,2,3,medium,medium,medium,medium,low,medium,medium,medium
4608,2,2,medium,medium,low,low,low,medium,medium,medium
4609,2,4,medium,medium,medium,medium,medium,medium,medium,medium
4610,2,2,medium,medium,medium,medium,low,medium,medium,medium
4611,2,2,medium,medium,low,medium,low,medium,medium,medium
4612,2,5,medium,medium,medium,medium,medium,medium,medium,medium
4613,2,3,medium,medium,low,medium,medium,medium,medium,medium
4614,2,3,medium,medium,low,medium,low,medium,medium,medium
4615,2,4,medium,medium,low,medium,low,medium,high,medium
4616,2,3,medium,medium,low,medium,low,medium,high,medium
4617,2,4,medium,medium,medium,medium,low,medium,medium,medium
4618,2,2,low,low,low,low,low,low,medium,medium
4619,2,3,medium,low,low,low,low,medium,medium,medium
4620,2,4,medium,medium,medium,medium,low,medium,medium,medium
4621,2,3,medium,medium,medium,medium,low,medium,medium,medium
4622,2,2,medium,medium,low,low,low,medium,medium,medium
4623,2,3,medium,medium,low,low,low,medium,medium,medium
4624,2,5,medium,medium,medium,medium,medium,medium,medium,medium
4625,2,3,medium,low,low,low,low,low,medium,medium
4626,2,4,medium,medium,medium,medium,low,medium,medium,low
4627,2,4,medium,medium,low,low,low,medium,medium,medium
4628,2,2,medium,medium,medium,medium,low,medium,medium,medium
4629,2,5,medium,medium,medium,medium,medium,medium,medium,medium
4630,2,4,medium,medium,low,low,low,medium,medium,medium
4631,2,3,medium,medium,low,medium,low,medium,medium,medium
4632,2,5,medium,medium,medium,medium,medium,medium,medium,medium
4633,2,2,low,low,low,low,low,low,high,medium
4634,2,5,medium,medium,medium,medium,medium,medium,medium,medium
4635,2,2,medium,medium,low,low,low,medium,medium,medium
4636,2,3,medium,medium,medium,medium,low,medium,medium,low
4637,2,3,medium,medium,low,low,low,medium,medium,medium
4638,2,1,medium,low,low,low,low,medium,medium,medium
4639,2,3,medium,medium,medium,medium,low,medium,medium,medium
4640,2,3,medium,medium,medium,low,low,medium,medium,medium
4641,2,2,medium,low,low,low,low,medium,medium,medium
4642,2,4,medium,medium,low,low,low,medium,medium,medium
4643,2,2,medium,medium,low,low,low,medium,medium,medium
4644,2,3,medium,low,low,low,low,medium,medium,medium
4645,2,3,medium,medium,low,medium,low,medium,medium,medium
4646,2,1,low,low,low,low,low,low,high,medium
4647,2,5,medium,medium,low,medium,low,medium,high,medium
4648,2,5,medium,medium,medium,medium,low,medium,medium,medium
4649,2,5,medium,medium,medium,medium,medium,medium,medium,medium
4650,2,3,medium,low,low,low,low,medium,medium,medium
4651,2,4,medium,medium,low,medium,low,medium,medium,medium
4652,2,4,medium,medium,medium,medium,medium,medium,medium,medium
4653,2,4,medium,medium,medium,medium,low,medium,medium,medium
4654,2,2,medium,low,low,low,low,medium,medium,medium
4655,2,4,medium,medium,low,low,low,medium,medium,medium
4656,2,3,medium,medium,medium,medium,medium,medium,medium,medium
4657,2,1,low,low,low,low,low,low,medium,low
4658,2,2,medium,low,low,low,low,medium,medium,medium
4659,2,4,medium,medium,low,medium,low,medium,medium,medium
4660,2,4,medium,medium,medium,medium,low,medium,medium,medium
4661,2,5,medium,medium,medium,medium,medium,medium,medium,medium
4662,2,4,medium,medium,medium,medium,low,medium,medium,medium
4663,2,5,medium,medium,low,medium,medium,medium,high,medium
4664,2,3,medium,low,low,low,low,medium,high,medium
4665,2,1,medium,low,low,low,low,medium,medium,medium
4666,2,4,medium,medium,low,medium,low,medium,medium,medium
4667,2,5,medium,medium,low,low,low,medium,high,medium
4668,2,2,low,low,low,low,low,low,high,high
4669,2,4,medium,medium,low,low,low,medium,high,medium
4670,2,2,medium,low,low,low,low,medium,medium,medium
4671,2,5,medium,medium,medium,medium,medium,medium,medium,medium
4672,2,2,medium,medium,low,low,low,medium,medium,medium
4673,2,2,medium,medium,low,low,low,medium,medium,medium
4674,2,4,medium,medium,medium,medium,medium,medium,medium,medium
4675,2,1,low,low,low,low,low,low,medium,medium
4676,2,2,low,low,low,low,low,low,medium,medium
4677,2,5,medium,medium,medium,medium,low,medium,medium,medium
4678,2,4,medium,medium,low,medium,low,medium,medium,medium
4679,2,3,medium,medium,low,medium,low,medium,medium,medium
4680,2,4,medium,medium,low,medium,low,medium,medium,medium
4681,2,3,low,low,low,low,low,low,medium,medium
4682,2,4,medium,medium,medium,medium,low,medium,medium,medium
4683,2,3,medium,medium,medium,medium,low,medium,medium,low
4684,2,5,medium,medium,medium,medium,medium,medium,medium,medium
4685,2,5,medium,medium,low,medium,low,medium,high,medium
4686,2,3,medium,medium,medium,medium,medium,medium,medium,medium
4687,2,4,medium,medium,medium,medium,medium,medium,medium,medium
4688,2,2,medium,medium,low,low,low,medium,medium,medium
4689,2,3,medium,medium,low,low,low,medium,medium,medium
4690,2,3,medium,low,low,low,low,medium,medium,medium
4691,2,4,medium,medium,low,low,low,medium,medium,medium
4692,2,4,medium,medium,medium,medium,medium,medium,medium,medium
4693,2,3,medium,medium,low,low,low,medium,medium,medium
4694,2,3,medium,medium,medium,medium,low,medium,medium,medium
4695,2,4,medium,medium,medium,medium,low,medium,medium,medium
4696,2,2,low,low,low,low,low,low,medium,medium
4697,2,3,medium,medium,medium,medium,low,medium,medium,medium
4698,2,5,medium,medium,medium,medium,medium,medium,medium,medium
4699,2,3,medium,medium,low,low,low,medium,medium,medium
4700,2,5,medium,medium,medium,medium,medium,medium,medium,medium
4701,2,2,low,low,low,low,low,low,medium,medium
4702,2,4,medium,medium,medium,medium,low,medium,medium,low
4703,2,4,medium,low,low,low,low,medium,medium,medium
4704,2,3,medium,medium,medium,medium,medium,medium,medium,medium
4705,2,4,medium,medium,low,medium,low,medium,medium,medium
4706,2,4,medium,medium,low,low,low,medium,medium,medium
4707,2,2,low,low,low,low,low,low,medium,medium
4708,2,3,medium,medium,low,medium,medium,medium,medium,medium
4709,2,2,medium,low,low,low,low,medium,medium,medium
4710,2,1,medium,medium,low,low,medium,medium,medium,medium
4711,2,4,medium,medium,medium,medium,medium,medium,medium,medium
4712,2,2,medium,medium,low,low,low,medium,medium,medium
4713,2,4,medium,medium,medium,medium,low,medium,medium,medium
4714,2,4,medium,low,low,low,low,medium,medium,medium
4715,2,4,medium,medium,medium,medium,medium,medium,medium,low
4716,2,1,medium,low,low,low,low,medium,medium,medium
4717,2,2,medium,medium,low,low,low,medium,medium,medium
4718,2,3,medium,medium,low,medium,low,medium,medium,medium
4719,2,4,medium,medium,medium,medium,medium,medium,medium,medium
4720,2,2,medium,medium,low,medium,low,medium,high,medium
4721,2,3,medium,medium,medium,medium,low,medium,medium,medium
4722,2,2,medium,medium,low,low,low,medium,medium,medium
4723,2,4,medium,medium,medium,medium,medium,medium,medium,medium
4724,2,2,low,low,low,low,low,low,medium,medium
4725,2,3,medium,medium,low,medium,low,medium,medium,medium
4726,2,3,medium,medium,medium,medium,low,medium,medium,medium
4727,2,3,medium,low,low,low,low,medium,medium,medium
4728,2,3,medium,medium,low,low,low,medium,high,medium
4729,2,3,medium,medium,medium,medium,low,medium,medium,medium
4730,2,2,medium,low,low,low,low,medium,medium,medium
4731,2,1,medium,medium,low,low,low,medium,medium,low
4732,2,3,medium,medium,medium,medium,low,medium,medium,medium
4733,2,3,medium,medium,low,medium,low,medium,medium,medium
4734,2,2,medium,medium,low,medium,low,medium,medium,medium
4735,2,2,medium,medium,low,low,low,medium,medium,medium
4736,2,2,medium,medium,medium,medium,low,medium,medium,medium
4737,2,3,medium,medium,medium,medium,low,medium,medium,medium
4738,2,4,medium,medium,low,low,low,medium,medium,medium
4739,2,5,medium,medium,medium,medium,medium,medium,medium,medium
4740,2,5,medium,medium,low,medium,low,medium,medium,medium
4741,2,1,low,low,low,low,low,low,medium,medium
4742,2,4,medium,medium,low,medium,low,medium,medium,medium
4743,2,5,medium,medium,medium,medium,medium,medium,medium,medium
4744,2,1,low,low,low,low,low,low,medium,medium
4745,2,4,medium,low,low,low,low,medium,high,medium
4746,2,4,medium,medium,medium,medium,low,medium,medium,medium
4747,2,6,medium,medium,medium,medium,medium,medium,medium,medium
4748,2,1,medium,low,low,low,low,medium,medium,medium
4749,2,3,medium,low,low,low,low,medium,medium,medium
4750,2,1,medium,low,low,low,low,medium,medium,medium
4751,2,5,medium,medium,medium,medium,medium,medium,medium,medium
4752,2,4,medium,medium,medium,medium,low,medium,medium,medium
4753,2,3,medium,medium,low,low,low,medium,high,medium
4754,2,6,medium,medium,medium,medium,medium,medium,medium,medium
4755,2,3,medium,medium,low,low,low,medium,high,medium
4756,2,3,medium,medium,low,low,low,medium,medium,medium
4757,2,3,medium,low,low,low,low,low,high,medium
4758,2,4,medium,medium,medium,medium,low,medium,medium,medium
4759,2,5,medium,medium,medium,medium,low,medium,medium,medium
4760,2,4,medium,medium,low,medium,low,medium,medium,medium
4761,2,2,low,low,low,low,low,low,medium,medium
4762,2,3,medium,medium,low,medium,low,medium,medium,medium
4763,2,2,medium,low,low,low,low,medium,medium,medium
4764,2,3,medium,medium,medium,medium,low,medium,medium,medium
4765,2,4,medium,medium,medium,medium,medium,medium,medium,medium
4766,2,4,medium,medium,medium,medium,medium,medium,medium,medium
4767,2,2,medium,medium,low,low,low,medium,medium,medium
4768,2,3,medium,medium,medium,medium,low,medium,medium,medium
4769,2,2,medium,medium,medium,medium,low,medium,medium,medium
4770,2,4,medium,medium,medium,medium,low,medium,medium,medium
4771,2,3,medium,medium,low,low,low,medium,medium,medium
4772,2,4,medium,medium,medium,medium,low,medium,medium,medium
4773,2,1,low,low,low,low,low,low,medium,medium
4774,2,2,medium,low,low,low,low,medium,medium,medium
4775,2,1,medium,low,low,low,low,medium,medium,medium
4776,2,2,medium,low,low,low,low,medium,high,medium
4777,2,2,medium,low,low,low,low,medium,medium,medium
20716,8,4,medium,medium,medium,medium,medium,medium,medium,low
20717,8,5,medium,medium,medium,medium,medium,medium,medium,low
20718,8,4,medium,medium,medium,medium,medium,medium,medium,low
20719,8,4,medium,medium,low,medium,low,medium,high,medium
20721,8,3,medium,low,low,low,low,medium,high,high
20722,8,4,medium,medium,medium,medium,medium,medium,medium,low
20723,8,4,medium,medium,medium,medium,medium,medium,medium,low
20724,8,4,medium,low,low,low,low,medium,medium,medium
20725,8,5,medium,medium,medium,medium,medium,medium,medium,low
20726,8,4,medium,low,low,low,low,medium,high,high
20727,8,3,medium,medium,low,medium,medium,medium,medium,medium
20728,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20732,8,3,medium,low,low,low,medium,medium,high,medium
20733,8,4,medium,medium,low,medium,medium,medium,medium,medium
20734,8,5,medium,medium,medium,medium,medium,medium,medium,medium
20735,8,3,medium,low,low,low,low,medium,medium,medium
20736,8,5,medium,medium,medium,medium,medium,medium,medium,medium
20737,8,4,medium,medium,low,medium,medium,medium,medium,medium
20739,8,3,medium,medium,medium,medium,medium,medium,medium,medium
20741,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20742,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20743,8,4,medium,medium,low,medium,low,medium,medium,medium
20745,8,4,medium,medium,low,medium,low,medium,high,medium
20746,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20747,8,4,medium,medium,medium,medium,medium,medium,medium,low
20748,8,3,medium,medium,medium,medium,medium,medium,medium,medium
20751,8,5,medium,medium,medium,medium,medium,medium,medium,low
20754,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20755,8,3,medium,low,low,low,medium,medium,medium,high
20756,8,4,medium,medium,low,medium,medium,medium,medium,medium
20757,8,4,medium,low,low,low,low,medium,medium,medium
20758,8,4,medium,medium,medium,medium,low,medium,medium,medium
20759,8,5,medium,medium,medium,medium,medium,medium,medium,low
20760,8,3,medium,medium,medium,medium,medium,medium,medium,low
20761,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20762,8,4,medium,medium,low,medium,low,medium,medium,medium
20763,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20764,8,4,medium,low,low,low,low,medium,medium,medium
20765,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20766,8,5,medium,medium,medium,medium,medium,medium,medium,low
20767,8,5,medium,medium,medium,medium,medium,medium,medium,medium
20768,8,5,medium,medium,medium,medium,medium,medium,medium,medium
20769,8,5,medium,medium,medium,medium,medium,medium,medium,medium
20770,8,5,medium,medium,medium,medium,medium,medium,medium,low
20771,8,3,medium,medium,medium,medium,medium,medium,medium,medium
20772,8,4,medium,low,low,low,low,medium,high,medium
20773,8,4,medium,medium,low,medium,low,medium,medium,medium
20774,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20775,8,4,medium,medium,low,low,low,medium,medium,medium
20776,8,4,medium,medium,medium,medium,medium,medium,high,medium
20777,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20778,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20779,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20781,8,4,medium,medium,medium,medium,medium,medium,high,medium
20783,8,4,medium,medium,medium,medium,medium,medium,medium,low
20784,8,4,medium,medium,medium,medium,medium,medium,medium,low
20785,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20787,8,4,low,low,low,low,low,medium,medium,high
20790,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20791,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20792,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20793,8,5,medium,medium,medium,medium,medium,medium,medium,low
20794,8,4,medium,medium,medium,medium,medium,medium,medium,low
20795,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20796,8,4,medium,medium,low,medium,medium,medium,medium,medium
20797,8,3,medium,medium,medium,medium,medium,medium,medium,medium
20800,8,4,medium,medium,low,medium,medium,medium,medium,medium
20802,8,3,medium,medium,low,medium,low,medium,medium,medium
20803,8,4,medium,medium,low,medium,medium,medium,medium,medium
20804,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20805,8,4,medium,medium,medium,medium,medium,medium,medium,low
20806,8,4,medium,medium,medium,medium,medium,medium,medium,low
20807,8,4,medium,medium,medium,medium,medium,medium,medium,low
20808,8,4,medium,medium,low,medium,low,medium,medium,medium
20809,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20812,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20813,8,4,medium,medium,low,medium,low,medium,medium,medium
20814,8,3,medium,medium,medium,medium,medium,medium,medium,medium
20815,8,3,medium,medium,low,low,low,medium,medium,medium
20817,8,4,medium,low,low,low,low,medium,medium,high
20818,8,3,medium,medium,low,medium,medium,medium,high,medium
20819,8,3,medium,medium,low,medium,low,medium,medium,medium
20821,8,5,medium,medium,medium,medium,medium,medium,medium,low
20822,8,5,medium,medium,medium,medium,medium,medium,medium,low
20823,8,5,medium,medium,medium,medium,medium,medium,medium,medium
20824,8,5,medium,medium,low,medium,low,medium,high,medium
20825,8,4,medium,medium,low,medium,low,medium,medium,medium
20826,8,6,high,medium,medium,medium,medium,high,medium,low
20827,8,5,medium,medium,medium,medium,medium,medium,medium,medium
20828,8,3,medium,low,low,low,low,medium,medium,medium
20829,8,5,medium,medium,medium,medium,medium,medium,low,low
20830,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20831,8,3,medium,medium,low,low,low,medium,medium,medium
20832,8,4,medium,medium,low,medium,low,medium,high,medium
20833,8,4,medium,medium,medium,medium,medium,medium,medium,low
20835,8,4,medium,medium,medium,medium,medium,medium,medium,low
20836,8,4,medium,medium,low,medium,medium,medium,high,medium
20838,8,3,medium,medium,medium,medium,medium,medium,medium,medium
20839,8,3,medium,low,low,low,low,medium,low,medium
20840,8,4,medium,medium,medium,medium,low,medium,medium,medium
20841,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20842,8,5,medium,medium,medium,medium,medium,medium,medium,low
20844,8,4,medium,medium,low,low,low,medium,high,medium
20846,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20847,8,4,medium,medium,medium,medium,low,medium,medium,medium
20848,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20849,8,4,medium,medium,medium,medium,medium,medium,medium,low
20850,8,3,medium,medium,low,medium,medium,medium,medium,medium
20851,8,4,medium,medium,low,medium,low,medium,medium,medium
20852,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20853,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20856,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20857,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20859,8,4,medium,medium,medium,medium,medium,medium,medium,low
20860,8,4,medium,medium,medium,medium,medium,medium,medium,low
20861,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20862,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20863,8,4,medium,medium,low,medium,low,medium,high,medium
20865,8,4,medium,medium,medium,medium,medium,medium,medium,low
20866,8,4,medium,medium,medium,medium,medium,medium,medium,low
20869,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20870,8,4,medium,medium,medium,medium,medium,medium,medium,low
20871,8,3,low,low,low,low,low,low,medium,medium
20872,8,4,medium,medium,low,low,medium,medium,high,medium
20874,8,3,low,low,low,low,low,low,high,high
20876,8,4,medium,medium,low,medium,medium,medium,high,medium
20877,8,4,medium,medium,medium,medium,medium,medium,medium,low
20878,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20879,8,4,medium,medium,medium,medium,medium,medium,medium,low
20881,8,3,medium,medium,medium,medium,medium,medium,medium,medium
20882,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20883,8,4,medium,medium,medium,medium,medium,medium,medium,low
20884,8,4,medium,medium,medium,medium,medium,medium,medium,low
20885,8,4,medium,medium,medium,medium,medium,medium,medium,low
20887,8,4,medium,medium,low,medium,low,medium,medium,medium
20888,8,4,medium,medium,medium,medium,medium,medium,high,medium
20889,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20892,8,4,medium,medium,low,medium,medium,medium,medium,medium
20893,8,4,medium,medium,low,low,low,medium,medium,medium
20894,8,4,medium,low,low,low,low,medium,medium,high
20895,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20896,8,3,medium,medium,low,low,low,medium,medium,medium
20897,8,4,medium,medium,low,low,low,medium,medium,medium
20898,8,5,medium,medium,medium,medium,medium,medium,medium,medium
20899,8,4,medium,medium,medium,medium,medium,medium,high,medium
20900,8,5,medium,medium,medium,medium,medium,medium,medium,low
20901,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20902,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20904,8,3,medium,medium,low,medium,low,medium,medium,medium
20905,8,3,medium,medium,medium,medium,medium,medium,medium,medium
20906,8,5,medium,medium,low,medium,low,medium,medium,medium
20907,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20908,8,4,medium,medium,low,medium,medium,medium,medium,medium
20909,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20910,8,4,medium,medium,low,medium,low,medium,medium,medium
20911,8,4,medium,medium,low,low,medium,medium,medium,medium
20913,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20914,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20915,8,4,medium,medium,medium,medium,medium,medium,medium,low
20916,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20917,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20918,8,3,low,low,low,low,low,low,high,high
20919,8,4,medium,medium,medium,medium,low,medium,medium,medium
20920,8,3,medium,medium,low,low,low,medium,medium,medium
20921,8,5,medium,medium,medium,medium,medium,medium,medium,medium
20922,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20923,8,3,medium,low,low,low,low,medium,medium,medium
20924,8,3,medium,medium,medium,medium,medium,medium,medium,low
20925,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20926,8,5,medium,medium,medium,medium,medium,medium,medium,low
20927,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20928,8,4,medium,medium,medium,medium,medium,medium,medium,low
20929,8,4,low,low,low,low,low,medium,medium,medium
20930,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20931,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20932,8,4,high,medium,medium,medium,medium,medium,medium,low
20933,8,4,medium,medium,low,medium,medium,medium,medium,medium
20935,8,4,medium,medium,medium,medium,medium,medium,medium,low
20936,8,4,medium,medium,medium,medium,low,medium,medium,medium
20938,8,3,medium,medium,low,medium,low,medium,medium,medium
20939,8,4,medium,medium,low,low,low,medium,medium,medium
20940,8,4,medium,medium,low,medium,medium,medium,medium,medium
20942,8,4,medium,medium,medium,medium,medium,medium,medium,low
20943,8,4,medium,medium,medium,medium,medium,medium,high,medium
20944,8,3,medium,medium,low,low,low,medium,medium,medium
20945,8,4,medium,medium,low,low,low,medium,medium,medium
20946,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20947,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20948,8,4,medium,medium,low,medium,low,medium,medium,medium
20949,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20953,8,4,medium,medium,low,medium,medium,medium,medium,medium
20954,8,2,low,low,low,low,low,low,medium,high
20955,8,4,medium,medium,medium,medium,medium,medium,medium,low
20956,8,4,medium,medium,low,low,medium,medium,medium,medium
20957,8,5,medium,medium,medium,medium,medium,medium,medium,low
20958,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20959,8,5,medium,medium,medium,medium,medium,medium,medium,low
20962,8,4,medium,medium,medium,medium,medium,medium,medium,medium
20963,8,4,medium,medium,medium,medium,medium,medium,medium,low
20964,8,4,medium,medium,medium,medium,medium,medium,medium,low
20965,8,3,low,low,low,low,low,low,medium,medium
20966,8,4,medium,medium,low,medium,low,medium,medium,medium
20967,8,3,medium,medium,low,low,low,medium,medium,medium
