essay_id,prompt_id,content_score,question1,question2,question3,question4,question5
17928,7,1.0,low,low,low,low,low
17930,7,2.0,medium,medium,medium,medium,medium
17931,7,3.0,medium,medium,medium,medium,medium
17932,7,3.0,medium,medium,medium,medium,medium
17933,7,2.0,medium,medium,medium,medium,medium
17935,7,2.0,medium,medium,medium,medium,medium
17936,7,1.0,low,low,low,low,medium
17937,7,1.0,medium,medium,low,medium,medium
17938,7,1.0,low,low,low,low,low
17939,7,2.0,high,medium,medium,medium,medium
17940,7,1.0,medium,medium,medium,medium,medium
17941,7,2.0,medium,medium,medium,medium,medium
17942,7,2.0,high,medium,medium,medium,medium
17943,7,1.0,low,low,low,low,low
17944,7,2.0,low,low,low,low,low
17945,7,3.0,high,medium,high,medium,medium
17946,7,2.0,medium,medium,medium,medium,medium
17947,7,3.0,medium,medium,medium,medium,low
17949,7,1.0,medium,low,low,medium,low
17950,7,1.0,medium,medium,medium,medium,medium
17951,7,1.0,medium,medium,medium,medium,medium
17952,7,3.0,low,low,low,low,medium
17953,7,2.0,medium,medium,medium,medium,medium
17954,7,2.0,medium,medium,low,medium,medium
17955,7,3.0,high,medium,medium,medium,medium
17957,7,1.0,medium,medium,medium,medium,medium
17959,7,1.0,low,low,low,low,low
17961,7,2.0,medium,medium,medium,medium,medium
17962,7,1.0,medium,medium,medium,medium,medium
17963,7,3.0,low,low,low,low,low
17964,7,2.0,medium,medium,medium,medium,medium
17965,7,2.0,medium,medium,medium,medium,medium
17966,7,2.0,medium,medium,medium,medium,medium
17967,7,2.0,low,low,low,low,low
17968,7,2.0,medium,medium,medium,medium,medium
17969,7,2.0,medium,medium,medium,medium,medium
17970,7,2.0,medium,medium,medium,medium,medium
17971,7,3.0,low,low,low,low,low
17973,7,2.0,low,low,low,low,low
17974,7,2.0,medium,medium,medium,medium,medium
17975,7,2.0,medium,medium,medium,medium,medium
17976,7,1.0,medium,medium,medium,medium,medium
17977,7,2.0,high,medium,medium,medium,medium
17978,7,1.0,medium,medium,medium,medium,medium
17979,7,3.0,medium,medium,medium,medium,medium
17980,7,3.0,high,medium,medium,medium,medium
17981,7,1.0,medium,medium,medium,medium,medium
17982,7,2.0,medium,medium,medium,medium,medium
17983,7,2.0,medium,medium,low,medium,medium
17984,7,2.0,high,medium,medium,medium,medium
17985,7,1.0,medium,medium,medium,medium,medium
17986,7,2.0,medium,medium,medium,medium,medium
17987,7,2.0,medium,medium,medium,medium,medium
17988,7,2.0,medium,medium,medium,medium,medium
17989,7,2.0,medium,medium,medium,medium,medium
17990,7,1.0,medium,medium,low,medium,medium
17991,7,3.0,high,medium,high,medium,medium
17992,7,1.0,low,medium,low,medium,medium
17993,7,3.0,medium,medium,medium,medium,medium
17996,7,2.0,medium,medium,medium,medium,medium
17997,7,2.0,high,medium,medium,medium,medium
17998,7,2.0,medium,medium,medium,medium,medium
18000,7,2.0,high,medium,medium,medium,medium
18001,7,2.0,low,low,low,low,low
18002,7,1.0,low,medium,low,low,low
18004,7,2.0,low,low,low,low,low
18005,7,3.0,high,medium,medium,medium,medium
18006,7,2.0,high,medium,medium,medium,medium
18008,7,2.0,medium,medium,medium,medium,medium
18011,7,1.0,medium,medium,low,medium,medium
18012,7,3.0,low,low,low,low,low
18013,7,2.0,low,low,low,low,low
18014,7,3.0,medium,medium,medium,medium,medium
18015,7,2.0,medium,medium,medium,medium,medium
18016,7,3.0,low,medium,medium,medium,medium
18017,7,2.0,low,low,low,low,low
18018,7,2.0,medium,low,low,low,low
18019,7,3.0,medium,medium,medium,medium,medium
18020,7,2.0,medium,medium,medium,medium,medium
18021,7,2.0,medium,medium,medium,medium,medium
18022,7,2.0,medium,medium,medium,medium,medium
18023,7,1.0,low,low,low,low,low
18025,7,3.0,high,medium,medium,medium,medium
18026,7,2.0,high,high,high,high,medium
18028,7,3.0,medium,medium,medium,medium,medium
18029,7,3.0,high,medium,medium,medium,medium
18030,7,3.0,high,medium,high,medium,medium
18031,7,1.0,low,low,low,low,low
18032,7,2.0,medium,medium,medium,medium,medium
18033,7,1.0,medium,medium,medium,medium,medium
18034,7,3.0,medium,medium,medium,medium,medium
18035,7,1.0,high,medium,medium,medium,medium
18036,7,1.0,medium,medium,medium,medium,medium
18037,7,2.0,medium,medium,medium,medium,medium
18038,7,3.0,high,high,high,medium,medium
18039,7,2.0,medium,medium,medium,medium,medium
18040,7,1.0,medium,medium,medium,medium,medium
18041,7,2.0,medium,medium,medium,medium,medium
18042,7,2.0,low,low,low,low,low
18043,7,1.0,medium,medium,low,medium,medium
18044,7,2.0,high,medium,high,medium,medium
18045,7,3.0,high,medium,high,high,medium
18046,7,1.0,low,low,low,low,low
18047,7,3.0,high,medium,medium,medium,medium
18048,7,3.0,high,medium,medium,medium,medium
18049,7,3.0,medium,medium,medium,medium,medium
18050,7,1.0,medium,medium,medium,medium,medium
18051,7,3.0,medium,medium,medium,medium,medium
18052,7,2.0,medium,medium,medium,medium,medium
18053,7,3.0,low,medium,low,low,low
18054,7,2.0,low,low,low,low,low
18055,7,2.0,medium,medium,medium,medium,medium
18056,7,3.0,medium,low,medium,medium,low
18057,7,2.0,medium,medium,medium,medium,medium
18058,7,2.0,high,high,medium,medium,medium
18060,7,1.0,medium,medium,low,low,low
18061,7,2.0,medium,medium,low,medium,medium
18062,7,2.0,low,medium,low,low,medium
18064,7,3.0,medium,low,low,low,medium
18065,7,2.0,medium,medium,medium,medium,medium
18066,7,3.0,medium,medium,medium,medium,medium
18067,7,3.0,low,low,low,low,low
18068,7,3.0,medium,medium,medium,medium,medium
18070,7,2.0,medium,medium,medium,medium,medium
18071,7,2.0,low,low,low,medium,low
18072,7,2.0,medium,medium,medium,medium,medium
18073,7,3.0,low,low,low,low,medium
18074,7,2.0,low,low,low,low,low
18075,7,2.0,medium,medium,medium,medium,medium
18076,7,2.0,low,low,low,low,low
18077,7,2.0,medium,medium,medium,medium,medium
18078,7,3.0,high,medium,medium,medium,medium
18079,7,3.0,high,medium,high,medium,medium
18080,7,1.0,low,low,low,low,low
18081,7,3.0,high,medium,high,medium,medium
18082,7,2.0,high,medium,medium,medium,medium
18083,7,2.0,low,low,low,low,low
18084,7,2.0,medium,medium,medium,medium,medium
18086,7,2.0,low,low,low,low,low
18087,7,2.0,high,medium,medium,medium,medium
18088,7,1.0,low,low,low,low,low
18089,7,3.0,high,medium,medium,medium,medium
18090,7,3.0,low,low,low,low,low
18091,7,1.0,low,low,low,low,low
18092,7,3.0,medium,medium,medium,medium,medium
18093,7,2.0,medium,medium,medium,medium,medium
18094,7,2.0,high,medium,medium,medium,medium
18095,7,1.0,low,low,low,low,low
18096,7,2.0,medium,medium,medium,medium,medium
18097,7,2.0,high,medium,medium,medium,medium
18098,7,3.0,medium,medium,medium,medium,medium
18099,7,2.0,medium,medium,medium,medium,medium
18100,7,2.0,medium,medium,medium,medium,medium
18102,7,1.0,medium,medium,medium,medium,medium
18103,7,2.0,low,low,low,low,low
18105,7,2.0,medium,medium,medium,medium,medium
18106,7,2.0,low,low,low,low,low
18107,7,2.0,low,low,low,low,low
18108,7,1.0,low,low,low,low,low
18109,7,1.0,medium,medium,medium,medium,medium
18110,7,2.0,medium,low,medium,medium,low
18112,7,2.0,medium,medium,medium,medium,medium
18114,7,3.0,low,low,low,low,low
18115,7,2.0,low,low,low,low,low
18116,7,3.0,high,medium,high,high,medium
18117,7,2.0,medium,medium,medium,medium,medium
18118,7,1.0,low,low,low,low,low
18119,7,2.0,medium,medium,medium,medium,medium
18120,7,3.0,medium,medium,medium,medium,medium
18121,7,1.0,low,low,low,low,low
18123,7,1.0,low,low,low,low,low
18124,7,2.0,high,medium,medium,medium,medium
18126,7,1.0,low,low,low,low,low
18127,7,2.0,high,medium,high,medium,medium
18128,7,2.0,high,high,high,medium,medium
18129,7,2.0,high,high,medium,medium,medium
18130,7,2.0,medium,medium,medium,medium,medium
18131,7,2.0,medium,medium,medium,medium,medium
18132,7,2.0,medium,medium,medium,medium,medium
18133,7,2.0,low,low,low,low,low
18134,7,2.0,low,medium,low,medium,medium
18135,7,1.0,medium,medium,medium,medium,medium
18136,7,2.0,high,high,high,high,high
18137,7,2.0,medium,medium,medium,medium,medium
18138,7,2.0,low,low,low,low,low
18140,7,2.0,medium,medium,medium,medium,medium
18141,7,2.0,medium,medium,medium,medium,low
18142,7,3.0,high,medium,high,medium,medium
18143,7,1.0,high,medium,medium,medium,medium
18144,7,2.0,medium,medium,medium,medium,medium
18146,7,2.0,medium,medium,medium,medium,medium
18147,7,2.0,medium,medium,medium,medium,medium
18148,7,2.0,medium,medium,medium,medium,low
18149,7,1.0,medium,medium,medium,medium,medium
18150,7,2.0,medium,medium,medium,medium,medium
18151,7,2.0,high,medium,medium,medium,medium
18152,7,1.0,medium,medium,low,medium,medium
18153,7,3.0,high,medium,high,medium,medium
18154,7,2.0,medium,medium,medium,medium,medium
18156,7,3.0,high,high,high,high,medium
18159,7,2.0,high,medium,medium,medium,medium
18160,7,3.0,high,medium,medium,medium,medium
18161,7,1.0,low,low,low,low,low
18162,7,2.0,medium,medium,medium,medium,medium
18163,7,2.0,medium,medium,medium,medium,medium
18164,7,3.0,high,medium,medium,medium,medium
18165,7,2.0,high,medium,medium,medium,medium
18166,7,2.0,high,medium,medium,medium,medium
18167,7,0.0,medium,medium,low,medium,medium
18168,7,3.0,medium,medium,medium,medium,medium
18169,7,2.0,low,low,low,low,low
18170,7,2.0,medium,medium,medium,medium,medium
18171,7,2.0,low,low,low,low,low
18172,7,3.0,medium,medium,medium,medium,medium
18173,7,2.0,medium,medium,medium,medium,medium
18174,7,3.0,low,low,low,medium,low
18175,7,3.0,medium,medium,medium,medium,medium
18177,7,1.0,medium,medium,medium,medium,medium
18178,7,3.0,medium,medium,medium,medium,medium
18179,7,1.0,low,low,low,low,low
18180,7,2.0,medium,medium,medium,medium,medium
18181,7,3.0,low,medium,low,low,medium
18182,7,2.0,medium,medium,medium,medium,medium
18183,7,2.0,medium,medium,medium,medium,medium
18184,7,1.0,medium,medium,medium,medium,medium
18185,7,2.0,medium,medium,medium,medium,medium
18186,7,1.0,medium,medium,medium,medium,medium
18187,7,3.0,medium,medium,medium,medium,medium
18189,7,3.0,low,medium,low,medium,medium
18190,7,2.0,medium,medium,medium,medium,medium
18191,7,2.0,medium,medium,medium,medium,medium
18192,7,2.0,medium,medium,medium,medium,medium
18193,7,1.0,medium,medium,medium,medium,medium
18194,7,1.0,low,medium,low,medium,medium
18195,7,2.0,low,low,low,medium,medium
18196,7,1.0,low,low,low,low,low
18197,7,2.0,medium,medium,medium,medium,medium
18198,7,3.0,medium,medium,medium,medium,medium
18200,7,3.0,medium,medium,medium,medium,medium
18201,7,2.0,low,low,low,low,low
18202,7,2.0,high,medium,medium,medium,medium
18203,7,1.0,low,low,low,low,low
18205,7,3.0,low,low,low,low,low
18206,7,2.0,medium,medium,medium,medium,medium
18207,7,2.0,low,low,low,low,low
18208,7,2.0,medium,medium,medium,medium,medium
18209,7,2.0,medium,medium,medium,medium,medium
18210,7,3.0,medium,medium,medium,medium,medium
18211,7,2.0,medium,medium,medium,medium,medium
18212,7,1.0,low,medium,low,low,medium
18213,7,3.0,high,medium,medium,medium,medium
18215,7,1.0,low,medium,low,low,medium
18217,7,2.0,low,low,low,low,medium
18218,7,2.0,medium,medium,medium,medium,medium
18219,7,1.0,low,low,low,low,low
18220,7,3.0,medium,medium,medium,medium,medium
18221,7,1.0,medium,medium,medium,medium,medium
18222,7,3.0,medium,medium,medium,medium,medium
18223,7,3.0,low,low,low,low,medium
18225,7,3.0,medium,medium,medium,medium,medium
18226,7,3.0,high,medium,medium,medium,medium
18227,7,3.0,medium,medium,medium,medium,medium
18228,7,1.0,medium,medium,medium,medium,medium
18229,7,3.0,low,low,low,low,low
18230,7,2.0,low,low,low,low,low
18231,7,3.0,high,medium,medium,medium,medium
18232,7,2.0,high,medium,medium,medium,medium
18233,7,1.0,medium,medium,low,medium,medium
18234,7,2.0,medium,medium,low,medium,medium
18235,7,3.0,low,low,low,low,low
18236,7,2.0,low,low,low,low,low
18237,7,3.0,low,medium,low,medium,medium
18238,7,2.0,medium,medium,medium,medium,medium
18239,7,1.0,medium,medium,medium,low,medium
18240,7,2.0,low,low,low,low,low
18241,7,2.0,high,high,high,medium,medium
18242,7,2.0,medium,medium,medium,medium,medium
18243,7,3.0,high,high,high,high,high
18244,7,2.0,medium,medium,medium,medium,medium
18245,7,1.0,low,low,low,low,low
18246,7,3.0,low,low,low,medium,medium
18247,7,1.0,medium,medium,medium,medium,medium
18248,7,1.0,low,medium,low,low,medium
18249,7,1.0,medium,medium,medium,medium,medium
18250,7,3.0,high,medium,medium,medium,medium
18251,7,1.0,medium,medium,medium,medium,medium
18252,7,2.0,low,low,low,low,low
18253,7,2.0,medium,medium,medium,medium,medium
18254,7,2.0,medium,medium,medium,medium,medium
18255,7,2.0,medium,medium,medium,medium,medium
18256,7,3.0,low,low,low,low,low
18257,7,2.0,medium,medium,medium,medium,medium
18258,7,1.0,medium,medium,medium,medium,medium
18259,7,1.0,high,medium,medium,medium,medium
18260,7,1.0,low,low,low,low,low
18261,7,2.0,low,low,low,low,low
18262,7,2.0,medium,medium,medium,medium,medium
18263,7,1.0,medium,medium,medium,medium,medium
18264,7,2.0,medium,low,low,low,low
18265,7,2.0,medium,medium,medium,medium,medium
18266,7,3.0,medium,medium,medium,medium,medium
18267,7,1.0,medium,medium,medium,medium,medium
18268,7,1.0,medium,medium,medium,medium,medium
18269,7,2.0,high,medium,medium,medium,medium
18271,7,2.0,medium,medium,medium,medium,medium
18272,7,1.0,medium,medium,medium,medium,medium
18273,7,2.0,medium,medium,medium,medium,medium
18275,7,3.0,medium,medium,medium,medium,medium
18276,7,2.0,high,medium,medium,medium,medium
18277,7,3.0,medium,medium,medium,medium,medium
18278,7,2.0,medium,medium,medium,medium,medium
18279,7,3.0,high,medium,medium,medium,medium
18280,7,2.0,medium,medium,medium,medium,medium
18281,7,3.0,low,medium,medium,medium,medium
18282,7,3.0,medium,medium,medium,medium,medium
18283,7,2.0,low,low,medium,medium,low
18284,7,1.0,low,low,low,low,low
18285,7,2.0,high,high,medium,medium,medium
18286,7,3.0,high,medium,high,medium,medium
18287,7,2.0,high,medium,medium,medium,medium
18288,7,1.0,medium,medium,medium,medium,medium
18289,7,3.0,medium,low,low,medium,medium
18290,7,1.0,medium,medium,medium,medium,medium
18291,7,3.0,medium,medium,medium,medium,medium
18292,7,2.0,medium,medium,medium,medium,medium
18293,7,1.0,medium,medium,medium,medium,medium
18294,7,2.0,medium,medium,medium,medium,medium
18295,7,2.0,medium,medium,medium,medium,medium
18296,7,1.0,high,medium,medium,medium,medium
18297,7,3.0,low,medium,medium,medium,medium
18298,7,2.0,medium,medium,medium,medium,medium
18300,7,1.0,low,low,low,low,low
18301,7,2.0,medium,medium,medium,medium,medium
18302,7,2.0,low,low,low,low,low
18303,7,2.0,medium,medium,medium,medium,medium
18304,7,1.0,medium,medium,low,medium,medium
18305,7,3.0,medium,medium,medium,medium,medium
18306,7,1.0,low,low,low,low,low
18307,7,3.0,medium,medium,medium,medium,medium
18308,7,1.0,medium,medium,medium,medium,medium
18309,7,2.0,medium,medium,medium,medium,medium
18310,7,1.0,low,low,low,low,low
18311,7,3.0,low,low,low,low,medium
18312,7,2.0,high,medium,medium,medium,medium
18314,7,3.0,medium,low,medium,medium,low
18317,7,2.0,medium,medium,medium,medium,medium
18318,7,1.0,low,low,low,low,low
18319,7,3.0,high,medium,high,medium,medium
18320,7,1.0,medium,medium,low,medium,medium
18321,7,2.0,medium,medium,medium,medium,medium
18322,7,2.0,medium,medium,medium,medium,medium
18324,7,3.0,high,medium,medium,medium,medium
18325,7,2.0,medium,medium,medium,medium,medium
18326,7,1.0,low,medium,low,low,medium
18327,7,3.0,medium,medium,medium,medium,medium
18329,7,1.0,high,medium,medium,medium,medium
18330,7,1.0,medium,medium,medium,medium,medium
18331,7,2.0,medium,medium,medium,medium,medium
18332,7,3.0,high,medium,medium,medium,medium
18333,7,3.0,low,low,low,low,low
18334,7,2.0,low,low,low,low,low
18335,7,2.0,low,low,low,low,low
18336,7,3.0,medium,medium,medium,medium,medium
18337,7,3.0,low,medium,low,medium,medium
18338,7,2.0,high,medium,high,medium,medium
18339,7,3.0,medium,medium,medium,medium,medium
18340,7,3.0,medium,medium,low,medium,medium
18341,7,3.0,low,medium,low,low,medium
18342,7,2.0,medium,medium,medium,medium,low
18343,7,1.0,medium,medium,medium,medium,medium
18344,7,2.0,medium,medium,medium,medium,medium
18345,7,3.0,medium,medium,medium,medium,medium
18346,7,2.0,high,medium,medium,medium,medium
18347,7,2.0,medium,medium,medium,medium,medium
18348,7,1.0,medium,medium,medium,medium,medium
18349,7,3.0,high,medium,medium,medium,medium
18350,7,1.0,low,low,low,low,medium
18352,7,2.0,high,high,medium,medium,medium
18353,7,2.0,medium,medium,medium,medium,medium
18354,7,1.0,high,high,medium,medium,medium
18355,7,1.0,medium,medium,medium,medium,medium
18356,7,3.0,medium,medium,medium,medium,medium
18357,7,2.0,medium,medium,medium,medium,medium
18358,7,2.0,medium,medium,medium,medium,medium
18361,7,1.0,low,low,low,low,medium
18362,7,3.0,low,low,low,low,low
18363,7,3.0,medium,medium,medium,medium,medium
18364,7,2.0,medium,medium,medium,medium,medium
18365,7,2.0,medium,medium,medium,medium,medium
18366,7,2.0,medium,medium,medium,medium,medium
18367,7,3.0,high,medium,medium,medium,medium
18368,7,2.0,low,low,low,low,low
18369,7,2.0,low,low,low,low,low
18370,7,1.0,low,low,low,low,low
18371,7,3.0,medium,low,low,medium,low
18373,7,2.0,high,high,medium,medium,medium
18374,7,1.0,medium,medium,medium,medium,medium
18375,7,1.0,high,medium,medium,medium,medium
18376,7,2.0,low,low,low,low,medium
18377,7,3.0,medium,medium,medium,medium,medium
18378,7,2.0,high,medium,high,medium,medium
18379,7,2.0,medium,medium,medium,medium,medium
18380,7,2.0,medium,medium,medium,medium,medium
18381,7,3.0,low,low,low,low,low
18383,7,2.0,medium,low,low,medium,medium
18384,7,2.0,low,low,low,low,low
18386,7,3.0,high,low,medium,medium,low
18387,7,2.0,medium,medium,medium,medium,medium
18388,7,3.0,low,low,low,low,low
18389,7,2.0,medium,medium,low,medium,medium
18390,7,2.0,low,low,low,low,low
18391,7,3.0,high,high,high,high,medium
18392,7,2.0,low,low,low,low,low
18393,7,3.0,high,high,high,high,high
18394,7,2.0,medium,medium,medium,medium,medium
18395,7,3.0,low,low,low,low,low
18396,7,2.0,high,medium,medium,medium,medium
18398,7,2.0,medium,medium,medium,medium,medium
18399,7,3.0,medium,medium,medium,medium,medium
18401,7,3.0,medium,medium,medium,medium,medium
18402,7,1.0,low,low,low,low,low
18403,7,1.0,low,low,low,low,low
18404,7,2.0,medium,medium,medium,medium,medium
18405,7,2.0,medium,medium,medium,medium,medium
18406,7,3.0,low,low,low,low,low
18407,7,3.0,medium,low,low,medium,low
18408,7,3.0,medium,medium,medium,medium,medium
18409,7,2.0,medium,medium,medium,medium,medium
18411,7,1.0,high,high,medium,medium,medium
18412,7,1.0,medium,medium,medium,medium,medium
18413,7,3.0,medium,medium,medium,medium,medium
18414,7,1.0,medium,medium,medium,low,medium
18415,7,2.0,medium,medium,low,medium,medium
18416,7,3.0,medium,medium,medium,medium,medium
18417,7,1.0,low,low,low,low,low
18418,7,2.0,medium,medium,medium,medium,medium
18419,7,3.0,high,medium,high,medium,medium
18421,7,2.0,medium,medium,medium,medium,medium
18422,7,3.0,medium,medium,medium,medium,medium
18423,7,3.0,high,medium,high,medium,medium
18424,7,1.0,medium,medium,medium,medium,medium
18426,7,1.0,high,high,high,medium,medium
18427,7,2.0,medium,medium,medium,medium,medium
18428,7,1.0,low,low,low,low,low
18429,7,1.0,low,low,low,low,medium
18430,7,3.0,medium,medium,medium,medium,medium
18432,7,2.0,medium,medium,medium,medium,medium
18433,7,3.0,low,low,low,low,low
18434,7,2.0,high,medium,high,high,medium
18435,7,2.0,medium,medium,medium,medium,medium
18436,7,1.0,medium,medium,medium,medium,medium
18438,7,2.0,low,low,low,low,low
18441,7,1.0,low,medium,low,low,medium
18442,7,3.0,high,medium,high,medium,medium
18444,7,2.0,medium,medium,medium,medium,medium
18445,7,1.0,medium,medium,low,medium,medium
18446,7,1.0,low,low,low,low,low
18448,7,2.0,high,medium,medium,medium,medium
18449,7,2.0,medium,medium,medium,medium,medium
18450,7,3.0,high,high,high,high,medium
18451,7,3.0,medium,medium,medium,medium,medium
18453,7,2.0,medium,medium,medium,medium,medium
18454,7,3.0,high,high,high,high,medium
18455,7,1.0,medium,medium,medium,medium,medium
18456,7,1.0,low,low,low,low,medium
18458,7,2.0,high,medium,medium,medium,medium
18459,7,3.0,high,medium,medium,medium,medium
18460,7,2.0,medium,medium,medium,medium,medium
18461,7,2.0,low,low,low,low,low
18463,7,1.0,low,low,low,low,low
18464,7,2.0,medium,medium,low,medium,medium
18465,7,3.0,high,medium,high,medium,medium
18466,7,1.0,medium,medium,medium,medium,medium
18467,7,3.0,medium,medium,medium,medium,medium
18468,7,1.0,low,low,low,low,low
18471,7,2.0,medium,medium,medium,medium,medium
18472,7,1.0,medium,medium,medium,medium,medium
18473,7,3.0,low,medium,low,low,medium
18474,7,3.0,medium,medium,medium,medium,medium
18475,7,2.0,medium,medium,medium,medium,medium
18476,7,2.0,low,low,low,low,medium
18477,7,3.0,medium,medium,medium,medium,medium
18478,7,1.0,medium,medium,medium,medium,medium
18479,7,3.0,high,medium,high,medium,medium
18480,7,2.0,high,high,medium,medium,medium
18481,7,1.0,medium,medium,medium,medium,medium
18482,7,3.0,medium,medium,medium,medium,medium
18484,7,1.0,medium,medium,medium,medium,medium
18485,7,3.0,medium,medium,medium,medium,medium
18488,7,1.0,medium,medium,medium,medium,medium
18489,7,3.0,high,high,high,high,medium
18490,7,2.0,high,high,medium,medium,medium
18491,7,2.0,medium,medium,medium,medium,medium
18492,7,2.0,medium,medium,medium,medium,medium
18494,7,3.0,high,medium,high,medium,medium
18495,7,2.0,medium,medium,medium,medium,medium
18496,7,1.0,low,low,low,low,low
18497,7,3.0,high,medium,medium,medium,medium
18498,7,3.0,medium,medium,medium,medium,medium
18499,7,3.0,medium,medium,medium,medium,medium
18500,7,3.0,medium,medium,medium,medium,medium
18501,7,1.0,low,low,low,low,low
18502,7,2.0,medium,low,low,medium,medium
18503,7,2.0,high,medium,medium,medium,medium
18504,7,1.0,medium,medium,low,low,medium
18505,7,1.0,medium,medium,medium,medium,medium
18506,7,1.0,medium,medium,medium,medium,medium
18507,7,3.0,medium,medium,medium,medium,medium
18508,7,2.0,high,medium,medium,medium,medium
18509,7,1.0,low,medium,low,low,medium
18510,7,2.0,medium,medium,medium,medium,medium
18511,7,1.0,low,low,low,low,low
18512,7,1.0,medium,medium,low,medium,medium
18513,7,2.0,medium,medium,medium,medium,medium
18514,7,1.0,medium,medium,medium,medium,medium
18515,7,3.0,high,medium,high,medium,medium
18516,7,2.0,medium,medium,medium,medium,medium
18517,7,2.0,medium,medium,medium,medium,medium
18518,7,1.0,medium,medium,low,medium,medium
18519,7,2.0,medium,medium,medium,medium,medium
18520,7,2.0,medium,medium,medium,medium,medium
18521,7,3.0,medium,medium,medium,medium,medium
18522,7,1.0,medium,medium,low,medium,medium
18523,7,2.0,low,low,low,low,low
18524,7,2.0,medium,medium,medium,medium,medium
18525,7,2.0,high,medium,medium,medium,medium
18526,7,3.0,low,low,low,low,low
18527,7,2.0,low,low,low,low,low
18528,7,3.0,high,medium,high,high,medium
18529,7,1.0,low,low,low,low,low
18530,7,2.0,medium,low,low,low,medium
18531,7,2.0,medium,medium,medium,medium,medium
18533,7,2.0,medium,medium,medium,medium,medium
18534,7,3.0,medium,medium,medium,medium,medium
18535,7,1.0,medium,medium,medium,medium,medium
18536,7,3.0,medium,medium,medium,medium,medium
18537,7,2.0,medium,medium,medium,medium,medium
18538,7,1.0,medium,medium,medium,medium,medium
18539,7,1.0,low,low,low,low,low
18540,7,2.0,medium,medium,medium,medium,medium
18541,7,3.0,high,medium,high,medium,medium
18542,7,3.0,low,medium,low,low,low
18544,7,2.0,medium,medium,medium,medium,medium
18545,7,1.0,low,low,low,low,low
18546,7,2.0,low,low,low,low,low
18547,7,1.0,low,low,low,low,low
18548,7,1.0,low,low,low,low,medium
18549,7,3.0,high,medium,medium,medium,medium
18550,7,2.0,medium,medium,medium,medium,medium
18551,7,1.0,low,low,low,low,low
18552,7,1.0,medium,medium,medium,medium,medium
18553,7,1.0,medium,medium,medium,medium,medium
18554,7,2.0,low,low,low,low,low
18556,7,2.0,medium,medium,high,medium,medium
18557,7,2.0,medium,medium,medium,medium,medium
18558,7,3.0,high,high,high,medium,medium
18559,7,2.0,high,high,medium,medium,medium
18560,7,3.0,high,medium,medium,medium,medium
18561,7,3.0,high,medium,high,medium,medium
18562,7,2.0,medium,medium,medium,medium,medium
18563,7,2.0,high,medium,high,medium,medium
18564,7,2.0,medium,medium,medium,medium,medium
18565,7,1.0,low,low,low,low,medium
18566,7,3.0,low,low,low,low,low
18567,7,3.0,low,medium,medium,medium,medium
18569,7,3.0,high,high,high,medium,medium
18570,7,3.0,low,low,low,low,low
18571,7,2.0,medium,medium,medium,medium,medium
18572,7,2.0,medium,medium,medium,medium,medium
18573,7,3.0,low,low,low,low,medium
18574,7,2.0,medium,medium,medium,medium,medium
18575,7,2.0,medium,medium,medium,medium,medium
18576,7,2.0,low,low,low,low,low
18577,7,3.0,medium,medium,medium,medium,medium
18578,7,2.0,low,low,low,low,low
18579,7,2.0,low,low,low,low,low
18580,7,3.0,medium,medium,medium,medium,medium
18581,7,3.0,medium,medium,medium,medium,medium
18582,7,2.0,medium,medium,medium,medium,medium
18583,7,2.0,low,low,low,low,medium
18584,7,2.0,medium,medium,medium,medium,medium
18586,7,1.0,low,medium,low,low,medium
18587,7,2.0,low,low,low,low,low
18588,7,3.0,medium,medium,medium,medium,medium
18590,7,1.0,medium,low,low,medium,low
18591,7,3.0,high,medium,high,medium,medium
18592,7,1.0,low,low,low,low,low
18593,7,3.0,high,medium,medium,medium,medium
18594,7,2.0,medium,medium,low,medium,medium
18595,7,1.0,medium,medium,medium,medium,medium
18596,7,3.0,medium,medium,medium,medium,medium
18597,7,2.0,medium,medium,medium,medium,medium
18598,7,2.0,low,low,low,low,low
18599,7,3.0,low,medium,low,low,medium
18600,7,3.0,high,medium,high,medium,medium
18601,7,2.0,low,low,low,low,low
18602,7,3.0,medium,medium,medium,medium,medium
18603,7,2.0,high,medium,medium,medium,medium
18604,7,2.0,high,medium,high,high,medium
18605,7,3.0,medium,medium,medium,medium,medium
18606,7,3.0,high,medium,medium,medium,medium
18607,7,2.0,medium,medium,medium,medium,medium
18608,7,3.0,medium,low,low,medium,low
18609,7,1.0,low,low,low,low,low
18610,7,2.0,medium,medium,medium,medium,medium
18611,7,2.0,low,low,low,low,low
18612,7,1.0,medium,medium,medium,medium,medium
18613,7,2.0,high,medium,medium,medium,medium
18614,7,3.0,medium,medium,medium,medium,medium
18615,7,2.0,high,high,high,high,medium
18616,7,3.0,high,medium,high,medium,medium
18617,7,3.0,high,high,high,high,medium
18618,7,3.0,high,medium,medium,medium,medium
18619,7,2.0,medium,medium,medium,medium,medium
18620,7,2.0,low,medium,low,low,medium
18621,7,1.0,medium,medium,medium,medium,medium
18622,7,1.0,medium,medium,medium,medium,medium
18624,7,3.0,high,medium,medium,medium,medium
18626,7,1.0,low,low,low,low,low
18627,7,2.0,medium,medium,medium,medium,medium
18628,7,2.0,high,medium,medium,medium,medium
18629,7,2.0,medium,medium,medium,medium,medium
18630,7,2.0,low,low,low,low,low
18631,7,3.0,low,low,low,low,low
18632,7,2.0,medium,medium,low,medium,medium
