essay_id,prompt_id,word_choice_score,question1,question2,question3,question4,question5,question6,question7,question8,question9
4618,2,2,low,low,low,low,low,low,low,low,low
4619,2,3,low,low,low,low,low,low,low,medium,low
4620,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
4621,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4622,2,2,medium,low,low,low,medium,low,medium,medium,medium
4623,2,3,medium,low,low,low,medium,medium,low,medium,low
4624,2,5,medium,medium,medium,medium,medium,medium,high,medium,medium
4625,2,3,low,low,low,low,low,low,low,low,low
4626,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4627,2,4,medium,low,low,low,medium,medium,low,medium,medium
4628,2,2,medium,medium,medium,low,medium,medium,medium,medium,medium
4629,2,5,medium,medium,medium,low,medium,medium,high,medium,medium
4630,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4631,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4632,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
4633,2,2,low,low,low,low,low,low,low,low,low
4634,2,5,high,medium,medium,medium,high,medium,high,medium,medium
4635,2,2,low,low,low,low,low,low,low,low,low
4636,2,3,medium,low,low,low,medium,medium,low,medium,medium
4637,2,3,low,low,low,low,low,low,low,low,low
4638,2,1,low,low,low,low,low,low,low,low,low
4639,2,3,medium,low,medium,low,medium,medium,medium,medium,medium
4640,2,3,medium,medium,low,low,medium,medium,medium,medium,low
4641,2,2,medium,low,low,low,medium,medium,low,medium,low
4642,2,4,low,low,low,low,medium,low,low,medium,low
4643,2,2,medium,low,low,low,medium,medium,low,medium,low
4644,2,3,low,low,low,low,low,low,low,low,low
4645,2,3,medium,low,medium,low,medium,medium,low,medium,medium
4646,2,1,low,low,low,low,low,low,low,low,low
4647,2,5,low,low,low,low,low,low,low,low,low
4648,2,5,medium,medium,medium,low,medium,medium,medium,medium,medium
4649,2,5,medium,medium,medium,low,medium,medium,medium,medium,medium
4650,2,3,low,low,low,low,low,low,low,low,low
4651,2,4,medium,medium,medium,low,medium,medium,low,medium,medium
4652,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4653,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4654,2,2,low,low,low,low,low,low,low,low,low
4655,2,4,low,low,low,low,medium,low,low,medium,low
4656,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4657,2,1,low,low,low,low,low,low,low,low,low
4658,2,2,low,low,low,low,low,low,low,low,low
4659,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4660,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4661,2,5,medium,medium,medium,medium,high,medium,high,medium,high
4662,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4663,2,5,medium,low,medium,low,medium,medium,medium,medium,medium
4664,2,3,medium,low,low,low,medium,medium,medium,medium,low
4665,2,1,low,low,low,low,low,medium,low,low,low
4666,2,4,medium,low,medium,low,medium,medium,medium,medium,medium
4667,2,5,medium,low,low,low,low,low,low,medium,low
4668,2,2,low,low,low,low,low,low,low,low,low
4669,2,4,low,low,low,low,low,low,low,low,low
4670,2,2,low,low,low,low,low,low,low,low,low
4671,2,5,medium,medium,medium,low,medium,medium,medium,medium,medium
4672,2,2,medium,medium,medium,low,medium,medium,medium,medium,medium
4673,2,2,low,low,low,low,low,low,low,low,low
4674,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
4675,2,1,low,low,low,low,low,low,low,low,low
4676,2,2,low,low,low,low,low,low,low,low,low
4677,2,5,low,low,low,low,medium,medium,low,medium,low
4678,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4679,2,3,medium,low,medium,low,medium,medium,medium,medium,low
4680,2,4,medium,low,medium,low,medium,medium,low,medium,medium
4681,2,3,low,low,low,low,low,low,low,low,low
4682,2,4,medium,low,low,low,medium,low,low,medium,medium
4683,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4684,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
4685,2,5,medium,low,medium,low,medium,medium,medium,medium,medium
4686,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
4687,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4688,2,2,medium,low,low,low,medium,medium,low,medium,low
4689,2,3,low,low,low,low,low,low,low,low,low
4690,2,3,low,low,low,low,low,low,low,low,low
4691,2,4,low,low,low,low,low,low,low,low,low
4692,2,4,low,low,low,low,medium,medium,low,medium,low
4693,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4694,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4695,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4696,2,2,low,low,low,low,low,low,low,low,low
4697,2,3,medium,low,low,low,medium,medium,medium,medium,medium
4698,2,5,medium,medium,medium,low,medium,medium,high,medium,medium
4699,2,3,medium,low,low,low,medium,medium,low,medium,medium
4700,2,5,medium,medium,medium,medium,medium,medium,high,medium,medium
4701,2,2,low,low,low,low,low,low,low,low,low
4702,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4703,2,4,low,low,low,low,low,low,low,low,low
4704,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
4705,2,4,medium,low,low,low,medium,low,low,medium,low
4706,2,4,medium,low,low,low,medium,medium,low,medium,low
4707,2,2,low,low,low,low,low,low,low,low,low
4708,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4709,2,2,medium,low,low,low,medium,medium,low,medium,low
4710,2,1,medium,medium,medium,medium,medium,medium,medium,medium,medium
4711,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
4712,2,2,medium,medium,medium,low,medium,medium,medium,medium,medium
4713,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4714,2,4,medium,low,medium,low,medium,medium,low,medium,low
4715,2,4,medium,medium,medium,medium,high,medium,high,high,medium
4716,2,1,low,low,low,low,low,medium,low,low,low
4717,2,2,low,low,low,low,medium,low,low,medium,low
4718,2,3,medium,low,medium,low,medium,medium,medium,medium,medium
4719,2,4,medium,medium,medium,low,medium,medium,low,medium,medium
4720,2,2,low,low,low,low,low,low,low,low,low
4721,2,3,medium,low,medium,low,medium,medium,medium,medium,medium
4722,2,2,medium,medium,medium,low,medium,medium,medium,medium,medium
4723,2,4,medium,low,low,low,medium,low,low,medium,medium
4724,2,2,low,low,low,low,low,low,low,low,low
4725,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4726,2,3,low,low,low,low,low,low,low,medium,low
4727,2,3,low,low,low,low,low,low,low,low,low
4728,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4729,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4730,2,2,low,low,low,low,low,low,low,low,low
4731,2,1,medium,medium,medium,low,medium,medium,medium,medium,medium
4732,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4733,2,3,low,low,low,low,low,low,low,medium,low
4734,2,2,low,low,low,low,medium,medium,low,low,low
4735,2,2,medium,medium,medium,low,medium,medium,medium,medium,medium
4736,2,2,medium,medium,medium,low,medium,medium,medium,medium,medium
4737,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
4738,2,4,medium,low,low,low,medium,medium,medium,medium,medium
4739,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
4740,2,5,low,low,low,low,low,low,low,low,low
4741,2,1,low,low,low,low,low,low,low,low,low
4742,2,4,low,low,low,low,low,low,low,low,low
4743,2,5,medium,medium,medium,low,medium,medium,medium,medium,medium
4744,2,1,low,low,low,low,low,low,low,low,low
4745,2,4,low,low,low,low,low,low,low,low,low
4746,2,4,medium,low,low,low,medium,low,low,medium,low
4747,2,6,high,high,high,high,high,high,high,high,high
4748,2,1,low,low,low,low,medium,low,low,low,low
4749,2,3,low,low,low,low,low,low,low,low,low
4750,2,1,medium,medium,low,low,medium,medium,medium,medium,low
4751,2,5,low,low,low,low,low,low,low,low,low
4752,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4753,2,3,low,low,low,low,low,low,low,low,low
4754,2,6,medium,medium,medium,medium,medium,medium,medium,medium,medium
4755,2,3,low,low,low,low,low,low,low,low,low
4756,2,3,low,low,low,low,low,low,low,low,low
4757,2,3,low,low,low,low,low,low,low,low,low
4758,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4759,2,5,medium,low,medium,low,medium,medium,medium,medium,medium
4760,2,4,medium,low,low,low,medium,medium,low,medium,medium
4761,2,2,low,low,low,low,low,low,low,low,low
4762,2,3,medium,low,medium,low,medium,medium,low,medium,low
4763,2,2,low,low,low,low,low,low,low,low,low
4764,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium
4765,2,4,medium,low,medium,low,medium,low,low,medium,low
4766,2,4,medium,low,medium,low,medium,medium,medium,medium,medium
4767,2,2,low,low,low,low,low,low,low,low,low
4768,2,3,medium,low,medium,low,medium,low,medium,medium,medium
4769,2,2,medium,low,low,low,medium,medium,low,medium,medium
4770,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4771,2,3,low,low,low,low,low,low,low,low,low
4772,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium
4773,2,1,low,low,low,low,low,low,low,low,low
4774,2,2,medium,medium,medium,low,medium,medium,low,medium,low
4775,2,1,low,low,low,low,low,low,low,low,low
4776,2,2,low,low,low,low,low,low,low,low,low
4777,2,2,low,low,low,low,low,low,low,low,low
20716,8,4,medium,low,low,low,medium,low,medium,medium,low
20717,8,5,medium,medium,medium,medium,high,medium,high,medium,medium
20718,8,4,high,medium,medium,medium,high,medium,high,medium,medium
20719,8,4,medium,low,low,low,low,medium,low,medium,low
20721,8,3,low,low,low,low,low,low,low,low,low
20722,8,4,low,low,low,low,low,low,low,low,low
20723,8,4,medium,medium,medium,medium,medium,medium,high,medium,medium
20724,8,4,medium,low,low,low,medium,medium,low,medium,low
20725,8,5,high,medium,high,high,high,high,high,high,high
20726,8,4,low,low,low,low,low,low,low,low,low
20727,8,3,medium,medium,medium,medium,medium,medium,low,medium,low
20728,8,4,low,low,low,low,low,low,low,low,low
20732,8,3,low,low,low,low,low,low,low,low,low
20733,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20734,8,5,high,high,high,high,high,high,high,high,high
20735,8,3,low,low,low,low,low,low,low,medium,low
20736,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
20737,8,4,medium,low,low,low,medium,low,low,medium,low
20739,8,3,medium,low,medium,medium,medium,medium,medium,medium,medium
20741,8,4,medium,low,medium,low,medium,medium,low,medium,low
20742,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20743,8,4,low,low,low,low,low,low,low,low,low
20745,8,4,medium,low,low,low,low,low,low,low,low
20746,8,4,medium,low,medium,medium,low,medium,medium,medium,medium
20747,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20748,8,3,medium,low,medium,medium,medium,low,low,medium,low
20751,8,5,medium,medium,medium,medium,medium,medium,high,medium,medium
20754,8,4,medium,low,medium,medium,medium,medium,low,medium,medium
20755,8,3,medium,low,medium,high,high,medium,low,medium,medium
20756,8,4,medium,low,medium,medium,medium,medium,low,medium,medium
20757,8,4,medium,low,low,low,low,low,low,medium,low
20758,8,4,medium,low,low,low,low,low,low,medium,low
20759,8,5,high,medium,medium,high,high,medium,high,high,high
20760,8,3,medium,medium,medium,medium,high,medium,high,medium,medium
20761,8,4,medium,medium,medium,low,low,low,medium,medium,low
20762,8,4,medium,low,low,low,low,low,low,medium,low
20763,8,4,medium,low,low,low,low,low,low,low,low
20764,8,4,medium,low,low,low,medium,medium,low,medium,low
20765,8,4,low,low,low,low,low,low,low,low,low
20766,8,5,high,medium,medium,high,high,medium,high,high,high
20767,8,5,medium,low,medium,high,low,low,high,medium,medium
20768,8,5,high,low,low,high,low,low,high,medium,high
20769,8,5,low,low,low,high,low,low,low,medium,low
20770,8,5,medium,medium,medium,medium,high,medium,high,medium,medium
20771,8,3,medium,low,low,medium,medium,low,low,medium,low
20772,8,4,low,low,low,low,low,low,low,low,low
20773,8,4,medium,low,low,medium,medium,medium,low,medium,low
20774,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20775,8,4,medium,low,low,low,low,low,low,medium,low
20776,8,4,medium,low,low,low,low,low,low,medium,low
20777,8,4,low,low,low,low,low,low,low,low,low
20778,8,4,low,low,low,low,low,low,low,low,low
20779,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20781,8,4,low,low,low,low,low,low,low,low,low
20783,8,4,medium,low,medium,medium,medium,medium,high,medium,medium
20784,8,4,medium,low,medium,low,medium,low,low,medium,low
20785,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20787,8,4,low,low,low,low,low,low,low,low,low
20790,8,4,medium,medium,medium,medium,high,medium,high,medium,medium
20791,8,4,medium,medium,medium,high,medium,medium,medium,medium,medium
20792,8,4,medium,medium,medium,medium,medium,medium,low,medium,medium
20793,8,5,medium,medium,medium,high,high,medium,high,medium,medium
20794,8,4,high,low,medium,medium,high,medium,low,medium,medium
20795,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20796,8,4,low,low,low,low,low,low,low,low,low
20797,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
20800,8,4,medium,low,medium,low,medium,medium,low,medium,medium
20802,8,3,low,low,low,low,low,low,low,low,low
20803,8,4,medium,low,medium,medium,medium,medium,low,medium,low
20804,8,4,medium,medium,medium,medium,medium,medium,low,medium,low
20805,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20806,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20807,8,4,medium,low,low,low,low,low,low,low,low
20808,8,4,low,low,low,low,low,low,low,low,low
20809,8,4,low,low,low,low,low,low,low,low,low
20812,8,4,medium,low,medium,low,low,low,high,medium,high
20813,8,4,low,low,low,low,low,low,low,medium,low
20814,8,3,low,low,low,low,low,low,low,low,low
20815,8,3,low,low,low,low,low,low,low,low,low
20817,8,4,low,low,low,low,low,low,low,low,low
20818,8,3,low,low,low,low,low,low,low,low,low
20819,8,3,medium,low,medium,low,medium,medium,low,medium,medium
20821,8,5,high,high,high,high,high,medium,high,high,high
20822,8,5,high,medium,medium,high,high,medium,high,high,medium
20823,8,5,medium,medium,medium,high,high,low,high,high,high
20824,8,5,low,low,low,low,low,low,low,low,low
20825,8,4,low,low,low,low,low,low,low,low,low
20826,8,6,medium,low,low,high,low,low,high,medium,high
20827,8,5,high,medium,high,high,high,medium,high,medium,high
20828,8,3,medium,low,low,low,low,medium,medium,medium,low
20829,8,5,high,medium,high,high,high,medium,high,high,high
20830,8,4,medium,low,medium,medium,medium,medium,medium,medium,medium
20831,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
20832,8,4,low,low,low,low,low,low,low,low,low
20833,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20835,8,4,high,medium,medium,high,high,medium,high,high,medium
20836,8,4,medium,low,medium,medium,medium,medium,low,medium,low
20838,8,3,medium,medium,medium,medium,medium,medium,low,medium,medium
20839,8,3,medium,medium,medium,medium,medium,medium,medium,medium,low
20840,8,4,medium,medium,medium,medium,medium,medium,low,medium,medium
20841,8,4,medium,medium,medium,medium,high,medium,medium,medium,medium
20842,8,5,high,high,medium,high,high,medium,high,high,high
20844,8,4,low,low,low,low,low,low,low,low,low
20846,8,4,medium,low,medium,medium,medium,medium,low,medium,medium
20847,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20848,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20849,8,4,high,medium,medium,high,high,medium,high,high,medium
20850,8,3,medium,medium,medium,medium,medium,medium,low,medium,medium
20851,8,4,medium,low,low,low,medium,low,low,medium,low
20852,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20853,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20856,8,4,high,medium,medium,high,high,medium,high,high,high
20857,8,4,medium,low,low,low,low,low,low,medium,low
20859,8,4,low,low,low,low,low,low,low,low,low
20860,8,4,medium,medium,medium,medium,high,medium,medium,medium,medium
20861,8,4,medium,medium,medium,medium,high,medium,high,medium,medium
20862,8,4,low,low,low,low,low,low,low,low,low
20863,8,4,low,low,low,low,low,low,low,low,low
20865,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20866,8,4,medium,medium,medium,medium,medium,medium,high,medium,medium
20869,8,4,low,low,low,low,low,low,low,low,low
20870,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20871,8,3,low,low,low,low,low,low,low,low,low
20872,8,4,low,low,low,low,low,low,low,low,low
20874,8,3,low,low,low,low,low,low,low,low,low
20876,8,4,medium,low,low,low,low,medium,low,medium,low
20877,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20878,8,4,medium,low,medium,medium,medium,medium,medium,medium,medium
20879,8,4,medium,medium,medium,medium,medium,medium,high,medium,medium
20881,8,3,low,low,low,low,low,low,low,low,low
20882,8,4,high,medium,medium,high,high,medium,high,high,medium
20883,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20884,8,4,high,medium,high,high,high,high,high,high,high
20885,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20887,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20888,8,4,high,medium,high,high,high,high,high,high,high
20889,8,4,medium,medium,medium,medium,medium,medium,low,medium,medium
20892,8,4,medium,low,low,low,low,low,low,medium,low
20893,8,4,low,low,low,low,low,low,low,low,low
20894,8,4,low,low,low,low,low,low,low,low,low
20895,8,4,medium,low,medium,medium,high,medium,medium,medium,medium
20896,8,3,medium,low,medium,low,medium,medium,low,medium,medium
20897,8,4,low,low,low,low,low,low,low,low,low
20898,8,5,medium,low,medium,medium,medium,medium,high,medium,medium
20899,8,4,medium,low,low,high,low,low,low,medium,low
20900,8,5,medium,low,medium,low,medium,medium,medium,medium,low
20901,8,4,medium,medium,low,medium,medium,medium,high,medium,low
20902,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20904,8,3,low,low,low,low,low,low,low,low,low
20905,8,3,low,low,low,low,low,low,low,low,low
20906,8,5,low,low,low,low,low,low,low,low,low
20907,8,4,medium,low,low,low,low,low,high,low,low
20908,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20909,8,4,medium,low,low,low,low,low,low,medium,low
20910,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20911,8,4,low,low,low,low,low,low,low,low,low
20913,8,4,medium,medium,medium,medium,high,medium,medium,medium,medium
20914,8,4,medium,low,low,low,medium,low,low,medium,low
20915,8,4,low,low,low,low,low,low,low,low,low
20916,8,4,medium,medium,medium,medium,medium,medium,low,medium,medium
20917,8,4,medium,low,medium,medium,medium,low,low,medium,low
20918,8,3,low,low,low,low,low,low,low,low,low
20919,8,4,medium,low,medium,low,medium,medium,low,medium,low
20920,8,3,medium,low,low,low,low,low,low,low,low
20921,8,5,high,high,high,high,high,medium,high,high,high
20922,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20923,8,3,low,low,low,low,low,low,low,low,low
20924,8,3,medium,medium,medium,medium,high,medium,medium,high,medium
20925,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20926,8,5,high,high,medium,high,high,high,high,high,high
20927,8,4,high,medium,medium,high,high,medium,high,high,high
20928,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20929,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20930,8,4,high,low,low,high,high,low,low,medium,low
20931,8,4,medium,medium,medium,low,high,low,high,medium,medium
20932,8,4,high,high,high,high,high,high,high,high,high
20933,8,4,medium,low,low,low,medium,medium,low,medium,low
20935,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20936,8,4,medium,low,low,low,low,low,low,medium,low
20938,8,3,low,low,low,low,low,low,low,low,low
20939,8,4,medium,low,medium,low,medium,medium,low,medium,medium
20940,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20942,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20943,8,4,low,low,low,low,low,low,low,low,low
20944,8,3,low,low,low,low,low,low,low,low,low
20945,8,4,low,low,low,low,low,low,low,low,low
20946,8,4,medium,medium,medium,medium,medium,medium,high,medium,medium
20947,8,4,low,low,low,low,low,low,low,low,low
20948,8,4,low,low,low,low,low,low,low,low,low
20949,8,4,medium,low,medium,low,medium,low,low,medium,low
20953,8,4,medium,low,medium,medium,medium,medium,low,medium,low
20954,8,2,low,low,low,low,low,low,low,low,low
20955,8,4,medium,medium,medium,medium,high,medium,medium,medium,medium
20956,8,4,low,low,low,low,low,low,low,low,low
20957,8,5,medium,medium,medium,medium,high,medium,high,medium,medium
20958,8,4,medium,low,low,medium,low,low,low,medium,low
20959,8,5,high,medium,high,high,high,medium,high,high,high
20962,8,4,low,low,low,low,low,low,low,low,low
20963,8,4,medium,medium,medium,medium,high,medium,medium,medium,medium
20964,8,4,medium,medium,medium,medium,medium,medium,high,medium,medium
20965,8,3,medium,low,low,low,medium,low,low,medium,low
20966,8,4,low,low,low,low,low,low,low,low,low
20967,8,3,low,low,low,low,low,low,low,low,low
20968,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20971,8,5,high,high,high,high,high,high,high,high,high
20972,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20973,8,4,high,medium,medium,medium,high,medium,high,high,high
20974,8,5,medium,medium,medium,high,high,medium,medium,medium,medium
20975,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20976,8,4,high,high,medium,high,high,low,high,medium,high
20977,8,4,low,low,low,low,low,low,low,low,low
20979,8,4,medium,low,low,medium,medium,medium,low,medium,low
20981,8,5,low,low,low,high,low,low,low,low,low
20982,8,3,medium,medium,medium,medium,medium,medium,medium,medium,low
20983,8,5,high,medium,high,medium,high,medium,high,high,high
20984,8,4,low,low,low,low,low,low,low,medium,low
20985,8,4,low,low,low,low,low,low,low,low,low
20987,8,4,medium,low,medium,low,medium,medium,low,medium,low
20988,8,5,high,medium,high,high,high,high,high,high,high
20992,8,4,medium,medium,medium,medium,high,medium,high,high,medium
20993,8,5,high,medium,high,high,high,high,high,high,high
20994,8,5,high,medium,high,high,high,high,high,high,high
20996,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20998,8,4,high,medium,high,high,high,medium,medium,high,high
20999,8,4,medium,medium,medium,medium,medium,low,medium,medium,low
21000,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
21001,8,4,low,low,low,low,low,low,low,low,low
21002,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
21003,8,4,medium,medium,medium,medium,medium,medium,high,medium,medium
21004,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
21005,8,4,low,low,low,low,low,medium,low,medium,low
21006,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
21007,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
21008,8,5,medium,medium,medium,medium,medium,medium,high,medium,medium
21009,8,4,medium,low,medium,low,medium,medium,medium,medium,medium
21010,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
21012,8,3,low,low,low,low,low,low,low,low,low
21013,8,3,medium,low,low,low,medium,low,low,medium,low
21014,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
21015,8,4,low,low,low,low,low,low,low,low,low
21016,8,3,medium,low,medium,medium,medium,medium,low,medium,low
21017,8,3,medium,low,low,low,medium,low,medium,medium,low
21020,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
21021,8,5,medium,medium,medium,medium,medium,medium,high,medium,medium
21022,8,4,medium,low,low,low,low,medium,low,medium,low
21023,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
21024,8,4,medium,low,medium,medium,medium,medium,medium,medium,medium
21025,8,4,medium,low,medium,medium,medium,low,medium,medium,medium
21026,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
21028,8,4,low,low,low,low,low,low,low,low,low
21029,8,4,low,low,low,low,low,low,low,low,low
21030,8,4,high,medium,medium,high,high,medium,high,high,high
21031,8,4,low,low,low,low,low,low,low,low,low
21032,8,5,medium,medium,medium,high,high,medium,high,medium,medium
21033,8,4,low,low,low,low,low,low,low,low,low
21034,8,4,low,low,low,low,low,low,low,low,low
21035,8,5,medium,medium,medium,high,high,medium,high,medium,medium
21036,8,4,high,medium,high,high,high,medium,high,high,high
21037,8,5,high,low,high,high,low,low,low,medium,low
21038,8,4,medium,low,low,medium,low,low,low,medium,low
21039,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
21042,8,4,medium,medium,medium,medium,medium,medium,low,medium,medium
21043,8,4,medium,medium,medium,medium,medium,medium,high,medium,medium
21044,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
21045,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
21049,8,4,medium,low,low,low,low,low,low,medium,low
21051,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
21052,8,4,low,low,low,low,low,low,low,low,low
21053,8,4,high,medium,medium,medium,high,medium,medium,medium,medium
21054,8,5,medium,low,low,low,low,low,low,medium,low
21055,8,4,medium,low,medium,medium,medium,medium,low,medium,medium
21056,8,5,high,high,high,high,high,high,high,high,high
21057,8,4,low,low,low,low,low,low,low,low,low
21058,8,4,low,low,low,low,low,low,low,medium,low
21059,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
21060,8,5,high,low,low,high,high,low,low,high,low
21061,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
21063,8,4,medium,medium,medium,medium,medium,medium,low,medium,medium
21064,8,4,low,low,low,low,low,low,low,low,low
21065,8,5,high,high,high,high,high,high,high,high,high
21067,8,5,high,medium,medium,high,high,medium,high,high,high
21068,8,4,medium,low,low,medium,low,low,low,medium,low
21069,8,5,medium,medium,medium,medium,high,medium,high,medium,low
21070,8,4,medium,low,low,low,low,low,low,medium,low
21071,8,4,medium,low,low,low,low,low,low,low,low
21072,8,4,low,low,low,low,low,low,low,low,low
21073,8,5,high,high,high,high,high,high,high,high,high
21074,8,5,medium,low,medium,medium,medium,medium,medium,medium,medium
21075,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
21076,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
21077,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
21078,8,4,medium,low,medium,low,medium,medium,low,medium,medium
21079,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
21081,8,4,medium,low,low,medium,medium,low,medium,medium,low
21083,8,5,high,medium,high,high,high,high,high,high,high
21085,8,4,medium,medium,low,medium,medium,low,high,medium,medium
21086,8,3,medium,low,medium,medium,medium,medium,low,medium,medium
21087,8,4,medium,medium,low,low,medium,medium,low,medium,low
21089,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
21090,8,4,medium,medium,medium,high,medium,medium,medium,medium,medium
21091,8,4,medium,low,medium,low,medium,medium,low,medium,low
21092,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
21093,8,5,medium,low,low,low,low,low,low,medium,low
21094,8,4,high,medium,medium,medium,high,medium,high,medium,medium
21095,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
21096,8,4,medium,low,medium,low,medium,medium,low,medium,low
21097,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
21098,8,5,high,medium,medium,medium,high,medium,high,medium,medium
21099,8,4,high,high,medium,high,high,medium,high,medium,medium
21101,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
21102,8,4,medium,low,low,medium,medium,medium,medium,medium,medium
21103,8,3,medium,medium,medium,medium,medium,medium,high,medium,medium
21105,8,4,high,low,low,high,high,low,high,high,low
21106,8,4,medium,low,medium,medium,medium,medium,low,medium,medium
