essay_id,Phraseology_score,question1,question2,question3,question4,question5
629862A6AB15,2.0,medium,medium,medium,medium,medium
62A6A91A2C46,2.5,low,medium,low,low,low
62A77EDBF3AB,3.0,medium,medium,medium,medium,low
62B300D016DA,2.5,low,low,low,low,low
62C69450FE7E,3.5,medium,medium,medium,medium,medium
62CF088BF8F8,4.0,medium,medium,medium,medium,medium
630D5E0A2518,4.0,medium,medium,medium,medium,medium
63146C2EA477,2.5,low,medium,low,low,low
6314A8C1D128,3.5,medium,medium,medium,medium,medium
6317561C11CF,3.5,medium,medium,medium,medium,medium
632998A6072F,3.5,medium,medium,low,low,low
6329CDD5B50B,3.5,medium,medium,medium,medium,medium
639DAD63BEC2,3.5,medium,medium,medium,low,low
63A501924C4B,2.0,low,low,low,low,low
63C3CB72C540,4.0,medium,medium,medium,medium,medium
63C762CF1FB6,3.0,medium,medium,low,low,low
63DBE3005CF2,3.5,medium,medium,medium,medium,medium
643EF7B3B591,3.5,medium,low,low,low,low
6447DC939787,3.0,medium,medium,low,low,low
645103593F14,3.5,medium,high,medium,medium,medium
648D7D45A7BF,3.0,medium,medium,low,low,low
64B8BE656432,3.0,medium,medium,medium,medium,low
64C0B28511DA,3.0,medium,medium,medium,medium,medium
64DBE55E9EA8,2.5,medium,medium,medium,medium,low
64DD4D04D733,3.5,medium,medium,low,low,low
64EFD2ED44EB,2.0,low,low,low,low,low
64FA1F7F556F,2.5,medium,medium,medium,low,low
6506C6910D77,3.0,medium,medium,medium,medium,medium
650928CF6CA0,4.0,medium,medium,medium,medium,low
650FFD51AD15,4.0,low,low,low,low,low
65170E28799D,3.0,medium,medium,medium,medium,medium
651716A39AFC,2.5,medium,medium,low,low,low
651F99B279CB,2.0,low,low,low,low,low
6528B8BA9891,3.0,low,low,low,low,low
657681C4F023,3.5,medium,medium,medium,medium,medium
65831CCD4E32,4.0,medium,medium,medium,medium,medium
65844D26FDC2,3.0,medium,medium,low,low,low
65A1209BCCDC,3.5,medium,medium,low,low,low
65AC7CEE84A7,3.0,low,low,low,low,low
65D84CCF2E74,2.5,medium,medium,low,medium,low
65ED63C5796A,4.5,high,high,high,high,medium
6604BA65CA5D,2.5,low,medium,low,low,low
662903CEF341,2.5,medium,medium,medium,medium,low
662E92CD6A6E,4.0,medium,medium,medium,medium,medium
663149D85F9C,3.5,medium,medium,medium,medium,medium
6632A28FF00B,3.0,medium,medium,medium,medium,low
666E1BDB2C9D,2.5,medium,medium,low,medium,low
669209A19BAE,2.0,low,low,low,low,low
669A736CF0B4,4.0,medium,medium,medium,medium,medium
66C44F6D4FF8,4.0,medium,high,medium,medium,medium
66D204BC5986,2.5,medium,medium,low,low,low
670D39CC0F2B,3.0,low,low,low,low,low
67189615DF49,2.5,medium,medium,medium,medium,low
671DE6C8E192,3.0,medium,medium,medium,medium,medium
67458135DC0F,3.0,medium,medium,medium,low,low
676A452D376B,2.5,medium,medium,medium,low,low
6788AACED7B9,3.5,medium,medium,medium,medium,medium
67984D18D30D,4.0,medium,medium,medium,medium,medium
679DC940206E,2.5,medium,medium,low,low,low
67DA4065A6B3,4.0,medium,medium,medium,medium,medium
67DD0E145628,4.0,medium,medium,medium,medium,low
680239A1F605,3.5,medium,medium,medium,medium,low
6802A682429E,2.5,medium,medium,low,low,low
680534FA6AF8,3.5,medium,medium,low,low,low
6820349C3BA1,3.0,medium,medium,medium,medium,medium
6850D8C2ADCB,3.0,medium,medium,low,medium,low
686788B2673C,3.0,medium,medium,medium,medium,medium
688A392FC20B,4.0,medium,medium,medium,medium,medium
68B41C3AD2D5,2.5,low,medium,low,low,low
68C346DDE213,4.0,medium,medium,medium,low,low
68E0C70F0193,3.0,low,low,low,low,low
68EF6752D314,3.0,low,low,low,low,low
690FF9030055,3.5,medium,medium,medium,medium,medium
6931FAF2DA77,4.0,medium,medium,medium,medium,medium
69331F728144,3.0,low,medium,low,low,low
69347DB7FBF1,3.5,medium,medium,medium,medium,medium
6946899072F6,3.0,low,low,low,low,low
695E2F1A9D50,3.0,low,low,low,low,low
696F9EEB3C6C,3.5,low,low,low,low,low
699259F14D89,4.0,medium,medium,medium,medium,low
69B2E3BDE779,4.0,medium,medium,medium,medium,medium
6A1E5FF50E58,2.5,medium,medium,medium,medium,medium
6A37A496A9C8,3.0,medium,medium,medium,medium,low
6A3C37AD876C,3.5,medium,medium,medium,medium,medium
6A4C8D0B9034,3.0,medium,medium,medium,medium,low
6A5AA50BB348,3.5,medium,medium,medium,medium,medium
6A7DB13933D4,4.0,medium,medium,medium,medium,medium
6A86B01B87F0,2.0,low,medium,medium,medium,low
6A93CA2C5D9C,2.5,low,low,low,low,low
6AA04BBC6FF7,2.0,low,low,low,low,low
6AA75E61D3C1,3.5,medium,medium,medium,low,low
6AB6AEFF3200,3.5,medium,medium,medium,medium,low
6AC5C9BCE8D1,4.0,medium,medium,medium,medium,medium
6ACFB267B042,3.0,low,low,low,low,low
6AF4E0C44EB4,3.0,low,low,low,low,low
6AFE8F926910,4.0,medium,medium,medium,high,medium
6B2FC5532498,2.5,medium,medium,medium,medium,low
6B38FB57A1D3,4.0,medium,medium,low,low,low
6B59920A6334,4.0,medium,medium,medium,medium,medium
6B693AE98032,3.0,low,low,low,low,low
6B7240C22E28,2.0,medium,medium,low,low,low
6B7C6E33A4D7,3.5,medium,medium,medium,medium,medium
6B82E565157F,3.0,medium,medium,low,low,low
6B9234579282,3.0,medium,medium,medium,medium,low
6B95FA75A293,2.5,medium,medium,low,low,low
6B9A6E422587,3.5,medium,medium,low,low,low
6BA47B76E65C,3.5,medium,medium,medium,medium,medium
6BE0BB805BD9,2.0,medium,medium,low,low,low
6BF75C532ED2,4.0,medium,medium,medium,medium,medium
6C3F924367E3,3.0,medium,medium,low,low,low
6C56ECAA2111,4.5,medium,medium,medium,medium,low
6C71247B2B57,4.5,medium,medium,medium,medium,medium
6C86EF20ACF7,2.5,medium,low,low,low,low
6C8F3164A8EF,2.5,medium,medium,medium,medium,low
6C9014F7BDD9,3.0,medium,medium,medium,low,low
6C9EE085A021,2.5,medium,medium,medium,medium,low
6CDE492BFD4D,3.0,medium,medium,medium,medium,low
6CE0400B6763,3.0,medium,medium,medium,medium,medium
6D09A01DEF15,2.5,high,high,medium,low,low
6D0E5B9678D7,3.0,medium,medium,low,low,low
6D1B01E628D0,2.5,medium,medium,medium,medium,low
6D369ED6EB61,3.0,medium,medium,low,low,low
6D5ED3DDC4FE,3.5,medium,medium,medium,medium,medium
6D64BFC0839B,2.5,medium,medium,medium,medium,low
6D7A78C794C6,2.5,medium,medium,medium,medium,low
6D7AAC7B778D,3.5,medium,medium,medium,medium,low
6D94417D4391,3.0,low,low,low,low,low
6DBF0DED6E6A,3.0,low,medium,low,low,low
6DD1DA801AA2,3.0,medium,medium,low,low,low
6DD6E6530141,3.0,low,low,low,low,low
6DE1E67740FD,3.0,low,low,low,low,low
6DFA4172D538,2.5,medium,medium,medium,medium,low
6E1BF9DFCB4B,3.5,medium,high,medium,medium,medium
6E2E96AC63B2,3.0,medium,medium,medium,medium,low
6E3ED4DB9512,3.0,medium,medium,low,low,low
6E4152086CFA,2.5,low,low,low,low,low
6E451C099E41,4.5,medium,medium,medium,medium,medium
6E5E35D0E316,3.5,medium,medium,medium,medium,low
6E60D098D3AA,3.0,medium,medium,medium,medium,medium
6E8B43214951,3.5,medium,medium,medium,medium,low
6E906F48CF0D,3.0,medium,medium,medium,medium,low
6E90E1918AFA,3.5,medium,medium,medium,medium,low
6E97D89C52CE,3.5,medium,medium,medium,medium,medium
6EC39DD682AF,3.5,medium,medium,medium,medium,low
6ECBDFDD395D,4.0,medium,medium,medium,medium,medium
6ED616EC6B00,2.0,medium,medium,medium,low,low
6EEC89E5A1A4,3.0,medium,medium,medium,medium,medium
6EF12F5838BA,4.5,medium,medium,medium,medium,low
6F3A32D72279,4.0,medium,medium,medium,medium,medium
6F452C64BBCE,2.0,medium,medium,medium,medium,low
6F54E475FDFF,3.5,medium,medium,medium,medium,medium
6F6305EDCDFF,3.0,medium,medium,medium,medium,medium
6F63F3BCD18D,4.0,medium,medium,medium,medium,low
6F686064B5C4,3.5,medium,medium,medium,medium,low
6F9FF71B9E51,4.0,medium,medium,medium,medium,low
6FB91939F1F1,2.5,medium,medium,low,low,low
6FBD476D8AC9,3.5,medium,medium,low,low,low
6FC7381FFF7E,3.0,medium,medium,medium,medium,low
6FEF08E3FC60,2.0,medium,high,medium,medium,medium
6FFC02D6318F,3.5,high,high,high,high,high
6FFE2878CEA2,3.5,medium,medium,medium,medium,medium
7015373A0E0F,3.0,medium,medium,medium,medium,medium
7029989FF4BB,3.5,medium,medium,medium,medium,medium
702A25E4B218,4.0,medium,medium,medium,medium,low
707127A44212,3.0,medium,medium,medium,medium,medium
7085DB089317,3.5,medium,medium,medium,medium,medium
7092F9571086,2.5,medium,medium,medium,medium,medium
70B3579057D8,4.0,medium,medium,medium,medium,medium
70D0DC705643,3.0,low,medium,low,low,low
70EED6E8D92D,3.0,medium,medium,medium,medium,medium
711F0ACE7200,2.0,medium,medium,medium,medium,low
7143BC86F4EB,3.0,low,low,low,low,low
71650F91C393,2.5,low,low,low,low,low
716DA1B919CD,4.0,low,medium,low,medium,low
7172C3C82401,3.0,low,medium,low,low,low
717A218A2AF3,2.5,medium,medium,low,low,low
71813B994BC4,3.5,medium,medium,medium,medium,low
7197674B4FB1,3.5,medium,high,medium,medium,medium
71A66E516ECD,3.0,medium,medium,low,low,low
71B7928491A2,3.5,low,medium,low,low,low
71E7AE98D33A,3.5,medium,medium,low,low,low
71FF69BA8F42,4.0,medium,medium,medium,medium,medium
723F93E94783,3.5,medium,high,medium,medium,medium
726D0B7A1677,3.5,medium,medium,medium,medium,low
7279A1627F4F,2.5,medium,medium,medium,medium,medium
72A9B4C3482A,3.0,medium,medium,medium,medium,low
72DF5D84477A,3.5,medium,medium,medium,low,low
72ED0F853B8C,3.5,medium,medium,medium,low,low
72ED193C2FBC,4.0,low,medium,low,low,low
72FDCD6AB045,2.0,low,low,low,low,low
73268F15F18B,3.5,medium,medium,medium,medium,medium
7329F7F62936,3.0,medium,medium,medium,low,low
732B26359C79,3.0,medium,medium,medium,low,low
7337E1BF0DB2,2.5,medium,medium,low,low,low
734C4733E263,2.5,medium,medium,medium,low,low
7369CA8ED901,3.5,low,low,low,low,low
737ACDA3A359,2.5,medium,medium,medium,low,low
738214DC08A2,4.0,medium,medium,low,low,low
739025946D54,3.0,medium,medium,medium,medium,medium
73ADB378323E,2.0,low,low,low,low,low
73ADBDB688A4,3.0,low,medium,low,low,low
73D29610F3B4,3.5,medium,medium,medium,medium,medium
73E8763E5F73,4.0,medium,medium,medium,medium,medium
73F6405A37C3,3.5,low,medium,low,low,low
73FAC4AE6AE1,3.0,medium,medium,medium,medium,medium
73FC87C4FDF9,2.5,medium,high,medium,medium,medium
74203BCE46C0,3.0,medium,medium,low,low,low
74257B0754B9,3.5,medium,medium,medium,low,low
7433BE08FC5D,3.0,medium,medium,low,low,low
7442E196DE5D,2.5,low,low,low,low,low
7443ECC9A85D,3.5,medium,medium,medium,medium,medium
744C96D9BE0B,4.0,medium,medium,medium,medium,medium
7483C23F8C17,3.0,medium,medium,medium,low,low
748519C7443C,2.5,medium,medium,medium,medium,low
7488AFF7C2E8,2.0,low,low,low,low,low
7489611C5E2E,3.5,medium,medium,medium,medium,low
74A0785A66A7,2.0,low,medium,low,low,low
74A23ED485B0,3.0,low,low,low,low,low
74D27CC3B47C,3.0,medium,medium,medium,low,low
74E67D57D50A,3.5,medium,medium,medium,medium,medium
74EFD5F7BE2A,2.5,low,low,low,low,low
750107B91CE7,3.0,medium,medium,medium,medium,low
7501BA9973AC,4.5,medium,medium,medium,medium,low
751326F72A22,3.0,low,medium,low,low,low
7553FB3C21DF,4.0,medium,medium,medium,medium,medium
755EC4B2172D,3.0,medium,medium,medium,medium,medium
756FC6F43A08,3.5,medium,medium,medium,medium,low
75851BB7871F,3.5,medium,medium,medium,medium,medium
758D6EA9C7A1,2.5,medium,medium,medium,medium,low
7593C35C156D,4.0,low,low,low,low,low
75B604C51880,3.0,high,high,medium,medium,low
75B8C63E7E45,3.5,medium,medium,medium,medium,low
75D9A995F00C,4.0,medium,medium,medium,medium,medium
75EAA709339E,2.0,medium,medium,low,low,low
75FE251918DC,2.5,low,low,low,low,low
76098B71BD71,2.0,low,low,low,low,low
76156CCBF662,3.0,low,medium,low,low,low
765E50F8B0D0,4.0,medium,medium,medium,medium,medium
7671E46A99D3,3.0,medium,high,medium,medium,medium
767E4FDAFFEA,3.5,medium,medium,medium,low,low
768BB247D4F4,3.0,low,low,low,low,low
769E2370B7E7,3.5,medium,medium,medium,medium,medium
76A8537AE89B,2.5,low,low,low,low,low
76BC1CB29C1E,4.0,low,low,low,low,low
76C21811A3B1,3.5,medium,medium,medium,medium,low
76D82D1BE376,4.0,medium,medium,medium,medium,medium
7704594734CE,3.0,medium,high,medium,medium,medium
770A5C14451B,3.5,medium,medium,medium,medium,medium
770C4294979D,2.5,medium,medium,medium,medium,low
771D7DAE6821,3.5,medium,medium,medium,medium,medium
773D562DE890,2.5,medium,medium,medium,medium,medium
774125F2F326,3.5,low,low,low,low,low
775E02D896EF,3.0,medium,medium,medium,medium,medium
7769A06B9D36,3.5,medium,medium,medium,medium,low
777B896CB2A7,4.0,medium,medium,medium,low,low
777D81C690A0,2.0,medium,medium,medium,medium,low
778DBEC5A0B7,3.0,medium,medium,medium,medium,medium
77C7BF4D07D2,3.0,medium,medium,medium,medium,medium
77D8D85C6451,3.0,medium,medium,medium,medium,low
77E817BF68DA,2.5,medium,medium,low,low,low
7828C939A7F3,3.0,medium,medium,medium,medium,low
78311B522713,3.5,medium,medium,medium,medium,medium
784ADBB64B04,2.0,medium,medium,medium,medium,medium
784F11A6D9E7,2.0,low,low,low,low,low
78565AA80C3C,3.0,medium,medium,medium,medium,medium
787BD112C114,3.0,medium,medium,low,low,low
78A208F4C7A4,3.0,low,low,low,low,low
78A4548FE517,3.0,medium,medium,medium,medium,medium
78AFFFDDB408,3.5,low,low,low,low,low
78CDF59834F5,2.5,low,medium,low,low,low
79118C03C6E3,2.5,medium,medium,medium,medium,medium
793EA0FFD110,3.0,medium,medium,medium,medium,medium
794F070C9DA2,3.0,medium,medium,medium,medium,medium
795964DB52C1,2.5,medium,medium,medium,low,low
7995F136F3D6,3.0,medium,high,medium,medium,medium
79B8B054C586,3.0,low,low,low,low,low
79D0D66FEBD3,2.5,medium,medium,medium,medium,low
79D9D88FE410,3.0,medium,medium,medium,medium,medium
79DC9D618403,2.5,low,low,low,low,low
79F45C31847D,3.0,low,low,low,low,low
7A07A59E5C5B,3.5,medium,medium,medium,medium,medium
7A2F7AAFA6C8,4.5,medium,medium,medium,low,low
7A3AE51282E5,2.5,medium,medium,low,low,low
7A40C3862373,2.0,low,low,low,low,low
7A5213FAA932,2.5,low,low,low,low,low
7A8DBA6117B7,2.5,medium,medium,medium,medium,medium
7A96B668850C,3.5,medium,medium,low,medium,low
7ABD83C06225,2.5,low,low,low,low,low
7AC0EEA83827,2.5,medium,medium,low,low,low
7AC35605B158,3.0,medium,medium,medium,medium,low
7B0E69702A2B,3.5,medium,medium,low,low,low
7B2878F12633,3.5,medium,medium,medium,medium,medium
7B4A34BB9EAE,2.5,low,low,low,low,low
7B4DFF22E623,2.5,medium,medium,medium,medium,medium
7B5E1F603138,3.0,medium,medium,medium,medium,low
7B6211B17CAC,4.0,medium,medium,medium,medium,low
7B62DF12389F,3.5,medium,medium,medium,medium,low
7B6F8580C55A,3.5,medium,medium,medium,medium,low
7B85254BDDBE,3.5,medium,medium,medium,low,low
7BBAE569A1D3,2.5,low,low,low,low,low
7BC44C6974ED,3.0,medium,medium,medium,medium,low
7BCDFDF03FBC,3.5,medium,medium,medium,low,low
7BD5A8B2963A,2.0,low,low,low,low,low
7BF51A2705EE,3.0,medium,medium,medium,medium,medium
7C0624581C8C,3.0,medium,medium,low,medium,low
7C08E5D66D08,3.0,medium,medium,medium,medium,low
7C23F428B7A5,3.5,medium,medium,medium,low,low
7C7457164A4A,4.0,medium,medium,medium,medium,medium
7C7B5BCE2DB1,3.0,medium,high,medium,low,low
7C8E5E4B298D,2.5,low,low,low,low,low
7C9DBFDB4CEE,2.5,low,low,low,low,low
7CADE27CC407,3.5,medium,medium,medium,medium,low
7CBEAECA38DD,3.5,medium,medium,medium,medium,low
7CDC7C9EDE61,3.5,medium,medium,medium,low,low
7CFD8BCE6346,3.0,medium,medium,low,low,low
7D096AE7C1F9,3.0,medium,medium,low,low,low
7D39F3EBFA9C,4.0,medium,medium,medium,medium,medium
7D44F3E6C475,4.0,low,low,low,low,low
7D4E376FFB20,3.0,medium,medium,medium,high,medium
7D7D77C756F8,3.5,medium,medium,low,low,low
7D82E6C4B46A,2.5,low,low,low,low,low
7D9BF6C711FC,3.5,medium,medium,low,low,low
7D9FDF9E4F9D,3.5,medium,high,medium,medium,medium
7DBD79D5B207,3.0,medium,medium,low,low,low
7DD8FECF76A5,4.0,medium,medium,medium,medium,medium
7DE7664D8F20,3.5,medium,medium,low,low,low
7E07E9B9C690,3.5,medium,medium,medium,medium,medium
7E086B4DBB19,3.5,medium,medium,medium,medium,low
7E0EBF50B163,2.0,medium,medium,low,low,low
7E549E5E5C19,3.5,medium,medium,medium,medium,medium
7E5D7B7C1FA0,3.5,medium,high,medium,medium,medium
7E6EB7247F54,3.5,medium,medium,medium,medium,medium
7E7297C830D8,2.5,medium,medium,medium,medium,low
7E80A6251625,3.5,high,high,high,high,medium
7EADB0041925,4.0,medium,medium,medium,medium,medium
7EC3C9F9FE14,3.5,medium,medium,medium,medium,medium
7F0CB07D9B67,2.5,low,low,low,low,low
7F0EDFBF9A34,2.5,medium,medium,low,low,low
7F3519884176,4.0,medium,medium,medium,medium,low
7F3B3A0D56CF,2.5,medium,medium,medium,low,low
7F4EE10C42ED,3.0,medium,medium,medium,medium,low
7F5A6BF2BC04,4.0,medium,medium,medium,medium,low
7F623FDA365F,3.0,medium,medium,medium,low,medium
7F69C100BD9C,2.5,medium,medium,medium,low,low
7F6A31C9A604,4.5,medium,medium,low,low,low
7F8F9BCEECBF,3.5,medium,medium,medium,medium,low
7FA113614FCE,4.0,medium,medium,medium,low,low
7FA96232EE72,3.5,low,low,low,low,low
7FBB00FB99FE,4.0,medium,medium,medium,medium,medium
7FCA9025C99A,2.5,medium,medium,low,low,low
800ED2F704E9,2.5,medium,medium,medium,medium,medium
80172B0A969C,3.5,medium,medium,low,low,low
8023A4C231FA,3.5,medium,medium,low,low,low
802F02407ABF,4.0,medium,medium,medium,medium,medium
803F899FA021,4.0,medium,medium,medium,medium,low
8041D8AA0B06,3.0,medium,medium,low,low,low
805355D5A94F,3.0,low,low,low,low,low
806482DC5F7A,4.0,medium,medium,medium,medium,medium
8083DDD4E193,2.0,low,low,low,low,low
80929E559B3E,2.0,medium,medium,low,low,low
80A6CE42F8A5,2.5,low,low,low,low,low
80AE8EE9057D,2.0,medium,medium,medium,medium,low
80BBCF980CAD,2.5,low,low,low,low,low
80D89A3F6387,2.5,medium,medium,medium,medium,low
80EA2FC62525,4.0,medium,medium,medium,medium,medium
80F8E7B1ABBA,3.0,medium,medium,medium,medium,medium
810E6DC5DE03,2.5,medium,medium,medium,medium,medium
812334AB4E73,3.5,medium,medium,medium,medium,medium
812CBC21EE50,3.0,medium,medium,low,low,low
812DA96325CE,3.0,medium,medium,medium,low,low
812DF001F32B,3.5,medium,medium,medium,medium,low
8139DE5DA880,3.5,medium,medium,medium,medium,low
81AFE9AC4934,4.0,medium,medium,medium,medium,low
81B045784331,3.5,medium,medium,low,low,low
81B838542A19,3.0,medium,medium,low,low,low
81E0EEDE317F,4.0,medium,medium,medium,medium,low
81ED32560A4B,2.5,medium,medium,medium,medium,medium
81EFB1EAD508,3.0,medium,medium,low,medium,low
8271ED964485,2.5,medium,medium,medium,medium,low
8273771B4DF3,4.0,medium,medium,medium,medium,medium
8279A3CD5E68,2.5,medium,medium,medium,medium,medium
8287141E8C9F,4.5,medium,medium,medium,low,low
828AD5868299,3.5,medium,medium,medium,medium,medium
828E2AE61DB2,3.0,medium,medium,medium,medium,medium
82B9698B1C29,4.5,medium,medium,medium,medium,medium
830CDA871B3D,4.5,medium,medium,medium,medium,medium
83165FE95044,3.5,medium,medium,medium,medium,medium
831CA38E2C27,3.0,medium,medium,medium,medium,medium
831F7C4E8236,3.0,low,low,low,low,low
834381584CA9,2.5,low,medium,low,low,low
83495163981C,2.0,medium,medium,medium,medium,medium
83607E1EB0C1,3.0,medium,medium,low,low,low
8366D47BD277,2.0,low,medium,low,low,low
836776679D47,2.0,medium,medium,low,low,low
838852A4CD54,3.5,low,medium,low,low,low
839908CBDB40,3.0,medium,medium,medium,medium,low
839CC88FA53E,4.0,medium,medium,medium,medium,medium
83D8EED426D9,3.0,medium,medium,medium,medium,low
83EB2FEA9730,1.5,low,medium,low,medium,low
83F2A3B31F21,3.5,medium,medium,medium,medium,low
83FD2977A14D,3.0,medium,medium,medium,medium,medium
83FEB27FD31E,3.0,medium,medium,medium,medium,medium
841C932876BF,3.0,medium,medium,medium,medium,low
842DB1548726,2.5,medium,medium,medium,medium,low
8432ECF3E7E3,4.0,medium,medium,medium,medium,medium
843596D36291,2.0,low,low,low,low,low
84367AEE6898,3.0,medium,medium,medium,medium,low
844C1E54CC90,3.5,medium,medium,medium,medium,low
8456F4CF47BD,3.0,medium,medium,medium,low,low
84618D2B60E8,4.0,low,low,low,low,low
847819B01A32,1.5,low,low,low,low,low
848E99DD9C45,3.0,medium,medium,medium,medium,medium
84B3F99A64AD,4.5,medium,medium,medium,medium,medium
84C4D485BAA3,4.0,high,high,medium,medium,medium
84DBCFD80902,4.0,medium,medium,medium,low,low
84EABE6DE5BB,2.5,low,low,low,low,low
85032CD4DFB2,3.5,medium,medium,medium,medium,low
8522F7EE2D2A,4.0,medium,medium,medium,medium,medium
85408CA46C97,2.0,medium,medium,medium,medium,low
855B1C8330C8,2.5,low,low,low,low,low
8562B8EFCDA7,3.0,medium,medium,medium,high,medium
856CC335F38C,2.0,low,medium,low,low,low
857FAF7C385C,3.0,medium,medium,medium,medium,medium
858F00F1B16B,2.5,medium,medium,low,low,low
85BA158B2B5F,3.0,medium,medium,medium,medium,medium
85E806A814BA,4.0,medium,medium,medium,medium,low
85E9F564A28D,3.0,low,medium,low,low,low
86023FA4D1B1,3.0,low,low,low,low,low
8607C2B7F129,2.5,medium,medium,medium,low,low
8619216110AA,2.5,low,medium,low,low,low
861B68E29325,2.5,low,low,low,low,low
862DC66C8B54,4.0,medium,high,medium,medium,low
865059AFC0B1,2.5,medium,medium,low,low,low
8650DDFD974B,3.5,medium,medium,low,low,low
867EF045947A,3.0,medium,medium,medium,medium,medium
868A7591F650,4.5,medium,medium,medium,medium,medium
868F384197B2,3.5,medium,medium,medium,medium,low
869367F8A718,5.0,medium,medium,medium,low,low
86C3D3947EEB,3.5,medium,medium,medium,medium,low
86E192D79CC7,3.5,medium,medium,medium,low,low
86F0A7E0FF73,2.0,medium,medium,medium,medium,medium
86FB4A4F0642,2.0,medium,medium,medium,medium,low
86FE30AFB1DD,5.0,medium,medium,medium,medium,low
86FF01B23BFC,2.0,medium,medium,low,low,low
86FF8C846E87,2.5,low,low,low,low,low
870F47E77215,3.5,medium,high,medium,low,low
871097AE113C,3.5,medium,medium,medium,medium,medium
87160DE4128C,3.0,medium,medium,medium,medium,low
87263FC3308B,2.5,low,low,low,low,low
8732BAEAF691,2.5,medium,medium,medium,medium,low
873F13938B97,2.5,medium,medium,low,medium,low
87423CBA05FC,3.0,medium,medium,medium,medium,medium
875DB79DB29E,3.5,medium,medium,medium,low,low
876A8C32BB9C,3.5,medium,medium,medium,medium,medium
876A94E72E62,3.5,low,low,low,low,low
8779EFBFA404,3.5,medium,medium,medium,medium,low
878B506F2B0A,4.0,medium,medium,medium,medium,medium
878C3B7DB54A,3.0,medium,medium,medium,medium,low
87961D31CBA1,3.5,medium,medium,medium,medium,low
87A4F7727EFE,2.5,medium,medium,low,medium,low
87B90ECE35C0,3.5,medium,medium,medium,medium,medium
87D1FF022E09,4.0,medium,medium,medium,medium,medium
87E40AAEDA92,3.0,low,low,low,low,low
87E42E20964C,3.0,medium,medium,medium,medium,medium
87FA671E75FE,4.0,low,medium,low,low,low
8802D9137553,3.0,medium,medium,medium,medium,low
880ED9B8C088,2.5,medium,medium,medium,medium,medium
881D383DDED7,2.5,medium,high,medium,medium,medium
8840BE5A0764,3.5,medium,medium,medium,medium,low
884341490B05,4.0,medium,medium,medium,low,low
88AF8B7C41B3,4.0,medium,medium,medium,medium,medium
88B748EC71BA,3.0,medium,medium,low,low,low
88C9B6EB6495,2.5,medium,medium,medium,medium,low
88D106671BB6,2.0,medium,medium,low,low,low
88EF61EA84E7,2.5,medium,medium,medium,medium,low
88FA9C1FF56D,3.5,medium,medium,medium,medium,medium
8916C3652084,3.5,medium,medium,medium,medium,medium
891A55ACFD7B,3.0,medium,medium,medium,medium,low
892C62DA8239,2.5,medium,high,medium,medium,medium
892DA7949278,3.0,medium,medium,medium,medium,medium
89316C1CB57D,2.5,medium,medium,medium,medium,medium
895C8FA99A90,3.5,medium,high,medium,high,low
898301EF8335,4.0,medium,medium,low,low,low
898DB8CA7CD8,3.5,medium,medium,medium,medium,medium
899E7AA63391,4.0,medium,medium,medium,medium,medium
89BE14C23AAA,3.5,medium,medium,medium,medium,medium
89D5D795B586,4.0,low,medium,low,low,low
89E2F67589C1,4.0,medium,medium,low,low,low
8A0689B9787B,2.5,medium,medium,medium,medium,low
8A1091BCE673,3.5,medium,medium,medium,low,low
8A17C63FBFCB,3.5,medium,medium,low,medium,low
8A30B1A2C25C,3.5,low,medium,low,low,low
8A390C9551BE,2.5,medium,medium,low,low,low
8A46EA70EFB9,3.5,low,medium,low,medium,low
8A49ACAF55E0,3.0,low,low,low,low,low
8A68943E1657,2.5,low,low,low,low,low
8A8109553B2D,3.0,medium,medium,medium,medium,low
8A941F717E2F,3.0,low,low,low,low,low
8AB06719AED1,3.5,medium,medium,medium,low,low
8B0256A2195D,3.0,medium,medium,medium,medium,medium
8B1883B7393C,4.5,medium,medium,medium,medium,medium
8B1F8FCC9E56,3.5,medium,medium,medium,medium,low
8B2CB9C1F189,4.0,medium,medium,medium,medium,low
8B32FDDB8464,3.0,medium,medium,medium,medium,low
8B42E3FAF13E,3.0,low,low,low,low,low
8B477C53521B,3.0,low,low,low,low,low
8B6086ADA4DC,2.5,medium,medium,medium,medium,low
8B68340561F8,3.5,medium,medium,medium,medium,medium
8B6A4C75528F,3.5,medium,medium,medium,medium,medium
8B72978E5087,3.5,medium,medium,medium,medium,low
8B7D58AC8366,3.5,medium,medium,medium,medium,medium
8B845E27E5E0,2.5,medium,medium,medium,medium,medium
8B89E28B22F1,3.0,medium,medium,medium,medium,low
8B8E152F28F3,4.5,medium,medium,medium,medium,low
8B9FC3D92A4A,3.0,medium,medium,medium,low,low
8BA09C4011C7,2.5,low,medium,low,low,low
8BA111FB9B91,2.5,medium,medium,medium,medium,low
8BA79A866F2C,4.0,medium,medium,medium,medium,medium
8BC7CFA96D8E,2.5,medium,medium,medium,medium,low
8BCF2626A98C,3.0,low,low,low,low,low
8BF621177FB3,3.5,medium,medium,medium,medium,medium
8C54215E9E81,3.0,medium,medium,medium,medium,medium
8C6DDD3C2D4F,3.0,medium,medium,medium,low,low
8C83DC94D668,4.0,low,low,low,low,low
8C8B11C308CF,2.5,low,low,low,low,low
8C90AE221DEC,3.5,medium,medium,medium,medium,medium
8C982AB59C60,2.5,medium,medium,medium,medium,medium
8CAFDA36E9E8,4.0,high,high,high,high,medium
