essay_id,prompt_id,language_score,question1,question2,question3
15025,6,1,medium,medium,medium
15026,6,3,medium,medium,medium
15027,6,3,medium,medium,medium
15028,6,3,medium,medium,medium
15029,6,3,medium,medium,medium
15030,6,2,medium,medium,medium
15031,6,3,medium,medium,medium
15032,6,3,medium,medium,medium
15033,6,3,medium,medium,medium
15034,6,3,high,medium,medium
15035,6,2,medium,medium,medium
15036,6,4,medium,medium,medium
15037,6,1,medium,medium,low
15038,6,3,medium,medium,medium
15039,6,1,medium,medium,medium
15040,6,1,low,low,low
15041,6,1,medium,medium,medium
15042,6,4,medium,medium,medium
15043,6,3,medium,medium,medium
15044,6,2,medium,medium,medium
15045,6,3,medium,medium,medium
15046,6,3,medium,medium,medium
15047,6,3,medium,medium,medium
15048,6,2,medium,medium,medium
15049,6,2,medium,medium,medium
15050,6,1,low,medium,low
15051,6,2,medium,medium,medium
15052,6,3,medium,medium,medium
15053,6,4,medium,medium,medium
15054,6,3,medium,medium,medium
15055,6,1,medium,medium,medium
15056,6,2,medium,medium,medium
15057,6,0,low,low,low
15058,6,3,medium,medium,medium
15059,6,1,low,low,low
15060,6,3,medium,medium,medium
15061,6,2,medium,medium,medium
15062,6,3,high,medium,medium
15063,6,3,medium,medium,medium
15064,6,1,medium,medium,medium
15065,6,3,medium,medium,medium
15066,6,4,medium,medium,medium
15067,6,1,medium,medium,medium
15068,6,4,high,medium,medium
15069,6,3,medium,medium,medium
15070,6,2,medium,medium,medium
15071,6,3,medium,medium,medium
15072,6,3,medium,medium,medium
15073,6,3,medium,medium,medium
15074,6,2,medium,medium,medium
15075,6,1,medium,medium,low
15076,6,3,medium,medium,medium
15077,6,1,medium,medium,low
15078,6,2,medium,medium,medium
15079,6,3,medium,medium,medium
15080,6,2,medium,medium,medium
15081,6,3,medium,medium,medium
15082,6,1,medium,medium,medium
15083,6,2,medium,medium,medium
15084,6,3,medium,medium,medium
15085,6,3,medium,medium,medium
15086,6,0,medium,medium,medium
15087,6,3,medium,medium,medium
15088,6,3,medium,medium,medium
15089,6,3,medium,medium,medium
15090,6,1,medium,medium,medium
15091,6,2,medium,medium,medium
15092,6,2,medium,medium,medium
15093,6,2,medium,medium,medium
15094,6,3,high,medium,medium
15095,6,0,low,low,low
15096,6,0,medium,medium,medium
15097,6,2,medium,medium,medium
15098,6,3,medium,medium,medium
15099,6,2,medium,medium,medium
15100,6,3,medium,medium,medium
15101,6,3,medium,medium,medium
15102,6,3,medium,medium,medium
15103,6,2,medium,medium,medium
15104,6,3,high,medium,medium
15105,6,2,medium,medium,medium
15106,6,1,medium,medium,medium
15107,6,1,medium,medium,medium
15108,6,2,medium,medium,medium
15109,6,3,medium,medium,medium
15110,6,3,medium,medium,medium
15111,6,2,medium,medium,medium
15112,6,1,medium,low,low
15113,6,0,low,low,low
15114,6,1,medium,medium,medium
15115,6,3,medium,medium,medium
15116,6,2,medium,medium,medium
15117,6,2,medium,medium,medium
15118,6,2,medium,medium,medium
15119,6,1,medium,medium,medium
15120,6,1,medium,medium,medium
15121,6,2,medium,medium,medium
15122,6,1,medium,medium,medium
15123,6,3,medium,medium,medium
15124,6,2,medium,medium,medium
15125,6,3,medium,medium,medium
15126,6,0,low,low,low
15127,6,2,medium,medium,medium
15128,6,2,medium,medium,medium
15129,6,1,medium,medium,medium
15130,6,1,medium,medium,medium
15131,6,1,low,medium,low
15132,6,2,medium,medium,medium
15133,6,1,medium,medium,medium
15134,6,1,medium,medium,medium
15135,6,1,medium,medium,medium
15136,6,2,medium,medium,medium
15137,6,1,medium,medium,medium
15138,6,2,medium,medium,medium
15139,6,3,medium,medium,medium
15140,6,1,low,low,low
15141,6,0,low,low,low
15142,6,2,medium,medium,medium
15143,6,1,low,low,low
15144,6,2,medium,medium,medium
15145,6,3,medium,medium,medium
15146,6,1,medium,medium,medium
15147,6,2,medium,medium,medium
15148,6,2,medium,medium,medium
15149,6,1,medium,medium,medium
15150,6,3,medium,medium,medium
15151,6,3,medium,medium,medium
15152,6,1,medium,medium,medium
15153,6,1,medium,medium,medium
15154,6,3,medium,medium,medium
15155,6,3,medium,medium,medium
15156,6,2,medium,medium,medium
15157,6,2,low,low,low
15158,6,2,medium,medium,medium
15159,6,3,medium,medium,medium
15160,6,3,medium,medium,medium
15161,6,3,medium,medium,medium
15162,6,2,medium,medium,medium
15163,6,3,medium,medium,medium
15164,6,2,medium,medium,medium
15165,6,3,medium,medium,medium
15166,6,4,medium,medium,medium
15167,6,3,medium,medium,medium
15168,6,3,medium,medium,medium
15169,6,3,medium,medium,medium
15170,6,2,medium,medium,medium
15171,6,2,medium,medium,medium
15172,6,3,medium,medium,medium
15173,6,3,medium,medium,medium
15174,6,1,medium,medium,medium
15175,6,3,medium,medium,medium
15176,6,3,medium,medium,medium
15177,6,1,low,low,low
15178,6,1,medium,medium,medium
15179,6,4,high,medium,medium
15180,6,3,medium,medium,medium
15181,6,3,medium,medium,medium
15182,6,3,medium,medium,medium
15183,6,1,medium,medium,medium
15184,6,2,medium,medium,medium
15185,6,0,low,low,low
15186,6,2,medium,medium,medium
15187,6,2,medium,medium,medium
15188,6,0,low,low,low
15189,6,3,medium,medium,medium
15190,6,2,medium,medium,medium
15191,6,3,medium,medium,medium
15192,6,2,medium,medium,medium
15193,6,1,low,low,low
15194,6,3,medium,medium,medium
15195,6,2,medium,medium,low
15196,6,2,high,medium,medium
15197,6,1,low,medium,low
15198,6,1,medium,medium,medium
15199,6,2,medium,medium,medium
15200,6,2,medium,medium,medium
15201,6,1,medium,medium,medium
15202,6,3,high,medium,medium
15203,6,2,medium,medium,medium
15204,6,1,medium,medium,medium
15205,6,2,medium,medium,medium
15206,6,2,medium,medium,medium
15207,6,2,medium,medium,medium
15208,6,3,medium,medium,medium
15209,6,3,medium,medium,medium
15210,6,2,low,medium,low
15211,6,2,medium,medium,medium
15212,6,0,medium,medium,medium
15213,6,2,medium,medium,medium
15214,6,1,low,low,low
15215,6,4,high,medium,medium
15216,6,3,medium,medium,medium
15217,6,1,medium,medium,medium
15218,6,2,medium,medium,medium
15219,6,2,medium,medium,medium
15220,6,3,medium,medium,medium
15221,6,3,high,medium,medium
15222,6,3,high,medium,medium
15223,6,3,medium,medium,medium
15224,6,3,medium,medium,medium
15225,6,2,medium,medium,medium
15226,6,3,medium,medium,medium
15227,6,2,high,medium,medium
15228,6,3,medium,medium,medium
15229,6,1,medium,medium,medium
15230,6,3,medium,medium,medium
15231,6,3,medium,medium,medium
15232,6,2,medium,medium,medium
15233,6,2,medium,medium,medium
15234,6,3,medium,medium,medium
15235,6,3,medium,medium,medium
15236,6,3,medium,medium,medium
15237,6,2,medium,medium,medium
15238,6,0,low,low,low
15239,6,3,high,medium,medium
15240,6,0,medium,medium,medium
15241,6,3,high,medium,medium
15242,6,3,medium,medium,medium
15243,6,3,medium,medium,medium
15244,6,2,low,low,low
15245,6,0,medium,low,medium
15246,6,3,medium,medium,medium
15247,6,2,medium,medium,medium
15248,6,2,medium,low,medium
15249,6,2,medium,medium,medium
15250,6,2,medium,medium,medium
15251,6,2,medium,medium,medium
15252,6,2,medium,medium,medium
15253,6,2,high,medium,medium
15254,6,0,medium,medium,medium
15255,6,2,medium,medium,medium
15256,6,2,medium,medium,medium
15257,6,3,medium,medium,medium
15258,6,0,medium,medium,medium
15259,6,1,medium,medium,medium
15260,6,1,low,low,low
15261,6,3,high,medium,medium
15262,6,1,medium,medium,medium
15263,6,2,medium,medium,medium
15264,6,2,medium,medium,medium
15265,6,2,medium,medium,medium
15266,6,1,medium,medium,medium
15267,6,3,medium,medium,medium
15268,6,0,medium,medium,medium
15269,6,1,medium,low,low
15270,6,1,low,low,low
15271,6,1,medium,medium,medium
15272,6,2,medium,medium,medium
15273,6,2,high,medium,medium
15274,6,2,medium,medium,medium
15275,6,2,medium,medium,medium
15276,6,2,medium,medium,medium
15277,6,3,medium,medium,medium
15278,6,1,medium,medium,medium
15279,6,2,medium,medium,medium
15280,6,1,low,low,low
15281,6,3,medium,medium,medium
15282,6,3,medium,medium,medium
15283,6,1,medium,medium,medium
15284,6,2,medium,medium,medium
15285,6,2,medium,medium,medium
15286,6,2,medium,medium,medium
15287,6,2,medium,medium,medium
15288,6,0,medium,medium,medium
15289,6,2,medium,medium,medium
15290,6,1,medium,medium,medium
15291,6,2,medium,medium,medium
15292,6,0,low,low,low
15293,6,2,medium,medium,medium
15294,6,1,medium,medium,medium
15295,6,1,medium,medium,medium
15296,6,2,medium,medium,medium
15297,6,2,medium,medium,medium
15298,6,1,medium,medium,medium
15299,6,1,medium,low,medium
15300,6,3,medium,medium,medium
15301,6,3,high,medium,medium
15302,6,3,medium,medium,medium
15303,6,3,medium,medium,medium
15304,6,2,medium,medium,medium
15305,6,2,medium,medium,medium
15306,6,2,medium,medium,medium
15307,6,2,medium,medium,medium
15308,6,2,medium,medium,medium
15309,6,3,high,medium,medium
15310,6,2,medium,medium,medium
15311,6,3,medium,medium,medium
15312,6,2,medium,medium,medium
15313,6,2,high,medium,medium
15314,6,2,high,medium,medium
15315,6,3,medium,medium,medium
15316,6,2,medium,medium,medium
15317,6,1,low,low,low
15318,6,4,medium,medium,medium
15319,6,0,low,low,low
15320,6,3,medium,medium,medium
15321,6,3,medium,medium,medium
15322,6,2,medium,medium,medium
15323,6,2,medium,medium,medium
15324,6,1,low,low,low
15325,6,3,high,medium,medium
15326,6,2,medium,medium,medium
15327,6,2,medium,medium,medium
15328,6,1,medium,medium,medium
15329,6,2,medium,medium,medium
15330,6,3,medium,medium,medium
15331,6,2,medium,medium,medium
15332,6,3,medium,medium,medium
15333,6,2,medium,medium,medium
15334,6,2,medium,medium,medium
15335,6,3,high,medium,medium
15336,6,2,medium,medium,medium
15337,6,2,medium,medium,medium
15338,6,2,medium,medium,medium
15339,6,3,medium,medium,medium
15340,6,3,medium,medium,medium
15341,6,2,medium,medium,medium
15342,6,2,low,medium,medium
15343,6,0,medium,low,low
15344,6,3,medium,medium,medium
15345,6,3,medium,medium,medium
15346,6,2,medium,medium,medium
15347,6,1,medium,medium,medium
15348,6,3,medium,medium,medium
15349,6,2,medium,medium,medium
15350,6,2,medium,medium,medium
15351,6,2,medium,medium,medium
15352,6,2,medium,medium,medium
15353,6,2,medium,medium,medium
15354,6,3,medium,medium,medium
15355,6,2,medium,medium,medium
15356,6,2,medium,medium,medium
15357,6,2,medium,medium,medium
15358,6,3,high,medium,medium
15359,6,2,medium,medium,medium
15360,6,3,high,medium,medium
15361,6,3,medium,medium,medium
15362,6,3,medium,medium,medium
15363,6,0,low,low,low
15364,6,2,low,medium,medium
15365,6,2,medium,medium,medium
15366,6,2,medium,medium,medium
15367,6,2,medium,medium,medium
15368,6,1,medium,medium,medium
15369,6,1,high,medium,medium
15370,6,1,medium,medium,medium
15371,6,0,low,low,low
15372,6,2,medium,medium,medium
15373,6,3,medium,medium,medium
15374,6,2,medium,medium,medium
15375,6,2,medium,medium,medium
15376,6,2,medium,medium,medium
15377,6,2,medium,medium,medium
15378,6,1,medium,medium,medium
15379,6,2,high,medium,medium
15380,6,3,medium,medium,medium
15381,6,1,low,low,low
15382,6,2,medium,medium,medium
15383,6,3,medium,medium,medium
15384,6,3,medium,medium,medium
15385,6,3,medium,medium,medium
15386,6,0,low,low,low
15387,6,2,medium,medium,medium
15388,6,2,medium,medium,medium
15389,6,3,medium,medium,medium
15390,6,0,medium,medium,medium
15391,6,1,medium,medium,medium
15392,6,2,medium,medium,medium
15393,6,2,medium,medium,medium
15394,6,2,medium,medium,medium
15395,6,2,medium,medium,medium
15396,6,2,medium,medium,medium
15397,6,2,medium,medium,medium
15398,6,3,medium,medium,medium
15399,6,2,medium,medium,medium
15400,6,2,medium,medium,medium
15401,6,2,medium,medium,medium
15402,6,1,medium,medium,medium
15403,6,2,medium,medium,medium
15404,6,2,medium,medium,medium
15405,6,1,medium,medium,medium
15406,6,1,low,low,low
15407,6,2,high,medium,medium
15408,6,3,medium,medium,medium
15409,6,2,medium,medium,medium
15410,6,2,medium,medium,medium
15411,6,3,medium,medium,medium
15412,6,2,medium,medium,medium
15413,6,1,medium,medium,medium
15414,6,0,medium,medium,medium
15415,6,3,medium,medium,medium
15416,6,3,medium,medium,medium
15417,6,3,medium,medium,medium
15418,6,3,high,medium,medium
15419,6,3,medium,medium,medium
15420,6,2,medium,medium,medium
15421,6,3,medium,medium,medium
15422,6,2,medium,medium,medium
15423,6,2,medium,medium,medium
15424,6,1,medium,medium,medium
15425,6,2,medium,medium,medium
15426,6,0,low,low,low
15427,6,3,medium,medium,medium
15428,6,2,medium,medium,medium
15429,6,3,medium,medium,medium
15430,6,3,medium,medium,medium
15431,6,1,medium,medium,medium
15432,6,3,medium,medium,medium
15433,6,2,medium,medium,medium
15434,6,2,medium,medium,medium
15435,6,3,medium,medium,medium
15436,6,3,medium,medium,medium
15437,6,1,medium,medium,medium
15438,6,2,medium,medium,medium
15439,6,1,medium,medium,medium
15440,6,1,medium,medium,medium
15441,6,1,medium,medium,medium
15442,6,1,medium,medium,medium
15443,6,2,medium,medium,medium
15444,6,3,high,medium,medium
15445,6,3,medium,medium,medium
15446,6,3,medium,medium,medium
15447,6,2,medium,medium,medium
15448,6,2,medium,medium,medium
15449,6,1,medium,medium,medium
15450,6,3,high,medium,medium
15451,6,3,high,medium,medium
15452,6,1,medium,medium,medium
15453,6,3,medium,medium,medium
15454,6,2,medium,medium,medium
15455,6,3,medium,medium,medium
15456,6,1,medium,medium,medium
15457,6,3,medium,medium,medium
15458,6,1,medium,medium,medium
15459,6,3,medium,medium,medium
15460,6,2,medium,medium,medium
15461,6,2,medium,medium,medium
15462,6,2,medium,medium,medium
15463,6,3,high,medium,medium
15464,6,3,medium,medium,medium
15465,6,3,medium,medium,medium
15466,6,1,medium,medium,medium
15467,6,3,medium,medium,medium
15468,6,0,medium,medium,medium
15469,6,2,medium,medium,medium
15470,6,2,medium,medium,medium
15471,6,3,medium,medium,medium
15472,6,1,medium,medium,medium
15473,6,2,medium,medium,medium
15474,6,3,high,medium,medium
15475,6,3,medium,medium,medium
15476,6,2,medium,medium,medium
15477,6,3,medium,medium,medium
15478,6,2,medium,medium,medium
15479,6,1,low,medium,medium
15480,6,3,high,medium,medium
15481,6,3,medium,medium,medium
15482,6,0,medium,medium,medium
15483,6,0,medium,medium,medium
15484,6,2,medium,medium,medium
15485,6,1,medium,medium,medium
15486,6,3,high,medium,medium
15487,6,0,medium,medium,medium
15488,6,2,medium,medium,medium
15489,6,2,medium,medium,medium
15490,6,1,low,low,low
15491,6,2,low,medium,low
15492,6,3,medium,medium,medium
15493,6,2,medium,medium,medium
15494,6,3,medium,medium,medium
15495,6,4,high,medium,medium
15496,6,1,medium,medium,medium
15497,6,2,low,medium,medium
15498,6,2,medium,medium,medium
15499,6,2,medium,medium,medium
15500,6,3,medium,medium,medium
15501,6,2,medium,medium,medium
15502,6,3,medium,medium,medium
15503,6,1,medium,medium,medium
15504,6,0,low,low,low
15505,6,1,low,low,low
15506,6,2,medium,medium,medium
15507,6,2,high,medium,medium
15508,6,2,medium,medium,medium
15509,6,3,medium,medium,medium
15510,6,2,medium,medium,medium
15511,6,2,medium,medium,medium
15512,6,1,medium,medium,medium
15513,6,1,medium,medium,medium
15514,6,1,medium,medium,medium
15515,6,3,high,medium,medium
15516,6,1,medium,medium,medium
15517,6,3,medium,medium,medium
15518,6,3,medium,medium,medium
15519,6,3,medium,medium,medium
15520,6,2,medium,medium,medium
15521,6,2,medium,medium,medium
15522,6,2,medium,medium,medium
15523,6,3,medium,medium,medium
15524,6,2,medium,medium,medium
15525,6,3,medium,medium,medium
15526,6,3,medium,medium,medium
15527,6,3,medium,medium,medium
15528,6,3,high,medium,medium
15529,6,2,medium,medium,medium
15530,6,3,medium,medium,medium
15531,6,1,low,low,low
15532,6,0,medium,medium,medium
15533,6,2,medium,medium,medium
15534,6,2,medium,medium,medium
15535,6,3,medium,medium,medium
15536,6,1,medium,low,low
15537,6,1,medium,medium,medium
15538,6,3,medium,medium,medium
15539,6,2,medium,medium,medium
15540,6,1,medium,medium,medium
15541,6,1,medium,medium,medium
15542,6,2,medium,medium,medium
15543,6,2,medium,medium,medium
15544,6,1,medium,medium,medium
15545,6,2,medium,medium,medium
15546,6,2,medium,medium,medium
15547,6,1,medium,medium,medium
15548,6,3,medium,medium,medium
15549,6,2,medium,medium,medium
15550,6,3,medium,medium,medium
15551,6,2,medium,medium,medium
15552,6,1,medium,medium,medium
15553,6,2,high,medium,medium
15554,6,1,medium,medium,medium
15555,6,2,medium,medium,medium
15556,6,2,medium,medium,medium
15557,6,2,medium,medium,medium
15558,6,2,medium,medium,medium
15559,6,2,medium,medium,medium
15560,6,2,medium,medium,medium
15561,6,3,medium,medium,medium
15562,6,3,medium,medium,medium
15563,6,1,medium,medium,medium
15564,6,2,low,low,low
15565,6,2,medium,medium,medium
15566,6,3,medium,medium,medium
15567,6,1,low,low,low
15568,6,2,medium,medium,medium
15569,6,0,medium,medium,medium
15570,6,3,medium,medium,medium
15571,6,1,low,low,low
15572,6,3,medium,medium,medium
15573,6,3,medium,medium,medium
15574,6,2,medium,medium,medium
15575,6,3,medium,medium,medium
15576,6,3,medium,medium,medium
15577,6,2,medium,medium,medium
15578,6,2,high,medium,medium
15579,6,1,low,low,low
15580,6,1,medium,medium,medium
15581,6,2,medium,medium,medium
15582,6,2,medium,medium,medium
15583,6,2,medium,medium,medium
15584,6,2,medium,medium,medium
15585,6,1,medium,medium,medium
15586,6,1,medium,medium,medium
15587,6,3,high,medium,medium
15588,6,2,medium,medium,medium
15589,6,3,medium,medium,medium
15590,6,2,medium,medium,medium
15591,6,1,low,low,low
15592,6,3,medium,medium,medium
15593,6,3,high,medium,medium
15594,6,2,medium,medium,medium
15595,6,2,medium,medium,medium
15596,6,2,high,medium,medium
15597,6,2,medium,medium,medium
15598,6,1,low,low,low
15599,6,1,medium,medium,medium
15600,6,2,medium,medium,medium
15601,6,2,medium,medium,medium
15602,6,3,high,medium,medium
15603,6,2,medium,medium,medium
15604,6,1,low,low,low
15605,6,2,medium,medium,medium
15606,6,2,medium,medium,medium
15607,6,2,medium,medium,medium
15608,6,2,medium,medium,medium
15609,6,3,medium,medium,medium
15610,6,3,medium,medium,medium
15611,6,3,medium,medium,medium
15612,6,3,medium,medium,medium
15613,6,3,medium,medium,medium
15614,6,3,medium,medium,medium
15615,6,2,medium,medium,medium
15616,6,2,medium,medium,medium
15617,6,3,medium,medium,medium
15618,6,2,medium,medium,medium
15619,6,3,high,medium,medium
15620,6,2,medium,medium,medium
15621,6,3,medium,medium,medium
15622,6,2,medium,medium,medium
15623,6,2,medium,medium,medium
15624,6,4,medium,medium,medium
15625,6,1,medium,medium,medium
15626,6,2,medium,medium,medium
15627,6,1,medium,low,low
15628,6,1,medium,medium,low
15629,6,2,medium,medium,medium
15630,6,1,medium,medium,medium
15631,6,2,medium,medium,medium
15632,6,1,low,low,low
15633,6,2,medium,medium,medium
15634,6,2,medium,medium,medium
15635,6,2,medium,medium,medium
15636,6,2,medium,medium,medium
15637,6,2,medium,medium,medium
15638,6,1,medium,medium,medium
15639,6,1,low,low,low
15640,6,2,low,low,low
15641,6,3,medium,medium,medium
15642,6,2,medium,medium,medium
15643,6,2,medium,medium,medium
15644,6,2,high,medium,medium
15645,6,2,medium,medium,medium
15646,6,2,medium,medium,medium
15647,6,1,medium,medium,medium
15648,6,1,medium,medium,medium
15649,6,0,medium,medium,medium
15650,6,3,medium,medium,medium
15651,6,2,medium,medium,medium
15652,6,3,medium,medium,medium
15653,6,3,medium,medium,medium
15654,6,3,medium,medium,medium
15655,6,3,medium,medium,medium
15656,6,2,low,low,low
15657,6,2,medium,medium,medium
15658,6,3,medium,medium,medium
15659,6,2,medium,medium,medium
15660,6,1,medium,medium,medium
15661,6,0,low,low,medium
15662,6,1,low,low,low
15663,6,0,medium,low,low
15664,6,3,high,medium,medium
15665,6,3,medium,medium,medium
15666,6,1,medium,medium,medium
15667,6,2,medium,medium,medium
15668,6,1,medium,low,low
15669,6,2,medium,medium,medium
15670,6,2,medium,medium,medium
15671,6,2,high,medium,medium
15672,6,2,medium,medium,medium
15673,6,1,medium,medium,medium
15674,6,2,medium,medium,medium
15675,6,3,medium,medium,medium
15676,6,2,medium,medium,medium
15677,6,2,medium,medium,medium
15678,6,2,medium,medium,medium
15679,6,2,medium,medium,medium
15680,6,2,medium,medium,medium
15681,6,2,medium,medium,medium
15682,6,3,medium,medium,medium
15683,6,2,medium,medium,medium
15684,6,2,medium,medium,medium
15685,6,2,medium,medium,medium
15686,6,2,medium,medium,medium
15687,6,1,low,low,low
15688,6,2,medium,medium,medium
15689,6,2,medium,medium,medium
15690,6,2,medium,medium,medium
15691,6,0,medium,medium,medium
15692,6,3,medium,medium,medium
15693,6,1,low,medium,medium
15694,6,1,low,low,low
15695,6,2,medium,medium,medium
15696,6,2,medium,medium,medium
15697,6,3,high,medium,medium
15698,6,1,low,low,low
15699,6,3,medium,medium,medium
15700,6,2,medium,medium,medium
15701,6,2,medium,medium,medium
15702,6,3,medium,medium,medium
15703,6,3,medium,medium,medium
15704,6,1,medium,medium,medium
15705,6,3,medium,medium,medium
15706,6,3,medium,medium,medium
15707,6,2,medium,medium,medium
15708,6,2,medium,medium,medium
15709,6,3,medium,medium,medium
15710,6,2,medium,medium,medium
15711,6,2,medium,medium,medium
15712,6,2,high,medium,medium
15713,6,2,medium,medium,medium
15714,6,3,high,medium,medium
15715,6,1,medium,medium,medium
15716,6,2,medium,medium,medium
15717,6,1,medium,medium,medium
15718,6,2,medium,medium,medium
15719,6,2,medium,medium,medium
15720,6,1,medium,medium,medium
15721,6,2,medium,medium,medium
15722,6,2,medium,medium,medium
15723,6,3,high,medium,medium
15724,6,2,low,low,low
15725,6,3,medium,medium,medium
15726,6,2,medium,medium,medium
15727,6,1,low,medium,low
15728,6,1,medium,medium,medium
15729,6,2,medium,medium,medium
15730,6,1,medium,medium,medium
15731,6,2,medium,medium,medium
15732,6,2,medium,medium,medium
15733,6,0,low,low,low
15734,6,1,low,low,low
15735,6,1,low,low,low
15736,6,3,medium,medium,medium
15737,6,2,medium,medium,medium
15738,6,0,medium,medium,medium
15739,6,2,medium,medium,medium
15740,6,2,medium,medium,medium
15741,6,2,medium,medium,medium
15742,6,2,medium,medium,medium
15743,6,3,medium,medium,medium
15744,6,1,medium,medium,medium
15745,6,1,medium,medium,medium
15746,6,2,medium,medium,medium
15747,6,2,medium,medium,medium
15748,6,1,medium,medium,medium
15749,6,0,medium,low,medium
15750,6,1,low,low,low
15751,6,2,medium,medium,medium
15752,6,2,medium,medium,medium
15753,6,0,low,low,low
15754,6,3,medium,medium,medium
15755,6,1,low,low,low
15756,6,2,medium,medium,medium
15757,6,3,medium,medium,medium
15758,6,2,medium,medium,medium
15759,6,3,high,medium,medium
15760,6,2,medium,medium,medium
15761,6,2,medium,medium,medium
15762,6,2,medium,medium,medium
15763,6,3,high,medium,medium
15764,6,1,medium,medium,medium
15765,6,3,medium,medium,medium
15766,6,3,medium,medium,medium
15767,6,3,medium,medium,medium
15768,6,3,medium,medium,medium
15769,6,1,medium,medium,medium
15770,6,3,medium,medium,medium
15771,6,3,medium,medium,medium
15772,6,2,medium,medium,medium
15773,6,2,medium,medium,medium
15774,6,3,medium,medium,medium
15775,6,3,medium,medium,medium
15776,6,3,medium,medium,medium
15777,6,3,medium,medium,medium
15778,6,0,medium,medium,medium
15779,6,3,medium,medium,medium
15780,6,3,medium,medium,medium
15781,6,3,medium,medium,medium
15782,6,2,medium,medium,medium
15783,6,3,medium,medium,medium
15784,6,3,medium,medium,medium
15785,6,2,medium,medium,medium
15786,6,2,medium,medium,medium
15787,6,3,medium,medium,medium
15788,6,3,high,medium,medium
15789,6,2,medium,medium,medium
15790,6,3,medium,medium,medium
15791,6,1,medium,medium,medium
15792,6,3,high,medium,medium
15793,6,1,low,low,low
15794,6,2,medium,medium,medium
15795,6,2,medium,medium,medium
15796,6,3,medium,medium,medium
15797,6,1,medium,medium,medium
15798,6,1,medium,medium,medium
15799,6,2,medium,medium,medium
15800,6,2,medium,medium,medium
15801,6,3,medium,medium,medium
15802,6,3,medium,medium,medium
15803,6,2,medium,medium,medium
15804,6,2,medium,medium,medium
15805,6,2,medium,medium,medium
15806,6,3,high,medium,medium
15807,6,1,low,low,low
15808,6,2,medium,medium,medium
15809,6,3,medium,medium,medium
15810,6,2,low,low,low
15811,6,1,medium,medium,medium
15812,6,2,medium,medium,medium
15813,6,3,medium,medium,medium
15814,6,3,high,medium,medium
15815,6,2,medium,medium,medium
15816,6,1,medium,medium,medium
15817,6,2,medium,medium,medium
15818,6,2,medium,medium,medium
15819,6,2,medium,medium,medium
15820,6,2,medium,medium,medium
15821,6,2,medium,medium,medium
15822,6,1,low,medium,medium
15823,6,0,high,low,medium
15824,6,3,medium,medium,medium
15825,6,3,high,medium,medium
15826,6,2,medium,medium,medium
15827,6,3,medium,medium,medium
15828,6,1,medium,medium,medium
15829,6,1,medium,medium,medium
15830,6,1,medium,medium,medium
15831,6,0,low,low,low
15832,6,1,medium,medium,medium
15833,6,0,medium,medium,medium
15834,6,4,medium,medium,medium
15835,6,3,medium,medium,medium
15836,6,2,medium,medium,medium
15837,6,2,medium,medium,medium
15838,6,1,medium,medium,medium
15839,6,2,medium,medium,medium
15840,6,2,medium,medium,medium
15841,6,2,low,low,low
15842,6,3,medium,medium,medium
15843,6,2,medium,medium,medium
15844,6,3,medium,medium,medium
15845,6,2,medium,medium,medium
15846,6,3,medium,medium,medium
15847,6,0,medium,medium,medium
15848,6,3,medium,medium,medium
15849,6,0,medium,medium,medium
15850,6,0,low,low,low
15851,6,2,medium,medium,medium
15852,6,1,medium,medium,medium
15853,6,1,medium,medium,medium
15854,6,2,medium,medium,medium
15855,6,3,medium,medium,medium
15856,6,3,medium,medium,medium
15857,6,2,medium,medium,medium
15858,6,2,medium,medium,medium
15859,6,2,medium,medium,medium
15860,6,2,medium,medium,medium
15861,6,3,medium,medium,medium
15862,6,1,medium,medium,medium
15863,6,2,medium,medium,medium
15864,6,2,medium,medium,medium
15865,6,1,medium,medium,medium
15866,6,1,medium,medium,medium
15867,6,2,high,medium,medium
15868,6,1,low,low,low
15869,6,2,medium,medium,medium
15870,6,2,medium,medium,medium
15871,6,2,medium,medium,medium
15872,6,0,medium,medium,medium
15873,6,2,medium,medium,medium
15874,6,2,high,medium,medium
15875,6,1,medium,medium,medium
15876,6,2,medium,medium,medium
15877,6,3,high,medium,medium
15878,6,0,medium,low,medium
15879,6,3,medium,medium,medium
15880,6,3,medium,medium,medium
15881,6,3,medium,medium,medium
15882,6,2,medium,medium,medium
15883,6,2,medium,medium,medium
15884,6,2,medium,medium,medium
15885,6,2,medium,medium,medium
15886,6,2,medium,medium,medium
15887,6,2,medium,medium,medium
15888,6,3,medium,medium,medium
15889,6,0,low,low,low
15890,6,3,medium,medium,medium
15891,6,3,medium,medium,medium
15892,6,2,medium,medium,medium
15893,6,3,medium,medium,medium
15894,6,3,medium,medium,medium
15895,6,2,medium,medium,medium
15896,6,2,medium,medium,medium
15897,6,3,medium,medium,medium
15898,6,2,medium,medium,medium
15899,6,1,medium,medium,medium
15900,6,3,high,medium,medium
15901,6,2,medium,medium,medium
15902,6,2,medium,medium,medium
15903,6,2,medium,medium,medium
15904,6,1,medium,medium,medium
15905,6,2,medium,medium,medium
15906,6,3,high,medium,medium
15907,6,3,high,medium,medium
15908,6,1,medium,medium,medium
15909,6,3,medium,medium,medium
15910,6,3,medium,medium,medium
15911,6,0,low,low,low
15912,6,2,medium,medium,medium
15913,6,1,low,low,low
15914,6,3,medium,medium,medium
15915,6,3,medium,medium,medium
15916,6,3,medium,medium,medium
