essay_id,Vocabulary_score,question1,question2,question3,question4,question5,question6
83495163981C,2.5,medium,medium,medium,medium,medium,medium
83607E1EB0C1,3.0,medium,low,medium,low,medium,medium
8366D47BD277,2.0,medium,low,low,low,medium,low
836776679D47,2.0,medium,low,medium,low,medium,low
838852A4CD54,3.0,low,low,low,low,medium,low
839908CBDB40,3.5,medium,medium,medium,medium,medium,medium
839CC88FA53E,4.0,medium,medium,medium,medium,medium,medium
83D8EED426D9,3.0,medium,medium,medium,medium,medium,medium
83EB2FEA9730,2.0,low,low,low,low,medium,low
83F2A3B31F21,4.0,medium,medium,medium,medium,medium,medium
83FD2977A14D,3.0,medium,medium,medium,medium,medium,medium
83FEB27FD31E,3.5,medium,medium,medium,medium,medium,medium
841C932876BF,3.0,medium,medium,medium,medium,medium,medium
842DB1548726,3.0,medium,medium,medium,medium,medium,medium
8432ECF3E7E3,4.0,medium,medium,medium,medium,medium,medium
843596D36291,2.0,low,low,low,low,low,low
84367AEE6898,2.5,medium,medium,medium,medium,medium,medium
844C1E54CC90,3.5,medium,medium,medium,medium,medium,medium
8456F4CF47BD,3.0,medium,medium,medium,medium,medium,medium
84618D2B60E8,3.5,low,low,low,low,low,low
847819B01A32,2.0,low,low,low,low,low,low
848E99DD9C45,4.0,medium,medium,medium,medium,medium,medium
84B3F99A64AD,4.0,medium,medium,medium,medium,medium,medium
84C4D485BAA3,4.0,medium,high,high,medium,medium,medium
84DBCFD80902,4.0,medium,medium,medium,medium,medium,medium
84EABE6DE5BB,2.5,low,low,low,low,low,low
85032CD4DFB2,3.5,medium,medium,medium,medium,medium,medium
8522F7EE2D2A,4.0,medium,medium,medium,medium,medium,medium
85408CA46C97,3.0,medium,medium,medium,medium,medium,medium
855B1C8330C8,2.5,low,low,low,low,low,low
8562B8EFCDA7,3.0,medium,medium,medium,medium,medium,medium
856CC335F38C,2.0,low,low,low,low,medium,low
857FAF7C385C,3.0,medium,medium,medium,medium,medium,medium
858F00F1B16B,3.0,medium,low,low,low,medium,low
85BA158B2B5F,3.5,medium,medium,medium,medium,medium,medium
85E806A814BA,4.0,medium,medium,medium,medium,medium,medium
85E9F564A28D,3.0,low,low,low,low,medium,low
86023FA4D1B1,3.0,low,low,low,low,low,low
8607C2B7F129,2.5,medium,medium,medium,low,medium,low
8619216110AA,2.5,low,low,low,low,medium,low
861B68E29325,3.0,low,low,low,low,low,low
862DC66C8B54,4.5,medium,medium,medium,medium,medium,medium
865059AFC0B1,3.0,low,low,low,low,medium,low
8650DDFD974B,3.0,medium,medium,medium,medium,medium,low
867EF045947A,3.5,medium,medium,medium,medium,medium,medium
868A7591F650,4.0,medium,medium,medium,medium,medium,medium
868F384197B2,3.5,medium,medium,medium,medium,medium,medium
869367F8A718,4.5,medium,medium,medium,medium,medium,medium
86C3D3947EEB,3.0,medium,medium,medium,medium,medium,medium
86E192D79CC7,3.5,medium,medium,medium,medium,medium,medium
86F0A7E0FF73,3.0,medium,medium,medium,medium,medium,medium
86FB4A4F0642,2.5,medium,low,medium,medium,medium,medium
86FE30AFB1DD,5.0,medium,medium,medium,medium,medium,medium
86FF01B23BFC,2.5,low,low,low,low,low,low
86FF8C846E87,2.5,medium,low,medium,low,medium,low
870F47E77215,4.0,medium,high,medium,medium,medium,medium
871097AE113C,3.0,medium,medium,medium,medium,medium,medium
87160DE4128C,2.5,medium,low,medium,medium,medium,low
87263FC3308B,2.0,low,low,low,low,low,low
8732BAEAF691,3.0,medium,low,medium,medium,medium,medium
873F13938B97,2.0,low,low,medium,low,medium,low
87423CBA05FC,3.0,medium,medium,medium,medium,medium,medium
875DB79DB29E,4.0,medium,medium,medium,medium,medium,medium
876A8C32BB9C,3.0,medium,medium,medium,medium,medium,medium
876A94E72E62,3.0,low,low,low,low,low,low
8779EFBFA404,3.5,medium,medium,medium,medium,medium,medium
878B506F2B0A,3.5,medium,medium,medium,medium,medium,medium
878C3B7DB54A,3.0,medium,medium,medium,medium,medium,medium
87961D31CBA1,3.5,medium,medium,medium,medium,medium,medium
87A4F7727EFE,3.0,medium,low,medium,low,medium,low
87B90ECE35C0,3.5,medium,medium,medium,medium,medium,medium
87D1FF022E09,3.5,medium,medium,medium,medium,medium,medium
87E40AAEDA92,4.0,low,low,low,low,medium,low
87E42E20964C,3.0,medium,medium,medium,medium,medium,medium
87FA671E75FE,4.0,medium,low,low,low,low,low
8802D9137553,3.0,medium,medium,medium,medium,medium,medium
880ED9B8C088,3.0,medium,medium,medium,medium,medium,medium
881D383DDED7,3.0,medium,medium,medium,medium,medium,medium
8840BE5A0764,3.0,medium,low,medium,low,medium,low
884341490B05,4.5,medium,medium,medium,medium,medium,medium
88AF8B7C41B3,4.0,medium,medium,medium,medium,medium,medium
88B748EC71BA,3.0,medium,medium,low,medium,medium,low
88C9B6EB6495,2.5,medium,medium,medium,medium,medium,medium
88D106671BB6,3.0,medium,low,low,low,medium,low
88EF61EA84E7,3.0,medium,low,medium,medium,medium,low
88FA9C1FF56D,3.5,medium,medium,medium,medium,medium,medium
8916C3652084,4.0,medium,medium,medium,medium,medium,medium
891A55ACFD7B,3.0,medium,medium,medium,medium,medium,medium
892C62DA8239,2.5,medium,medium,medium,medium,medium,medium
892DA7949278,3.0,medium,medium,medium,medium,medium,medium
89316C1CB57D,3.5,medium,medium,medium,medium,medium,medium
895C8FA99A90,3.5,high,high,high,medium,medium,high
898301EF8335,4.0,medium,low,medium,medium,medium,medium
898DB8CA7CD8,4.0,medium,medium,medium,medium,medium,medium
899E7AA63391,4.0,medium,medium,medium,medium,medium,medium
89BE14C23AAA,3.5,medium,medium,medium,medium,medium,medium
89D5D795B586,4.5,low,low,low,low,medium,low
89E2F67589C1,4.0,medium,medium,medium,medium,medium,medium
8A0689B9787B,3.0,medium,low,medium,medium,medium,medium
8A1091BCE673,3.0,medium,medium,medium,medium,medium,medium
8A17C63FBFCB,4.0,medium,medium,medium,medium,medium,medium
8A30B1A2C25C,3.5,low,low,medium,low,medium,low
8A390C9551BE,3.0,low,low,low,low,medium,low
8A46EA70EFB9,3.5,low,low,medium,low,medium,medium
8A49ACAF55E0,3.5,low,low,low,low,low,low
8A68943E1657,3.0,low,low,low,low,medium,low
8A8109553B2D,2.5,medium,medium,medium,medium,medium,medium
8A941F717E2F,2.5,low,low,low,low,low,low
8AB06719AED1,3.0,medium,medium,medium,medium,medium,low
8B0256A2195D,3.5,medium,medium,medium,medium,medium,medium
8B1883B7393C,4.0,medium,medium,medium,medium,medium,medium
8B1F8FCC9E56,3.0,low,low,medium,low,medium,medium
8B2CB9C1F189,4.0,medium,medium,medium,medium,medium,medium
8B32FDDB8464,3.0,low,low,medium,low,medium,low
8B42E3FAF13E,2.5,low,low,low,low,low,low
8B477C53521B,2.5,low,low,low,low,low,low
8B6086ADA4DC,2.5,medium,medium,medium,low,medium,medium
8B68340561F8,3.0,medium,medium,medium,medium,medium,medium
8B6A4C75528F,3.5,medium,medium,medium,medium,medium,medium
8B72978E5087,3.0,medium,medium,medium,medium,medium,medium
8B7D58AC8366,3.5,medium,medium,medium,medium,medium,medium
8B845E27E5E0,3.0,medium,medium,medium,medium,medium,medium
8B89E28B22F1,3.0,medium,medium,medium,medium,medium,medium
8B8E152F28F3,5.0,medium,medium,medium,medium,medium,medium
8B9FC3D92A4A,3.0,medium,medium,medium,medium,medium,medium
8BA09C4011C7,3.0,low,low,low,low,medium,low
8BA111FB9B91,3.0,medium,medium,medium,medium,medium,medium
8BA79A866F2C,3.5,medium,medium,medium,medium,medium,medium
8BC7CFA96D8E,3.0,medium,medium,medium,medium,medium,medium
8BCF2626A98C,3.5,low,low,low,low,medium,low
8BF621177FB3,3.5,medium,medium,medium,medium,medium,medium
8C54215E9E81,3.0,medium,medium,medium,medium,medium,medium
8C6DDD3C2D4F,3.0,medium,medium,medium,medium,medium,medium
8C83DC94D668,4.0,low,low,low,low,low,low
8C8B11C308CF,3.0,low,low,low,low,low,low
8C90AE221DEC,3.0,medium,medium,medium,medium,medium,medium
8C982AB59C60,3.0,medium,medium,medium,medium,medium,medium
8CAFDA36E9E8,3.5,medium,high,high,high,high,high
8CB065FDF95D,3.0,medium,high,medium,medium,medium,medium
8CB337D8D65C,3.0,medium,medium,medium,medium,medium,medium
8CE5BAD8AF45,3.0,medium,medium,medium,medium,medium,medium
8CFDD16685D4,3.5,medium,medium,medium,medium,medium,medium
8D00FE53EC71,3.0,low,low,low,low,low,low
8D0511CAA8B4,4.0,medium,medium,medium,medium,medium,medium
8D3B7420BD7A,1.5,low,low,low,low,low,low
8D4183A83E96,3.0,medium,low,low,low,medium,low
8D49AD0975A1,3.0,low,low,low,low,low,low
8D59FC8F6696,4.0,medium,medium,medium,medium,medium,medium
8D6424E93B3A,2.5,medium,medium,medium,medium,medium,medium
8D6DFE5DD236,3.5,medium,medium,medium,medium,medium,medium
8D87BB07D992,3.5,medium,medium,medium,medium,medium,medium
8D9B9718475E,3.5,medium,medium,medium,medium,medium,medium
8DD7BB17BB28,3.0,medium,medium,medium,medium,medium,medium
8DDCA8D2FDD3,3.0,medium,medium,medium,medium,medium,medium
8DE078C527C1,2.0,medium,medium,medium,medium,medium,medium
8E053EA4FE6F,4.0,low,low,medium,low,medium,medium
8E1B32095441,3.0,medium,medium,medium,medium,medium,medium
8E38DC6AE950,3.5,medium,low,medium,low,medium,low
8E40E03B113A,3.5,high,high,high,high,medium,medium
8E6C29D7E3E9,4.5,medium,medium,medium,medium,medium,medium
8EB647435835,3.0,low,low,low,low,low,low
8EC4B56C6F75,2.5,medium,low,medium,low,medium,medium
8EC926036A45,3.5,medium,medium,medium,medium,medium,medium
8EE13BF993A0,3.5,medium,medium,medium,medium,medium,medium
8EF1139A2B72,3.0,low,low,medium,low,medium,low
8F83A71F53F4,2.5,medium,low,medium,medium,medium,medium
8F8C9072F643,2.5,medium,low,medium,low,medium,low
8F99596B66B6,2.0,medium,medium,medium,medium,medium,medium
8FE60434BEFF,3.0,low,low,low,low,low,low
8FFD574898BE,3.5,medium,medium,medium,medium,medium,medium
9009B5C53A85,3.0,low,low,medium,low,low,low
901DD3AC6032,4.0,medium,low,medium,low,medium,medium
902459E92932,5.0,medium,medium,medium,medium,medium,medium
9030EFBD331B,3.5,low,low,low,low,medium,low
904037B7B0CD,4.0,medium,medium,medium,medium,medium,medium
905C98ADBF85,3.5,medium,medium,medium,medium,medium,medium
9064E2825B06,3.0,medium,low,medium,low,medium,medium
906C4B27ECA9,3.5,medium,medium,medium,medium,medium,medium
906C732BF214,3.5,medium,medium,medium,medium,medium,medium
907FCE7FFE24,3.0,low,low,low,low,medium,low
909C7B5CBE2F,3.0,medium,medium,medium,medium,medium,medium
90B0118A8C55,2.0,low,low,low,low,low,low
90B40FDB2EF6,4.5,medium,medium,medium,medium,medium,medium
90CCB4327B0A,2.5,low,low,low,low,medium,low
90E603794946,3.0,medium,medium,medium,medium,medium,medium
91238475895A,3.5,medium,medium,medium,medium,medium,medium
9130571B0792,4.0,medium,medium,medium,medium,medium,medium
91372CA48CAE,2.0,low,low,low,low,medium,low
914A5E042E73,3.5,medium,medium,medium,medium,medium,medium
916C937AF222,4.0,high,high,high,high,medium,medium
9174D620243B,3.5,medium,medium,medium,medium,medium,medium
91A922E324EC,3.5,medium,medium,medium,medium,medium,medium
91D667A03FB6,3.0,medium,medium,medium,medium,medium,medium
91FDC448604B,3.5,high,high,high,high,medium,medium
9213A16C1A0A,3.0,low,low,medium,low,medium,low
922A1C015DCD,3.0,low,low,low,low,medium,low
923BD228CDDA,3.5,low,low,low,low,medium,low
9253C0D51EB0,2.0,low,low,low,low,medium,low
92565F628A4C,3.5,medium,low,medium,low,medium,low
9261603E41C8,3.0,medium,medium,medium,medium,medium,medium
9265866A217A,3.0,medium,medium,medium,medium,medium,low
9268A2901736,3.0,low,low,low,low,low,low
9271B11A158B,3.5,medium,medium,medium,medium,medium,medium
927D06466966,3.0,medium,medium,medium,medium,medium,medium
927D5ACDC3B9,3.0,medium,medium,medium,medium,medium,medium
927FAB84487B,2.5,low,low,low,low,low,low
9287BCFD009E,2.0,medium,medium,medium,medium,medium,medium
92970A5AF246,5.0,high,high,high,high,high,high
92B25E7B3454,4.0,medium,medium,medium,medium,medium,medium
92CF5E341FEC,4.0,medium,medium,medium,medium,medium,medium
92DDD916396F,2.5,medium,medium,medium,medium,medium,medium
930CE04D2DAF,3.0,low,low,low,low,medium,low
9314D1638985,4.5,medium,medium,medium,medium,medium,medium
933951E2A198,3.5,medium,medium,medium,medium,medium,medium
934BB35BE9F2,3.5,medium,medium,medium,medium,medium,medium
9369F3BF7C51,3.0,medium,medium,medium,medium,medium,medium
936D63E8CE0B,3.5,medium,medium,medium,medium,medium,medium
93B5C7FC9351,2.5,medium,medium,low,medium,low,low
93BEF2162D6C,3.0,medium,medium,medium,medium,medium,medium
93D23741DD11,3.5,medium,low,medium,medium,medium,low
93D6E4071601,4.0,low,low,low,low,medium,low
93EA913C89C6,3.5,medium,medium,medium,medium,medium,medium
9402CA39435E,3.5,medium,medium,medium,medium,medium,medium
940EEB1561ED,3.0,medium,medium,medium,medium,medium,medium
942D557570C9,3.0,medium,medium,medium,medium,medium,medium
947DF52352AB,2.5,medium,medium,medium,medium,medium,medium
948B9EFAC74B,2.5,low,low,low,low,low,low
9497054F9CEB,3.0,medium,medium,medium,medium,medium,medium
949974998B03,3.0,medium,medium,medium,medium,medium,medium
949FD30AE763,3.0,medium,medium,medium,medium,medium,medium
94A712588FB4,3.5,medium,medium,medium,medium,medium,medium
94DC89CA8F6B,2.5,medium,low,medium,low,medium,low
94E20289E580,3.0,medium,medium,medium,medium,medium,medium
94F05E31709D,3.5,medium,medium,medium,medium,medium,medium
9506E6BEBEAA,3.0,medium,low,medium,low,medium,low
953175E98C3D,3.0,medium,medium,medium,medium,medium,medium
9545A69BE4CE,3.0,medium,medium,medium,medium,medium,medium
954D9607B1D2,2.5,medium,medium,medium,medium,medium,medium
955B5FFB4D63,3.0,medium,medium,medium,medium,medium,medium
956FB6386B52,3.0,medium,medium,medium,medium,medium,medium
95A0BBA6D7DC,4.0,medium,medium,medium,medium,medium,medium
95E7E12842DB,2.5,medium,medium,medium,low,medium,medium
95ED999794FE,3.5,medium,low,medium,medium,medium,medium
9616D1663C9A,3.5,low,low,low,low,medium,low
9626F8457699,3.5,low,low,low,low,medium,low
965461CCC928,3.5,medium,medium,medium,medium,medium,medium
966F39486EC8,3.5,medium,low,medium,low,medium,low
96BB56F10856,3.0,medium,medium,medium,medium,medium,medium
96CD68CA4875,3.0,medium,medium,medium,medium,medium,medium
96D2EA38F2B4,3.5,medium,medium,medium,medium,medium,medium
96D3BFD293D8,3.0,medium,medium,medium,medium,medium,medium
96E7F9D0866D,3.5,medium,medium,high,medium,medium,medium
96F77EF710CD,3.0,medium,medium,medium,medium,medium,medium
970F93EC61BC,3.0,medium,medium,medium,medium,medium,medium
970FD5B16A03,2.5,low,low,low,low,medium,low
971004AB4EED,3.0,low,low,medium,low,medium,low
972B3C50EBAE,2.5,medium,low,medium,low,medium,medium
972C09AF7E70,2.5,medium,medium,medium,low,medium,medium
972D1B96C02D,2.0,medium,medium,medium,low,medium,low
97552735D8A9,3.5,medium,medium,medium,medium,medium,medium
975CEE424F3B,4.0,medium,medium,medium,medium,medium,medium
976AFB7A07F5,2.5,low,low,low,low,low,low
978B0771857C,2.5,low,low,low,low,low,low
9791B50E0F25,3.5,medium,low,medium,medium,medium,medium
979F330774B9,3.5,medium,medium,medium,medium,medium,medium
97E0749970A6,2.5,medium,medium,medium,medium,medium,medium
97EC9FB7C355,4.5,medium,medium,high,high,medium,medium
9804116DD112,3.0,medium,medium,medium,medium,medium,medium
9812A74D74C4,3.5,medium,medium,medium,medium,medium,medium
9820AAB8EFE1,4.0,high,high,high,high,medium,medium
983C17593419,3.5,medium,low,medium,low,medium,medium
9844C7BF41F6,3.0,low,low,medium,low,medium,low
984C1FDC4031,3.5,medium,medium,medium,medium,medium,medium
9854782DAC30,4.0,medium,low,medium,low,medium,medium
98784D1F98ED,3.5,medium,medium,medium,medium,medium,medium
987A62FA9CDB,3.0,low,low,low,low,medium,low
98A2E5BC3A98,3.0,low,low,medium,low,medium,low
98A980CA6B11,3.0,low,low,low,low,medium,low
98AC0A073F29,3.0,low,low,low,low,medium,low
98B07848E603,3.0,low,low,low,low,low,low
98BD2D5840A1,3.5,medium,medium,medium,medium,medium,medium
98E96A854A91,3.0,low,low,low,low,medium,low
98EF05EF3698,3.0,low,medium,medium,low,medium,low
98F4A26338C4,3.0,low,low,low,low,low,low
99031AEAD3EE,4.0,medium,medium,medium,medium,medium,medium
990FCE4EC6FF,3.0,medium,medium,medium,medium,medium,medium
991748F8ED61,3.0,medium,low,low,low,medium,low
993B1A123D61,3.5,medium,low,low,low,low,low
993D47113000,2.0,medium,low,medium,low,medium,low
9944BB5157B6,3.0,medium,medium,medium,medium,medium,medium
995AD395F09F,2.5,medium,medium,medium,medium,medium,medium
99626B5F22A6,3.0,medium,medium,medium,medium,medium,medium
996764E29E92,3.0,medium,medium,medium,medium,medium,medium
999895B0DC9F,3.0,medium,medium,medium,medium,medium,medium
999F3229AC57,2.5,medium,medium,medium,medium,medium,medium
99CB649E10A5,3.5,medium,medium,medium,medium,medium,medium
99D067A7FA9C,4.0,medium,medium,medium,medium,medium,medium
9A10C597B6BC,4.0,medium,medium,medium,medium,medium,medium
9A117FFDFB30,3.0,medium,medium,high,high,medium,medium
9A1897B5D29F,3.5,medium,medium,medium,medium,medium,medium
9A1B30581F54,3.0,medium,medium,medium,medium,medium,medium
9A1F733B06A2,4.0,medium,medium,medium,medium,medium,medium
9A2C525A20C6,3.0,medium,low,medium,low,medium,low
9A33088946CB,3.5,high,high,high,high,medium,high
9A4200CCD3BC,2.0,medium,low,medium,low,medium,low
9A5FAADC54FB,2.5,low,low,low,low,low,low
9A6D8AC7E408,3.0,medium,medium,medium,medium,medium,medium
9A757FBBB15D,3.5,medium,medium,medium,medium,medium,medium
9A76FBF5B3FC,3.0,low,low,low,low,medium,low
9A7B94968ABD,4.0,medium,medium,medium,medium,medium,medium
9A8545307253,3.0,medium,medium,medium,medium,medium,medium
9AB757B6EF7E,3.0,low,low,low,low,medium,low
9AC72CCC1BB7,3.0,medium,medium,medium,medium,medium,medium
9AE20CDA53FD,3.0,medium,medium,medium,medium,medium,medium
9AE61AE83E69,4.0,medium,medium,medium,medium,medium,medium
9AE938B25BE2,2.0,low,low,low,low,low,low
9B09815887CF,2.5,low,low,low,low,low,low
9B3C82FCAE6A,3.5,medium,medium,medium,medium,medium,medium
9B53D3FE8302,4.5,medium,medium,medium,medium,medium,medium
9B6A95DD8E05,3.0,medium,medium,medium,medium,medium,medium
9B6C97052EF1,3.5,low,low,low,low,low,low
9B6CD977EC75,3.0,medium,medium,medium,medium,medium,medium
9B9FEFC6AF83,4.0,medium,medium,medium,medium,medium,medium
9BA55DFD0D13,3.5,medium,medium,medium,medium,medium,medium
9BD1C9E4C34F,2.5,medium,medium,medium,medium,medium,medium
9BEB865D0B79,3.5,medium,high,high,high,medium,medium
9C1560BB2AF0,3.0,medium,medium,medium,medium,medium,medium
9C245C1269BA,3.5,medium,medium,medium,medium,medium,medium
9C4A6824257B,3.5,low,low,low,low,low,low
9C7E63994A83,2.5,low,low,low,low,medium,low
9C926EF2F15D,3.0,medium,medium,medium,medium,medium,medium
9C94371534B7,2.5,low,low,low,low,low,low
9CDD8FC77D5A,4.0,medium,medium,medium,medium,medium,medium
9CEB3968EE3D,3.0,medium,medium,medium,medium,medium,low
9CEEFC0D8C98,2.0,low,low,low,low,low,low
9D0BFC12EB89,3.5,medium,medium,medium,medium,medium,medium
9D15DAF11FA8,3.0,medium,medium,medium,medium,medium,medium
9D215C9F4233,4.0,medium,high,high,medium,medium,medium
9D334944FAF2,3.5,medium,medium,medium,medium,medium,medium
9D33CC6B9AEF,3.0,medium,low,medium,low,medium,low
9D3EE733AE65,3.5,medium,medium,medium,medium,medium,medium
9D5052A74EAE,2.5,low,low,low,low,medium,low
9D5472DCAF57,2.5,medium,medium,medium,medium,medium,medium
9D7C27E25723,5.0,high,high,high,high,medium,medium
9D7FEACADF52,3.0,low,low,low,low,low,low
9D9292F7D513,3.5,medium,medium,medium,medium,medium,medium
9DCB6309A010,3.0,low,low,low,low,medium,low
9DED0DC496DC,3.5,low,low,medium,low,low,low
9E0496713829,4.0,medium,medium,medium,medium,medium,medium
9E3B7D421238,3.5,medium,low,medium,low,medium,medium
9E4B02A389B4,4.0,medium,medium,medium,medium,medium,medium
9E4E221D8419,4.0,medium,medium,medium,medium,medium,medium
9E560D6E24E5,2.5,medium,low,medium,low,medium,low
9E59DA563201,3.0,medium,medium,medium,medium,medium,medium
9E7045A798AE,3.5,medium,medium,medium,medium,medium,medium
9E878F892939,3.5,medium,low,low,low,low,low
9E987A93FC75,3.5,medium,medium,medium,medium,medium,medium
9EBD479D1915,3.0,low,low,low,low,low,low
9F13985E86E4,3.0,medium,medium,medium,medium,medium,medium
9F34600E756D,3.0,low,low,low,low,low,low
9F3F53EF78E8,3.0,medium,medium,medium,medium,medium,medium
9F44BE9A9EDF,3.5,medium,medium,medium,medium,medium,medium
9F5618D49469,3.5,medium,medium,medium,medium,medium,medium
9F5DEA54203D,3.5,medium,medium,medium,medium,medium,medium
9F5F9E546CE8,3.5,medium,medium,medium,low,medium,low
9F62BF1DA2CA,2.5,medium,medium,medium,medium,medium,medium
9F6FB90D22E4,3.0,low,low,low,low,low,low
9F7693C3152E,3.0,medium,medium,medium,medium,medium,medium
9F79C14D7255,3.0,medium,low,medium,medium,medium,medium
9F979C691167,3.5,low,low,medium,low,medium,low
9FA3EE5BDBCB,3.5,medium,medium,medium,medium,medium,medium
9FB8AA7C6058,3.0,low,low,low,low,medium,low
9FC1C837063A,3.5,low,low,low,low,low,low
9FEB704D817D,3.0,low,low,low,low,low,low
9FEDA127135A,4.0,medium,low,medium,low,medium,low
9FFDCC21CAA0,3.5,medium,medium,medium,medium,medium,medium
9FFEF261F3AD,3.0,medium,medium,medium,medium,medium,medium
A0058B0DE9E6,4.0,medium,medium,medium,low,medium,medium
A00BAAED44F1,3.5,medium,medium,medium,medium,medium,medium
A044B8E5308E,3.5,medium,medium,medium,medium,medium,medium
A072BE57256A,3.5,medium,medium,medium,medium,medium,medium
A0751521224A,3.5,medium,medium,medium,medium,medium,medium
A08333A2F23E,4.0,low,low,low,low,low,low
A086225E6F9C,3.0,low,low,low,low,low,low
A0AC5AEBD8C9,4.0,medium,medium,medium,medium,medium,medium
A0C5D3BB735F,3.5,medium,medium,medium,medium,medium,medium
A0CC57255EF3,3.0,medium,medium,medium,medium,medium,medium
A0D0703304E6,2.5,low,low,low,low,medium,low
A0DC2A57A3D8,3.5,medium,medium,medium,medium,medium,medium
A0DD56A8332B,3.0,medium,medium,medium,medium,medium,medium
A0E3127D3E13,3.5,medium,low,medium,medium,medium,medium
A0E3136C3A22,2.0,low,low,low,low,low,low
A0FB8D2B5924,3.0,low,low,low,low,medium,low
A111AFDA609A,3.5,medium,medium,medium,medium,medium,medium
A11947097A2D,3.0,low,low,low,low,medium,low
A12B9DCA0E27,3.0,medium,medium,medium,medium,medium,medium
A14414093914,4.0,medium,medium,medium,medium,medium,medium
A144D48CC718,3.0,medium,medium,medium,medium,medium,medium
A168F8F9EA45,2.5,low,low,low,low,low,low
A1798F703A25,3.0,medium,medium,medium,medium,medium,medium
A179E4E34D35,4.0,medium,high,medium,medium,medium,medium
A18AABF41A28,3.0,medium,medium,medium,medium,medium,medium
A1969089A3ED,2.5,medium,medium,medium,medium,medium,medium
A1A83A14B53F,3.0,medium,medium,medium,medium,medium,medium
A1CA186114A1,4.0,low,low,low,low,medium,low
A202FBAF0CCD,3.5,low,low,low,low,medium,low
A2158F65C4A7,3.0,medium,low,low,low,medium,low
A220D1992B1F,4.0,medium,medium,medium,medium,medium,medium
A22597E48F3D,3.5,medium,medium,medium,medium,medium,medium
A226B08DA517,3.0,medium,low,medium,low,medium,medium
A24A26929C07,3.5,medium,low,medium,medium,medium,medium
A25342583432,4.0,medium,medium,medium,low,medium,medium
A29A9D973316,4.0,medium,medium,medium,medium,medium,medium
A2A2CFBD6584,3.5,low,low,low,low,low,low
A2B64A578852,4.0,low,low,low,low,medium,low
A2CDB8946896,4.0,medium,medium,medium,medium,medium,medium
A2E1AFFE6311,3.0,medium,medium,medium,medium,medium,medium
A309FD0EF7E0,3.5,medium,medium,medium,medium,medium,medium
A33132C469E0,3.5,low,low,low,low,low,low
A33655B05037,2.5,medium,low,medium,low,medium,medium
A341C7C1DC13,3.0,low,low,low,low,low,low
A3A0C0D9CE51,3.0,medium,medium,medium,low,medium,low
A3A5EA49EF04,3.5,medium,medium,medium,medium,medium,medium
A3ADD7AB0FB8,2.5,low,low,low,low,medium,low
A3D8B0794703,2.5,medium,low,low,low,medium,low
A3EF493EC7B6,2.5,low,low,low,low,low,low
A3F896A51CEA,3.0,medium,medium,medium,medium,medium,medium
A3F93157DBFA,3.0,medium,low,medium,low,medium,low
A43056665FEC,3.5,low,low,low,low,medium,low
A476784AFAFE,3.5,medium,high,high,medium,medium,medium
A4795F763FDB,3.0,medium,low,medium,low,medium,medium
A47A7FC31E3B,3.5,medium,medium,medium,medium,medium,medium
A5326EDD0E3C,3.5,medium,low,medium,medium,medium,low
A5328D4B32DA,4.5,medium,medium,medium,medium,medium,medium
A540C5E958FE,3.5,medium,medium,medium,medium,medium,medium
A550F12DF252,4.0,medium,medium,medium,medium,medium,medium
A559A96650EC,4.0,medium,medium,medium,medium,medium,medium
A566B3142E27,3.0,medium,medium,medium,medium,medium,medium
A5674229A03F,3.0,medium,medium,medium,medium,medium,medium
A56EABECBFF7,3.0,medium,medium,medium,medium,medium,medium
A57FA17E3B26,3.0,medium,medium,medium,medium,medium,medium
A586DA61838A,2.5,low,low,low,low,medium,low
A5876EA617E7,3.0,medium,medium,medium,medium,medium,medium
A5A1A5D8D2B6,4.5,medium,medium,medium,medium,medium,medium
A5DCC6948E4E,4.5,high,high,high,high,high,high
A5EBCAEBE97E,3.0,low,low,low,low,medium,low
A5FAB4DB8F35,3.0,medium,medium,medium,medium,medium,medium
A5FEC9B44BC9,4.0,medium,medium,medium,medium,medium,medium
A602B3AB2A45,3.5,high,high,high,high,medium,medium
A60739AB2B4F,3.5,medium,medium,medium,medium,medium,medium
A621FE2647DB,3.5,medium,medium,medium,medium,medium,medium
A63329FD7076,3.5,medium,medium,medium,medium,medium,medium
A6396FB3A94F,4.0,medium,medium,medium,medium,medium,medium
A6546D2758D0,3.0,low,low,low,low,medium,low
A662487415AE,3.0,medium,medium,medium,medium,medium,medium
A66B93C3C8F1,3.0,high,high,medium,high,medium,medium
A6B547CA4A45,3.0,medium,medium,medium,medium,medium,medium
A6DF228DD8AE,3.5,medium,medium,low,low,medium,low
A6F8BF2D876D,3.5,medium,medium,medium,medium,medium,medium
A76359112A6E,3.0,medium,medium,medium,medium,medium,medium
A7C8AEE8D3BE,3.0,low,low,low,low,low,low
A7D61318AFAA,3.0,medium,medium,medium,medium,medium,medium
A7ED341B576D,3.5,medium,medium,medium,medium,medium,medium
A7F018B9F440,2.0,medium,low,medium,low,medium,low
A7F29F16E2C2,4.5,medium,medium,medium,medium,medium,medium
A80B12A8B100,3.0,low,low,medium,low,medium,medium
A81066A2C947,4.5,medium,medium,medium,medium,medium,medium
A83B2453CE03,3.5,medium,medium,medium,medium,medium,medium
A85DD1E130BE,2.5,low,low,low,low,low,low
A85F9CF7691D,3.0,medium,low,medium,low,medium,medium
A85FD919A6EC,3.5,medium,medium,medium,medium,medium,medium
A867812F31A1,2.5,low,low,medium,low,medium,low
A86D10110587,3.0,medium,medium,medium,medium,medium,medium
