essay_id,prompt_id,narrativity_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
14966,6,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
14967,6,4,medium,high,high,high,medium,high,low,high,high,high
14968,6,2,medium,high,medium,medium,medium,medium,low,medium,high,medium
14969,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
14970,6,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
14971,6,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
14972,6,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
14973,6,1,low,medium,medium,low,low,low,low,low,low,low
14974,6,3,medium,high,high,high,medium,high,low,high,high,medium
14975,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
14976,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
14977,6,2,medium,medium,medium,high,medium,medium,low,medium,high,medium
14978,6,3,medium,high,medium,high,medium,medium,low,medium,medium,medium
14979,6,0,low,medium,medium,medium,low,low,low,low,low,low
14980,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
14981,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
14982,6,2,medium,medium,medium,high,medium,medium,low,medium,high,medium
14983,6,1,medium,high,high,high,medium,medium,low,medium,high,medium
14984,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
14985,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
14986,6,3,medium,high,high,high,medium,medium,low,high,high,high
14987,6,3,medium,high,high,high,medium,high,low,high,high,high
14988,6,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
14989,6,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
14990,6,4,medium,high,high,high,medium,medium,low,high,high,high
14991,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
14992,6,3,medium,high,high,high,medium,medium,low,high,high,high
14993,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
14994,6,2,low,medium,low,low,low,low,low,low,low,low
14995,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
14996,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
14997,6,0,low,low,low,low,low,low,low,low,low,low
14998,6,3,high,high,high,high,high,high,low,high,high,high
14999,6,4,medium,high,medium,high,medium,medium,low,high,high,medium
15000,6,4,high,high,high,high,high,high,low,high,high,high
15001,6,3,high,high,high,high,high,high,low,high,high,high
15002,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15003,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15004,6,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15005,6,2,medium,high,high,high,medium,medium,low,medium,high,medium
15006,6,2,low,medium,high,medium,medium,medium,low,low,medium,low
15007,6,3,medium,high,medium,medium,medium,medium,low,medium,medium,medium
15008,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15009,6,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15010,6,0,medium,high,high,high,medium,low,low,medium,high,medium
15011,6,2,low,medium,medium,medium,low,low,low,low,low,low
15012,6,2,medium,high,medium,medium,medium,medium,low,medium,high,medium
15013,6,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15014,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15015,6,2,medium,high,medium,high,medium,high,low,high,high,high
15016,6,1,medium,high,high,high,medium,medium,low,medium,high,high
15017,6,0,low,low,low,low,low,low,low,low,low,low
15018,6,2,medium,medium,medium,medium,medium,medium,low,low,high,medium
15019,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15020,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15021,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15022,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15023,6,3,medium,high,high,high,medium,high,low,high,high,high
15024,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15025,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15026,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15027,6,2,medium,high,high,high,medium,high,low,high,high,high
15028,6,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15029,6,3,medium,high,medium,high,medium,medium,low,high,high,high
15030,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15031,6,3,medium,high,medium,high,medium,medium,low,high,high,high
15032,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15033,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15034,6,2,medium,high,medium,high,medium,medium,low,medium,high,medium
15035,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
15036,6,3,medium,medium,medium,medium,medium,medium,low,medium,high,medium
15037,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15038,6,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15039,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15040,6,1,low,medium,low,low,low,low,low,low,low,low
15041,6,1,low,medium,medium,medium,low,low,low,low,low,low
15042,6,3,medium,high,high,high,high,high,low,high,high,high
15043,6,3,high,high,high,high,high,high,low,high,high,high
15044,6,2,medium,high,high,high,medium,medium,low,high,high,high
15045,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15046,6,3,medium,medium,medium,medium,medium,medium,low,medium,high,medium
15047,6,3,medium,high,high,high,medium,medium,low,high,high,high
15048,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
15049,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15050,6,1,low,medium,medium,medium,low,medium,low,medium,medium,medium
15051,6,1,low,medium,medium,medium,medium,medium,low,medium,medium,medium
15052,6,2,medium,high,medium,high,medium,medium,low,medium,high,medium
15053,6,4,medium,high,high,high,medium,medium,low,medium,high,high
15054,6,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
15055,6,1,medium,high,high,high,medium,high,low,high,high,high
15056,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15057,6,0,low,medium,medium,medium,low,low,low,low,low,low
15058,6,2,medium,medium,medium,high,medium,medium,low,medium,medium,medium
15059,6,1,low,low,low,low,low,low,low,low,low,low
15060,6,3,medium,high,medium,medium,medium,medium,low,high,high,medium
15061,6,2,low,medium,medium,medium,low,medium,low,medium,medium,medium
15062,6,3,high,high,high,high,high,high,low,high,high,high
15063,6,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15064,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
15065,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15066,6,4,medium,high,medium,high,medium,medium,low,medium,medium,medium
15067,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15068,6,4,medium,high,high,high,medium,high,low,high,high,high
15069,6,3,medium,high,high,high,medium,medium,low,medium,high,medium
15070,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15071,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15072,6,2,medium,high,medium,high,medium,medium,low,medium,medium,medium
15073,6,3,high,high,high,high,high,high,low,high,high,high
15074,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15075,6,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
15076,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15077,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15078,6,1,medium,high,high,high,medium,medium,low,medium,high,medium
15079,6,3,medium,high,high,high,medium,high,low,high,high,high
15080,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15081,6,3,medium,high,medium,medium,medium,medium,low,medium,high,medium
15082,6,1,medium,medium,medium,medium,medium,medium,low,medium,low,medium
15083,6,2,low,medium,medium,medium,low,medium,low,low,low,low
15084,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15085,6,3,low,medium,low,medium,medium,medium,low,low,low,medium
15086,6,0,low,medium,medium,medium,low,low,low,low,low,medium
15087,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15088,6,3,medium,high,high,high,medium,medium,low,high,high,high
15089,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15090,6,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
15091,6,1,medium,medium,medium,high,medium,medium,low,medium,medium,medium
15092,6,2,medium,high,medium,high,medium,high,low,high,high,high
15093,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15094,6,3,medium,high,medium,medium,medium,medium,low,high,high,medium
15095,6,0,low,medium,low,low,low,low,low,low,low,low
15096,6,0,medium,medium,medium,medium,medium,low,low,medium,low,medium
15097,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15098,6,3,medium,medium,medium,medium,medium,low,low,medium,medium,medium
15099,6,2,medium,high,medium,medium,medium,medium,low,medium,high,medium
15100,6,2,medium,medium,medium,medium,medium,medium,low,medium,high,medium
15101,6,3,medium,high,medium,medium,medium,medium,low,high,high,medium
15102,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15103,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15104,6,2,medium,high,high,high,medium,medium,low,high,high,high
15105,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15106,6,1,medium,high,medium,high,medium,medium,low,medium,high,medium
15107,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15108,6,2,medium,high,medium,medium,medium,medium,low,medium,high,medium
15109,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15110,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15111,6,2,medium,high,high,high,medium,medium,low,medium,high,medium
15112,6,1,medium,medium,medium,medium,medium,low,low,medium,medium,medium
15113,6,0,low,low,low,low,low,low,low,low,low,low
15114,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15115,6,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15116,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15117,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15118,6,1,low,medium,medium,medium,low,low,low,medium,medium,medium
15119,6,1,medium,high,medium,medium,medium,medium,low,medium,high,medium
15120,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15121,6,2,medium,high,medium,medium,medium,medium,low,medium,high,medium
15122,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15123,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15124,6,2,low,medium,medium,medium,low,low,low,low,low,medium
15125,6,3,medium,high,medium,high,medium,medium,low,medium,high,medium
15126,6,0,low,medium,low,low,low,low,low,low,low,low
15127,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15128,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
15129,6,1,low,medium,medium,medium,low,low,low,medium,medium,medium
15130,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15131,6,1,low,low,low,low,low,low,low,low,low,low
15132,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15133,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15134,6,1,medium,medium,medium,medium,medium,low,low,medium,medium,medium
15135,6,1,low,medium,medium,medium,low,low,low,medium,medium,medium
15136,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15137,6,1,low,medium,low,medium,low,low,low,low,low,low
15138,6,2,medium,high,high,high,medium,high,low,high,high,medium
15139,6,3,medium,high,high,high,medium,high,low,high,high,high
15140,6,1,medium,medium,medium,medium,medium,low,low,medium,medium,medium
15141,6,0,low,medium,medium,medium,low,low,low,low,low,low
15142,6,1,low,medium,medium,medium,low,medium,low,medium,low,medium
15143,6,1,low,medium,low,medium,low,low,low,medium,medium,medium
15144,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15145,6,3,medium,medium,medium,medium,medium,medium,low,medium,high,medium
15146,6,1,low,medium,medium,medium,low,low,low,low,low,medium
15147,6,2,medium,high,medium,high,medium,medium,low,medium,high,medium
15148,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15149,6,1,low,medium,medium,medium,low,low,low,medium,medium,medium
15150,6,3,medium,medium,high,medium,medium,medium,low,medium,medium,medium
15151,6,3,medium,high,medium,high,medium,medium,low,high,high,medium
15152,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15153,6,1,low,medium,low,low,low,low,low,low,low,low
15154,6,2,medium,high,medium,high,medium,medium,low,medium,high,medium
15155,6,3,medium,high,medium,medium,medium,medium,low,medium,high,medium
15156,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15157,6,2,medium,medium,medium,medium,low,medium,low,medium,medium,medium
15158,6,2,medium,high,medium,medium,medium,medium,low,high,high,medium
15159,6,2,medium,high,medium,high,medium,medium,low,high,high,medium
15160,6,2,medium,high,high,high,medium,high,low,high,high,high
15161,6,3,medium,high,high,high,medium,high,low,high,high,high
15162,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15163,6,2,medium,high,high,high,medium,medium,low,high,high,high
15164,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15165,6,3,medium,high,high,high,medium,medium,low,medium,high,medium
15166,6,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15167,6,2,medium,high,medium,medium,medium,medium,low,medium,medium,medium
15168,6,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15169,6,4,medium,high,medium,high,medium,medium,low,medium,high,high
15170,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15171,6,2,low,medium,medium,medium,low,low,low,medium,low,low
15172,6,3,low,medium,medium,low,low,low,low,low,low,low
15173,6,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15174,6,1,medium,high,medium,medium,medium,medium,low,high,high,medium
15175,6,2,medium,high,medium,high,medium,medium,low,medium,high,medium
15176,6,2,medium,high,medium,high,medium,medium,low,high,high,medium
15177,6,1,low,medium,medium,medium,low,medium,low,low,medium,medium
15178,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15179,6,3,medium,high,high,high,high,high,low,high,high,high
15180,6,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15181,6,3,medium,high,high,high,medium,high,low,high,high,high
15182,6,3,medium,high,medium,medium,medium,medium,low,high,high,medium
15183,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15184,6,1,medium,medium,medium,medium,medium,medium,low,medium,high,medium
15185,6,0,low,medium,medium,medium,low,low,low,medium,low,medium
15186,6,2,medium,high,medium,high,medium,high,low,high,high,high
15187,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15188,6,0,low,medium,medium,medium,low,low,low,medium,low,medium
15189,6,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15190,6,2,medium,high,medium,high,medium,medium,low,high,high,medium
15191,6,2,medium,high,high,high,medium,medium,low,high,high,high
15192,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15193,6,0,low,medium,high,medium,low,medium,low,low,low,low
15194,6,2,medium,high,high,high,medium,high,low,high,high,high
15195,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15196,6,2,medium,high,high,high,medium,high,low,high,high,high
15197,6,1,low,medium,low,medium,low,low,low,low,low,medium
15198,6,1,low,medium,low,medium,low,low,low,low,low,low
15199,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15200,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15201,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15202,6,3,medium,high,high,high,medium,medium,low,medium,medium,medium
15203,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15204,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15205,6,2,medium,high,medium,medium,medium,medium,low,medium,high,medium
15206,6,2,medium,medium,high,medium,medium,medium,low,medium,medium,medium
15207,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15208,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15209,6,2,medium,high,medium,high,medium,medium,low,medium,high,medium
15210,6,2,low,medium,medium,low,low,low,low,medium,low,low
15211,6,2,medium,medium,medium,medium,medium,medium,low,medium,high,medium
15212,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15213,6,2,medium,high,medium,high,medium,high,low,high,high,high
15214,6,1,low,low,low,low,low,low,low,low,low,low
15215,6,4,medium,high,high,high,medium,high,low,high,high,high
15216,6,3,medium,high,medium,medium,medium,medium,low,high,high,medium
15217,6,1,medium,medium,medium,medium,medium,low,low,medium,medium,medium
15218,6,1,medium,medium,medium,high,medium,medium,low,high,medium,medium
15219,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15220,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15221,6,2,medium,high,high,high,medium,medium,low,medium,high,medium
15222,6,3,medium,high,high,high,medium,high,low,high,high,high
15223,6,2,medium,high,high,high,medium,medium,medium,high,high,medium
15224,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15225,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15226,6,3,medium,high,medium,high,medium,medium,low,high,high,medium
15227,6,2,medium,medium,high,medium,medium,medium,low,medium,high,medium
15228,6,3,medium,high,high,high,medium,medium,low,medium,high,high
15229,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15230,6,3,medium,high,medium,medium,medium,medium,low,medium,high,medium
15231,6,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15232,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15233,6,2,medium,high,medium,high,medium,high,low,high,high,high
15234,6,3,medium,high,high,high,medium,medium,low,high,high,high
15235,6,2,medium,high,high,high,medium,high,low,high,high,high
15236,6,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15237,6,1,low,low,low,low,low,low,low,low,low,low
15238,6,0,low,medium,medium,medium,low,low,low,low,low,low
15239,6,4,medium,high,high,high,high,high,low,high,high,high
15240,6,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15241,6,3,medium,high,high,high,medium,medium,low,high,high,high
15242,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15243,6,2,medium,high,high,high,medium,medium,low,high,high,medium
15244,6,2,low,medium,medium,medium,low,low,low,low,low,low
15245,6,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15246,6,3,medium,high,medium,high,medium,medium,low,high,high,high
15247,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15248,6,2,low,medium,medium,medium,medium,medium,low,medium,medium,medium
15249,6,2,medium,high,medium,high,medium,medium,low,high,high,medium
15250,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15251,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15252,6,2,medium,medium,medium,high,medium,medium,low,medium,high,medium
15253,6,2,medium,high,high,high,medium,medium,low,high,high,high
15254,6,0,medium,medium,medium,medium,medium,medium,low,medium,high,medium
15255,6,1,medium,high,high,medium,medium,medium,low,medium,medium,medium
15256,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15257,6,2,medium,high,high,high,medium,medium,low,medium,high,high
15258,6,0,medium,high,high,high,medium,medium,low,high,high,high
15259,6,1,medium,high,high,high,medium,medium,low,high,high,high
15260,6,1,low,medium,medium,medium,medium,medium,low,medium,medium,medium
15261,6,2,medium,high,medium,high,medium,medium,low,high,high,high
15262,6,1,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
15263,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15264,6,2,medium,high,high,high,medium,medium,low,high,high,high
15265,6,1,low,medium,medium,medium,low,medium,low,medium,medium,medium
15266,6,1,medium,medium,medium,medium,low,medium,low,medium,medium,medium
15267,6,3,medium,high,medium,high,medium,medium,low,high,high,medium
15268,6,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15269,6,1,medium,medium,medium,medium,low,medium,low,medium,medium,medium
15270,6,1,low,medium,medium,medium,low,medium,low,medium,low,medium
15271,6,1,medium,medium,high,high,medium,medium,low,medium,high,high
15272,6,2,medium,high,medium,medium,medium,medium,low,medium,medium,medium
15273,6,2,medium,high,medium,high,medium,medium,low,high,high,medium
15274,6,2,medium,high,medium,medium,medium,medium,low,medium,medium,medium
15275,6,3,medium,medium,medium,high,medium,medium,low,high,high,medium
15276,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15277,6,3,medium,high,high,high,medium,high,low,high,high,high
15278,6,1,medium,high,high,high,medium,medium,low,medium,high,medium
15279,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15280,6,1,low,medium,medium,medium,low,low,low,low,low,low
15281,6,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15282,6,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15283,6,1,low,medium,medium,medium,low,low,low,medium,medium,medium
15284,6,1,medium,high,high,high,medium,high,low,high,high,medium
15285,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15286,6,2,medium,high,high,high,medium,medium,low,medium,high,medium
15287,6,2,medium,high,medium,high,medium,medium,low,medium,high,high
15288,6,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15289,6,2,medium,high,medium,high,medium,medium,low,medium,high,medium
15290,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15291,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15292,6,0,low,low,low,low,low,low,low,low,low,low
15293,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15294,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15295,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15296,6,2,medium,high,high,high,medium,medium,low,high,high,high
15297,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15298,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15299,6,1,low,medium,medium,low,low,low,low,low,low,low
15300,6,3,medium,high,medium,high,medium,medium,low,high,high,medium
15301,6,3,medium,high,high,high,high,high,low,high,high,high
15302,6,3,medium,high,medium,high,medium,high,low,high,high,high
15303,6,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15304,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15305,6,2,low,medium,medium,medium,medium,medium,low,low,low,medium
15306,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15307,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15308,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15309,6,2,medium,high,high,high,medium,medium,low,high,high,high
15310,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15311,6,2,medium,medium,medium,medium,medium,medium,low,medium,high,medium
15312,6,2,medium,high,high,high,medium,medium,low,medium,high,high
15313,6,2,high,high,high,high,high,high,low,high,high,high
15314,6,2,medium,medium,medium,medium,medium,medium,low,medium,high,medium
15315,6,3,low,medium,medium,medium,low,medium,low,low,medium,low
15316,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15317,6,1,low,low,low,low,low,low,low,low,low,low
15318,6,4,medium,high,high,high,medium,high,low,high,high,high
15319,6,0,low,medium,medium,low,low,low,low,low,low,low
15320,6,3,medium,medium,medium,medium,medium,medium,low,medium,high,medium
15321,6,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15322,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15323,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15324,6,1,low,medium,medium,medium,low,medium,low,low,low,low
15325,6,2,medium,high,medium,high,medium,medium,low,medium,high,high
15326,6,2,medium,high,medium,medium,medium,high,low,medium,high,medium
15327,6,2,medium,high,medium,medium,medium,medium,low,medium,high,medium
15328,6,1,low,low,low,low,low,low,low,low,low,low
15329,6,2,medium,high,high,high,medium,high,low,high,high,high
15330,6,3,medium,high,high,high,medium,medium,low,high,high,high
15331,6,2,medium,medium,medium,medium,low,medium,low,medium,medium,medium
15332,6,2,medium,high,medium,high,medium,medium,low,high,high,medium
15333,6,2,medium,medium,medium,high,medium,medium,low,medium,medium,medium
15334,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15335,6,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15336,6,2,low,medium,medium,medium,medium,medium,low,medium,medium,medium
15337,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15338,6,2,medium,medium,high,medium,medium,medium,low,low,medium,medium
15339,6,2,medium,high,medium,high,medium,medium,low,medium,high,medium
15340,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15341,6,2,medium,high,medium,high,medium,medium,low,high,high,high
15342,6,2,low,medium,low,low,low,low,low,low,low,low
15343,6,0,low,medium,low,medium,low,low,low,low,low,medium
15344,6,3,medium,high,medium,high,medium,medium,low,high,high,high
15345,6,3,medium,high,medium,high,medium,medium,low,medium,high,medium
15346,6,1,medium,high,high,high,medium,high,low,high,high,high
15347,6,1,medium,high,high,high,medium,high,low,medium,high,medium
15348,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15349,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15350,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15351,6,2,medium,medium,medium,medium,medium,medium,low,high,high,medium
15352,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15353,6,2,medium,high,high,high,medium,medium,low,high,high,high
15354,6,3,medium,high,medium,high,medium,medium,low,high,high,high
15355,6,2,medium,high,medium,medium,medium,medium,low,medium,high,medium
15356,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15357,6,2,medium,high,high,high,medium,high,low,high,high,high
15358,6,3,medium,high,high,high,medium,medium,low,high,high,high
15359,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15360,6,2,medium,high,high,high,medium,medium,low,high,high,high
15361,6,3,medium,high,medium,high,medium,medium,low,medium,high,medium
15362,6,2,medium,high,high,high,medium,medium,low,medium,high,high
15363,6,0,low,medium,medium,low,low,low,low,low,low,low
15364,6,2,low,medium,low,low,low,low,low,low,low,low
15365,6,1,medium,high,medium,medium,medium,medium,low,high,high,medium
15366,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15367,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15368,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15369,6,2,medium,high,medium,high,medium,medium,low,high,high,medium
15370,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15371,6,0,low,low,low,low,low,low,low,low,low,low
15372,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15373,6,4,medium,high,medium,high,medium,high,low,high,high,high
15374,6,1,low,medium,low,medium,low,low,low,medium,low,low
15375,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15376,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15377,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15378,6,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15379,6,2,medium,high,medium,high,medium,medium,low,medium,medium,medium
15380,6,2,medium,high,high,high,medium,medium,low,high,high,high
15381,6,1,low,low,low,low,low,low,low,low,low,low
15382,6,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
15383,6,2,low,medium,medium,medium,medium,medium,low,high,high,medium
15384,6,3,medium,high,high,high,medium,high,low,high,high,high
