essay_id,prompt_id,conventions_score,question1,question2,question3,question4,question5,question6,question7,question8,question9
19258,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19259,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19260,7,3,medium,low,low,medium,medium,medium,medium,low,medium
19261,7,3,low,low,low,low,low,low,low,low,low
19262,7,3,low,low,low,low,low,low,low,low,low
19263,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19264,7,2,low,low,low,low,low,low,low,low,low
19265,7,3,medium,low,low,low,low,medium,low,low,medium
19266,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19267,7,1,low,low,low,low,low,low,low,low,low
19268,7,2,medium,low,low,low,medium,medium,medium,low,medium
19270,7,3,medium,low,low,low,medium,medium,low,low,medium
19271,7,3,high,high,high,medium,medium,medium,high,low,high
19272,7,2,high,high,high,high,medium,medium,high,low,medium
19273,7,3,medium,medium,high,medium,medium,medium,medium,low,medium
19274,7,3,medium,low,low,low,low,medium,medium,low,medium
19275,7,3,low,low,low,low,low,low,low,low,low
19276,7,2,low,low,low,low,low,low,low,low,low
19277,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19278,7,3,medium,medium,low,low,medium,medium,medium,low,medium
19280,7,2,medium,low,low,medium,medium,medium,medium,low,medium
19281,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19282,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19283,7,3,medium,medium,medium,medium,medium,medium,high,low,medium
19285,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19286,7,2,low,low,low,low,low,low,low,low,low
19287,7,2,medium,low,low,low,medium,medium,low,low,medium
19289,7,3,medium,low,medium,low,medium,medium,low,low,medium
19290,7,3,low,low,low,low,low,low,low,low,low
19291,7,2,medium,low,low,low,low,low,low,low,low
19292,7,2,low,low,low,low,low,low,low,low,low
19293,7,3,medium,medium,high,medium,medium,medium,medium,low,medium
19294,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19295,7,2,low,low,low,low,low,low,low,low,low
19296,7,2,medium,medium,medium,low,medium,medium,medium,low,medium
19297,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19298,7,2,low,low,low,low,low,low,low,low,low
19300,7,1,low,low,low,low,low,low,low,low,low
19301,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19302,7,3,medium,low,low,low,low,medium,low,low,medium
19303,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19304,7,2,low,low,low,low,low,medium,low,low,low
19305,7,3,medium,low,medium,medium,medium,medium,medium,low,medium
19306,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19307,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19308,7,3,medium,medium,medium,medium,low,medium,medium,low,medium
19310,7,2,low,low,low,low,low,low,low,low,low
19311,7,3,medium,low,low,medium,medium,medium,low,low,medium
19312,7,3,medium,low,low,low,low,medium,high,low,medium
19313,7,3,low,low,low,low,low,low,low,low,low
19314,7,2,low,low,low,low,low,low,low,low,low
19315,7,3,low,low,low,low,low,low,low,low,low
19316,7,1,medium,low,low,low,low,medium,low,low,medium
19317,7,3,low,low,low,low,low,low,low,low,low
19318,7,2,low,low,low,low,low,low,low,low,medium
19319,7,1,low,low,low,low,low,low,low,low,low
19320,7,2,low,low,low,low,low,low,low,low,low
19321,7,2,low,low,low,low,low,low,low,low,low
19322,7,3,low,low,low,low,low,low,low,low,low
19323,7,2,low,low,low,low,low,low,low,low,low
19324,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19326,7,2,medium,low,low,medium,medium,medium,medium,low,medium
19327,7,2,medium,medium,medium,low,low,medium,medium,low,medium
19328,7,1,low,low,low,low,low,low,low,low,low
19329,7,2,low,low,low,low,low,low,low,low,low
19330,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19331,7,3,low,low,low,low,low,low,low,low,low
19332,7,2,medium,low,low,low,medium,medium,medium,low,medium
19333,7,2,medium,low,low,low,low,medium,low,low,medium
19334,7,2,medium,medium,high,high,medium,medium,medium,low,medium
19335,7,2,low,low,low,low,low,low,low,low,low
19336,7,2,medium,low,medium,medium,medium,medium,medium,low,medium
19337,7,0,low,low,low,low,low,low,low,low,low
19338,7,2,low,low,low,low,low,low,low,low,low
19339,7,2,medium,low,low,low,medium,medium,low,low,medium
19340,7,2,low,low,low,low,low,low,low,low,low
19341,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19342,7,3,low,low,low,low,low,low,low,low,low
19343,7,3,medium,low,low,low,medium,medium,low,low,medium
19344,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19345,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19346,7,3,medium,medium,medium,medium,medium,high,high,low,medium
19348,7,1,low,low,low,low,low,low,low,low,low
19349,7,1,low,low,low,low,low,low,low,low,low
19350,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19351,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19352,7,3,medium,low,low,low,medium,medium,medium,low,medium
19353,7,1,low,low,low,low,low,low,low,low,low
19354,7,2,low,low,low,low,low,low,low,low,low
19355,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19356,7,2,low,low,low,low,low,low,low,low,low
19357,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19358,7,1,medium,medium,medium,medium,medium,medium,medium,low,medium
19359,7,3,low,low,low,low,low,medium,low,low,low
19360,7,2,medium,medium,medium,medium,medium,medium,medium,medium,medium
19361,7,3,low,low,low,low,low,low,low,low,low
19362,7,2,medium,low,low,low,low,low,low,low,medium
19363,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19364,7,3,medium,low,low,low,low,medium,low,low,medium
19366,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19368,7,2,medium,low,low,low,low,medium,low,low,medium
19369,7,2,low,low,low,low,low,low,low,low,low
19371,7,2,medium,low,low,medium,low,low,low,low,medium
19372,7,2,low,low,low,low,low,low,low,low,low
19373,7,1,low,low,low,low,low,low,low,low,medium
19374,7,2,medium,low,medium,medium,medium,medium,medium,low,medium
19375,7,3,medium,medium,high,medium,medium,medium,medium,low,medium
19376,7,2,low,low,low,low,low,low,low,low,medium
19377,7,2,medium,low,low,low,low,low,medium,low,medium
19378,7,3,low,low,low,low,low,low,low,low,low
19379,7,3,low,low,low,low,low,medium,low,low,low
19380,7,2,medium,low,medium,low,medium,medium,medium,low,medium
19381,7,3,low,low,low,low,low,low,low,low,low
19382,7,3,high,medium,high,high,medium,medium,medium,low,medium
19383,7,2,medium,low,medium,low,low,medium,low,low,medium
19384,7,2,low,low,low,low,low,low,low,low,medium
19385,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19386,7,3,medium,low,low,low,low,medium,medium,low,medium
19387,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19388,7,3,medium,low,medium,medium,medium,medium,medium,low,medium
19389,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19390,7,2,medium,low,low,low,low,low,low,low,medium
19391,7,3,medium,medium,medium,medium,low,medium,high,low,medium
19392,7,2,low,low,low,low,low,low,low,low,low
19393,7,1,low,low,low,low,low,low,low,low,low
19394,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19395,7,3,medium,medium,high,high,medium,high,high,low,medium
19396,7,3,medium,medium,high,medium,medium,medium,medium,low,medium
19397,7,2,low,low,low,low,low,low,low,low,low
19398,7,1,low,low,low,low,low,low,low,low,low
19400,7,2,low,low,low,low,low,low,low,low,low
19401,7,2,medium,low,medium,medium,medium,medium,medium,low,medium
19402,7,2,medium,low,medium,low,medium,medium,medium,low,medium
19403,7,2,low,low,medium,low,low,low,low,low,low
19404,7,1,low,low,low,low,low,low,low,low,low
19405,7,2,low,low,low,low,low,low,low,low,low
19406,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19408,7,2,medium,low,low,low,low,low,low,low,medium
19409,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19410,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19411,7,1,low,low,low,low,low,low,low,low,low
19412,7,3,medium,high,high,medium,medium,medium,high,low,medium
19413,7,3,medium,low,low,low,low,medium,low,low,low
19414,7,3,low,low,low,low,low,low,low,low,medium
19415,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19416,7,2,medium,medium,high,medium,medium,medium,medium,low,medium
19417,7,2,low,low,low,low,low,low,low,low,low
19419,7,3,low,low,low,low,low,low,low,low,low
19420,7,2,low,low,low,low,low,low,low,low,low
19421,7,3,low,low,low,low,low,low,low,low,low
19422,7,3,low,low,low,low,low,low,low,low,low
19423,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19424,7,1,low,low,low,low,low,low,low,low,low
19425,7,1,low,low,low,low,low,low,low,low,low
19427,7,3,low,low,low,low,low,low,low,low,low
19428,7,2,medium,low,low,medium,medium,medium,medium,low,medium
19429,7,3,low,low,low,low,low,low,low,low,low
19430,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19431,7,3,medium,low,low,low,low,medium,medium,low,medium
19432,7,3,medium,low,low,low,medium,medium,low,low,medium
19433,7,3,low,low,low,low,low,low,low,low,low
19434,7,1,low,low,low,low,low,low,low,low,low
19435,7,3,low,low,low,low,low,low,low,low,low
19436,7,1,low,low,low,low,low,low,low,low,medium
19437,7,2,low,low,low,low,low,low,low,low,medium
19438,7,2,medium,low,low,low,low,medium,low,low,medium
19439,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19440,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19441,7,3,low,low,low,low,low,low,low,low,low
19442,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19443,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19444,7,2,low,low,low,low,low,low,low,low,low
19445,7,3,low,low,low,low,low,low,low,low,low
19446,7,3,low,low,low,low,low,low,low,low,low
19447,7,3,low,low,low,low,low,medium,low,low,low
19448,7,2,low,low,low,low,low,low,low,low,low
19449,7,3,medium,medium,high,medium,medium,medium,high,low,medium
19450,7,1,medium,medium,medium,medium,low,medium,medium,low,medium
19451,7,3,low,low,low,low,low,low,low,low,low
19454,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19455,7,2,low,low,low,low,low,low,low,low,medium
19456,7,1,low,low,low,low,low,low,low,low,low
19457,7,2,low,low,low,low,low,low,low,low,low
19458,7,2,low,low,low,low,low,low,low,low,low
19459,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19460,7,2,medium,low,medium,low,low,medium,medium,low,medium
19462,7,2,medium,low,medium,medium,medium,medium,low,low,medium
19463,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19464,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19465,7,1,low,low,low,low,low,low,low,low,medium
19466,7,2,low,low,low,low,low,low,low,low,low
19467,7,2,low,low,low,low,low,low,low,low,medium
19468,7,3,low,low,low,low,low,low,low,low,low
19469,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19470,7,3,medium,medium,low,medium,medium,medium,medium,low,medium
19471,7,3,low,low,low,low,low,low,low,low,low
19472,7,3,low,low,low,low,low,low,low,low,low
19473,7,3,low,low,low,low,low,low,low,low,low
19474,7,3,low,low,low,low,low,low,low,low,low
19475,7,2,low,low,low,low,low,low,low,low,low
19476,7,2,low,low,low,low,low,low,low,low,low
19477,7,2,medium,medium,medium,medium,low,low,low,low,medium
19478,7,3,medium,low,low,low,low,medium,low,low,medium
19479,7,2,low,low,low,low,low,low,low,low,low
19480,7,1,medium,low,low,low,low,medium,low,low,medium
19481,7,3,low,low,low,low,low,low,low,low,low
19482,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19484,7,2,medium,low,low,low,low,medium,low,low,medium
19485,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19488,7,3,low,low,low,low,low,low,low,low,medium
19489,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19490,7,2,low,low,low,low,low,low,low,low,low
19491,7,2,low,low,low,low,low,low,low,low,low
19492,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19493,7,2,medium,low,medium,medium,medium,medium,medium,low,medium
19494,7,2,low,low,low,low,low,low,low,low,low
19495,7,2,low,low,low,low,low,low,low,low,low
19496,7,2,low,low,low,low,low,low,low,low,low
19497,7,1,medium,low,low,low,low,low,medium,low,medium
19498,7,2,low,low,low,low,low,low,low,low,low
19499,7,3,medium,medium,medium,low,medium,medium,low,low,medium
19500,7,2,low,low,low,low,low,low,low,low,low
19501,7,3,medium,medium,medium,low,medium,medium,medium,low,medium
19502,7,3,low,low,low,low,low,low,low,low,medium
19503,7,2,low,low,low,low,low,low,low,low,low
19504,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19505,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19506,7,3,low,low,low,low,low,low,low,low,low
19507,7,3,medium,medium,high,medium,medium,medium,high,low,medium
19508,7,2,medium,low,low,low,low,medium,low,low,medium
19509,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19510,7,2,medium,low,medium,low,low,low,low,low,medium
19511,7,2,medium,low,medium,low,low,medium,medium,low,medium
19512,7,3,medium,medium,medium,low,medium,medium,medium,low,medium
19513,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19514,7,3,medium,low,low,low,low,medium,low,low,low
19515,7,3,medium,medium,high,medium,medium,medium,medium,low,medium
19516,7,3,medium,low,low,low,medium,medium,medium,low,medium
19517,7,2,low,low,low,low,low,low,low,low,medium
19518,7,3,low,low,low,low,low,low,low,low,low
19519,7,3,low,low,low,low,low,low,low,low,low
19520,7,3,low,low,low,low,low,low,low,low,low
19521,7,2,medium,medium,low,medium,medium,medium,medium,low,medium
19522,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19523,7,3,medium,medium,high,medium,medium,medium,medium,low,medium
19524,7,3,low,low,low,low,low,low,low,low,low
19525,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19526,7,2,medium,medium,high,medium,medium,medium,medium,low,medium
19527,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19528,7,1,low,low,low,low,low,low,low,low,low
19529,7,3,low,low,low,low,low,low,low,low,low
19530,7,3,medium,low,low,low,low,medium,low,low,medium
19533,7,2,low,low,low,low,low,low,low,low,low
19534,7,2,medium,low,medium,medium,medium,medium,medium,low,medium
19535,7,2,medium,low,medium,low,medium,medium,medium,low,medium
19536,7,2,medium,low,low,low,medium,medium,low,low,medium
19537,7,2,medium,medium,medium,medium,medium,medium,high,low,medium
19538,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19539,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19540,7,3,low,low,low,low,low,low,low,low,low
19541,7,1,low,low,low,low,low,low,low,low,low
19542,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19543,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
19544,7,2,low,low,low,low,low,low,low,low,medium
19545,7,2,low,low,low,low,low,low,low,low,low
19546,7,2,medium,low,low,low,low,medium,low,low,medium
19547,7,2,low,low,low,low,low,low,low,low,low
19548,7,3,low,low,low,low,low,low,low,low,low
19549,7,1,low,low,low,low,low,low,low,low,low
19550,7,1,low,low,low,low,low,low,low,low,low
19553,7,3,medium,medium,medium,medium,medium,medium,medium,low,medium
19554,7,2,low,low,low,low,low,low,low,low,low
19555,7,3,medium,low,low,low,low,low,low,low,low
19556,7,2,low,low,low,low,low,low,low,low,low
19557,7,3,medium,medium,low,low,low,medium,low,low,medium
19558,7,1,medium,low,low,low,low,medium,low,low,medium
19559,7,3,medium,low,low,low,medium,medium,medium,low,medium
19561,7,3,medium,medium,high,medium,medium,medium,high,low,medium
19562,7,3,low,low,low,low,low,low,low,low,low
19563,7,2,medium,medium,medium,medium,medium,medium,medium,low,medium
20716,8,3,low,low,low,low,low,medium,low,low,low
20717,8,5,high,high,high,high,medium,high,high,high,high
20718,8,4,medium,medium,high,low,low,medium,low,low,low
20719,8,3,low,low,low,low,low,medium,low,low,low
20721,8,3,low,low,low,low,low,low,low,low,low
20722,8,4,low,low,low,low,low,low,low,low,low
20723,8,4,low,medium,low,low,medium,medium,low,low,medium
20724,8,4,low,low,low,low,low,medium,low,low,low
20725,8,4,high,high,high,high,medium,high,low,low,medium
20726,8,4,low,low,low,low,low,low,low,low,low
20727,8,3,low,low,low,low,low,medium,low,low,low
20728,8,4,low,low,low,low,low,low,low,low,low
20732,8,3,low,low,low,low,low,low,low,low,low
20733,8,4,medium,low,medium,low,medium,medium,medium,low,medium
20734,8,5,low,low,low,low,low,high,low,low,low
20735,8,2,low,low,low,low,low,low,low,low,low
20736,8,5,medium,medium,low,low,medium,medium,medium,medium,medium
20737,8,4,low,low,low,low,low,low,low,low,low
20739,8,3,low,low,low,low,low,low,low,low,low
20741,8,4,medium,low,low,low,low,medium,low,low,medium
20742,8,4,medium,medium,medium,medium,medium,medium,medium,low,medium
20743,8,4,low,low,low,low,low,low,low,low,low
20745,8,3,low,low,low,low,medium,medium,low,low,low
20746,8,3,low,low,low,low,low,medium,low,low,low
20747,8,4,medium,medium,high,medium,medium,medium,medium,low,medium
20748,8,4,medium,low,low,low,medium,medium,low,low,low
20751,8,5,high,high,medium,medium,medium,high,medium,low,medium
20754,8,3,medium,low,low,low,low,medium,low,low,medium
20755,8,3,medium,medium,low,low,medium,high,medium,low,medium
20756,8,3,low,low,low,low,low,low,low,low,low
20757,8,3,medium,low,low,low,low,medium,low,low,low
20758,8,4,low,low,low,low,low,medium,low,low,low
20759,8,5,high,high,high,high,high,high,high,high,high
20760,8,3,medium,low,low,low,low,medium,low,low,medium
20761,8,4,low,medium,low,low,low,medium,low,low,low
20762,8,3,low,low,low,low,low,medium,low,low,low
20763,8,4,low,low,low,low,low,low,low,low,low
20764,8,3,low,low,low,low,low,medium,low,low,low
20765,8,4,low,low,low,low,low,low,low,low,low
20766,8,5,medium,high,medium,medium,medium,high,medium,high,medium
20767,8,5,low,low,low,low,low,low,low,low,low
20768,8,5,low,low,low,low,medium,high,high,low,low
20769,8,5,low,low,low,low,low,high,low,low,low
20770,8,4,medium,high,medium,medium,medium,high,medium,low,medium
20771,8,4,low,low,low,low,low,medium,low,low,low
20772,8,4,low,low,low,low,low,low,low,low,low
20773,8,3,medium,low,low,low,medium,medium,low,low,low
20774,8,4,medium,medium,medium,low,medium,medium,medium,low,medium
20775,8,3,low,low,low,low,low,low,low,low,low
20776,8,4,low,low,low,low,low,medium,low,low,low
20777,8,4,low,low,low,low,low,low,low,low,low
20778,8,4,low,low,low,low,low,low,low,low,low
20779,8,4,medium,medium,low,low,medium,medium,low,low,medium
20781,8,4,low,low,low,low,low,low,low,low,low
20783,8,3,low,medium,low,low,low,medium,low,low,medium
20784,8,4,low,medium,low,low,low,low,low,low,medium
20785,8,4,medium,medium,medium,low,medium,medium,low,low,medium
20787,8,4,low,low,low,low,low,low,low,low,low
20790,8,4,medium,medium,medium,medium,medium,high,medium,medium,medium
20791,8,4,medium,medium,medium,low,medium,medium,medium,low,medium
20792,8,3,medium,low,low,low,low,medium,low,low,low
20793,8,4,high,high,high,high,medium,high,low,low,medium
20794,8,4,medium,medium,high,low,medium,medium,medium,low,medium
20795,8,3,medium,medium,medium,medium,medium,medium,medium,low,medium
20796,8,3,low,low,low,low,low,low,low,low,low
20797,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20800,8,3,medium,low,low,low,low,medium,low,low,low
20802,8,3,low,low,low,low,low,low,low,low,low
20803,8,4,low,low,low,low,low,medium,low,low,low
20804,8,4,medium,medium,low,low,medium,medium,low,low,low
20805,8,4,medium,medium,low,low,medium,medium,medium,low,medium
20806,8,3,medium,medium,medium,medium,medium,medium,medium,low,medium
20807,8,4,low,low,low,low,low,medium,low,low,medium
20808,8,3,low,low,low,low,low,low,low,low,low
20809,8,4,low,low,low,low,low,low,low,low,low
20812,8,4,low,low,low,low,low,medium,low,low,low
20813,8,3,low,low,low,low,low,low,low,low,low
20814,8,3,low,low,low,low,low,low,low,low,low
20815,8,3,low,low,low,low,low,low,low,low,low
20817,8,3,low,low,low,low,low,low,low,low,low
20818,8,3,low,low,low,low,low,low,low,low,low
20819,8,3,medium,medium,medium,low,low,medium,low,low,medium
20821,8,6,high,high,low,low,high,high,low,high,medium
20822,8,5,high,high,high,high,medium,high,medium,low,high
20823,8,4,low,low,low,low,low,high,low,low,low
20824,8,5,low,low,low,low,low,low,low,low,low
20825,8,3,low,low,low,low,low,low,low,low,low
20826,8,6,low,high,low,low,low,medium,low,low,medium
20827,8,5,medium,high,low,low,medium,high,high,high,medium
20828,8,3,low,low,low,low,low,low,low,low,low
20829,8,5,high,high,high,high,high,high,high,high,high
20830,8,3,low,low,low,low,medium,medium,low,low,low
20831,8,3,medium,medium,medium,medium,medium,medium,low,low,medium
20832,8,4,low,low,low,low,low,low,low,low,low
20833,8,4,medium,medium,low,low,medium,medium,low,low,medium
20835,8,4,high,high,high,medium,high,high,medium,medium,medium
20836,8,4,medium,medium,low,low,medium,medium,medium,low,medium
20838,8,3,medium,medium,medium,medium,medium,medium,medium,low,medium
20839,8,3,medium,low,low,low,low,medium,low,low,medium
20840,8,3,medium,medium,low,low,low,medium,low,low,medium
20841,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
20842,8,4,medium,high,low,low,medium,high,high,low,medium
20844,8,3,low,low,low,low,low,low,low,low,low
20846,8,4,low,low,low,low,low,medium,low,low,low
20847,8,4,medium,medium,medium,medium,medium,medium,medium,low,medium
20848,8,3,low,low,low,low,low,medium,low,low,low
20849,8,4,high,high,high,medium,medium,high,medium,high,high
20850,8,3,medium,low,low,low,medium,medium,medium,low,medium
20851,8,3,medium,low,low,low,medium,medium,low,low,low
20852,8,4,medium,medium,low,low,medium,medium,medium,low,medium
20853,8,3,medium,medium,medium,low,medium,medium,low,low,medium
20856,8,4,high,high,high,high,high,high,high,medium,medium
20857,8,4,low,low,low,low,low,medium,low,low,low
20859,8,4,low,low,low,low,low,low,low,low,low
20860,8,4,medium,medium,high,medium,medium,high,medium,medium,medium
20861,8,4,high,high,high,medium,high,high,high,high,medium
20862,8,5,low,low,low,low,low,low,low,low,low
20863,8,4,low,low,low,low,low,low,low,low,low
20865,8,4,medium,medium,high,low,medium,medium,low,low,medium
20866,8,4,medium,medium,low,low,medium,medium,low,low,low
20869,8,4,low,low,low,low,low,low,low,low,low
20870,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
20871,8,3,low,low,low,low,low,low,low,low,low
20872,8,4,low,low,low,low,low,low,low,low,low
20874,8,3,low,low,low,low,low,low,low,low,low
20876,8,4,low,low,low,low,low,low,low,low,low
20877,8,4,medium,medium,medium,low,medium,medium,medium,low,medium
20878,8,3,medium,medium,low,low,medium,medium,low,low,medium
20879,8,4,medium,medium,low,low,medium,high,low,low,medium
20881,8,3,low,low,low,low,low,low,low,low,low
20882,8,3,medium,low,low,low,low,high,low,high,low
20883,8,4,medium,medium,medium,medium,medium,medium,medium,low,medium
20884,8,5,high,high,high,high,high,high,high,high,high
20885,8,4,medium,medium,high,medium,medium,medium,medium,low,medium
20887,8,3,medium,medium,medium,medium,medium,medium,medium,low,medium
20888,8,5,medium,low,low,low,medium,high,high,low,medium
20889,8,4,medium,medium,low,low,medium,medium,low,medium,medium
20892,8,4,low,low,low,low,low,low,low,low,low
20893,8,4,low,low,low,low,low,low,low,low,low
20894,8,3,low,low,low,low,low,low,low,low,low
20895,8,4,medium,medium,low,low,medium,medium,low,low,medium
20896,8,3,low,low,low,low,low,medium,low,low,low
20897,8,4,low,low,low,low,low,low,low,low,low
20898,8,4,medium,low,low,low,low,medium,low,low,low
20899,8,4,low,low,low,low,low,medium,low,low,low
20900,8,4,medium,medium,low,low,low,medium,low,low,medium
20901,8,4,medium,low,low,low,medium,high,low,low,medium
20902,8,4,medium,medium,medium,low,medium,medium,medium,low,medium
20904,8,3,low,low,low,low,low,low,low,low,low
20905,8,4,low,low,low,low,low,low,low,low,low
20906,8,5,low,low,low,low,low,low,low,low,low
20907,8,4,low,low,low,low,low,medium,low,low,low
20908,8,4,medium,medium,medium,medium,medium,medium,medium,low,medium
20909,8,3,low,low,low,low,low,medium,low,low,low
20910,8,3,medium,medium,low,low,medium,medium,medium,low,medium
20911,8,4,low,low,low,low,low,low,low,low,low
20913,8,3,high,high,high,medium,medium,medium,medium,medium,medium
20914,8,4,medium,medium,low,low,medium,medium,medium,low,medium
20915,8,4,low,low,low,low,low,low,low,low,low
20916,8,4,low,low,low,low,low,medium,low,low,low
20917,8,4,low,low,low,low,low,medium,low,low,low
20918,8,3,low,low,low,low,low,low,low,low,low
20919,8,4,low,low,low,low,low,low,low,low,low
20920,8,3,low,low,low,low,low,low,low,low,low
20921,8,5,high,high,high,high,high,high,high,high,high
20922,8,4,medium,medium,medium,medium,medium,medium,medium,low,medium
20923,8,4,low,low,low,low,low,low,low,low,low
20924,8,3,medium,high,high,medium,medium,medium,high,low,medium
20925,8,3,medium,medium,medium,medium,medium,medium,medium,low,medium
20926,8,5,high,high,high,high,high,high,high,high,high
20927,8,4,high,high,high,high,high,high,high,high,medium
20928,8,4,medium,medium,medium,medium,medium,medium,medium,low,medium
20929,8,3,low,low,low,low,medium,medium,low,low,medium
20930,8,4,low,low,low,low,low,low,low,low,low
20931,8,4,low,low,low,low,medium,high,low,low,low
20932,8,4,high,high,high,high,high,high,high,high,high
20933,8,4,low,low,low,low,low,medium,low,low,low
20935,8,4,medium,medium,medium,low,medium,medium,low,low,medium
20936,8,4,low,low,low,low,medium,medium,low,low,medium
20938,8,4,low,low,low,low,low,low,low,low,low
20939,8,3,medium,medium,medium,low,medium,medium,low,low,medium
20940,8,4,medium,low,medium,low,medium,medium,low,low,medium
20942,8,4,medium,medium,low,low,medium,medium,high,low,medium
20943,8,4,low,low,low,low,low,low,low,low,low
20944,8,3,low,low,low,low,low,low,low,low,low
20945,8,3,low,low,low,low,low,low,low,low,low
20946,8,5,medium,medium,medium,medium,medium,medium,low,low,medium
20947,8,4,low,low,low,low,low,low,low,low,low
20948,8,4,low,low,low,low,low,low,low,low,low
20949,8,4,low,low,low,low,low,low,low,low,low
20953,8,3,low,low,low,low,low,medium,low,low,low
20954,8,2,low,low,low,low,low,low,low,low,low
20955,8,4,high,high,high,high,medium,high,low,high,medium
20956,8,4,low,low,low,low,low,low,low,low,low
20957,8,5,high,high,high,high,high,high,high,high,high
20958,8,3,low,low,low,low,low,low,low,low,low
20959,8,5,high,high,high,high,high,high,high,high,high
20962,8,4,low,low,low,low,low,low,low,low,low
20963,8,4,medium,high,high,low,medium,high,high,high,medium
20964,8,4,medium,medium,medium,low,medium,high,low,high,medium
20965,8,3,medium,medium,medium,low,low,low,medium,low,medium
20966,8,4,low,low,low,low,low,medium,low,low,low
20967,8,2,low,low,low,low,low,low,low,low,low
20968,8,3,medium,medium,medium,medium,medium,medium,medium,low,medium
20971,8,5,high,high,high,high,high,high,high,high,high
20972,8,3,medium,low,low,low,medium,medium,low,low,medium
20973,8,4,high,high,high,high,high,high,high,medium,high
20974,8,4,medium,medium,low,low,medium,high,high,low,medium
20975,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
20976,8,4,low,low,low,low,medium,high,high,low,low
20977,8,4,low,low,low,low,low,low,low,low,low
20979,8,3,low,low,low,low,low,medium,low,low,low
20981,8,5,low,low,low,low,low,low,low,low,low
20982,8,4,medium,medium,medium,low,medium,medium,low,low,medium
20983,8,4,high,high,high,high,medium,high,high,high,high
20984,8,3,low,low,low,low,low,low,low,low,low
20985,8,3,low,low,low,low,low,medium,low,low,low
