essay_id,prompt_id,sentence_fluency_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,question11,question12,question13
20759,8,5,high,high,high,high,high,high,high,high,high,low,high,high,high
20760,8,3,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
20761,8,4,medium,medium,low,low,medium,low,low,low,low,low,low,low,low
20762,8,4,medium,medium,medium,low,medium,low,medium,low,low,low,low,low,low
20763,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20764,8,3,medium,medium,medium,low,medium,low,low,medium,low,low,low,low,low
20765,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20766,8,5,medium,high,medium,medium,high,medium,high,medium,high,medium,medium,low,medium
20767,8,5,low,medium,low,low,low,low,low,low,low,low,low,high,low
20768,8,5,low,high,high,low,high,low,high,high,high,low,high,low,low
20769,8,5,low,high,low,low,low,low,low,low,low,low,low,low,low
20770,8,5,high,high,high,medium,high,high,high,high,low,low,high,low,low
20771,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
20772,8,3,low,low,low,low,low,low,low,low,low,low,low,low,low
20773,8,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
20774,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low
20775,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
20776,8,3,low,medium,medium,low,medium,low,low,low,low,low,low,low,low
20777,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20778,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20779,8,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
20781,8,3,low,medium,low,low,low,low,low,low,low,low,low,low,low
20783,8,4,medium,medium,medium,low,medium,low,medium,medium,medium,low,medium,low,low
20784,8,4,medium,medium,medium,low,low,low,medium,low,low,low,low,low,low
20785,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
20787,8,4,low,low,low,low,low,low,low,low,low,low,low,high,low
20790,8,4,medium,high,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
20791,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
20792,8,4,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,low,low
20793,8,5,high,high,medium,medium,high,medium,medium,high,high,low,high,low,high
20794,8,4,high,high,high,low,medium,medium,medium,medium,low,low,high,low,low
20795,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
20796,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20797,8,4,high,medium,high,medium,medium,high,medium,medium,medium,medium,medium,low,medium
20800,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
20802,8,3,low,low,low,low,low,low,low,low,low,low,low,low,low
20803,8,4,medium,medium,medium,low,low,low,medium,low,low,low,low,low,low
20804,8,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
20805,8,4,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,medium
20806,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20807,8,4,low,medium,medium,low,low,low,low,medium,low,low,low,low,low
20808,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20809,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20812,8,4,medium,high,low,low,low,low,low,low,low,low,low,low,low
20813,8,4,medium,medium,low,low,low,low,low,low,low,low,low,low,low
20814,8,3,low,low,low,low,low,low,low,low,low,low,low,low,low
20815,8,3,low,low,low,low,low,low,low,low,low,low,low,low,low
20817,8,3,low,low,low,low,low,low,low,low,low,low,low,high,low
20818,8,3,low,low,low,low,low,low,low,low,low,low,low,low,low
20819,8,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
20821,8,6,high,high,medium,high,high,medium,medium,high,high,low,medium,low,high
20822,8,5,high,high,high,medium,high,high,high,high,high,low,high,low,low
20823,8,4,high,high,low,low,medium,low,high,low,low,low,low,low,low
20824,8,5,low,low,low,low,low,low,low,low,low,low,low,low,low
20825,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20826,8,6,low,high,low,low,medium,low,high,medium,low,low,low,high,low
20827,8,5,high,high,high,medium,high,medium,high,medium,high,low,medium,high,low
20828,8,3,medium,medium,low,low,medium,low,low,medium,low,low,low,high,high
20829,8,5,high,high,high,high,medium,high,high,high,high,low,high,high,high
20830,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,medium,low,low
20831,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
20832,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20833,8,4,medium,medium,medium,low,medium,medium,medium,medium,medium,low,low,low,low
20835,8,4,high,high,high,medium,high,high,high,high,medium,low,high,low,high
20836,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
20838,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
20839,8,2,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,medium,medium
20840,8,4,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,low,low
20841,8,3,high,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
20842,8,4,high,high,high,medium,high,high,high,medium,low,low,high,low,low
20844,8,3,low,low,low,low,low,low,low,low,low,low,low,low,low
20846,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
20847,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
20848,8,3,medium,medium,medium,low,medium,low,medium,medium,medium,low,low,low,low
20849,8,5,high,high,high,medium,high,high,high,high,medium,low,high,low,low
20850,8,4,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,low,low
20851,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
20852,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low
20853,8,3,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,low,low
20856,8,4,high,high,high,medium,high,high,high,high,medium,low,high,low,medium
20857,8,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
20859,8,5,low,low,low,low,low,low,low,low,low,low,low,low,low
20860,8,4,high,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
20861,8,4,high,high,medium,medium,medium,medium,medium,high,medium,low,medium,low,low
20862,8,5,low,low,low,low,low,low,low,low,low,low,low,low,low
20863,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20865,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
20866,8,4,high,high,medium,medium,medium,medium,medium,medium,medium,low,medium,low,high
20869,8,4,medium,medium,low,low,medium,low,low,low,low,low,low,low,low
20870,8,3,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20871,8,3,low,medium,low,low,low,low,low,low,low,low,low,high,high
20872,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20874,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20876,8,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
20877,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
20878,8,4,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,low,low
20879,8,4,medium,high,medium,medium,medium,medium,high,medium,medium,low,medium,low,low
20881,8,3,low,low,low,low,low,low,low,low,low,low,low,low,low
20882,8,5,high,high,medium,medium,medium,medium,medium,medium,low,low,medium,low,low
20883,8,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
20884,8,5,high,high,high,high,high,high,high,high,high,low,high,low,high
20885,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20887,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
20888,8,5,high,high,high,low,medium,high,high,high,low,low,medium,low,low
20889,8,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
20892,8,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
20893,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20894,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20895,8,4,medium,high,medium,low,medium,medium,medium,medium,low,low,medium,low,low
20896,8,3,medium,medium,medium,low,medium,medium,low,medium,low,low,medium,low,medium
20897,8,3,low,low,low,low,low,low,low,low,low,low,low,low,low
20898,8,5,medium,medium,medium,low,medium,low,medium,medium,low,low,medium,low,low
20899,8,4,medium,medium,low,low,medium,low,low,low,low,low,low,low,low
20900,8,5,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
20901,8,4,medium,medium,medium,low,medium,low,medium,medium,medium,low,medium,low,high
20902,8,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
20904,8,3,low,low,low,low,low,low,low,low,low,low,low,low,low
20905,8,4,low,low,low,low,low,low,low,low,low,low,low,low,high
20906,8,5,low,medium,low,low,low,low,low,low,low,low,low,low,low
20907,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20908,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
20909,8,3,medium,medium,low,low,low,low,low,low,low,low,low,low,low
20910,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
20911,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20913,8,4,high,high,high,medium,medium,high,medium,high,medium,low,medium,low,medium
20914,8,4,medium,medium,low,low,medium,low,low,medium,low,low,low,low,low
20915,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20916,8,4,medium,medium,low,low,medium,low,medium,low,low,low,low,low,low
20917,8,4,medium,medium,medium,low,medium,low,low,medium,low,low,low,low,low
20918,8,3,low,low,low,low,low,low,low,low,low,low,low,low,low
20919,8,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
20920,8,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
20921,8,5,high,high,high,high,high,high,high,high,high,high,high,low,high
20922,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20923,8,3,low,low,low,low,low,low,low,low,low,low,low,low,low
20924,8,3,high,medium,high,medium,medium,high,medium,medium,medium,medium,medium,low,medium
20925,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low
20926,8,5,high,high,high,high,high,high,high,high,high,high,high,low,high
20927,8,4,high,high,high,high,high,medium,high,high,high,low,high,low,high
20928,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
20929,8,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,medium,low
20930,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20931,8,4,medium,medium,low,low,medium,low,medium,low,low,low,low,low,low
20932,8,4,high,high,high,high,high,high,high,high,high,high,high,high,high
20933,8,3,medium,medium,medium,low,low,low,medium,low,low,low,low,low,low
20935,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
20936,8,4,medium,medium,low,low,low,low,low,low,low,low,low,low,low
20938,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20939,8,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
20940,8,4,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,low,low
20942,8,4,medium,high,medium,medium,medium,medium,medium,medium,low,low,medium,low,low
20943,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20944,8,3,low,low,low,low,low,low,low,low,low,low,low,low,low
20945,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20946,8,5,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,high
20947,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20948,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20949,8,4,medium,medium,low,low,low,low,medium,low,low,low,low,low,low
20953,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
20954,8,2,low,low,low,low,low,low,low,low,low,low,low,high,low
20955,8,4,high,high,medium,medium,medium,medium,medium,medium,low,low,medium,low,low
20956,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20957,8,5,high,high,high,high,high,high,high,high,medium,high,high,high,high
20958,8,4,medium,medium,medium,low,medium,low,medium,low,low,low,low,low,low
20959,8,5,high,high,high,medium,high,high,high,high,high,high,high,high,high
20962,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20963,8,4,high,high,medium,medium,medium,medium,medium,high,low,low,medium,low,low
20964,8,4,high,high,medium,medium,medium,medium,medium,medium,medium,low,medium,low,high
20965,8,3,medium,medium,medium,low,low,low,low,medium,low,low,medium,medium,medium
20966,8,4,medium,medium,low,low,low,low,low,low,low,low,low,low,low
20967,8,2,low,low,low,low,low,low,low,low,low,low,low,low,low
20968,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
20971,8,5,high,high,high,high,high,high,high,high,high,low,high,low,high
20972,8,4,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,low,low
20973,8,4,high,high,high,high,high,high,high,high,medium,medium,high,low,high
20974,8,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
20975,8,4,high,high,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
20976,8,4,high,high,medium,low,medium,medium,high,high,low,low,medium,low,low
20977,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
20979,8,3,medium,medium,medium,low,medium,low,medium,medium,low,low,medium,low,low
20981,8,5,low,low,low,low,low,low,low,low,low,low,low,high,high
20982,8,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
20983,8,5,high,high,medium,medium,high,medium,medium,medium,low,low,medium,low,low
20984,8,3,low,low,low,low,low,low,low,low,low,low,low,low,low
20985,8,4,medium,medium,low,low,medium,low,low,low,low,low,low,low,low
20987,8,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,low,low
20988,8,4,high,high,high,medium,high,high,high,high,medium,low,high,low,high
20992,8,4,high,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
20993,8,5,high,high,high,high,high,medium,high,high,medium,low,high,low,high
20994,8,4,high,high,high,high,high,high,high,high,high,low,high,low,high
20996,8,4,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20998,8,4,high,high,medium,low,medium,medium,medium,medium,low,low,low,low,low
20999,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
21000,8,3,high,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
21001,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
21002,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
21003,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
21004,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21005,8,4,medium,medium,low,low,low,low,low,low,low,low,low,low,low
21006,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
21007,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
21008,8,4,medium,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,high
21009,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
21010,8,4,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,low
21012,8,3,low,low,low,low,low,low,low,low,low,low,low,high,high
21013,8,3,medium,medium,low,low,low,low,low,low,low,low,low,low,low
21014,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
21015,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
21016,8,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
21017,8,3,medium,medium,medium,low,medium,medium,low,medium,low,high,low,high,high
21020,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21021,8,4,medium,high,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
21022,8,4,medium,medium,low,low,medium,low,medium,medium,low,low,low,low,low
21023,8,4,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21024,8,3,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium
21025,8,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
21026,8,3,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,low,low
21028,8,3,low,medium,low,low,low,low,low,low,low,low,low,low,low
21029,8,3,low,medium,low,low,low,low,low,low,low,low,low,high,high
21030,8,4,high,high,high,high,high,high,high,high,high,low,high,low,high
21031,8,3,low,low,low,low,low,low,low,low,low,low,low,low,low
21032,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
21033,8,3,low,low,low,low,low,low,low,low,low,low,low,low,low
21034,8,4,low,low,low,low,low,low,low,low,low,low,low,high,high
21035,8,5,high,high,high,medium,medium,high,high,high,medium,low,high,low,high
21036,8,4,high,high,high,high,high,high,high,high,high,high,high,low,high
21037,8,5,low,high,low,low,medium,low,low,low,high,low,low,low,low
21038,8,4,low,medium,medium,low,medium,low,low,low,low,low,low,low,low
21039,8,4,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,low,low
21042,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
21043,8,4,medium,medium,medium,medium,medium,low,medium,medium,medium,low,low,low,low
21044,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
21045,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
21049,8,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
21051,8,5,medium,medium,medium,low,medium,low,medium,medium,medium,low,low,low,low
21052,8,3,low,low,low,low,low,low,low,low,low,low,low,low,low
21053,8,4,high,high,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
21054,8,5,medium,medium,low,low,medium,low,medium,low,low,low,low,low,low
21055,8,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
21056,8,5,high,high,high,high,high,high,high,high,high,high,high,high,high
21057,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
21058,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
21059,8,5,medium,high,medium,low,medium,medium,medium,medium,medium,low,medium,low,low
21060,8,5,low,high,low,low,low,low,low,low,low,low,low,low,low
21061,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
21063,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,medium,low,low
21064,8,4,low,low,low,low,low,low,low,low,low,low,low,high,high
21065,8,5,high,high,high,medium,medium,high,high,high,medium,low,high,low,low
21067,8,5,high,high,high,high,high,high,high,high,high,high,high,high,high
21068,8,4,low,medium,medium,low,medium,low,low,medium,low,low,low,low,low
21069,8,4,high,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
21070,8,4,low,low,low,low,medium,low,low,low,low,low,low,low,low
21071,8,3,low,low,low,low,low,low,low,low,low,low,low,low,low
21072,8,4,low,high,low,low,low,low,low,low,low,low,low,low,low
21073,8,4,high,high,high,low,high,high,high,high,high,low,high,low,low
21074,8,4,medium,medium,low,low,medium,low,medium,low,low,low,low,medium,low
21075,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
21076,8,4,medium,high,medium,low,medium,medium,medium,medium,medium,low,medium,low,low
21077,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
21078,8,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
21079,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
21081,8,4,medium,medium,low,low,medium,low,medium,medium,low,low,low,low,low
21083,8,5,high,high,high,high,high,high,high,high,high,high,high,low,high
21085,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
21086,8,3,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,low,low
21087,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
21089,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
21090,8,3,medium,high,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
21091,8,4,medium,medium,medium,low,medium,low,medium,low,low,low,low,low,low
21092,8,5,high,high,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
21093,8,4,low,high,low,low,low,low,low,low,low,low,low,low,low
21094,8,4,high,high,high,high,high,medium,medium,high,high,low,high,low,high
21095,8,4,medium,medium,medium,medium,medium,low,medium,medium,medium,low,medium,low,low
21096,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
21097,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
21098,8,5,medium,high,medium,medium,medium,medium,medium,high,medium,low,medium,low,low
21099,8,4,high,high,medium,medium,medium,medium,medium,high,medium,low,medium,low,low
21101,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21102,8,4,medium,medium,medium,low,medium,low,low,medium,medium,low,low,low,low
21103,8,3,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21105,8,4,low,high,low,low,low,low,low,low,low,low,low,low,low
21106,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
21107,8,4,high,high,high,high,high,high,high,high,medium,low,high,low,low
21109,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
21110,8,5,high,high,medium,high,high,medium,medium,high,medium,medium,medium,low,high
21111,8,4,high,high,medium,medium,medium,medium,medium,high,medium,low,medium,high,high
21112,8,4,medium,medium,medium,low,medium,low,low,low,low,low,low,low,low
21113,8,4,low,low,low,low,low,low,low,low,low,low,low,high,high
21114,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
21115,8,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
21116,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
21118,8,5,medium,high,low,low,low,low,medium,medium,low,low,low,low,low
21119,8,3,low,low,low,low,low,low,low,low,low,low,low,low,low
21120,8,5,high,high,high,high,high,medium,high,high,high,low,high,low,low
21122,8,5,medium,high,medium,medium,medium,medium,medium,medium,medium,low,medium,low,high
21123,8,5,high,high,high,medium,high,high,high,high,medium,medium,high,low,medium
21126,8,3,low,low,low,low,low,low,low,low,low,low,low,low,low
21127,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
21129,8,3,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
21130,8,5,high,high,high,high,high,high,high,high,high,high,high,high,high
21131,8,4,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,medium
21132,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
21133,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
21134,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
21135,8,5,high,high,high,high,high,high,high,high,high,low,high,low,high
21136,8,4,high,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,high
21137,8,4,high,high,high,high,high,medium,high,high,medium,low,high,low,high
21138,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
21140,8,3,low,low,low,low,low,low,low,low,low,low,low,high,low
21141,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21142,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
21143,8,4,high,high,high,medium,high,medium,medium,high,high,low,medium,low,low
21144,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
21145,8,4,low,low,low,low,low,low,low,low,low,low,low,high,high
21146,8,5,high,high,high,high,high,high,high,high,high,low,high,high,high
21147,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
21148,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
21149,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,medium,low,low
21150,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21151,8,4,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,low
21153,8,4,medium,medium,low,low,low,low,low,low,low,low,low,low,low
21154,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
21155,8,4,medium,high,low,low,medium,low,medium,medium,medium,low,low,low,low
21156,8,4,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,low
21157,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
21158,8,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
21159,8,5,high,high,high,high,high,medium,high,high,high,low,high,low,low
21160,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,medium,low,low
21161,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
21163,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
21164,8,5,low,low,low,low,low,low,low,low,low,low,low,low,low
21166,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
21167,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,medium,low,low
21168,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
21170,8,4,high,high,high,high,high,medium,high,high,high,low,high,low,high
21171,8,4,medium,high,medium,low,medium,medium,medium,medium,low,low,medium,low,low
21174,8,4,high,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,high
21175,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
21176,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
21177,8,3,medium,medium,low,low,medium,low,low,low,low,low,low,high,high
21178,8,3,low,low,low,low,low,low,low,low,low,low,low,low,low
21179,8,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,medium
21180,8,4,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium
21181,8,4,medium,medium,medium,low,medium,medium,medium,medium,medium,low,low,low,low
21182,8,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
21183,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
21185,8,4,high,high,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
21186,8,4,high,high,low,low,low,low,low,low,low,low,low,low,low
21188,8,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
21189,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
21190,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
21191,8,3,low,medium,low,low,low,low,low,low,low,low,low,low,low
21192,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
21193,8,4,high,high,high,medium,medium,medium,medium,high,medium,low,high,low,high
21194,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
21195,8,4,high,high,medium,medium,medium,medium,medium,high,medium,medium,high,low,medium
21198,8,4,medium,medium,low,low,medium,low,low,medium,low,low,low,low,low
21199,8,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
21200,8,4,high,high,high,high,high,medium,high,high,high,low,high,low,low
21202,8,5,high,high,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
21203,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
21204,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21205,8,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
21206,8,3,low,low,low,low,low,low,low,low,low,low,low,low,low
21207,8,5,high,high,medium,low,medium,low,medium,medium,low,low,medium,low,low
21208,8,4,low,high,low,low,low,low,low,low,low,low,low,low,low
21209,8,4,low,low,low,low,low,low,low,low,low,low,low,low,low
21210,8,4,medium,medium,medium,low,medium,low,medium,medium,medium,low,medium,low,low
