essay_id,prompt_id,narrativity_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
14855,6,2,medium,low,low,low,low,medium,low,low,low,low
14856,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14857,6,4,medium,medium,medium,medium,medium,high,medium,medium,medium,low
14858,6,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14859,6,3,high,medium,medium,medium,medium,high,medium,medium,medium,low
14860,6,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14861,6,4,high,medium,high,medium,medium,high,high,high,high,low
14862,6,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
14863,6,3,high,medium,high,medium,high,high,high,medium,high,low
14864,6,3,high,medium,medium,medium,medium,high,medium,medium,medium,low
14865,6,3,medium,low,medium,medium,medium,medium,medium,medium,medium,low
14866,6,1,medium,low,medium,medium,medium,medium,medium,medium,medium,low
14867,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14868,6,3,high,medium,high,medium,high,high,high,high,high,low
14869,6,3,medium,low,low,medium,medium,medium,medium,medium,low,low
14870,6,2,medium,low,low,medium,medium,medium,low,low,low,low
14871,6,3,high,medium,medium,medium,medium,high,medium,medium,medium,low
14872,6,4,high,high,high,high,high,high,high,high,high,low
14873,6,3,high,medium,medium,medium,high,high,high,high,medium,low
14874,6,1,medium,low,medium,medium,medium,medium,medium,low,medium,low
14875,6,2,medium,low,low,low,low,medium,low,low,low,low
14876,6,2,medium,medium,high,medium,medium,high,medium,medium,high,low
14877,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,low
14878,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14879,6,1,medium,medium,high,medium,medium,high,high,high,medium,low
14880,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,medium
14881,6,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14882,6,4,high,medium,high,medium,medium,high,high,high,high,medium
14883,6,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14884,6,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
14885,6,2,medium,low,low,low,low,medium,low,low,low,low
14886,6,1,medium,low,medium,medium,medium,medium,medium,medium,medium,low
14887,6,2,medium,low,medium,medium,medium,medium,medium,medium,low,low
14888,6,1,medium,low,medium,medium,medium,medium,medium,low,medium,low
14889,6,2,medium,medium,high,medium,medium,high,high,medium,high,medium
14890,6,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
14891,6,1,medium,low,medium,medium,medium,medium,medium,medium,medium,low
14892,6,4,high,medium,medium,medium,medium,high,medium,medium,medium,low
14893,6,1,medium,medium,high,medium,medium,high,medium,medium,medium,low
14894,6,3,high,medium,high,medium,medium,high,medium,medium,medium,low
14895,6,1,medium,low,medium,medium,medium,medium,medium,medium,medium,low
14896,6,3,high,medium,high,medium,high,high,high,high,high,low
14897,6,3,medium,medium,high,medium,medium,high,high,medium,high,low
14898,6,3,medium,low,low,low,low,medium,low,low,low,low
14899,6,0,medium,low,low,medium,medium,medium,medium,low,low,low
14900,6,3,medium,medium,high,medium,medium,medium,medium,medium,high,low
14901,6,0,high,high,high,high,high,high,high,high,high,low
14902,6,3,high,medium,medium,medium,medium,high,medium,medium,medium,low
14903,6,3,high,medium,high,high,high,high,high,high,high,low
14904,6,2,high,medium,high,medium,medium,high,high,medium,high,medium
14905,6,0,high,medium,high,high,high,high,high,high,high,low
14906,6,1,low,low,low,low,low,low,low,low,low,low
14907,6,2,high,medium,high,medium,medium,high,medium,medium,medium,low
14908,6,2,high,medium,high,medium,high,high,high,high,high,low
14909,6,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14910,6,1,medium,medium,medium,medium,medium,high,medium,medium,medium,low
14911,6,1,medium,low,low,medium,low,medium,low,low,low,low
14912,6,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14913,6,2,medium,medium,high,medium,medium,high,medium,medium,medium,low
14914,6,2,high,low,high,medium,medium,high,medium,medium,high,low
14915,6,3,high,medium,high,high,high,high,high,high,high,low
14916,6,4,high,medium,high,medium,high,high,high,high,high,medium
14917,6,2,medium,low,medium,medium,medium,medium,medium,medium,medium,low
14918,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14919,6,1,high,medium,high,medium,medium,high,high,high,high,low
14920,6,3,high,high,high,high,high,high,high,high,high,medium
14921,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,low
14922,6,4,high,medium,high,high,high,high,high,high,high,low
14923,6,3,high,medium,high,medium,medium,high,high,medium,medium,low
14924,6,2,high,medium,high,medium,high,high,high,high,high,low
14925,6,2,medium,low,medium,medium,medium,medium,medium,medium,medium,low
14926,6,2,medium,medium,high,medium,medium,medium,medium,medium,high,low
14927,6,1,medium,medium,high,medium,medium,high,medium,medium,medium,low
14928,6,1,medium,low,medium,low,low,medium,medium,low,medium,low
14929,6,2,medium,low,low,medium,medium,medium,low,low,low,low
14930,6,3,medium,low,medium,medium,medium,high,medium,low,medium,low
14931,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14932,6,3,high,medium,high,medium,medium,high,high,medium,high,low
14933,6,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14934,6,3,high,medium,high,medium,high,high,high,high,high,medium
14935,6,1,medium,medium,medium,medium,medium,high,medium,medium,medium,medium
14936,6,2,high,medium,high,medium,medium,high,high,high,high,low
14937,6,2,medium,low,medium,medium,medium,medium,medium,low,medium,low
14938,6,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14939,6,0,low,low,low,low,low,low,low,low,low,low
14940,6,3,high,medium,high,medium,medium,high,high,medium,medium,low
14941,6,4,medium,low,medium,medium,medium,medium,medium,medium,medium,low
14942,6,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
14943,6,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14944,6,4,high,medium,high,medium,medium,high,high,medium,high,medium
14945,6,1,medium,medium,medium,medium,medium,high,medium,medium,medium,low
14946,6,2,high,medium,medium,medium,medium,high,medium,medium,medium,low
14947,6,2,medium,low,medium,medium,medium,medium,medium,medium,medium,low
14948,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14949,6,0,low,low,low,low,low,low,low,low,low,low
14950,6,3,medium,medium,medium,medium,medium,high,medium,medium,medium,low
14951,6,1,medium,low,medium,medium,medium,medium,medium,low,low,low
14952,6,0,medium,medium,medium,medium,medium,high,medium,medium,medium,low
14953,6,2,medium,low,medium,medium,medium,medium,medium,medium,medium,low
14954,6,3,high,medium,high,medium,high,high,high,high,high,low
14955,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14956,6,4,high,high,high,medium,high,high,high,high,high,low
14957,6,0,low,low,low,low,low,high,low,low,low,low
14958,6,1,medium,medium,medium,high,high,high,medium,high,medium,low
14959,6,2,medium,low,medium,low,low,medium,low,low,low,low
14960,6,1,medium,low,medium,medium,medium,medium,medium,medium,medium,low
14961,6,2,medium,low,medium,medium,medium,medium,medium,low,medium,low
14962,6,1,medium,low,medium,medium,medium,medium,medium,medium,medium,low
14963,6,4,high,medium,high,medium,medium,high,high,high,high,medium
14964,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14965,6,2,high,medium,high,medium,high,high,high,high,high,low
14966,6,3,medium,medium,high,medium,medium,high,medium,medium,medium,low
14967,6,4,high,medium,high,medium,high,high,high,high,medium,low
14968,6,2,high,medium,medium,medium,medium,high,medium,medium,medium,low
14969,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,low
14970,6,3,medium,low,medium,medium,medium,high,medium,low,medium,low
14971,6,3,medium,medium,medium,medium,medium,high,medium,medium,medium,medium
14972,6,3,medium,medium,high,medium,medium,high,medium,medium,medium,low
14973,6,1,medium,low,low,low,low,medium,low,low,low,low
14974,6,3,high,medium,high,medium,high,high,high,high,high,low
14975,6,2,medium,low,medium,medium,medium,medium,medium,medium,medium,low
14976,6,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14977,6,2,high,medium,high,medium,medium,high,medium,medium,high,medium
14978,6,3,high,medium,high,medium,medium,high,high,medium,medium,low
14979,6,0,medium,low,low,medium,medium,medium,low,low,low,low
14980,6,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14981,6,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14982,6,2,medium,medium,high,medium,high,high,high,high,high,medium
14983,6,1,high,medium,high,high,high,high,high,high,high,low
14984,6,2,medium,low,medium,medium,medium,medium,medium,medium,medium,low
14985,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14986,6,3,high,medium,high,medium,high,high,high,medium,medium,low
14987,6,3,high,medium,high,medium,high,high,high,high,high,low
14988,6,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14989,6,4,medium,medium,medium,medium,medium,high,medium,medium,medium,low
14990,6,4,high,medium,high,medium,high,high,high,high,high,medium
14991,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,low
14992,6,3,high,medium,high,medium,high,high,high,high,high,low
14993,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14994,6,2,medium,low,low,low,low,medium,low,low,low,low
14995,6,2,medium,medium,medium,medium,medium,medium,medium,medium,low,low
14996,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
14997,6,0,low,low,low,low,low,medium,low,low,low,low
14998,6,3,high,high,high,high,high,high,high,high,high,low
14999,6,4,high,medium,high,medium,high,high,high,high,medium,low
15000,6,4,high,high,high,high,high,high,high,high,high,medium
15001,6,3,high,high,high,high,high,high,high,high,high,low
15002,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
15003,6,1,medium,low,medium,medium,medium,medium,medium,medium,medium,low
15004,6,3,medium,medium,high,medium,medium,medium,high,medium,high,low
15005,6,2,high,medium,high,medium,medium,high,high,high,medium,low
15006,6,2,medium,low,medium,high,medium,medium,medium,medium,low,high
15007,6,3,high,medium,high,medium,medium,high,high,medium,medium,low
15008,6,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
15009,6,3,medium,medium,high,medium,medium,high,medium,medium,medium,low
15010,6,0,high,low,low,medium,medium,high,low,high,low,low
15011,6,2,medium,low,medium,low,low,medium,medium,low,low,low
15012,6,2,high,medium,high,medium,medium,high,high,medium,high,low
15013,6,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
15014,6,1,medium,low,medium,medium,medium,high,medium,medium,low,low
15015,6,2,high,medium,high,medium,high,high,high,high,high,low
15016,6,1,high,medium,high,high,high,high,high,high,high,low
15017,6,0,low,low,low,low,low,low,low,low,low,low
15018,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15019,6,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
15020,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
15021,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15022,6,1,high,medium,high,medium,medium,high,medium,high,medium,medium
15023,6,3,high,medium,high,high,high,high,high,high,high,low
15024,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15025,6,1,medium,low,medium,medium,medium,high,medium,medium,medium,low
15026,6,2,medium,low,medium,medium,medium,medium,medium,medium,medium,low
15027,6,2,high,medium,high,high,high,high,high,high,high,low
15028,6,3,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15029,6,3,high,medium,high,medium,medium,high,high,high,high,low
15030,6,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
15031,6,3,high,medium,high,medium,high,high,high,high,high,low
15032,6,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
15033,6,2,high,medium,high,medium,medium,medium,medium,medium,medium,low
15034,6,2,high,medium,high,medium,medium,high,high,high,high,low
15035,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
15036,6,3,high,medium,high,medium,medium,high,high,medium,medium,low
15037,6,1,medium,low,medium,medium,medium,medium,medium,medium,medium,low
15038,6,3,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15039,6,1,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15040,6,1,medium,low,low,low,low,medium,low,low,low,low
15041,6,1,medium,low,low,medium,low,medium,low,low,low,low
15042,6,3,high,medium,high,high,high,high,high,high,high,low
15043,6,3,high,high,high,high,high,high,high,high,high,low
15044,6,2,high,medium,high,medium,high,high,high,high,high,low
15045,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15046,6,3,medium,medium,high,medium,medium,high,high,medium,medium,low
15047,6,3,high,medium,high,medium,high,high,high,high,high,medium
15048,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
15049,6,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
15050,6,1,medium,low,medium,medium,medium,medium,medium,low,medium,low
15051,6,1,medium,low,medium,medium,medium,medium,medium,low,medium,low
15052,6,2,high,medium,high,medium,medium,high,high,high,medium,medium
15053,6,4,high,medium,high,medium,medium,high,high,medium,high,low
15054,6,1,medium,low,medium,medium,medium,medium,medium,medium,medium,low
15055,6,1,high,medium,high,high,high,high,high,high,high,low
15056,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15057,6,0,medium,low,low,medium,medium,medium,low,low,low,low
15058,6,2,medium,low,medium,medium,medium,high,medium,medium,medium,low
15059,6,1,low,low,low,low,low,low,low,low,low,low
15060,6,3,high,medium,high,medium,medium,high,high,medium,high,low
15061,6,2,medium,low,medium,medium,medium,medium,medium,medium,medium,low
15062,6,3,high,high,high,high,high,high,high,high,high,low
15063,6,4,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15064,6,1,medium,low,medium,medium,medium,medium,medium,medium,medium,low
15065,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15066,6,4,high,medium,high,medium,medium,high,high,medium,medium,low
15067,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
15068,6,4,high,medium,high,medium,high,high,high,high,high,low
15069,6,3,high,medium,high,medium,medium,high,high,medium,high,low
15070,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15071,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15072,6,2,high,medium,medium,medium,medium,high,medium,medium,medium,low
15073,6,3,high,high,high,high,high,high,high,high,high,low
15074,6,2,medium,medium,high,medium,medium,high,medium,medium,medium,low
15075,6,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
15076,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15077,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
15078,6,1,high,medium,medium,high,high,high,medium,high,medium,low
15079,6,3,high,medium,high,high,high,high,high,high,high,medium
15080,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15081,6,3,high,medium,high,medium,medium,high,high,medium,high,low
15082,6,1,medium,low,low,medium,medium,high,low,low,low,low
15083,6,2,medium,low,low,medium,low,medium,low,low,low,low
15084,6,1,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15085,6,3,medium,low,medium,low,low,medium,low,low,low,low
15086,6,0,medium,low,low,medium,medium,medium,low,low,low,low
15087,6,2,medium,medium,medium,medium,medium,high,high,medium,medium,low
15088,6,3,high,medium,high,medium,high,high,high,medium,high,medium
15089,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15090,6,1,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15091,6,1,high,medium,high,medium,high,high,high,medium,high,low
15092,6,2,high,medium,high,high,high,high,high,high,high,low
15093,6,2,medium,low,medium,medium,medium,medium,medium,medium,medium,low
15094,6,3,high,medium,high,medium,medium,high,high,medium,high,low
15095,6,0,low,low,low,low,low,medium,low,low,low,low
15096,6,0,medium,low,low,medium,medium,medium,medium,medium,medium,low
15097,6,2,medium,low,medium,medium,medium,medium,medium,low,medium,low
15098,6,3,medium,low,medium,medium,medium,high,medium,medium,low,low
15099,6,2,high,medium,high,medium,medium,high,high,high,medium,low
15100,6,2,high,medium,high,medium,medium,high,high,medium,medium,low
15101,6,3,high,medium,high,medium,medium,high,high,medium,high,low
15102,6,2,medium,low,medium,medium,medium,high,medium,medium,medium,low
15103,6,2,medium,medium,high,medium,medium,medium,high,medium,medium,low
15104,6,2,high,medium,high,high,high,high,high,high,high,low
15105,6,2,medium,low,medium,medium,medium,medium,medium,medium,medium,low
15106,6,1,high,medium,high,medium,medium,high,medium,high,high,medium
15107,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15108,6,2,high,medium,high,medium,medium,high,high,high,high,low
15109,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15110,6,1,medium,low,low,medium,medium,medium,medium,low,low,low
15111,6,2,high,medium,high,medium,high,high,high,high,high,low
15112,6,1,medium,low,medium,medium,medium,medium,medium,low,medium,low
15113,6,0,low,low,low,low,low,low,low,low,low,low
15114,6,1,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15115,6,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
15116,6,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
15117,6,1,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15118,6,1,medium,low,low,medium,medium,medium,medium,low,low,low
15119,6,1,high,medium,medium,medium,medium,high,medium,medium,medium,low
15120,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
15121,6,2,high,medium,high,medium,medium,high,high,medium,medium,low
15122,6,1,medium,medium,high,medium,medium,high,medium,medium,medium,low
15123,6,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
15124,6,2,medium,low,medium,medium,medium,medium,medium,low,medium,low
15125,6,3,high,medium,high,medium,medium,high,high,medium,medium,low
15126,6,0,low,low,low,low,low,medium,low,low,low,low
15127,6,2,medium,low,medium,medium,medium,medium,medium,low,medium,low
15128,6,1,medium,medium,high,medium,medium,high,medium,high,medium,low
15129,6,1,medium,low,medium,medium,medium,medium,medium,low,medium,low
15130,6,1,medium,low,medium,medium,medium,medium,medium,low,medium,low
15131,6,1,low,low,low,low,low,medium,low,low,low,low
15132,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15133,6,1,medium,low,medium,medium,medium,medium,medium,medium,medium,low
15134,6,1,medium,low,medium,medium,medium,medium,medium,medium,medium,low
15135,6,1,medium,low,medium,medium,low,medium,medium,low,medium,low
15136,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15137,6,1,medium,low,medium,low,low,medium,low,low,low,low
15138,6,2,high,medium,high,medium,medium,high,high,medium,medium,low
15139,6,3,high,medium,high,medium,high,high,high,high,high,medium
15140,6,1,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15141,6,0,medium,low,low,medium,low,medium,low,low,low,low
15142,6,1,medium,low,low,medium,low,medium,low,low,medium,low
15143,6,1,medium,low,medium,low,medium,medium,medium,low,low,low
15144,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
15145,6,3,medium,medium,medium,medium,medium,high,high,medium,medium,low
15146,6,1,medium,low,low,medium,medium,medium,medium,low,medium,low
15147,6,2,high,medium,high,medium,medium,high,high,medium,medium,low
15148,6,1,medium,medium,medium,medium,medium,high,medium,medium,medium,medium
15149,6,1,medium,low,medium,medium,medium,medium,medium,low,low,low
15150,6,3,medium,medium,medium,medium,medium,high,medium,medium,medium,medium
15151,6,3,high,medium,high,medium,medium,high,high,high,high,low
15152,6,1,medium,low,medium,medium,medium,medium,medium,medium,medium,low
15153,6,1,medium,low,low,low,low,medium,low,low,low,low
15154,6,2,high,medium,high,medium,medium,high,high,medium,medium,low
15155,6,3,high,medium,medium,medium,medium,high,high,medium,medium,low
15156,6,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
15157,6,2,medium,low,medium,medium,medium,medium,medium,low,medium,low
15158,6,2,high,medium,medium,medium,medium,high,high,medium,medium,low
15159,6,2,high,medium,high,medium,medium,high,high,medium,high,low
15160,6,2,high,medium,high,medium,high,high,high,high,high,low
15161,6,3,high,medium,high,medium,high,high,high,high,high,low
15162,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
15163,6,2,high,medium,high,high,high,high,high,high,high,low
15164,6,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
15165,6,3,high,medium,high,medium,high,high,high,high,medium,low
15166,6,3,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15167,6,2,high,medium,medium,medium,medium,medium,medium,medium,medium,low
15168,6,3,medium,low,medium,medium,medium,medium,medium,medium,medium,low
15169,6,4,high,medium,high,medium,medium,high,high,medium,high,low
15170,6,1,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15171,6,2,medium,low,medium,medium,medium,medium,medium,low,low,low
15172,6,3,low,low,low,low,low,medium,low,low,low,low
15173,6,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
15174,6,1,high,medium,high,medium,medium,high,medium,medium,high,low
15175,6,2,high,medium,high,medium,high,high,high,high,medium,low
15176,6,2,high,medium,high,medium,medium,high,high,medium,high,low
15177,6,1,medium,low,medium,medium,medium,medium,medium,low,medium,low
15178,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
15179,6,3,high,high,high,high,high,high,high,high,high,low
15180,6,3,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15181,6,3,high,medium,high,high,high,high,high,high,high,low
15182,6,3,high,medium,high,medium,medium,high,medium,medium,high,low
15183,6,1,medium,medium,medium,medium,medium,high,medium,medium,medium,medium
15184,6,1,high,medium,medium,medium,medium,high,medium,medium,medium,low
15185,6,0,medium,low,low,medium,medium,medium,medium,low,low,low
15186,6,2,high,medium,high,medium,high,high,high,medium,high,low
15187,6,2,medium,medium,high,medium,medium,high,medium,medium,medium,low
15188,6,0,medium,low,medium,medium,medium,medium,low,low,medium,low
15189,6,3,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15190,6,2,high,medium,high,medium,medium,high,high,medium,high,low
15191,6,2,high,medium,high,high,high,high,high,high,high,low
15192,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
15193,6,0,medium,low,low,medium,medium,medium,low,low,low,low
15194,6,2,high,medium,high,high,high,high,high,high,high,low
15195,6,1,medium,medium,medium,medium,medium,high,medium,high,medium,low
15196,6,2,high,medium,high,high,high,high,high,high,high,low
15197,6,1,medium,low,medium,low,low,medium,low,low,low,low
15198,6,1,medium,low,medium,low,low,medium,low,low,medium,low
15199,6,2,medium,medium,high,medium,medium,medium,medium,medium,medium,low
15200,6,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
15201,6,1,medium,low,medium,medium,medium,medium,medium,medium,medium,low
15202,6,3,high,medium,high,medium,medium,high,high,high,medium,low
15203,6,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
15204,6,1,medium,low,medium,medium,medium,medium,medium,medium,medium,low
15205,6,2,medium,medium,high,medium,medium,high,high,medium,high,medium
15206,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15207,6,1,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15208,6,2,medium,low,medium,medium,medium,medium,medium,medium,medium,low
15209,6,2,high,medium,high,medium,medium,high,high,high,medium,low
15210,6,2,medium,low,medium,low,low,medium,low,low,low,low
15211,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15212,6,1,medium,low,medium,medium,medium,high,medium,medium,medium,low
15213,6,2,high,medium,high,medium,high,high,high,high,high,low
15214,6,1,low,low,low,low,low,medium,low,low,low,low
15215,6,4,high,medium,high,high,high,high,high,high,high,low
15216,6,3,high,medium,high,medium,medium,high,high,medium,medium,low
15217,6,1,medium,low,medium,medium,medium,medium,medium,low,medium,low
15218,6,1,medium,medium,high,medium,high,high,high,high,medium,low
15219,6,2,medium,low,medium,medium,medium,medium,medium,medium,medium,low
15220,6,2,medium,medium,high,medium,medium,high,medium,medium,medium,low
15221,6,2,high,low,low,high,high,high,medium,medium,medium,medium
15222,6,3,high,medium,high,medium,high,high,high,high,high,medium
15223,6,2,high,medium,high,medium,medium,high,high,medium,high,medium
15224,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,medium
15225,6,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
15226,6,3,high,medium,high,medium,medium,high,high,medium,high,low
15227,6,2,high,medium,medium,medium,medium,high,medium,medium,medium,low
15228,6,3,high,medium,high,medium,high,high,high,medium,high,medium
15229,6,1,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15230,6,3,high,medium,medium,medium,medium,high,medium,medium,medium,low
15231,6,3,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15232,6,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
15233,6,2,high,medium,high,medium,high,high,high,medium,high,medium
15234,6,3,high,medium,high,medium,medium,high,high,medium,high,medium
15235,6,2,high,medium,high,high,high,high,high,high,high,low
15236,6,3,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15237,6,1,low,low,low,low,low,low,low,low,low,low
15238,6,0,medium,low,low,medium,low,medium,low,low,low,low
15239,6,4,high,high,high,high,high,high,high,high,high,low
15240,6,0,medium,medium,medium,medium,high,high,medium,high,medium,medium
15241,6,3,high,medium,high,high,high,high,high,high,high,low
15242,6,2,medium,medium,medium,medium,medium,high,medium,medium,medium,medium
15243,6,2,high,medium,high,medium,medium,high,high,high,medium,low
15244,6,2,medium,low,medium,medium,low,medium,low,low,low,low
15245,6,0,medium,low,medium,medium,medium,medium,medium,low,medium,low
15246,6,3,high,medium,high,medium,high,high,high,high,high,low
15247,6,2,high,medium,high,medium,medium,high,medium,medium,medium,low
15248,6,2,medium,low,medium,medium,medium,medium,medium,medium,low,low
15249,6,2,high,medium,high,medium,medium,high,high,high,medium,low
15250,6,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
15251,6,2,medium,low,medium,medium,medium,medium,medium,medium,medium,low
15252,6,2,high,medium,high,medium,high,high,medium,high,high,low
15253,6,2,high,medium,high,high,high,high,high,high,high,low
15254,6,0,medium,medium,high,medium,medium,high,medium,high,medium,low
15255,6,1,high,medium,high,medium,medium,high,medium,medium,medium,medium
15256,6,1,medium,medium,high,medium,medium,high,medium,medium,medium,low
15257,6,2,high,medium,high,high,high,high,high,high,high,low
15258,6,0,high,medium,high,high,high,high,high,high,high,low
15259,6,1,high,medium,high,high,high,high,high,high,high,low
15260,6,1,medium,low,low,medium,medium,medium,medium,low,medium,low
15261,6,2,high,medium,high,medium,high,high,high,high,high,low
15262,6,1,medium,low,medium,medium,medium,medium,low,low,medium,low
15263,6,2,high,medium,medium,medium,medium,high,medium,medium,medium,low
15264,6,2,high,medium,high,medium,high,high,high,high,high,low
15265,6,1,medium,low,medium,medium,medium,medium,medium,low,medium,low
15266,6,1,medium,low,medium,medium,medium,medium,medium,low,low,low
15267,6,3,high,medium,high,medium,medium,high,high,medium,high,low
15268,6,0,medium,low,medium,medium,medium,high,medium,high,medium,low
15269,6,1,medium,low,low,medium,medium,medium,medium,low,low,low
15270,6,1,medium,low,medium,low,low,medium,medium,low,low,low
15271,6,1,medium,medium,high,high,high,high,high,high,medium,low
15272,6,2,medium,medium,high,medium,medium,high,medium,medium,medium,low
15273,6,2,high,medium,high,medium,high,high,high,high,high,low
15274,6,2,high,medium,medium,medium,medium,high,medium,medium,medium,low
15275,6,3,high,medium,high,medium,medium,high,high,medium,medium,low
15276,6,2,medium,low,medium,medium,medium,medium,medium,low,medium,low
15277,6,3,high,medium,high,medium,high,high,high,high,high,low
15278,6,1,high,medium,high,high,high,high,high,high,high,low
15279,6,1,medium,medium,high,medium,medium,high,medium,medium,medium,low
15280,6,1,medium,low,medium,low,low,medium,low,low,low,low
15281,6,3,medium,medium,medium,medium,medium,high,medium,medium,medium,low
15282,6,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
