essay_id,prompt_id,conventions_score,question1,question2,question3,question4,question5,question6
18829,7,3,medium,medium,medium,medium,medium,high
18830,7,2,low,low,low,medium,low,high
18831,7,2,medium,low,low,medium,medium,high
18832,7,3,medium,medium,medium,medium,medium,high
18833,7,2,low,low,low,low,low,high
18834,7,2,low,low,low,low,low,high
18835,7,3,medium,medium,medium,medium,medium,medium
18836,7,3,medium,medium,low,medium,medium,high
18837,7,3,medium,low,low,medium,medium,high
18839,7,3,low,low,low,low,low,high
18840,7,2,medium,low,low,medium,medium,high
18841,7,2,low,low,low,low,low,high
18842,7,3,low,low,low,low,low,high
18843,7,2,low,low,low,medium,low,high
18844,7,1,low,low,low,low,low,high
18845,7,2,medium,medium,medium,medium,medium,high
18847,7,3,low,low,low,low,low,high
18848,7,3,low,low,low,medium,medium,high
18849,7,2,medium,medium,medium,medium,medium,high
18851,7,3,low,low,low,low,low,high
18852,7,1,low,low,low,low,low,high
18853,7,3,low,low,low,medium,medium,high
18854,7,2,low,low,low,low,low,high
18855,7,2,medium,medium,medium,medium,medium,medium
18856,7,2,low,low,low,low,low,high
18857,7,3,medium,low,low,medium,medium,high
18858,7,2,low,low,low,medium,medium,high
18859,7,1,low,low,low,low,low,high
18860,7,3,low,low,low,low,low,high
18861,7,3,low,low,low,low,low,high
18862,7,2,low,low,low,low,low,high
18863,7,2,low,low,low,low,low,high
18864,7,3,medium,high,high,high,medium,medium
18865,7,2,medium,low,medium,medium,medium,high
18868,7,3,low,low,low,medium,medium,high
18870,7,3,medium,medium,medium,medium,medium,medium
18871,7,2,medium,high,high,medium,medium,medium
18872,7,3,low,low,low,low,low,high
18873,7,2,low,low,low,medium,medium,high
18874,7,3,low,low,low,medium,medium,high
18875,7,2,medium,medium,medium,medium,medium,medium
18876,7,1,low,low,low,low,low,high
18877,7,2,low,low,low,low,low,high
18878,7,2,medium,medium,medium,medium,medium,medium
18879,7,3,low,low,low,low,low,high
18880,7,3,low,low,low,low,low,high
18881,7,2,medium,high,high,medium,medium,medium
18882,7,2,low,low,low,medium,medium,high
18883,7,2,medium,medium,medium,medium,medium,high
18884,7,2,low,low,low,low,low,high
18885,7,2,medium,high,high,medium,medium,high
18886,7,3,low,low,low,medium,medium,high
18887,7,3,low,low,low,low,low,high
18888,7,2,low,low,low,medium,low,high
18889,7,3,medium,medium,medium,medium,medium,medium
18890,7,3,low,low,low,low,low,high
18891,7,2,low,low,low,medium,medium,high
18892,7,3,medium,high,medium,medium,high,medium
18894,7,3,low,low,low,low,low,high
18895,7,3,low,low,low,low,low,high
18896,7,2,low,low,low,low,low,high
18897,7,3,low,low,low,medium,medium,high
18898,7,3,low,low,low,low,low,high
18899,7,2,medium,medium,medium,medium,medium,high
18900,7,2,medium,medium,low,medium,medium,high
18901,7,3,low,low,low,medium,medium,high
18902,7,2,low,low,low,low,low,high
18903,7,1,low,low,low,low,low,high
18904,7,3,low,low,low,low,low,high
18905,7,3,low,low,low,medium,low,high
18906,7,3,medium,medium,low,medium,medium,high
18907,7,3,medium,high,low,high,high,high
18908,7,2,low,low,low,low,low,high
18909,7,3,medium,medium,medium,medium,medium,medium
18910,7,3,medium,medium,medium,medium,medium,high
18911,7,1,low,low,low,low,low,high
18912,7,3,medium,medium,medium,medium,medium,high
18913,7,3,low,low,low,low,low,high
18914,7,2,low,low,low,low,low,high
18915,7,3,medium,medium,medium,medium,medium,high
18916,7,2,low,low,low,low,low,high
18917,7,3,low,low,low,medium,medium,high
18919,7,2,low,low,low,medium,low,high
18920,7,2,medium,medium,medium,medium,low,high
18921,7,2,low,low,low,low,low,high
18922,7,2,medium,medium,medium,medium,medium,medium
18923,7,3,low,low,low,low,low,high
18924,7,2,low,low,medium,medium,medium,high
18925,7,3,medium,medium,medium,medium,medium,medium
18926,7,2,low,low,low,low,low,high
18927,7,1,medium,medium,low,medium,medium,high
18928,7,3,medium,low,low,medium,medium,high
18929,7,2,low,low,low,low,low,high
18930,7,2,low,low,low,low,low,high
18931,7,3,medium,medium,high,medium,medium,high
18932,7,2,medium,medium,low,medium,medium,high
18933,7,2,low,low,low,low,low,high
18934,7,3,low,low,low,low,low,high
18935,7,2,low,low,low,medium,medium,high
18936,7,2,medium,medium,medium,medium,medium,medium
18937,7,1,low,low,low,low,low,high
18938,7,3,low,low,low,low,low,high
18939,7,2,medium,medium,medium,medium,medium,high
18940,7,3,medium,medium,low,medium,medium,medium
18941,7,3,low,low,low,low,low,high
18942,7,3,low,low,low,medium,medium,high
18943,7,3,medium,low,low,medium,medium,high
18944,7,2,medium,medium,medium,medium,medium,medium
18945,7,3,medium,medium,low,medium,medium,high
18946,7,3,medium,medium,medium,medium,medium,high
18947,7,3,low,low,low,low,low,high
18949,7,2,low,low,low,medium,medium,high
18950,7,3,medium,medium,low,medium,medium,medium
18951,7,2,medium,medium,medium,medium,medium,high
18952,7,1,low,low,low,low,low,high
18954,7,3,medium,high,high,high,medium,medium
18955,7,2,low,low,low,low,low,high
18956,7,1,low,low,low,low,low,high
18957,7,3,medium,low,low,medium,medium,high
18958,7,1,low,low,low,low,low,high
18959,7,3,medium,medium,medium,medium,medium,medium
18960,7,3,high,high,medium,high,high,medium
18961,7,1,medium,low,low,medium,medium,high
18962,7,3,medium,low,low,medium,medium,high
18963,7,3,low,low,low,low,low,high
18964,7,3,medium,medium,low,medium,medium,high
18965,7,2,low,low,low,low,low,high
18967,7,3,low,low,low,low,low,high
18968,7,2,low,low,low,low,low,high
18969,7,2,medium,medium,medium,medium,medium,medium
18970,7,2,medium,medium,low,medium,medium,high
18971,7,3,low,low,low,low,low,high
18972,7,3,medium,low,low,medium,medium,high
18973,7,2,medium,medium,medium,medium,medium,high
18974,7,3,low,low,low,low,low,high
18976,7,2,medium,low,low,medium,medium,high
18977,7,3,low,low,low,low,low,high
18978,7,3,medium,medium,low,medium,medium,high
18979,7,2,medium,medium,medium,medium,medium,high
18980,7,1,low,low,low,low,low,high
18981,7,2,medium,medium,low,medium,medium,high
18982,7,2,low,low,low,medium,medium,high
18983,7,3,low,low,low,low,low,high
18984,7,2,medium,medium,medium,medium,medium,high
18985,7,3,low,low,low,low,low,high
18986,7,3,low,low,low,medium,low,high
18987,7,3,medium,medium,low,medium,medium,high
18988,7,2,low,low,low,low,low,high
18989,7,3,low,low,low,medium,medium,high
18990,7,3,medium,medium,medium,medium,medium,medium
18991,7,3,low,low,low,low,low,high
18993,7,2,low,low,low,low,low,high
18994,7,1,low,low,low,medium,low,high
18995,7,2,low,low,low,low,low,high
18996,7,2,low,low,low,low,low,high
18997,7,1,low,low,low,low,low,high
18998,7,1,low,low,low,low,medium,high
18999,7,2,low,low,low,low,low,high
19000,7,3,low,low,low,low,low,high
19001,7,2,low,low,low,medium,medium,high
19002,7,3,medium,medium,medium,medium,medium,high
19003,7,3,high,high,high,high,high,medium
19004,7,2,low,low,low,low,low,high
19005,7,3,high,high,high,high,high,medium
19006,7,3,low,low,low,low,low,high
19007,7,3,low,low,low,low,low,high
19008,7,2,low,low,low,low,low,high
19009,7,2,low,low,low,low,low,high
19010,7,1,low,low,high,low,low,high
19011,7,2,medium,medium,medium,medium,medium,medium
19012,7,3,medium,medium,high,medium,medium,medium
19013,7,3,low,low,low,low,low,high
19015,7,3,medium,medium,medium,medium,medium,high
19017,7,3,medium,medium,medium,medium,medium,medium
19018,7,3,low,low,low,low,low,high
19020,7,2,low,low,low,medium,medium,high
19022,7,3,low,low,low,medium,medium,high
19023,7,2,low,low,low,low,low,high
19024,7,2,medium,medium,medium,medium,medium,medium
19025,7,2,low,low,low,low,low,high
19026,7,3,low,low,low,low,low,high
19027,7,3,low,low,low,low,low,high
19028,7,3,medium,medium,medium,medium,medium,high
19029,7,3,medium,medium,low,medium,medium,high
19030,7,2,medium,medium,low,medium,medium,medium
19031,7,3,medium,medium,low,medium,medium,high
19032,7,2,low,low,medium,medium,medium,high
19033,7,2,low,low,low,medium,low,high
19034,7,3,medium,medium,medium,medium,medium,medium
19035,7,2,medium,medium,low,medium,medium,high
19036,7,1,low,low,low,low,low,high
19037,7,2,low,low,low,low,low,high
19038,7,2,low,low,low,low,low,high
19039,7,3,low,low,low,low,low,high
19041,7,2,low,low,low,low,low,high
19042,7,1,low,low,low,low,low,high
19044,7,1,low,low,low,low,low,high
19046,7,2,low,low,low,low,low,high
19047,7,2,medium,medium,low,medium,medium,medium
19048,7,2,medium,low,low,medium,medium,high
19049,7,3,medium,medium,low,medium,medium,medium
19050,7,3,low,low,low,medium,medium,high
19051,7,2,low,low,low,low,low,high
19052,7,3,medium,medium,low,medium,medium,high
19054,7,3,medium,low,low,medium,medium,high
19055,7,3,medium,medium,medium,medium,medium,high
19056,7,2,low,low,low,medium,medium,high
19057,7,2,low,low,low,low,low,high
19058,7,2,medium,low,low,medium,medium,high
19059,7,3,medium,low,low,medium,medium,high
19060,7,3,low,low,low,low,low,high
19061,7,3,low,medium,low,medium,low,high
19062,7,3,low,low,low,low,low,high
19063,7,3,low,low,low,low,low,high
19064,7,1,low,low,low,low,medium,high
19065,7,3,low,low,low,low,low,high
19068,7,3,low,low,low,medium,low,high
19069,7,3,medium,medium,low,medium,medium,high
19070,7,2,low,low,low,low,low,high
19071,7,2,medium,medium,medium,medium,medium,high
19072,7,3,medium,medium,low,medium,medium,high
19073,7,3,low,low,low,low,low,high
19076,7,3,low,low,low,low,low,high
19077,7,3,low,low,low,low,low,high
19078,7,3,medium,low,low,medium,medium,high
19079,7,2,low,low,low,low,low,high
19080,7,2,low,low,low,low,low,high
19081,7,2,low,low,low,low,low,high
19082,7,2,low,low,low,low,low,high
19083,7,3,low,low,low,medium,medium,high
19084,7,2,low,low,low,medium,low,high
19085,7,2,medium,medium,low,medium,medium,high
19086,7,3,low,low,low,low,low,high
19087,7,3,low,low,low,low,low,high
19089,7,3,medium,medium,medium,medium,medium,high
19090,7,2,low,low,low,medium,medium,high
19091,7,2,low,low,low,low,low,high
19092,7,2,medium,medium,medium,medium,medium,high
19093,7,2,low,low,low,low,low,high
19094,7,3,medium,low,low,medium,medium,high
19095,7,2,low,low,low,low,low,high
19096,7,3,medium,medium,low,medium,medium,high
19097,7,2,medium,medium,low,medium,medium,high
19098,7,2,medium,medium,medium,medium,medium,high
19099,7,3,low,low,low,low,low,high
19100,7,3,medium,medium,low,medium,medium,high
19101,7,2,low,low,low,low,low,high
19102,7,2,medium,medium,medium,medium,medium,medium
19103,7,3,low,low,low,low,low,high
19104,7,3,medium,medium,medium,medium,medium,medium
19105,7,3,medium,medium,medium,medium,medium,medium
19106,7,3,high,high,low,high,high,medium
19107,7,2,low,low,low,medium,medium,high
19108,7,2,medium,medium,medium,medium,medium,medium
19109,7,3,low,low,low,medium,medium,high
19110,7,2,low,low,low,low,low,high
19111,7,2,low,low,low,low,low,high
19112,7,2,low,low,low,low,low,high
19113,7,3,medium,medium,medium,medium,medium,high
19114,7,3,low,low,low,low,low,high
19116,7,3,medium,medium,medium,medium,medium,high
19117,7,2,low,low,low,low,low,high
19118,7,3,medium,medium,medium,medium,medium,high
19119,7,2,medium,medium,low,medium,medium,high
19120,7,3,low,low,low,medium,medium,high
19122,7,1,medium,low,low,medium,medium,high
19123,7,3,medium,medium,medium,medium,medium,medium
19124,7,3,low,low,low,low,low,high
19125,7,3,medium,medium,medium,medium,medium,medium
19126,7,2,medium,medium,medium,medium,medium,high
19127,7,2,medium,low,low,medium,medium,high
19129,7,2,low,low,low,low,low,high
19130,7,1,medium,medium,medium,medium,medium,medium
19131,7,1,low,low,low,low,medium,high
19132,7,2,low,low,low,low,low,high
19134,7,2,low,low,low,medium,medium,high
19135,7,2,medium,low,low,medium,medium,high
19136,7,2,low,low,low,medium,medium,high
19137,7,3,medium,medium,medium,medium,medium,high
19138,7,3,medium,medium,medium,medium,medium,high
19139,7,3,low,low,low,medium,low,high
19140,7,3,medium,medium,low,medium,medium,high
19141,7,3,medium,medium,medium,medium,medium,high
19143,7,2,low,low,low,low,low,high
19144,7,2,medium,low,low,medium,low,high
19145,7,3,high,high,high,high,high,medium
19146,7,3,low,medium,low,medium,low,high
19147,7,2,medium,medium,medium,medium,medium,high
19148,7,2,low,low,low,low,low,high
19149,7,1,medium,medium,medium,medium,medium,high
19150,7,2,low,low,low,low,low,high
19151,7,2,low,low,low,medium,medium,high
19152,7,3,low,low,low,medium,low,high
19153,7,2,medium,medium,medium,medium,medium,medium
19154,7,2,low,low,low,low,low,high
19155,7,2,low,low,low,low,low,high
19156,7,2,low,low,low,medium,medium,high
19158,7,2,medium,medium,low,medium,medium,high
19159,7,2,low,low,low,low,low,high
19160,7,3,medium,medium,low,medium,medium,high
19161,7,2,medium,medium,medium,medium,medium,high
19162,7,1,low,low,low,low,low,high
19163,7,1,low,low,low,medium,medium,high
19164,7,3,low,low,low,medium,medium,high
19165,7,2,medium,low,low,medium,medium,high
19166,7,2,low,low,low,low,low,high
19167,7,3,medium,medium,medium,medium,medium,high
19168,7,2,low,low,low,medium,medium,high
19169,7,3,medium,medium,medium,medium,medium,medium
19170,7,3,medium,low,low,medium,medium,high
19171,7,1,low,low,low,low,low,high
19172,7,2,low,low,low,low,low,high
19173,7,2,low,low,low,low,medium,high
19174,7,3,low,low,low,low,low,high
19175,7,3,medium,low,low,medium,medium,high
19176,7,3,medium,medium,low,medium,medium,high
19177,7,3,medium,medium,medium,medium,medium,high
19178,7,2,medium,medium,medium,medium,medium,high
19179,7,3,low,low,low,low,low,high
19180,7,2,low,low,low,low,low,high
19181,7,2,medium,medium,low,medium,medium,high
19183,7,2,low,low,low,medium,medium,high
19184,7,2,medium,medium,medium,medium,medium,high
19185,7,2,low,low,low,low,low,high
19186,7,3,medium,medium,medium,medium,medium,medium
19187,7,3,medium,medium,low,medium,medium,high
19188,7,2,low,low,low,low,low,high
19189,7,2,low,low,low,low,low,high
19190,7,3,low,low,low,low,low,high
19191,7,2,low,low,low,low,low,high
19192,7,3,low,low,low,low,low,high
19193,7,3,low,low,low,low,low,high
19194,7,2,medium,medium,low,medium,medium,high
19195,7,3,low,low,low,medium,medium,high
19196,7,3,medium,medium,medium,medium,medium,high
19197,7,3,low,low,low,low,low,high
19198,7,3,medium,low,low,medium,medium,high
19199,7,3,medium,medium,low,medium,medium,high
19200,7,3,low,low,low,medium,medium,high
19201,7,3,low,low,low,low,low,high
19202,7,3,low,low,low,low,low,high
19203,7,2,low,low,low,low,low,high
19204,7,2,medium,medium,low,medium,medium,medium
19205,7,3,medium,medium,high,medium,medium,medium
19206,7,2,medium,medium,low,medium,medium,medium
19207,7,3,medium,medium,low,medium,medium,high
19208,7,3,low,low,low,medium,medium,high
19209,7,3,low,low,low,low,low,high
19210,7,3,medium,medium,medium,medium,medium,high
19211,7,3,low,low,low,low,low,high
19212,7,3,medium,medium,medium,medium,medium,medium
19213,7,3,low,low,low,low,low,high
19214,7,2,low,low,low,low,low,high
19215,7,3,low,low,low,low,low,high
19216,7,3,low,medium,low,medium,medium,high
19217,7,2,low,low,low,low,low,high
19219,7,2,medium,medium,medium,medium,medium,high
19220,7,1,low,low,low,low,low,high
19221,7,1,low,low,low,low,low,high
19222,7,3,medium,high,medium,medium,medium,medium
19223,7,3,low,low,low,medium,medium,high
19224,7,2,medium,low,low,medium,medium,high
19225,7,2,low,low,low,low,low,high
19226,7,2,low,low,low,low,low,high
19227,7,3,medium,medium,medium,medium,medium,high
19228,7,2,low,low,low,low,low,high
19229,7,3,low,low,low,low,low,high
19230,7,2,low,low,low,low,low,high
19231,7,2,low,low,low,low,low,high
19232,7,2,low,low,low,low,low,high
19233,7,3,medium,medium,medium,medium,medium,high
19234,7,2,medium,medium,low,medium,medium,high
19236,7,2,low,low,low,medium,medium,high
19237,7,3,medium,medium,medium,medium,medium,high
19238,7,3,low,low,low,low,medium,high
19239,7,3,low,low,low,medium,medium,high
19240,7,3,low,low,low,low,low,high
19241,7,2,low,low,low,low,medium,high
19242,7,2,low,low,low,low,low,high
19243,7,3,medium,medium,low,medium,medium,high
19244,7,3,medium,medium,medium,medium,medium,high
19245,7,2,low,low,low,medium,medium,high
19246,7,2,low,low,low,low,low,high
19247,7,2,low,low,low,medium,low,high
19248,7,3,low,low,low,medium,medium,high
19249,7,3,medium,medium,medium,medium,medium,high
19250,7,3,medium,medium,low,medium,medium,high
19251,7,2,low,low,low,low,low,high
19253,7,2,medium,medium,medium,medium,medium,high
19254,7,2,low,low,low,low,low,high
19255,7,2,low,low,low,low,low,high
19256,7,2,low,low,low,low,low,high
19257,7,2,medium,low,medium,medium,medium,high
19258,7,3,medium,low,low,medium,medium,high
19259,7,2,medium,medium,medium,medium,medium,high
19260,7,3,medium,medium,low,medium,medium,high
19261,7,3,low,low,low,low,low,high
19262,7,3,low,low,low,low,low,high
19263,7,3,medium,medium,medium,medium,medium,high
19264,7,2,low,low,low,low,low,high
19265,7,3,low,low,low,low,medium,high
19266,7,3,medium,medium,low,medium,medium,high
19267,7,1,low,low,low,low,low,high
19268,7,2,low,low,low,medium,medium,high
19270,7,3,low,low,low,medium,medium,high
19271,7,3,medium,high,medium,high,medium,medium
19272,7,2,medium,high,high,medium,medium,medium
19273,7,3,medium,high,high,medium,medium,medium
19274,7,3,low,low,low,medium,medium,high
19275,7,3,low,low,low,low,low,high
19276,7,2,low,low,low,low,low,high
19277,7,3,medium,medium,medium,medium,medium,high
19278,7,3,medium,low,low,medium,medium,high
19280,7,2,low,low,low,medium,medium,high
19281,7,3,medium,medium,low,medium,medium,high
19282,7,2,medium,medium,medium,medium,medium,high
19283,7,3,medium,medium,low,medium,medium,high
19285,7,3,medium,low,medium,medium,medium,high
19286,7,2,low,low,low,low,low,high
19287,7,2,low,low,low,medium,medium,high
19289,7,3,low,low,low,medium,low,high
19290,7,3,low,low,low,low,low,high
19291,7,2,low,low,low,low,low,high
19292,7,2,low,low,low,low,low,high
19293,7,3,medium,medium,medium,medium,medium,medium
19294,7,3,medium,medium,medium,medium,medium,high
19295,7,2,low,low,low,low,low,high
19296,7,2,low,low,low,medium,medium,high
19297,7,3,medium,medium,medium,medium,medium,high
19298,7,2,low,low,low,low,low,high
19300,7,1,low,low,low,low,low,high
19301,7,3,medium,medium,medium,medium,medium,high
19302,7,3,low,low,low,medium,low,high
19303,7,2,medium,low,medium,medium,medium,high
19304,7,2,low,low,low,low,low,high
19305,7,3,medium,low,low,medium,medium,high
19306,7,3,medium,medium,medium,medium,medium,medium
19307,7,3,medium,medium,low,medium,medium,medium
19308,7,3,low,low,low,medium,medium,high
19310,7,2,low,low,low,low,low,high
19311,7,3,medium,low,low,medium,medium,high
19312,7,3,low,low,low,medium,low,high
19313,7,3,low,low,low,low,low,high
19314,7,2,low,low,low,low,low,high
19315,7,3,low,low,low,low,low,high
19316,7,1,low,low,low,medium,medium,high
19317,7,3,low,low,low,low,low,high
19318,7,2,low,low,low,low,low,high
19319,7,1,low,low,low,low,low,high
19320,7,2,low,low,low,low,low,high
19321,7,2,low,low,low,low,low,high
19322,7,3,low,low,low,low,low,high
19323,7,2,low,low,low,low,low,high
19324,7,2,medium,low,low,medium,medium,high
19326,7,2,medium,low,low,medium,medium,high
19327,7,2,low,low,low,medium,low,high
19328,7,1,low,low,low,low,low,high
19329,7,2,low,low,low,low,low,high
19330,7,2,medium,medium,low,medium,medium,high
19331,7,3,low,low,low,low,low,high
19332,7,2,low,low,low,medium,medium,high
19333,7,2,low,low,low,medium,low,high
19334,7,2,medium,medium,medium,medium,medium,medium
19335,7,2,low,low,low,low,low,high
19336,7,2,medium,low,low,medium,medium,high
19337,7,0,low,low,low,low,low,high
19338,7,2,low,low,low,low,low,high
19339,7,2,low,low,low,medium,medium,high
19340,7,2,low,low,low,low,low,high
19341,7,2,medium,low,low,medium,medium,high
19342,7,3,low,low,low,low,low,high
19343,7,3,low,low,low,medium,medium,high
19344,7,3,medium,medium,medium,medium,medium,medium
19345,7,2,medium,medium,medium,medium,medium,high
19346,7,3,medium,high,low,medium,medium,high
19348,7,1,low,low,low,low,low,high
19349,7,1,low,low,low,low,low,high
19350,7,2,medium,medium,low,medium,medium,high
19351,7,3,medium,medium,medium,medium,medium,high
19352,7,3,medium,low,low,medium,medium,high
19353,7,1,low,low,low,low,low,high
19354,7,2,low,low,low,low,low,high
19355,7,3,medium,medium,low,medium,medium,high
19356,7,2,low,low,low,low,low,high
19357,7,2,medium,medium,medium,medium,medium,medium
19358,7,1,medium,medium,medium,medium,medium,medium
19359,7,3,low,low,low,low,low,high
19360,7,2,medium,medium,medium,medium,medium,medium
19361,7,3,low,low,low,low,low,high
19362,7,2,low,low,low,low,low,high
19363,7,3,medium,medium,medium,medium,medium,high
19364,7,3,low,low,low,low,low,high
19366,7,3,medium,medium,low,medium,medium,high
19368,7,2,low,low,low,medium,low,high
19369,7,2,low,low,low,low,low,high
19371,7,2,low,low,low,medium,low,high
19372,7,2,low,low,low,low,low,high
19373,7,1,low,low,low,low,low,high
19374,7,2,medium,low,low,medium,medium,high
19375,7,3,medium,medium,medium,medium,medium,medium
19376,7,2,low,low,low,low,low,high
19377,7,2,low,low,low,medium,low,high
19378,7,3,low,low,low,low,low,high
19379,7,3,low,low,low,low,low,high
19380,7,2,low,low,low,medium,medium,high
19381,7,3,low,low,low,low,low,high
19382,7,3,medium,medium,medium,medium,medium,medium
19383,7,2,low,low,low,medium,medium,high
19384,7,2,low,low,low,low,low,high
19385,7,2,medium,medium,medium,medium,medium,medium
19386,7,3,low,low,low,medium,medium,high
19387,7,2,medium,medium,medium,medium,medium,high
19388,7,3,medium,low,low,medium,medium,high
19389,7,2,medium,low,low,medium,medium,high
19390,7,2,low,low,low,low,low,high
19391,7,3,medium,low,low,medium,medium,high
19392,7,2,low,low,low,low,low,high
19393,7,1,low,low,low,low,low,high
19394,7,2,medium,medium,medium,medium,medium,medium
19395,7,3,medium,high,low,medium,high,high
19396,7,3,medium,medium,medium,medium,medium,high
19397,7,2,low,low,low,low,low,high
19398,7,1,low,low,low,low,low,high
19400,7,2,low,low,low,low,low,high
19401,7,2,medium,low,low,medium,medium,high
19402,7,2,low,low,low,medium,medium,high
19403,7,2,low,low,low,low,low,high
19404,7,1,low,low,low,low,low,high
19405,7,2,low,low,low,low,low,high
19406,7,3,medium,low,low,medium,medium,high
19408,7,2,low,low,low,low,low,high
19409,7,3,medium,medium,medium,medium,medium,medium
19410,7,2,medium,medium,low,medium,medium,high
19411,7,1,low,low,low,low,low,high
19412,7,3,medium,high,high,medium,medium,medium
19413,7,3,low,low,low,medium,medium,high
19414,7,3,low,low,low,medium,low,high
19415,7,3,medium,medium,medium,medium,medium,medium
19416,7,2,medium,medium,medium,medium,medium,medium
19417,7,2,low,low,low,low,low,high
19419,7,3,low,low,low,low,low,high
19420,7,2,low,low,low,low,low,high
19421,7,3,low,low,low,low,low,high
19422,7,3,low,low,low,low,low,high
19423,7,3,medium,medium,medium,medium,medium,medium
19424,7,1,low,low,low,low,low,high
19425,7,1,low,low,low,low,low,high
19427,7,3,low,low,low,low,low,high
19428,7,2,medium,low,low,medium,medium,high
19429,7,3,low,low,low,low,low,high
19430,7,2,medium,medium,medium,medium,medium,high
19431,7,3,medium,low,low,medium,medium,high
19432,7,3,low,low,low,medium,medium,high
19433,7,3,low,low,low,low,low,high
19434,7,1,low,low,low,low,low,high
19435,7,3,low,low,low,low,low,high
19436,7,1,low,low,low,medium,low,high
19437,7,2,low,low,low,low,low,high
19438,7,2,low,low,low,medium,low,high
19439,7,3,medium,medium,medium,medium,medium,medium
19440,7,2,medium,medium,low,medium,medium,high
19441,7,3,low,low,low,low,low,high
19442,7,2,medium,low,low,medium,medium,high
19443,7,3,medium,medium,low,medium,medium,high
19444,7,2,low,low,low,low,low,high
19445,7,3,low,low,low,low,low,high
19446,7,3,low,low,low,low,low,high
19447,7,3,low,low,low,low,low,high
19448,7,2,low,low,low,low,low,high
19449,7,3,medium,high,medium,medium,medium,medium
19450,7,1,medium,medium,medium,medium,medium,high
19451,7,3,low,low,low,low,low,high
19454,7,2,medium,medium,medium,medium,medium,medium
19455,7,2,low,low,low,low,low,high
19456,7,1,low,low,low,low,low,high
19457,7,2,low,low,low,low,low,high
19458,7,2,low,low,low,low,low,high
19459,7,3,medium,medium,medium,medium,medium,medium
19460,7,2,low,low,low,medium,medium,high
19462,7,2,medium,low,low,medium,medium,high
19463,7,2,medium,medium,low,medium,medium,high
19464,7,3,medium,medium,medium,medium,medium,high
19465,7,1,low,low,low,low,low,high
19466,7,2,low,low,low,low,low,high
19467,7,2,low,low,low,low,low,high
19468,7,3,low,low,low,low,low,high
19469,7,2,medium,medium,medium,medium,medium,high
19470,7,3,low,low,low,medium,low,high
19471,7,3,low,low,low,low,low,high
19472,7,3,low,low,low,low,low,high
19473,7,3,low,low,low,low,low,high
19474,7,3,low,low,low,low,low,high
19475,7,2,low,low,low,low,low,high
19476,7,2,low,low,low,low,low,high
19477,7,2,medium,medium,low,medium,low,high
19478,7,3,low,low,low,medium,low,high
19479,7,2,low,low,low,low,low,high
19480,7,1,low,low,low,medium,medium,high
19481,7,3,low,low,low,low,low,high
19482,7,3,medium,low,low,medium,medium,high
19484,7,2,low,low,low,low,medium,high
19485,7,3,medium,medium,medium,medium,medium,high
19488,7,3,low,low,low,low,low,high
19489,7,2,medium,medium,medium,medium,medium,high
19490,7,2,low,low,low,low,low,high
19491,7,2,low,low,low,low,low,high
19492,7,2,medium,medium,low,medium,medium,high
19493,7,2,medium,low,low,medium,medium,high
19494,7,2,low,low,low,low,low,high
19495,7,2,low,low,low,low,low,high
19496,7,2,low,low,low,low,low,high
19497,7,1,low,low,low,low,low,high
19498,7,2,low,low,low,low,low,high
19499,7,3,medium,medium,low,medium,medium,high
19500,7,2,low,low,low,low,low,high
19501,7,3,low,low,low,medium,medium,high
19502,7,3,low,low,low,low,low,high
19503,7,2,low,low,low,low,low,high
19504,7,3,medium,medium,medium,medium,medium,medium
19505,7,3,medium,medium,medium,medium,medium,medium
19506,7,3,low,low,low,low,low,high
19507,7,3,medium,medium,high,medium,medium,high
19508,7,2,low,low,low,medium,medium,high
19509,7,2,medium,medium,low,medium,medium,high
19510,7,2,low,low,low,low,low,high
19511,7,2,low,low,low,medium,medium,high
19512,7,3,medium,low,low,medium,medium,high
19513,7,2,medium,medium,low,medium,medium,high
19514,7,3,low,low,low,low,low,high
19515,7,3,medium,medium,medium,medium,medium,medium
19516,7,3,low,low,low,medium,medium,high
19517,7,2,low,low,low,low,low,high
19518,7,3,low,low,low,low,low,high
19519,7,3,low,low,low,low,low,high
19520,7,3,low,low,low,low,low,high
19521,7,2,medium,low,low,medium,medium,high
19522,7,3,medium,medium,low,medium,medium,high
19523,7,3,medium,high,medium,medium,medium,medium
19524,7,3,low,low,low,low,low,high
19525,7,3,medium,medium,medium,medium,medium,medium
19526,7,2,medium,medium,high,medium,medium,medium
19527,7,2,medium,medium,medium,medium,medium,high
19528,7,1,low,low,low,low,low,high
19529,7,3,low,low,low,low,low,high
19530,7,3,low,low,low,medium,medium,high
19533,7,2,low,low,low,low,low,high
19534,7,2,medium,medium,low,medium,medium,high
19535,7,2,low,low,low,medium,medium,high
19536,7,2,low,low,low,medium,medium,high
19537,7,2,medium,medium,medium,medium,medium,high
19538,7,2,medium,medium,medium,medium,medium,medium
19539,7,2,medium,medium,low,medium,medium,high
19540,7,3,low,low,low,low,low,high
19541,7,1,low,low,low,low,low,high
19542,7,2,medium,medium,low,medium,medium,high
19543,7,2,medium,medium,medium,medium,medium,high
19544,7,2,low,low,low,low,low,high
19545,7,2,low,low,low,low,low,high
19546,7,2,low,low,low,medium,medium,high
19547,7,2,low,low,low,low,low,high
19548,7,3,low,low,low,low,low,high
19549,7,1,low,low,low,low,low,high
19550,7,1,low,low,low,low,low,high
