essay_id,prompt_id,content_score,question1,question2,question3,question4,question5,question6
18036,7,1.0,low,low,medium,low,medium,medium
18037,7,2.0,low,low,low,low,low,low
18038,7,3.0,medium,medium,medium,medium,medium,medium
18039,7,2.0,medium,medium,medium,medium,medium,medium
18040,7,1.0,medium,low,medium,medium,medium,medium
18041,7,2.0,medium,medium,medium,medium,medium,medium
18042,7,2.0,low,low,low,low,medium,medium
18043,7,1.0,low,low,medium,high,medium,medium
18044,7,2.0,medium,medium,medium,medium,medium,medium
18045,7,3.0,medium,medium,medium,medium,medium,medium
18046,7,1.0,low,low,low,low,low,low
18047,7,3.0,medium,medium,medium,medium,medium,medium
18048,7,3.0,medium,medium,medium,high,medium,medium
18049,7,3.0,medium,medium,medium,medium,medium,medium
18050,7,1.0,low,low,low,high,low,high
18051,7,3.0,medium,medium,medium,medium,medium,medium
18052,7,2.0,medium,medium,medium,medium,medium,medium
18053,7,3.0,low,medium,medium,medium,medium,medium
18054,7,2.0,low,low,medium,low,medium,medium
18055,7,2.0,medium,medium,high,medium,medium,medium
18056,7,3.0,medium,medium,medium,medium,medium,medium
18057,7,2.0,medium,medium,medium,medium,medium,medium
18058,7,2.0,medium,medium,medium,medium,medium,medium
18060,7,1.0,low,low,low,low,medium,medium
18061,7,2.0,medium,medium,medium,medium,medium,medium
18062,7,2.0,medium,medium,medium,medium,medium,medium
18064,7,3.0,low,low,low,low,low,high
18065,7,2.0,medium,medium,medium,medium,medium,medium
18066,7,3.0,low,low,low,low,medium,medium
18067,7,3.0,low,low,low,low,low,high
18068,7,3.0,medium,medium,medium,medium,medium,medium
18070,7,2.0,low,low,low,low,low,high
18071,7,2.0,low,low,medium,low,medium,low
18072,7,2.0,medium,medium,medium,medium,medium,medium
18073,7,3.0,medium,low,medium,low,medium,medium
18074,7,2.0,low,low,low,low,medium,medium
18075,7,2.0,medium,medium,medium,medium,medium,medium
18076,7,2.0,medium,medium,medium,medium,medium,medium
18077,7,2.0,medium,medium,medium,medium,medium,medium
18078,7,3.0,medium,medium,medium,medium,medium,medium
18079,7,3.0,medium,medium,medium,medium,medium,medium
18080,7,1.0,low,low,medium,low,medium,high
18081,7,3.0,medium,medium,medium,medium,medium,medium
18082,7,2.0,medium,low,medium,low,medium,medium
18083,7,2.0,low,low,low,low,medium,high
18084,7,2.0,medium,low,medium,low,medium,low
18086,7,2.0,low,low,low,low,medium,medium
18087,7,2.0,medium,medium,medium,medium,medium,medium
18088,7,1.0,low,low,low,low,low,high
18089,7,3.0,medium,medium,medium,medium,medium,medium
18090,7,3.0,low,low,medium,low,medium,medium
18091,7,1.0,low,low,medium,low,medium,high
18092,7,3.0,low,low,low,low,medium,medium
18093,7,2.0,low,low,low,low,medium,low
18094,7,2.0,medium,high,high,medium,medium,medium
18095,7,1.0,medium,medium,medium,medium,medium,medium
18096,7,2.0,medium,medium,medium,medium,medium,medium
18097,7,2.0,medium,medium,medium,low,medium,medium
18098,7,3.0,medium,medium,medium,medium,medium,medium
18099,7,2.0,medium,medium,medium,medium,medium,medium
18100,7,2.0,medium,medium,medium,medium,medium,medium
18102,7,1.0,medium,low,medium,medium,medium,medium
18103,7,2.0,low,low,low,low,medium,medium
18105,7,2.0,medium,medium,medium,medium,medium,medium
18106,7,2.0,medium,medium,medium,medium,medium,medium
18107,7,2.0,low,low,low,low,medium,high
18108,7,1.0,low,low,low,low,low,high
18109,7,1.0,medium,low,medium,low,medium,medium
18110,7,2.0,medium,medium,medium,medium,medium,medium
18112,7,2.0,medium,medium,medium,medium,medium,medium
18114,7,3.0,medium,low,medium,low,medium,medium
18115,7,2.0,medium,low,medium,low,medium,medium
18116,7,3.0,low,low,medium,medium,medium,medium
18117,7,2.0,medium,medium,medium,medium,medium,medium
18118,7,1.0,medium,medium,medium,medium,medium,medium
18119,7,2.0,medium,medium,medium,medium,medium,medium
18120,7,3.0,medium,low,medium,low,medium,medium
18121,7,1.0,medium,medium,medium,medium,medium,medium
18123,7,1.0,low,low,low,low,medium,high
18124,7,2.0,medium,medium,medium,medium,medium,medium
18126,7,1.0,low,low,low,low,low,high
18127,7,2.0,medium,medium,medium,medium,medium,medium
18128,7,2.0,medium,medium,medium,medium,medium,medium
18129,7,2.0,medium,medium,medium,medium,medium,medium
18130,7,2.0,medium,medium,medium,medium,medium,medium
18131,7,2.0,medium,low,medium,medium,medium,medium
18132,7,2.0,medium,medium,medium,medium,medium,medium
18133,7,2.0,low,low,medium,low,medium,medium
18134,7,2.0,medium,medium,medium,medium,medium,medium
18135,7,1.0,medium,medium,medium,medium,medium,medium
18136,7,2.0,medium,medium,medium,medium,medium,medium
18137,7,2.0,low,low,low,low,medium,medium
18138,7,2.0,medium,medium,medium,medium,medium,medium
18140,7,2.0,low,medium,medium,low,medium,medium
18141,7,2.0,medium,medium,medium,medium,medium,medium
18142,7,3.0,medium,medium,medium,medium,medium,medium
18143,7,1.0,medium,medium,medium,medium,medium,medium
18144,7,2.0,medium,medium,medium,medium,medium,medium
18146,7,2.0,medium,medium,medium,medium,medium,medium
18147,7,2.0,low,low,low,low,low,low
18148,7,2.0,low,low,medium,low,medium,medium
18149,7,1.0,low,low,medium,low,low,low
18150,7,2.0,medium,medium,medium,medium,medium,medium
18151,7,2.0,medium,medium,medium,medium,medium,medium
18152,7,1.0,low,low,low,low,low,low
18153,7,3.0,medium,medium,medium,medium,medium,medium
18154,7,2.0,low,low,medium,high,medium,medium
18156,7,3.0,low,low,low,low,medium,medium
18159,7,2.0,medium,medium,medium,medium,medium,medium
18160,7,3.0,medium,medium,medium,low,medium,medium
18161,7,1.0,low,low,low,low,low,high
18162,7,2.0,medium,medium,medium,medium,medium,medium
18163,7,2.0,medium,medium,medium,low,medium,medium
18164,7,3.0,medium,medium,medium,medium,medium,medium
18165,7,2.0,medium,medium,medium,medium,medium,medium
18166,7,2.0,medium,medium,medium,medium,medium,medium
18167,7,0.0,low,low,medium,low,medium,high
18168,7,3.0,low,low,medium,low,medium,low
18169,7,2.0,low,low,medium,medium,medium,medium
18170,7,2.0,medium,medium,medium,medium,medium,medium
18171,7,2.0,medium,low,medium,medium,medium,low
18172,7,3.0,medium,medium,medium,medium,medium,medium
18173,7,2.0,medium,medium,medium,medium,medium,medium
18174,7,3.0,medium,medium,medium,medium,medium,medium
18175,7,3.0,medium,medium,medium,medium,medium,medium
18177,7,1.0,medium,low,medium,high,medium,medium
18178,7,3.0,medium,medium,medium,medium,medium,medium
18179,7,1.0,medium,low,medium,high,medium,high
18180,7,2.0,low,low,medium,low,medium,medium
18181,7,3.0,medium,low,medium,low,medium,medium
18182,7,2.0,low,medium,medium,low,medium,medium
18183,7,2.0,medium,medium,medium,medium,medium,medium
18184,7,1.0,medium,low,medium,low,medium,high
18185,7,2.0,low,low,low,low,medium,medium
18186,7,1.0,medium,medium,medium,medium,medium,medium
18187,7,3.0,medium,medium,medium,medium,medium,medium
18189,7,3.0,low,medium,medium,medium,medium,medium
18190,7,2.0,medium,medium,medium,medium,medium,medium
18191,7,2.0,medium,low,medium,low,medium,medium
18192,7,2.0,medium,medium,medium,medium,medium,medium
18193,7,1.0,low,low,medium,low,medium,medium
18194,7,1.0,medium,medium,medium,medium,medium,medium
18195,7,2.0,medium,medium,medium,medium,medium,medium
18196,7,1.0,medium,low,medium,medium,medium,medium
18197,7,2.0,low,medium,medium,low,medium,medium
18198,7,3.0,medium,medium,medium,medium,medium,medium
18200,7,3.0,medium,medium,medium,medium,medium,medium
18201,7,2.0,medium,medium,medium,medium,medium,medium
18202,7,2.0,medium,medium,medium,medium,medium,medium
18203,7,1.0,low,low,low,low,low,low
18205,7,3.0,medium,medium,medium,medium,medium,medium
18206,7,2.0,medium,medium,medium,medium,medium,medium
18207,7,2.0,medium,medium,medium,medium,medium,medium
18208,7,2.0,medium,medium,medium,medium,medium,medium
18209,7,2.0,medium,medium,medium,high,medium,medium
18210,7,3.0,medium,medium,medium,medium,medium,medium
18211,7,2.0,medium,medium,medium,medium,medium,medium
18212,7,1.0,medium,medium,medium,medium,medium,medium
18213,7,3.0,medium,medium,medium,medium,medium,medium
18215,7,1.0,low,low,low,low,medium,high
18217,7,2.0,low,low,low,low,medium,medium
18218,7,2.0,medium,low,medium,medium,medium,medium
18219,7,1.0,low,low,low,low,medium,high
18220,7,3.0,medium,medium,medium,medium,medium,medium
18221,7,1.0,low,low,low,low,medium,medium
18222,7,3.0,medium,medium,medium,medium,medium,medium
18223,7,3.0,low,low,low,low,low,low
18225,7,3.0,low,low,low,low,medium,medium
18226,7,3.0,medium,medium,medium,medium,medium,medium
18227,7,3.0,medium,medium,medium,medium,medium,medium
18228,7,1.0,medium,medium,medium,medium,medium,medium
18229,7,3.0,medium,medium,medium,medium,medium,medium
18230,7,2.0,medium,medium,medium,medium,medium,medium
18231,7,3.0,medium,medium,medium,medium,medium,medium
18232,7,2.0,medium,medium,medium,medium,medium,medium
18233,7,1.0,low,low,medium,low,medium,medium
18234,7,2.0,low,low,medium,high,medium,medium
18235,7,3.0,low,low,medium,medium,medium,medium
18236,7,2.0,low,low,medium,low,medium,low
18237,7,3.0,medium,medium,medium,medium,medium,medium
18238,7,2.0,medium,medium,medium,medium,medium,medium
18239,7,1.0,low,low,low,low,medium,high
18240,7,2.0,medium,medium,medium,medium,medium,medium
18241,7,2.0,medium,medium,medium,medium,medium,medium
18242,7,2.0,low,low,medium,low,medium,medium
18243,7,3.0,high,medium,medium,medium,medium,medium
18244,7,2.0,medium,medium,medium,medium,medium,medium
18245,7,1.0,medium,low,medium,medium,medium,medium
18246,7,3.0,medium,low,medium,medium,medium,medium
18247,7,1.0,medium,medium,medium,medium,medium,medium
18248,7,1.0,medium,medium,medium,low,medium,medium
18249,7,1.0,medium,medium,medium,medium,medium,medium
18250,7,3.0,medium,medium,medium,medium,medium,medium
18251,7,1.0,low,low,medium,low,medium,high
18252,7,2.0,medium,medium,medium,medium,medium,medium
18253,7,2.0,low,low,medium,low,medium,medium
18254,7,2.0,low,low,low,low,medium,medium
18255,7,2.0,medium,medium,medium,low,medium,medium
18256,7,3.0,medium,medium,medium,medium,medium,medium
18257,7,2.0,low,medium,medium,medium,medium,medium
18258,7,1.0,medium,medium,medium,medium,medium,medium
18259,7,1.0,low,low,medium,low,medium,medium
18260,7,1.0,low,low,low,high,medium,high
18261,7,2.0,medium,medium,medium,high,medium,medium
18262,7,2.0,medium,medium,medium,medium,medium,medium
18263,7,1.0,low,low,medium,low,medium,medium
18264,7,2.0,low,low,low,low,medium,low
18265,7,2.0,medium,medium,medium,medium,medium,medium
18266,7,3.0,medium,medium,medium,medium,medium,medium
18267,7,1.0,low,low,medium,low,medium,medium
18268,7,1.0,low,low,low,low,medium,medium
18269,7,2.0,low,low,medium,low,medium,medium
18271,7,2.0,medium,medium,medium,medium,medium,medium
18272,7,1.0,medium,medium,medium,medium,medium,medium
18273,7,2.0,low,medium,medium,medium,medium,medium
18275,7,3.0,medium,medium,medium,high,medium,medium
18276,7,2.0,medium,medium,medium,medium,medium,medium
18277,7,3.0,medium,medium,medium,medium,medium,medium
18278,7,2.0,low,low,medium,low,low,high
18279,7,3.0,medium,medium,medium,medium,medium,medium
18280,7,2.0,medium,medium,medium,medium,medium,medium
18281,7,3.0,medium,medium,medium,medium,medium,medium
18282,7,3.0,medium,medium,medium,medium,medium,medium
18283,7,2.0,medium,medium,medium,medium,medium,medium
18284,7,1.0,low,low,medium,low,medium,medium
18285,7,2.0,medium,medium,medium,medium,medium,medium
18286,7,3.0,medium,medium,medium,medium,medium,medium
18287,7,2.0,medium,medium,medium,medium,medium,medium
18288,7,1.0,medium,medium,medium,medium,medium,medium
18289,7,3.0,medium,medium,medium,medium,medium,medium
18290,7,1.0,low,low,medium,low,medium,medium
18291,7,3.0,medium,medium,medium,medium,medium,medium
18292,7,2.0,medium,medium,medium,medium,medium,medium
18293,7,1.0,low,low,low,low,medium,medium
18294,7,2.0,medium,medium,medium,medium,medium,medium
18295,7,2.0,low,low,medium,low,medium,medium
18296,7,1.0,medium,low,medium,medium,medium,medium
18297,7,3.0,medium,medium,medium,medium,medium,medium
18298,7,2.0,low,low,medium,low,medium,low
18300,7,1.0,medium,medium,medium,medium,medium,medium
18301,7,2.0,low,low,medium,low,medium,medium
18302,7,2.0,medium,medium,medium,medium,medium,medium
18303,7,2.0,medium,medium,medium,medium,medium,medium
18304,7,1.0,medium,medium,medium,medium,medium,medium
18305,7,3.0,low,low,low,low,medium,medium
18306,7,1.0,low,low,medium,low,medium,medium
18307,7,3.0,low,medium,medium,low,medium,medium
18308,7,1.0,medium,medium,medium,medium,medium,medium
18309,7,2.0,medium,medium,medium,medium,medium,medium
18310,7,1.0,medium,medium,medium,medium,medium,medium
18311,7,3.0,medium,medium,medium,medium,medium,medium
18312,7,2.0,medium,medium,medium,medium,medium,medium
18314,7,3.0,medium,medium,medium,medium,medium,medium
18317,7,2.0,medium,low,low,medium,medium,medium
18318,7,1.0,low,low,low,low,medium,medium
18319,7,3.0,medium,medium,medium,medium,medium,medium
18320,7,1.0,medium,low,medium,medium,medium,medium
18321,7,2.0,medium,medium,medium,medium,medium,medium
18322,7,2.0,low,medium,medium,medium,medium,medium
18324,7,3.0,medium,medium,medium,medium,medium,medium
18325,7,2.0,low,low,medium,low,medium,medium
18326,7,1.0,medium,medium,medium,medium,medium,medium
18327,7,3.0,medium,medium,medium,medium,medium,medium
18329,7,1.0,medium,medium,medium,medium,medium,medium
18330,7,1.0,low,low,low,low,low,low
18331,7,2.0,low,low,low,low,low,medium
18332,7,3.0,medium,medium,medium,medium,medium,medium
18333,7,3.0,low,low,medium,low,medium,low
18334,7,2.0,low,medium,medium,low,medium,high
18335,7,2.0,low,low,low,low,low,medium
18336,7,3.0,medium,low,medium,low,medium,medium
18337,7,3.0,low,low,medium,high,medium,medium
18338,7,2.0,medium,medium,medium,medium,medium,medium
18339,7,3.0,medium,medium,medium,medium,medium,medium
18340,7,3.0,low,low,medium,low,medium,medium
18341,7,3.0,low,low,medium,low,medium,medium
18342,7,2.0,medium,medium,medium,medium,medium,medium
18343,7,1.0,medium,medium,medium,medium,medium,medium
18344,7,2.0,medium,medium,medium,medium,medium,medium
18345,7,3.0,medium,medium,medium,medium,medium,medium
18346,7,2.0,medium,medium,medium,medium,medium,medium
18347,7,2.0,low,low,medium,low,medium,medium
18348,7,1.0,medium,medium,medium,medium,medium,medium
18349,7,3.0,medium,medium,medium,medium,medium,medium
18350,7,1.0,medium,low,medium,medium,medium,medium
18352,7,2.0,medium,medium,medium,medium,medium,medium
18353,7,2.0,medium,medium,medium,medium,medium,medium
18354,7,1.0,low,low,medium,low,medium,medium
18355,7,1.0,low,low,low,low,medium,medium
18356,7,3.0,medium,medium,medium,medium,medium,medium
18357,7,2.0,medium,low,medium,medium,medium,medium
18358,7,2.0,low,low,medium,low,medium,medium
18361,7,1.0,low,low,medium,medium,medium,medium
18362,7,3.0,medium,medium,medium,high,medium,medium
18363,7,3.0,medium,medium,medium,medium,medium,medium
18364,7,2.0,medium,medium,medium,medium,medium,medium
18365,7,2.0,low,low,medium,low,medium,medium
18366,7,2.0,medium,low,medium,medium,medium,medium
18367,7,3.0,medium,medium,medium,low,medium,medium
18368,7,2.0,medium,medium,medium,medium,medium,medium
18369,7,2.0,medium,medium,medium,medium,medium,medium
18370,7,1.0,low,low,low,low,low,high
18371,7,3.0,medium,medium,medium,medium,medium,medium
18373,7,2.0,medium,medium,medium,low,medium,medium
18374,7,1.0,low,low,medium,low,medium,medium
18375,7,1.0,medium,low,medium,medium,medium,medium
18376,7,2.0,medium,medium,high,medium,medium,medium
18377,7,3.0,medium,medium,medium,medium,medium,medium
18378,7,2.0,medium,medium,medium,medium,medium,medium
18379,7,2.0,medium,medium,medium,medium,medium,medium
18380,7,2.0,medium,high,high,medium,medium,medium
18381,7,3.0,low,low,medium,low,medium,medium
18383,7,2.0,low,low,medium,low,medium,medium
18384,7,2.0,low,low,low,low,medium,medium
18386,7,3.0,medium,medium,medium,medium,medium,medium
18387,7,2.0,medium,medium,medium,medium,medium,medium
18388,7,3.0,low,low,medium,high,medium,medium
18389,7,2.0,medium,low,medium,medium,medium,medium
18390,7,2.0,low,low,medium,low,medium,medium
18391,7,3.0,medium,medium,medium,medium,medium,medium
18392,7,2.0,medium,medium,medium,medium,medium,medium
18393,7,3.0,medium,medium,medium,medium,medium,medium
18394,7,2.0,low,medium,medium,low,medium,medium
18395,7,3.0,medium,medium,medium,high,medium,medium
18396,7,2.0,medium,medium,medium,medium,medium,medium
18398,7,2.0,medium,medium,medium,medium,medium,medium
18399,7,3.0,medium,medium,medium,medium,medium,medium
18401,7,3.0,medium,medium,medium,medium,medium,medium
18402,7,1.0,low,low,medium,medium,medium,medium
18403,7,1.0,medium,medium,medium,low,medium,medium
18404,7,2.0,medium,medium,medium,medium,medium,medium
18405,7,2.0,medium,medium,low,low,medium,medium
18406,7,3.0,low,low,medium,medium,medium,medium
18407,7,3.0,medium,medium,medium,medium,medium,medium
18408,7,3.0,medium,medium,medium,medium,medium,medium
18409,7,2.0,low,low,medium,low,medium,medium
18411,7,1.0,medium,medium,medium,medium,medium,medium
18412,7,1.0,medium,medium,medium,medium,medium,medium
18413,7,3.0,medium,medium,medium,medium,medium,medium
18414,7,1.0,medium,medium,medium,low,medium,medium
18415,7,2.0,medium,medium,medium,medium,medium,medium
18416,7,3.0,low,low,medium,low,medium,medium
18417,7,1.0,medium,low,medium,low,medium,medium
18418,7,2.0,low,medium,medium,low,medium,medium
18419,7,3.0,medium,medium,medium,medium,medium,low
18421,7,2.0,medium,medium,medium,medium,medium,medium
18422,7,3.0,medium,medium,medium,medium,medium,medium
18423,7,3.0,medium,medium,medium,medium,medium,medium
18424,7,1.0,medium,medium,medium,medium,medium,medium
18426,7,1.0,medium,medium,medium,medium,medium,medium
18427,7,2.0,medium,medium,medium,medium,medium,medium
18428,7,1.0,low,low,medium,low,medium,medium
18429,7,1.0,medium,medium,medium,medium,medium,medium
18430,7,3.0,medium,medium,medium,medium,medium,medium
18432,7,2.0,medium,medium,medium,medium,medium,medium
18433,7,3.0,medium,low,medium,medium,medium,medium
18434,7,2.0,medium,medium,medium,medium,medium,medium
18435,7,2.0,low,low,medium,medium,medium,medium
18436,7,1.0,low,low,medium,low,medium,high
18438,7,2.0,low,low,low,low,medium,medium
18441,7,1.0,low,low,medium,low,medium,medium
18442,7,3.0,medium,medium,medium,medium,medium,medium
18444,7,2.0,medium,medium,medium,medium,medium,medium
18445,7,1.0,medium,medium,medium,medium,medium,medium
18446,7,1.0,low,low,medium,low,medium,high
18448,7,2.0,medium,medium,medium,medium,medium,medium
18449,7,2.0,low,medium,medium,low,medium,medium
18450,7,3.0,medium,medium,medium,medium,medium,medium
18451,7,3.0,medium,medium,medium,medium,medium,medium
18453,7,2.0,low,medium,medium,low,medium,medium
18454,7,3.0,medium,medium,medium,medium,medium,medium
18455,7,1.0,low,low,medium,low,medium,medium
18456,7,1.0,medium,medium,medium,medium,medium,medium
18458,7,2.0,medium,medium,medium,medium,medium,medium
18459,7,3.0,medium,medium,medium,medium,medium,medium
18460,7,2.0,low,medium,medium,medium,medium,medium
18461,7,2.0,low,low,low,low,low,medium
18463,7,1.0,low,low,low,low,medium,medium
18464,7,2.0,medium,medium,medium,medium,medium,medium
18465,7,3.0,medium,medium,medium,medium,medium,medium
18466,7,1.0,low,low,medium,low,medium,medium
18467,7,3.0,medium,medium,medium,medium,medium,medium
18468,7,1.0,low,low,low,low,medium,high
18471,7,2.0,medium,medium,medium,medium,medium,medium
18472,7,1.0,low,medium,medium,low,medium,medium
18473,7,3.0,medium,medium,medium,medium,medium,medium
18474,7,3.0,medium,medium,medium,medium,medium,medium
18475,7,2.0,medium,medium,medium,medium,medium,medium
18476,7,2.0,medium,medium,medium,high,medium,high
18477,7,3.0,medium,medium,medium,medium,medium,medium
18478,7,1.0,medium,low,medium,medium,medium,medium
18479,7,3.0,medium,medium,medium,medium,medium,medium
18480,7,2.0,medium,medium,medium,medium,medium,medium
18481,7,1.0,low,medium,medium,low,medium,medium
18482,7,3.0,medium,medium,medium,medium,medium,medium
18484,7,1.0,medium,medium,medium,low,medium,medium
18485,7,3.0,low,low,medium,low,medium,medium
18488,7,1.0,medium,medium,medium,medium,medium,medium
18489,7,3.0,medium,medium,medium,medium,medium,medium
18490,7,2.0,medium,medium,medium,medium,medium,medium
18491,7,2.0,medium,medium,medium,medium,medium,medium
18492,7,2.0,low,low,medium,low,medium,medium
18494,7,3.0,medium,medium,medium,medium,medium,medium
18495,7,2.0,medium,medium,medium,high,medium,medium
18496,7,1.0,low,low,low,low,low,high
18497,7,3.0,medium,medium,medium,medium,medium,medium
18498,7,3.0,medium,medium,medium,medium,medium,medium
18499,7,3.0,medium,medium,medium,medium,medium,medium
18500,7,3.0,medium,medium,medium,high,medium,medium
18501,7,1.0,medium,medium,medium,medium,medium,medium
18502,7,2.0,medium,medium,medium,medium,medium,medium
18503,7,2.0,medium,medium,medium,medium,medium,medium
18504,7,1.0,medium,medium,medium,medium,medium,medium
18505,7,1.0,medium,medium,medium,medium,medium,medium
18506,7,1.0,low,low,low,low,medium,low
18507,7,3.0,medium,medium,medium,medium,medium,medium
18508,7,2.0,medium,medium,medium,medium,medium,medium
18509,7,1.0,low,low,low,low,low,medium
18510,7,2.0,medium,medium,medium,medium,medium,medium
18511,7,1.0,medium,low,medium,medium,medium,medium
18512,7,1.0,low,low,low,low,medium,medium
18513,7,2.0,low,low,low,low,medium,medium
18514,7,1.0,low,medium,medium,low,medium,medium
18515,7,3.0,medium,medium,medium,medium,medium,medium
18516,7,2.0,low,low,medium,low,medium,medium
18517,7,2.0,medium,medium,medium,medium,medium,medium
18518,7,1.0,medium,medium,medium,high,medium,medium
18519,7,2.0,medium,low,medium,low,medium,medium
18520,7,2.0,medium,medium,medium,medium,medium,medium
18521,7,3.0,low,low,low,low,medium,medium
18522,7,1.0,medium,medium,medium,medium,medium,medium
18523,7,2.0,medium,medium,medium,medium,medium,medium
18524,7,2.0,medium,medium,medium,medium,medium,medium
18525,7,2.0,medium,medium,medium,medium,medium,medium
18526,7,3.0,medium,medium,medium,medium,medium,medium
18527,7,2.0,low,low,low,low,low,low
18528,7,3.0,medium,medium,medium,medium,medium,medium
18529,7,1.0,low,low,low,low,medium,medium
18530,7,2.0,low,low,low,low,medium,medium
18531,7,2.0,low,low,medium,low,medium,medium
18533,7,2.0,low,low,medium,low,medium,medium
18534,7,3.0,medium,medium,medium,medium,medium,medium
18535,7,1.0,low,low,medium,low,medium,medium
18536,7,3.0,medium,medium,medium,low,medium,low
18537,7,2.0,low,low,medium,low,medium,medium
18538,7,1.0,medium,medium,medium,medium,medium,medium
18539,7,1.0,low,low,medium,low,medium,medium
18540,7,2.0,low,medium,medium,low,medium,medium
18541,7,3.0,low,medium,medium,low,medium,medium
18542,7,3.0,medium,medium,medium,medium,medium,medium
18544,7,2.0,low,low,medium,low,medium,medium
18545,7,1.0,low,low,medium,low,medium,medium
18546,7,2.0,low,low,low,low,low,low
18547,7,1.0,low,low,medium,medium,medium,medium
18548,7,1.0,medium,low,medium,low,medium,medium
18549,7,3.0,low,low,low,low,medium,medium
18550,7,2.0,low,low,medium,low,medium,medium
18551,7,1.0,medium,low,medium,medium,medium,medium
18552,7,1.0,medium,medium,medium,medium,medium,medium
18553,7,1.0,medium,medium,medium,medium,medium,medium
18554,7,2.0,low,low,medium,medium,medium,medium
18556,7,2.0,medium,medium,medium,high,medium,medium
18557,7,2.0,medium,medium,medium,medium,medium,medium
18558,7,3.0,medium,medium,medium,medium,medium,medium
18559,7,2.0,medium,medium,medium,medium,medium,medium
18560,7,3.0,medium,medium,medium,medium,medium,medium
18561,7,3.0,medium,medium,medium,high,medium,medium
18562,7,2.0,medium,medium,medium,medium,medium,medium
18563,7,2.0,medium,medium,medium,medium,medium,medium
18564,7,2.0,medium,medium,medium,medium,medium,medium
18565,7,1.0,medium,medium,medium,medium,medium,medium
18566,7,3.0,low,low,medium,low,medium,high
18567,7,3.0,medium,medium,medium,medium,medium,medium
18569,7,3.0,medium,medium,medium,medium,medium,medium
18570,7,3.0,low,medium,medium,low,medium,medium
18571,7,2.0,medium,medium,medium,medium,medium,medium
18572,7,2.0,low,low,low,low,medium,medium
18573,7,3.0,medium,low,medium,high,medium,medium
18574,7,2.0,low,medium,medium,low,medium,high
18575,7,2.0,low,low,medium,low,medium,medium
18576,7,2.0,medium,medium,medium,medium,medium,medium
18577,7,3.0,medium,medium,medium,low,medium,medium
18578,7,2.0,low,low,low,low,medium,high
18579,7,2.0,low,low,low,high,medium,medium
18580,7,3.0,medium,medium,medium,medium,medium,medium
18581,7,3.0,medium,medium,medium,medium,medium,medium
18582,7,2.0,low,medium,medium,medium,medium,medium
18583,7,2.0,medium,medium,medium,medium,medium,medium
18584,7,2.0,medium,medium,medium,medium,medium,medium
18586,7,1.0,medium,medium,medium,medium,medium,medium
18587,7,2.0,low,low,low,low,medium,low
18588,7,3.0,medium,medium,medium,medium,medium,medium
18590,7,1.0,medium,medium,medium,medium,medium,medium
18591,7,3.0,medium,medium,medium,medium,medium,medium
18592,7,1.0,low,low,low,low,medium,medium
18593,7,3.0,medium,medium,medium,medium,medium,medium
18594,7,2.0,low,low,low,low,medium,low
18595,7,1.0,low,medium,medium,high,medium,medium
18596,7,3.0,medium,medium,medium,medium,medium,medium
18597,7,2.0,medium,medium,medium,medium,medium,medium
18598,7,2.0,low,low,low,low,medium,low
18599,7,3.0,medium,medium,medium,medium,medium,medium
18600,7,3.0,medium,medium,medium,medium,medium,medium
18601,7,2.0,low,medium,medium,high,medium,medium
18602,7,3.0,medium,medium,medium,medium,medium,medium
18603,7,2.0,low,low,medium,low,medium,medium
18604,7,2.0,medium,medium,medium,medium,medium,medium
18605,7,3.0,low,low,medium,low,medium,low
18606,7,3.0,medium,medium,medium,medium,medium,medium
18607,7,2.0,medium,medium,medium,medium,medium,medium
18608,7,3.0,medium,medium,medium,medium,medium,medium
18609,7,1.0,low,low,low,low,medium,medium
18610,7,2.0,low,low,medium,low,medium,low
18611,7,2.0,low,low,low,low,medium,low
18612,7,1.0,low,low,medium,low,medium,medium
18613,7,2.0,medium,medium,medium,medium,medium,medium
18614,7,3.0,medium,medium,medium,medium,medium,medium
18615,7,2.0,medium,medium,medium,medium,medium,medium
18616,7,3.0,medium,medium,medium,medium,medium,medium
18617,7,3.0,medium,medium,medium,medium,medium,medium
18618,7,3.0,medium,medium,medium,medium,medium,medium
18619,7,2.0,medium,medium,medium,low,medium,medium
18620,7,2.0,medium,medium,medium,medium,medium,medium
18621,7,1.0,low,low,low,low,medium,medium
18622,7,1.0,low,low,low,low,medium,medium
18624,7,3.0,medium,medium,medium,low,medium,medium
18626,7,1.0,low,low,low,low,medium,medium
18627,7,2.0,low,low,low,low,medium,medium
18628,7,2.0,medium,medium,medium,medium,medium,medium
18629,7,2.0,low,low,medium,low,medium,medium
18630,7,2.0,medium,medium,medium,medium,medium,medium
18631,7,3.0,low,low,medium,medium,medium,medium
18632,7,2.0,low,low,low,low,medium,medium
18633,7,1.0,low,medium,medium,low,medium,medium
18634,7,1.0,low,low,low,low,medium,medium
18635,7,2.0,low,low,low,low,medium,low
18636,7,3.0,medium,medium,medium,medium,medium,medium
18637,7,3.0,medium,medium,medium,medium,medium,medium
18638,7,1.0,medium,low,medium,medium,medium,medium
18639,7,2.0,medium,low,medium,low,medium,medium
18640,7,3.0,medium,medium,medium,medium,medium,medium
18641,7,2.0,high,high,high,medium,medium,medium
18642,7,2.0,low,low,medium,low,medium,medium
18643,7,2.0,low,low,low,low,medium,low
18644,7,2.0,medium,medium,medium,medium,medium,medium
18645,7,1.0,medium,low,medium,medium,medium,medium
